,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20210912,1,3.35653,80.0532,3.37283,77.7087,2.99137,84.7646,4.16212,79.1413,2.55528,83.274,3.73037,82.4725,4.05474,79.7736,2.56501,88.1785,2.55582,76.0007
1,20210912,2,0.776941,336.75,0.662118,340.375,0.898632,333.509,0.854003,356.488,0.901827,329.031,0.84506,344.826,0.753042,5.33572,0.93426,327.565,0.981372,334.1
2,20210912,3,0.845908,14.0551,0.955259,27.4887,0.802439,359.351,1.01436,24.0358,1.00901,12.5302,0.878229,10.9053,1.11284,34.6384,1.03752,4.35355,1.09153,24.0733
3,20210912,4,3.90802,83.0197,3.66925,82.2187,4.09243,83.8915,4.76311,87.5568,3.28424,78.8403,4.65605,85.9698,4.53585,89.5292,3.66363,80.8055,3.05941,74.7523
4,20210912,5,0.874177,231.394,0.851402,212.072,1.08805,234.301,0.799053,219.79,0.971556,237.743,0.835372,230.283,0.896337,208.193,1.29583,232.512,0.835989,224.855
5,20210912,6,1.24057,256.201,1.4436,249.841,1.21379,258.651,1.16649,263.011,1.3055,245.894,1.16442,267.797,1.34504,253.708,1.29403,247.926,1.61443,242.903
6,20210912,7,1.15262,285.199,1.28443,275.301,0.99619,286.685,0.318075,148.915,1.50138,281.303,0.450803,144.041,0.22823,196.076,1.69004,284.393,1.69037,270.416
7,20210912,8,2.09887,180.894,2.14052,178.815,1.99479,182.638,1.85224,181.469,2.25944,175.344,1.7468,184.093,1.9303,179.496,2.12565,174.372,2.41565,176.132
8,20210912,9,2.38211,118.157,2.49647,118.405,2.28228,119.474,3.27872,114.058,1.82829,124.617,3.13759,115.552,3.31778,114.687,1.83287,127.023,1.98502,124.643
9,20210912,10,1.15708,125.09,0.829178,146.443,1.03307,119.113,2.28242,115.142,0.747335,152.151,2.33218,111.712,1.89782,124.938,0.577491,173.738,0.823789,167.267
10,20210912,11,3.35653,80.0532,3.37283,77.7087,2.99137,84.7646,4.16212,79.1413,2.55528,83.274,3.73037,82.4725,4.05474,79.7736,2.56501,88.1785,2.55582,76.0007
11,20210912,12,0.660936,171.441,0.689139,117.655,0.676799,185.687,0.815668,123.814,0.64966,158.895,0.479937,157.79,1.14941,94.7649,0.742063,162.347,0.642079,124.125
12,20210912,13,0.992118,140.045,0.682756,174.738,1.12509,116.894,1.13459,132.462,0.895118,143.735,1.1685,112.316,0.776548,147.173,1.0217,127.764,0.424582,184.799
13,20210912,14,2.39981,208.056,2.50135,203.695,2.30387,196.319,2.17121,202.197,2.80985,202.781,2.24761,180.326,2.32958,206.691,3.03022,198.511,2.78865,198.018
14,20210912,15,4.0923,158.1,3.97306,162.172,4.18006,154.048,4.07257,156.298,3.99471,160.918,4.11904,153.183,3.89655,159.749,4.03356,157.435,4.00585,163.841
15,20210912,16,3.8869,147.045,3.76706,149.522,4.01252,144.668,3.99839,143.446,3.85006,146.774,4.01936,141.813,3.88177,144.758,3.90597,144.464,3.83765,150.065
16,20210912,17,4.04779,144.999,3.94049,146.532,4.1642,143.249,4.15775,141.637,4.04359,144.377,4.17023,140.595,4.04964,142.217,4.09687,142.665,4.02168,147.095
17,20210912,18,4.36067,138.625,4.27713,139.89,4.40865,137.541,4.55993,135.802,4.35155,139.459,4.54579,134.358,4.46234,136.706,4.40387,137.13,4.3101,142.51
18,20210912,19,4.47601,128.05,4.35334,129.834,4.45988,127.55,4.79067,127.44,4.26448,129.575,4.69958,125.396,4.71578,129.751,4.3277,130.172,4.18938,131.326
19,20210912,20,5.09012,125.116,4.94613,128.204,4.8986,123.258,5.59631,123.823,4.56948,126.518,5.22595,120.361,5.65019,127.468,4.59308,126.714,4.43114,129.251
20,20210912,21,6.05516,118.196,5.94023,121.417,5.75327,113.333,6.43536,116.794,5.63021,119.41,6.06749,111.564,6.48305,120.854,5.37728,115.167,5.42661,123.273
21,20210912,22,6.01962,111.882,5.75924,113.171,5.90497,109.429,6.47316,110.527,5.25557,114.308,6.23416,108.275,6.34014,113.309,5.25453,110.258,4.93039,116.777
22,20210912,23,4.78506,106.379,4.26082,103.568,5.34573,106.448,5.76813,104.908,3.05526,108.878,5.67253,104.496,5.63206,105.194,4.00036,106.463,2.20045,105.874
23,20210912,24,0.483385,123.407,0.705468,98.3657,0.811191,113.135,2.80669,93.9956,0.618752,174.981,2.64729,99.2333,3.04231,89.2062,0.629877,145.999,0.369576,162.014
24,20210912,25,0.777454,139.172,2.10523,98.3095,0.805345,160.665,2.87021,90.1393,0.719862,158.024,1.90383,98.3257,3.71028,90.3852,1.13655,136.87,1.40453,106.03
25,20210912,26,0.70298,27.7811,1.14267,58.5407,1.27147,276.394,2.43664,83.5845,0.606977,28.4616,0.667199,255.923,2.75359,75.3178,0.440837,345.146,0.72424,46.7752
26,20210912,27,0.224883,191.674,1.76015,89.7476,0.675051,183.204,1.62077,102.931,0.267932,119.781,0.770001,167.58,2.82108,90.1131,0.795793,139.705,1.52556,87.3633
