,DATA,HORA,Barreto,Pto N,Pto S,Pto E,Pto W,Pto SE,Pto NE,Pto SW,Pto NW
0,20210903,1,21.5831,21.5934,21.569,21.5191,21.6465,21.5056,21.529,21.6321,21.6572
1,20210903,2,21.3829,21.3351,21.4729,20.9702,21.655,21.1821,20.9491,21.6094,21.5777
2,20210903,3,20.4667,20.6245,20.4783,20.0818,20.8054,19.9634,20.2558,20.6802,20.8633
3,20210903,4,20.5268,20.4601,20.2629,20.6378,20.498,20.3907,20.4335,20.3254,20.3961
4,20210903,5,19.9434,19.9512,19.8792,19.7377,20.0335,19.7003,19.8314,19.9037,19.9903
5,20210903,6,19.6933,19.7213,19.6637,19.4348,19.9128,19.3792,19.7048,19.7891,19.9078
6,20210903,7,20.0429,19.9287,19.9604,20.3225,19.8653,20.1949,20.2877,19.655,19.8163
7,20210903,8,20.3263,20.1133,20.3243,20.0792,20.1361,20.0507,19.9835,20.1625,20.0693
8,20210903,9,19.7601,19.9847,19.8979,19.9651,19.7802,19.8245,19.9888,19.7939,19.9971
9,20210903,10,19.8881,20.1059,19.6138,19.7274,19.9025,19.513,19.9098,19.6398,20.1285
10,20210903,11,20.5836,20.6989,20.4262,20.435,20.6476,20.333,20.5435,20.441,20.7596
11,20210903,12,22.362,22.5136,22.2873,22.1898,22.412,22.1237,22.4498,22.2945,22.506
12,20210903,13,24.5271,24.6272,24.4708,24.4106,24.4542,24.4084,24.6139,24.3307,24.5356
13,20210903,14,27.0087,27.0781,26.8746,26.7778,26.9746,26.7927,26.9099,26.7959,26.8469
14,20210903,15,28.5477,28.5716,28.4366,28.3058,28.6609,28.2949,28.4167,28.5167,28.5351
15,20210903,16,29.713,29.8052,29.5605,29.4213,29.734,29.4354,29.6123,29.3912,29.8132
16,20210903,17,30.1234,30.4376,29.7865,29.7374,30.2551,29.459,30.1458,29.8936,30.5366
17,20210903,18,30.0453,30.3126,29.8454,29.5734,30.3097,29.4793,29.8885,30.0194,30.5751
18,20210903,19,30.0707,30.2769,29.9243,29.5806,30.3336,29.5579,29.804,30.0905,30.5242
19,20210903,20,29.551,29.7577,29.4701,28.9304,29.9089,28.9465,29.1963,29.7295,30.0799
20,20210903,21,27.8145,28.2292,27.638,27.2746,28.2099,27.135,27.7203,28.0561,28.5507
21,20210903,22,27.0314,27.3481,26.5538,26.5257,27.351,26.1758,26.8625,26.825,27.7133
22,20210903,23,25.7534,25.7705,25.8188,25.2171,26.121,25.4011,25.2569,26.0778,26.1268
23,20210903,24,25.0343,25.1091,25.0698,24.5697,25.338,24.7388,24.6837,25.2336,25.3829
24,20210903,25,25.2119,24.6939,25.323,24.8187,25.2699,24.9097,24.4199,25.1649,24.9362
25,20210903,26,25.6301,25.2319,25.4197,25.1482,25.2251,25.1068,24.8966,24.9036,25.2218
26,20210903,27,25.3937,25.0958,25.1285,25.1121,24.655,25.0933,24.8344,24.4709,24.8944
27,20210903,28,25.2739,25.1253,24.6814,25.3121,24.205,25.295,25.096,24.1166,24.1761
28,20210903,29,24.5087,24.4378,24.0242,24.7837,23.98,24.7965,24.518,23.9303,23.9039
29,20210903,30,24.0236,24.0053,23.8201,24.2116,23.8433,24.2149,24.0968,23.7115,23.7575
30,20210903,31,23.8706,23.785,23.7173,23.734,23.7758,23.6849,23.6781,23.629,23.6307
31,20210903,32,23.6134,23.495,23.4482,23.3677,23.3671,23.2993,23.3146,23.309,23.4434
32,20210903,33,22.945,22.8405,23.247,23.3607,22.6583,23.4472,23.3073,22.8346,22.6761
33,20210903,34,22.9037,22.8353,22.7968,22.8694,22.689,22.8145,22.6991,22.5453,22.7611
34,20210903,35,23.4992,23.5916,23.1073,23.4009,23.4067,23.2278,23.4634,23.0579,23.5993
35,20210903,36,24.9834,25.0752,24.8742,24.7686,25.1382,24.7903,24.8806,24.9774,25.2228
36,20210903,37,27.0782,27.2291,27.0305,26.9783,27.0852,26.8945,27.1802,27.0099,27.2118
37,20210903,38,29.4105,29.3472,29.4268,29.3133,29.4051,29.4185,29.3228,29.3441,29.1628
38,20210903,39,31.6343,31.7047,31.5928,31.4013,31.6539,31.4481,31.5226,31.5872,31.5378
39,20210903,40,32.5499,32.561,32.5505,32.3355,32.587,32.3761,32.4791,32.5753,32.4176
40,20210903,41,33.3875,33.346,33.4639,33.0037,33.5228,33.2037,33.0928,33.2154,33.387
41,20210903,42,28.2135,28.7604,27.7288,28.536,27.799,28.1464,29.0801,27.2373,28.3483
42,20210903,43,25.0679,25.4194,24.7702,24.9991,25.0381,24.8194,25.3616,24.6262,25.4276
43,20210903,44,24.0751,24.3818,23.8153,24.0042,24.0047,23.8579,24.3203,23.6514,24.3152
44,20210903,45,22.4343,22.7065,22.2258,22.1985,22.5704,22.0837,22.4992,22.2673,22.8293
45,20210903,46,21.9245,22.16,21.7298,21.7271,22.0385,21.665,22.0015,21.7641,22.2552
46,20210903,47,21.6909,21.9121,21.5066,21.4674,21.8117,21.3918,21.7394,21.5593,22.0019
47,20210903,48,21.3299,21.5486,21.1473,21.141,21.4735,21.0669,21.4062,21.2251,21.6641
