,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20211004,1,0.515287,134.7,0.564213,154.123,0.527526,101.733,0.387187,124.147,0.556177,122.73,0.417603,96.2264,0.457567,150.103,0.600266,87.7672,0.617706,140.11
1,20211004,2,2.10947,237.469,2.0974,248.43,2.21914,235.928,2.42512,241.01,1.84427,235.925,2.44726,242.794,2.38528,245.272,2.02405,228.516,1.93469,252.564
2,20211004,3,0.655297,276.462,0.985117,306.553,0.709689,261.448,0.937762,247.252,1.10183,328.878,0.986354,249.0,0.9289,252.575,0.673245,306.743,1.59256,329.158
3,20211004,4,1.69516,314.705,1.53575,315.98,1.87218,313.497,1.83901,308.961,1.61771,318.421,2.00142,312.155,1.63311,303.036,1.82867,312.733,1.56205,327.997
4,20211004,5,1.35906,343.218,1.29081,341.032,1.44299,343.777,1.39987,333.908,1.37211,352.433,1.52854,334.472,1.25658,330.182,1.36869,353.133,1.38103,352.033
5,20211004,6,0.485476,204.564,0.501619,221.109,0.465545,198.719,0.667506,204.296,0.367558,207.897,0.563863,204.717,0.679261,219.502,0.41501,202.102,0.412055,226.089
6,20211004,7,2.3313,359.899,2.2407,2.54852,2.40861,356.225,2.43525,4.00171,2.39757,359.271,2.44781,359.102,2.26425,7.22137,2.45213,357.167,2.44746,1.99341
7,20211004,8,1.19396,23.2772,1.17441,30.9948,1.18268,14.5768,1.35831,22.2255,1.1743,20.7423,1.21699,13.1692,1.33847,33.5157,1.22324,15.6247,1.22553,25.7343
8,20211004,9,0.273333,56.6168,0.455781,67.5178,0.186256,76.6033,0.337968,75.0197,0.319434,63.3749,0.394972,135.867,0.598558,60.6576,0.383833,52.5778,0.430765,70.4455
9,20211004,10,0.710433,340.684,0.529924,352.672,0.770075,338.737,0.741694,6.04239,0.697852,334.718,0.686736,356.309,0.628118,15.9915,0.834623,341.929,0.545884,338.241
10,20211004,11,0.515287,134.7,0.564213,154.123,0.527526,101.733,0.387187,124.147,0.556177,122.73,0.417603,96.2264,0.457567,150.103,0.600266,87.7672,0.617706,140.11
11,20211004,12,0.928545,293.386,0.791878,283.754,1.09611,305.402,1.05742,297.469,0.871073,291.576,1.28051,301.598,0.825452,291.163,1.01811,306.583,0.796603,286.419
12,20211004,13,0.833752,277.106,0.876203,268.911,0.865212,296.572,0.917959,271.846,0.753604,294.722,0.981737,285.987,0.926942,258.365,0.818301,303.747,0.759059,293.599
13,20211004,14,0.910559,313.699,0.947763,310.858,0.955322,322.343,1.0148,338.943,0.980051,314.479,1.06968,329.989,0.877579,346.387,1.0111,326.264,1.12285,310.428
14,20211004,15,1.70985,300.987,1.71767,301.874,1.86088,298.392,1.91514,307.068,1.64619,291.059,2.02363,299.821,1.80394,304.023,1.80639,298.54,1.64605,291.868
15,20211004,16,2.94704,338.6,2.59679,337.008,3.24404,338.188,3.05467,332.672,2.57254,346.315,3.27639,330.844,2.70122,333.238,3.01025,344.971,2.18513,344.804
16,20211004,17,2.6623,333.791,2.40197,334.966,2.93061,335.837,2.81507,334.402,2.45914,342.686,2.96277,329.015,2.66708,341.786,2.82578,346.134,2.07107,335.706
