,Data,precipitacao_observada,Horario,Datetime,MdoEstado_ws10,MdoEstado_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_MdoEstado,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_MdoEstado,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-18 13:00:00,2021-08-18,0.0,13:00:00,2021-08-18 13:00:00,0.945857,206.624,1.42315,194.685,0.787716,294.629,1.42671,224.844,0.725766,182.098,1.18092,276.93,1.69624,209.006,0.505726,302.141,1.19022,182.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2193,24.5957,22.6868,24.6982,22.2001,22.5223,24.893,22.4987,24.6641
2021-08-18 14:00:00,2021-08-18,0.0,14:00:00,2021-08-18 14:00:00,1.64385,250.298,1.67643,212.386,1.86464,278.096,1.69986,244.319,1.59944,238.738,1.91659,284.226,1.88112,213.247,1.5995,266.094,1.63316,211.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3869,25.5103,22.8627,25.3401,22.4688,22.6321,25.765,22.958,25.6169
2021-08-18 15:00:00,2021-08-18,0.0,15:00:00,2021-08-18 15:00:00,1.49565,248.212,1.78515,208.893,0.67873,241.785,1.50649,241.986,1.95584,227.096,0.944525,255.824,1.85052,212.31,1.64148,203.192,1.95383,201.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3489,26.8625,24.5589,26.9663,23.4562,24.1752,27.2826,24.3854,26.8826
2021-08-18 16:00:00,2021-08-18,0.0,16:00:00,2021-08-18 16:00:00,3.0744,164.252,3.32622,174.531,2.91142,153.889,3.22986,169.838,2.86512,152.386,3.02681,162.279,3.10699,175.851,2.72141,148.651,3.17672,160.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9164,27.8581,24.1523,27.8678,23.9651,23.9692,28.1573,24.3149,27.8961
2021-08-18 17:00:00,2021-08-18,0.0,17:00:00,2021-08-18 17:00:00,3.67382,169.609,4.02525,175.742,3.53382,163.048,3.84624,180.425,3.67814,153.474,3.53704,173.437,3.83122,184.848,3.49876,149.959,3.92459,160.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8558,27.6872,24.0543,27.779,23.9048,23.9126,28.0297,24.1492,27.8001
2021-08-18 18:00:00,2021-08-18,0.0,18:00:00,2021-08-18 18:00:00,3.2613,185.06,3.59819,188.707,3.03571,172.442,2.99984,181.351,3.20573,173.925,2.83827,171.4,3.03082,186.92,3.05439,164.611,3.49516,175.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4044,28.484,24.7451,28.8349,24.3596,24.6782,28.9115,24.6431,28.4834
2021-08-18 19:00:00,2021-08-18,0.0,19:00:00,2021-08-18 19:00:00,2.59917,161.532,2.89757,167.479,2.36373,151.164,2.47001,158.546,2.64238,158.463,2.31669,150.682,2.57403,161.578,2.45769,150.82,2.95284,163.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8248,28.9495,25.1206,29.0641,24.8025,24.9975,29.2054,25.1209,28.9204
2021-08-18 20:00:00,2021-08-18,0.0,20:00:00,2021-08-18 20:00:00,4.01392,80.3649,5.00259,79.476,3.72027,94.2787,4.82115,75.4154,3.55551,97.6392,3.67753,84.8558,5.30485,78.8728,3.82274,102.79,4.12442,84.9336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9381,29.0733,24.5807,29.0245,24.7507,24.6338,28.7324,24.4985,29.3443
2021-08-18 21:00:00,2021-08-18,0.0,21:00:00,2021-08-18 21:00:00,5.7212,76.5801,5.8307,78.5448,5.23069,79.8251,5.93867,76.4732,5.25413,76.7094,5.39081,77.7019,6.13609,79.9924,4.6175,83.505,5.28218,76.0572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9548,26.193,23.7582,26.2052,23.915,23.685,25.8987,23.7081,26.4761
2021-08-18 22:00:00,2021-08-18,0.0,22:00:00,2021-08-18 22:00:00,6.88912,69.2711,6.03421,73.1653,7.70442,67.6526,6.7445,70.6124,6.29476,66.9075,7.67975,67.1798,6.39982,75.2576,7.17589,66.3387,5.44816,69.8129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4872,24.8934,23.4328,24.7755,23.4649,23.2916,24.5888,23.4631,25.1861
2021-08-18 23:00:00,2021-08-18,0.0,23:00:00,2021-08-18 23:00:00,3.96402,57.4177,5.14016,74.9088,5.22111,56.7899,6.26171,69.6187,0.86497,262.955,7.67907,66.8506,5.80894,76.5436,0.579495,63.7603,2.99664,79.1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8777,24.3619,22.9741,24.2604,23.1071,23.0797,24.0529,23.1573,24.6362
2021-08-19 00:00:00,2021-08-19,0.0,00:00:00,2021-08-19 00:00:00,4.31088,66.2522,2.93124,76.201,3.09001,68.1707,3.26632,67.5545,3.5178,72.9873,4.6293,65.4227,3.07825,77.4532,1.5858,89.5233,2.55587,73.8812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7237,22.7733,22.6734,22.6747,22.7715,22.6239,22.7248,22.7218,22.8204
2021-08-19 01:00:00,2021-08-19,0.0,01:00:00,2021-08-19 01:00:00,3.30007,12.5363,3.1962,16.7318,3.09625,6.13776,3.37274,21.2025,3.2169,5.99649,3.19865,17.2635,3.29906,23.2308,3.06313,359.701,3.15111,12.1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4716,22.999,22.6036,23.1971,22.4216,22.6172,22.8987,22.524,22.9722
2021-08-19 02:00:00,2021-08-19,0.0,02:00:00,2021-08-19 02:00:00,2.71645,26.4391,2.49426,30.0936,2.29687,25.2135,2.52525,35.4045,2.77951,21.9952,2.53829,33.6068,2.68167,36.4684,2.58381,20.6832,2.38863,26.3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9236,22.0371,21.9664,21.9577,21.9913,21.8686,21.8239,22.0383,22.1881
2021-08-19 03:00:00,2021-08-19,0.0,03:00:00,2021-08-19 03:00:00,2.53569,52.4425,2.06092,55.6019,1.26626,54.8151,3.37428,59.0919,1.33693,51.4257,2.91004,61.4731,3.40257,62.2593,0.471555,52.5999,1.03106,49.7538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6136,21.395,21.687,21.398,21.8382,21.3129,21.3079,21.792,21.4215
2021-08-19 04:00:00,2021-08-19,0.0,04:00:00,2021-08-19 04:00:00,1.33478,210.812,1.17599,220.742,1.01513,216.012,0.929819,201.387,1.26942,203.853,1.58969,214.816,0.906638,221.439,1.08081,201.426,0.920987,200.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4316,20.7619,21.4157,20.6551,21.5925,21.0297,20.5692,21.5026,20.9334
2021-08-19 05:00:00,2021-08-19,0.0,05:00:00,2021-08-19 05:00:00,1.15055,196.069,1.20963,199.946,0.544581,158.323,0.35336,223.484,1.74636,207.572,0.187958,155.023,0.509531,238.29,1.0108,185.124,1.36771,206.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3057,20.3684,21.4289,20.5852,21.3603,21.1278,20.5346,21.5168,20.4751
2021-08-19 06:00:00,2021-08-19,0.0,06:00:00,2021-08-19 06:00:00,0.181069,57.8982,1.60827,84.3687,0.866176,102.631,1.03559,64.9357,0.897913,123.632,2.19981,59.3075,2.11171,83.0631,1.41331,125.014,1.01714,97.7714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1224,19.9218,21.4021,19.819,21.3307,21.058,20.1872,21.5382,20.0529
2021-08-19 07:00:00,2021-08-19,0.0,07:00:00,2021-08-19 07:00:00,4.53576,74.7313,2.99874,81.2592,5.00315,71.2775,3.81176,75.3907,2.75521,76.7817,5.67678,70.5892,3.61609,83.2698,3.44875,72.3528,1.83753,86.1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5408,20.5907,21.7009,20.7398,21.3097,21.5767,20.6081,21.4338,19.9453
2021-08-19 08:00:00,2021-08-19,0.0,08:00:00,2021-08-19 08:00:00,2.85444,65.0162,2.19937,74.234,3.60881,68.2274,3.02747,74.2659,0.788026,43.7788,5.19743,74.4883,3.16813,80.4177,1.54974,58.1044,0.947615,81.8706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9344,20.0064,21.0205,20.3205,20.7116,21.3023,20.3241,20.6669,19.6573
2021-08-19 09:00:00,2021-08-19,0.0,09:00:00,2021-08-19 09:00:00,4.57404,74.8854,2.92698,84.0476,4.90984,74.037,3.58719,75.8546,3.68303,78.1849,5.48524,73.6745,3.30348,84.8735,3.94139,77.7324,2.29827,87.1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1808,20.0242,21.296,20.2581,21.3716,21.2361,20.0002,21.2527,19.722
2021-08-19 10:00:00,2021-08-19,0.0,10:00:00,2021-08-19 10:00:00,4.31088,66.2522,2.93124,76.201,3.09001,68.1707,3.26632,67.5545,3.5178,72.9873,4.6293,65.4227,3.07825,77.4532,1.5858,89.5233,2.55587,73.8812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0648,20.3634,20.7684,20.3278,21.0533,20.9614,20.2065,20.645,20.3864
2021-08-19 11:00:00,2021-08-19,0.0,11:00:00,2021-08-19 11:00:00,0.251846,190.773,0.26026,294.942,0.290415,133.046,0.755775,65.1862,0.543494,216.246,1.256,69.2079,0.7162,74.3113,0.480116,245.074,0.756045,250.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2879,21.8519,21.4788,21.7643,21.0818,21.7285,21.7182,21.3447,21.6823
2021-08-19 12:00:00,2021-08-19,0.0,12:00:00,2021-08-19 12:00:00,0.277577,125.725,0.602969,162.327,0.714723,22.899,0.16547,181.093,0.617828,106.445,0.439757,338.902,0.501781,168.065,0.73815,53.9082,0.684235,150.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9311,23.1555,21.805,23.2628,21.8049,21.839,23.2624,21.7126,23.1382
2021-08-19 13:00:00,2021-08-19,0.0,13:00:00,2021-08-19 13:00:00,0.85092,228.698,1.42088,197.885,0.776992,296.651,1.13506,230.491,0.801697,208.132,1.02348,279.186,1.21351,200.011,0.556536,292.965,1.48288,187.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4722,24.7905,22.6766,24.8397,22.6254,22.627,25.108,22.8396,24.8821
2021-08-19 14:00:00,2021-08-19,0.0,14:00:00,2021-08-19 14:00:00,2.16397,247.461,2.05208,223.724,1.96517,228.95,1.90362,254.557,2.37595,232.106,1.55388,264.37,1.98723,223.389,2.1899,218.882,2.27293,217.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0547,26.0863,24.0138,26.2163,23.1537,23.7462,26.3683,23.7742,26.1161
2021-08-19 15:00:00,2021-08-19,0.0,15:00:00,2021-08-19 15:00:00,3.06508,203.658,3.33019,203.003,2.94845,192.15,3.20222,205.539,3.05499,195.765,2.81754,191.354,3.13257,212.971,3.02356,189.087,3.17772,192.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.574,26.7272,23.9187,27.1686,23.4998,23.8414,27.2074,23.7144,26.776
2021-08-19 16:00:00,2021-08-19,0.0,16:00:00,2021-08-19 16:00:00,2.71749,205.395,3.03316,202.58,2.57247,190.588,2.83666,207.692,2.92602,195.672,2.46693,188.994,2.99349,212.138,2.78641,188.648,3.08115,190.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9163,27.3917,24.382,27.657,23.7969,24.287,27.6689,24.1252,27.3996
2021-08-19 17:00:00,2021-08-19,0.0,17:00:00,2021-08-19 17:00:00,2.77611,181.364,3.1465,188.057,2.71093,171.082,2.86264,187.08,2.98631,184.925,2.60735,174.918,2.95581,195.462,2.91766,175.306,3.27335,185.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3589,28.1429,24.6368,28.2224,24.2636,24.4479,28.3564,24.5331,28.142
2021-08-19 18:00:00,2021-08-19,0.0,18:00:00,2021-08-19 18:00:00,2.26023,188.844,2.54517,193.964,2.24876,174.445,2.41798,194.318,2.33559,184.306,2.21607,182.609,2.48919,201.99,2.34868,169.442,2.5762,186.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8544,28.7167,25.2232,28.916,24.749,25.0623,28.9297,25.0414,28.7275
2021-08-19 19:00:00,2021-08-19,0.0,19:00:00,2021-08-19 19:00:00,1.92615,222.657,2.10344,216.917,1.65545,193.617,1.91798,211.706,2.31312,222.52,1.63815,193.016,2.10579,215.969,1.72671,198.56,2.5085,213.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8398,28.5648,25.8227,29.0415,24.3168,25.5886,28.994,25.5443,27.8752
2021-08-19 20:00:00,2021-08-19,0.0,20:00:00,2021-08-19 20:00:00,1.62407,190.009,1.93452,194.776,1.48423,169.399,1.57693,179.099,1.85072,197.057,1.52478,161.924,1.80286,190.825,1.69245,177.979,2.01175,197.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1627,28.4682,25.6043,28.652,24.8341,25.3328,28.6741,25.324,28.2612
2021-08-19 21:00:00,2021-08-19,0.0,21:00:00,2021-08-19 21:00:00,5.32316,75.8585,5.13073,79.6457,5.54938,72.8067,5.70802,75.2205,5.2124,74.528,5.45741,71.4749,5.471,80.6115,5.83899,70.9258,4.7691,79.4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4032,27.1383,24.3886,26.917,24.5567,24.1872,26.7146,24.6677,27.5883
2021-08-19 22:00:00,2021-08-19,0.0,22:00:00,2021-08-19 22:00:00,7.40918,69.3834,6.30256,73.8911,7.69404,66.4637,7.09401,69.3799,7.01265,69.1398,7.78603,65.658,6.79422,74.2057,7.39061,67.3077,5.71914,72.3492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.971,25.3699,23.9231,25.2298,23.9818,23.7687,25.0519,23.9753,25.6481
2021-08-19 23:00:00,2021-08-19,0.0,23:00:00,2021-08-19 23:00:00,6.92343,65.6855,5.65844,71.3222,8.03686,63.189,6.38908,66.3762,6.84391,65.1379,8.06333,63.1113,5.82323,71.7139,7.7947,63.5215,5.52841,70.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4777,24.537,23.4738,24.3048,23.5505,23.2932,24.2417,23.5487,24.8576
2021-08-20 00:00:00,2021-08-20,0.0,00:00:00,2021-08-20 00:00:00,3.4452,76.6677,1.99439,87.9548,3.93556,70.666,2.38789,78.7454,2.9812,75.8787,4.41601,73.3643,2.06947,89.2113,3.32777,69.4184,1.87639,87.7901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7636,22.776,22.7491,22.6808,22.8448,22.6663,22.6934,22.8304,22.8571
2021-08-20 01:00:00,2021-08-20,0.0,01:00:00,2021-08-20 01:00:00,5.06857,19.5143,4.08602,22.1128,4.67133,19.316,4.15275,26.3999,5.21002,15.3899,4.82447,28.537,3.96903,25.8719,4.89196,12.2935,4.04381,20.1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2379,22.2698,22.4128,22.3922,22.2113,22.3604,22.116,22.352,22.3237
2021-08-20 02:00:00,2021-08-20,0.0,02:00:00,2021-08-20 02:00:00,1.79667,97.0311,2.1195,99.3574,2.11826,85.4935,2.24725,80.897,1.72057,105.155,3.64304,73.6691,2.91653,89.3527,1.65732,92.6095,1.39871,113.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3027,21.1831,21.262,20.8811,21.6221,20.7075,20.8868,21.6699,21.5455
2021-08-20 03:00:00,2021-08-20,0.0,03:00:00,2021-08-20 03:00:00,3.22084,52.1298,2.3937,59.0306,2.72076,48.005,3.11368,58.3169,2.61079,50.016,4.19387,56.1891,3.09307,63.2772,2.07709,41.6161,1.63323,56.9198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.659,21.2559,21.5669,21.2714,21.5877,21.2744,21.1121,21.6718,21.1338
2021-08-20 04:00:00,2021-08-20,0.0,04:00:00,2021-08-20 04:00:00,1.06785,196.975,0.995832,203.403,1.11829,194.344,1.1505,224.894,1.16851,170.781,1.42522,212.998,0.637156,186.352,0.796442,182.326,1.37771,184.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5132,20.6526,21.5384,20.5165,21.5022,21.4206,20.3804,21.4415,20.6865
2021-08-20 05:00:00,2021-08-20,0.0,05:00:00,2021-08-20 05:00:00,1.3615,169.487,0.750509,150.224,1.33736,180.459,1.35361,211.788,1.86179,134.319,1.76131,176.656,0.962792,127.473,1.17038,147.323,1.31462,144.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5201,20.4257,21.7639,20.301,21.6528,21.4423,20.0676,21.9471,20.4842
2021-08-20 06:00:00,2021-08-20,0.0,06:00:00,2021-08-20 06:00:00,3.39918,61.9604,2.52821,73.4797,3.68248,58.8345,3.76759,67.8198,1.34918,61.7386,5.69356,64.5526,3.52837,76.629,1.32171,75.0024,1.61268,75.7733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5304,20.5679,21.3112,20.9555,21.3312,21.6157,20.7955,21.2434,20.0615
2021-08-20 07:00:00,2021-08-20,0.0,07:00:00,2021-08-20 07:00:00,4.55513,67.5786,2.76558,77.3546,5.10068,63.5926,3.60254,69.872,4.04515,66.265,5.55204,66.8121,3.32368,78.9025,4.58014,62.7262,2.26712,75.2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5008,20.4062,21.5022,20.6039,21.6715,21.2933,20.426,21.7029,20.1784
2021-08-20 08:00:00,2021-08-20,0.0,08:00:00,2021-08-20 08:00:00,2.86948,72.6902,2.01217,86.4882,3.5992,65.2029,2.17876,75.2217,2.16934,71.45,4.16115,67.8148,2.10275,87.988,2.70531,64.49,1.7775,86.5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6071,19.8518,21.5129,20.0035,21.7242,21.3571,19.8088,21.6419,19.9437
2021-08-20 09:00:00,2021-08-20,0.0,09:00:00,2021-08-20 09:00:00,3.39782,72.2539,2.21294,82.9158,4.30258,71.1343,2.34171,73.325,2.75671,73.5215,4.68217,71.8847,2.2902,81.9477,3.65372,72.9641,1.96971,85.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4663,19.7058,21.3303,19.8298,21.6496,21.0763,19.6339,21.4632,19.8082
2021-08-20 10:00:00,2021-08-20,0.0,10:00:00,2021-08-20 10:00:00,3.4452,76.6677,1.99439,87.9548,3.93556,70.666,2.38789,78.7454,2.9812,75.8787,4.41601,73.3643,2.06947,89.2113,3.32777,69.4184,1.87639,87.7901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4424,19.9405,21.6279,20.222,21.6448,21.4083,19.8623,21.7515,20.0648
2021-08-20 11:00:00,2021-08-20,0.0,11:00:00,2021-08-20 11:00:00,1.70582,64.094,1.25429,77.9916,2.37188,63.6442,1.72225,68.861,1.49074,58.8199,2.5435,66.7691,1.65372,80.0312,2.17596,62.5579,0.846648,69.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9493,22.0287,22.0198,22.0081,22.1166,22.093,21.8553,21.9736,22.1936
2021-08-20 12:00:00,2021-08-20,0.0,12:00:00,2021-08-20 12:00:00,0.206434,214.35,0.739098,132.002,0.72457,303.783,0.75226,92.4711,0.388891,230.276,0.319559,340.199,1.14584,107.575,0.518283,298.642,0.619323,170.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9313,24.4328,22.4621,24.7162,22.4373,23.2951,24.5605,22.2097,24.1706
2021-08-20 13:00:00,2021-08-20,0.0,13:00:00,2021-08-20 13:00:00,1.67136,252.349,1.64378,214.08,1.81178,260.619,1.6796,248.925,1.71247,239.122,1.89365,274.189,1.78092,215.653,1.73196,249.173,1.69618,209.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7708,25.3811,23.3369,25.283,22.9162,22.9059,25.6561,23.2966,25.5302
2021-08-20 14:00:00,2021-08-20,0.0,14:00:00,2021-08-20 14:00:00,2.54215,224.206,2.47533,217.234,2.4839,212.482,2.8053,227.469,2.26626,213.108,2.36907,210.947,2.61116,223.572,2.16347,203.068,2.33567,208.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7419,27.0015,24.331,27.3735,23.7742,24.4485,27.2393,24.241,27.0912
2021-08-20 15:00:00,2021-08-20,0.0,15:00:00,2021-08-20 15:00:00,2.2204,173.045,2.51566,185.373,2.23844,160.866,2.41465,182.736,2.02835,177.403,2.22885,167.338,2.50805,193.502,2.05098,167.467,2.35771,182.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5426,28.1608,24.8375,28.2835,24.5833,24.6213,28.3728,24.9919,28.2523
2021-08-20 16:00:00,2021-08-20,0.0,16:00:00,2021-08-20 16:00:00,2.05591,166.512,2.21316,178.526,2.08608,151.347,2.16095,187.139,2.22658,149.511,2.02908,168.8,2.04508,197.879,2.17802,143.629,2.32163,160.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9739,29.1885,25.304,29.1659,24.8881,25.1674,29.3135,25.3354,29.2554
2021-08-20 17:00:00,2021-08-20,0.0,17:00:00,2021-08-20 17:00:00,2.43643,147.782,2.36577,162.971,2.40829,133.881,2.27839,162.145,2.7339,132.311,2.29025,150.128,2.03928,169.614,2.60173,126.205,2.55012,149.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3111,30.0458,25.5492,29.9754,25.1253,25.4951,30.1488,25.6058,30.0827
2021-08-20 18:00:00,2021-08-20,0.0,18:00:00,2021-08-20 18:00:00,2.2761,147.732,2.12893,160.665,2.35016,130.642,2.24201,146.809,2.34032,133.784,2.38764,140.034,1.83129,148.756,2.35396,121.849,2.21821,148.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7761,30.5482,25.9163,30.4812,25.6509,25.8174,30.6267,25.979,30.5931
2021-08-20 19:00:00,2021-08-20,0.0,19:00:00,2021-08-20 19:00:00,2.82756,119.183,2.69758,125.754,2.78656,111.577,3.00846,115.525,2.79903,120.415,2.94003,108.815,2.67687,123.069,2.75439,112.19,2.80397,129.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6645,30.3561,25.6686,30.1865,25.5402,25.5857,30.2148,25.7099,30.3673
2021-08-20 20:00:00,2021-08-20,0.0,20:00:00,2021-08-20 20:00:00,3.5674,103.121,2.9506,102.469,4.01552,99.0721,3.56778,102.028,3.78115,104.404,4.05594,100.721,3.04163,101.322,3.93018,97.8456,2.87197,106.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1685,29.7491,24.889,29.267,25.0574,24.8217,29.5199,24.9182,29.8268
2021-08-20 21:00:00,2021-08-20,0.0,21:00:00,2021-08-20 21:00:00,2.89026,93.196,1.85552,88.4154,4.41429,98.0243,2.95439,95.489,3.01371,95.6784,4.56169,99.0713,2.02318,88.9823,4.13903,100.099,1.70329,96.3048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8545,28.3725,24.8898,28.0541,24.8569,24.8723,28.0877,24.8014,28.5319
2021-08-20 22:00:00,2021-08-20,0.0,22:00:00,2021-08-20 22:00:00,4.5901,65.207,4.2792,70.4415,5.46771,64.9103,4.7189,67.8253,4.6008,63.7189,5.64826,66.4393,4.4166,72.826,5.2913,63.8834,4.05676,68.8031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2188,26.6553,24.2513,26.3719,24.3,24.1008,26.3032,24.3268,26.9375
2021-08-20 23:00:00,2021-08-20,0.0,23:00:00,2021-08-20 23:00:00,3.78357,55.3504,3.25031,60.126,4.16735,56.394,3.93519,59.83,3.61238,52.4318,4.84232,59.4673,3.64375,64.972,3.72919,54.0099,2.82669,56.1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7744,25.8377,23.6458,25.3496,23.8665,23.4848,25.461,23.7773,26.0324
2021-08-21 00:00:00,2021-08-21,0.0,00:00:00,2021-08-21 00:00:00,0.65811,1.50693,0.553428,12.9395,0.54231,2.51895,0.263304,34.4178,1.24549,352.836,0.301276,47.8672,0.178943,53.5088,1.22892,352.622,0.725049,357.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3453,23.3526,23.3359,23.2424,23.4466,23.2324,23.2504,23.4378,23.4531
2021-08-21 01:00:00,2021-08-21,0.0,01:00:00,2021-08-21 01:00:00,4.92869,15.5032,3.66659,18.5593,5.05281,14.4422,3.8872,19.7806,4.79064,13.2336,4.5765,19.6689,3.64522,20.83,5.22635,12.0049,3.46458,17.3022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5381,22.7394,22.6454,22.8236,22.5099,22.6443,22.6057,22.5796,22.7835
2021-08-21 02:00:00,2021-08-21,0.0,02:00:00,2021-08-21 02:00:00,2.98425,35.345,1.82141,43.4941,3.04477,29.7565,2.12062,41.6911,2.81405,32.9632,3.29852,38.8636,1.93736,48.4609,2.97317,25.6512,1.61894,42.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5114,22.3311,22.587,22.3004,22.564,22.4268,22.1399,22.6192,22.4097
2021-08-21 03:00:00,2021-08-21,0.0,03:00:00,2021-08-21 03:00:00,2.01386,31.3619,1.36634,7.633,2.82209,42.6586,1.69371,46.1935,2.10612,17.8445,3.26787,50.8227,1.25081,23.0763,2.29414,31.429,1.48687,5.95609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5972,21.8758,22.6255,21.7761,22.6779,22.4225,21.8509,22.6298,21.8348
2021-08-21 04:00:00,2021-08-21,0.0,04:00:00,2021-08-21 04:00:00,1.73134,42.9536,1.35466,44.7786,1.47958,47.0423,1.47734,62.3635,1.93398,23.9527,1.45259,58.6465,1.4078,69.2309,1.81038,27.9786,1.4707,26.7588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6809,21.4593,22.4903,21.6986,22.5226,22.5697,21.5002,22.6039,21.3556
2021-08-21 05:00:00,2021-08-21,0.0,05:00:00,2021-08-21 05:00:00,0.747356,142.047,0.35575,175.191,1.02563,156.842,0.973369,130.688,0.422849,176.428,1.17445,165.383,0.440064,146.517,0.701729,158.107,0.306456,200.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6044,22.2497,22.4248,21.6682,22.9315,22.4939,22.014,22.5545,22.3194
