,Data,precipitacao_observada,Horario,Datetime,MdoEstado_ws10,MdoEstado_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_MdoEstado,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_MdoEstado,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,3.94447,283.93,2.68389,279.009,4.42638,287.901,2.70274,288.384,3.71539,283.324,4.32026,290.471,2.22661,280.269,3.98852,287.878,2.50073,277.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7982,18.751,18.8437,18.8051,18.7897,18.8532,18.7552,18.8326,18.7451
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,3.12225,235.01,1.92575,233.209,3.1467,236.324,2.3296,231.547,2.89507,239.766,3.39479,230.804,2.04208,231.699,2.80972,242.346,1.85421,236.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1857,18.7255,19.2446,18.7798,19.1707,19.2715,18.5723,19.222,18.8124
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,3.15407,261.932,2.42912,264.88,2.804,258.346,2.76083,253.528,2.72041,269.446,3.21906,253.199,2.41772,261.225,2.85172,261.905,1.79707,266.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6087,18.166,18.7181,18.4034,18.5883,18.6143,18.1696,18.7586,17.9072
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,2.10745,286.687,1.53035,303.565,2.56893,248.269,1.31484,267.497,2.27251,295.767,3.04057,230.245,1.26555,296.083,2.3644,268.803,1.78676,298.723,0.973351,1.24908,0.758472,0.435555,1.30117,0.473657,0.509596,1.23631,1.19367,18.5263,18.0233,19.1764,18.2665,18.5619,19.2112,17.8279,19.0147,18.3581
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,2.54852,308.172,1.27799,302.912,2.92369,303.133,1.27625,322.595,2.85849,294.974,2.70438,284.489,1.26532,319.477,3.11658,308.251,1.72991,286.852,0.973885,1.25885,0.758585,0.435555,1.32325,0.473657,0.509763,1.24414,1.32512,18.3551,17.5306,18.6165,17.6136,18.3463,18.6818,17.2896,18.4755,17.7809
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,3.58715,295.738,2.23284,296.144,4.18467,292.263,2.27241,300.782,3.76168,289.748,3.53564,297.654,1.56946,296.398,4.17646,287.352,2.20003,292.161,0.964682,1.2325,0.72463,0.408181,1.22712,0.356825,0.505177,1.20852,1.0484,17.7854,17.3781,17.9807,17.4732,17.7938,17.9189,16.9568,17.9398,17.3505
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,2.55984,275.083,1.50654,258.784,3.17721,293.06,2.15228,289.464,2.20691,266.436,3.20881,295.779,1.42949,276.613,2.39858,294.143,1.70353,255.838,2.98948,1.86746,2.81382,1.05776,2.4862,0.547214,1.2786,4.84352,0.712388,17.5281,17.3893,17.5489,17.331,17.5888,17.5903,17.1875,17.5926,17.6108
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,3.46221,315.191,2.21665,307.6,3.90855,317.909,2.11367,313.989,3.93075,309.403,3.20804,319.408,1.8384,305.596,4.44658,309.757,2.67885,306.588,3.85259,2.8499,3.44871,1.81464,2.93382,1.86513,1.97902,5.04749,0.90433,17.6703,17.0948,17.9025,17.0856,17.7352,17.6883,16.8357,17.8688,17.2942
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,3.00416,304.531,1.77749,310.612,3.59706,298.476,2.1125,323.63,3.46596,284.567,2.66851,312.918,2.02888,323.401,3.7509,283.636,2.38716,288.191,4.28872,4.1288,3.61078,5.06551,5.00665,4.25334,4.55577,6.01013,4.2714,17.4611,17.0943,17.6897,17.1003,17.5051,17.5463,16.8233,17.7533,17.3428
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,4.30124,276.664,2.64628,279.821,4.46622,276.411,2.16724,288.116,4.62527,276.752,3.68239,278.462,1.69068,303.07,4.35041,280.58,3.31067,274.997,1.31801,2.29509,0.808434,4.04834,2.54941,3.71964,3.44688,1.17507,3.71914,17.4681,17.162,17.5395,17.248,17.3972,17.551,17.0146,17.4536,17.2208
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,3.94447,283.93,2.68389,279.009,4.42638,287.901,2.70274,288.384,3.71539,283.324,4.32026,290.471,2.22661,280.269,3.98852,287.878,2.50073,277.873,0.4875,1.31406,0.288284,3.52752,2.0877,2.88182,2.85166,0.982676,3.41455,17.4462,17.0219,17.6311,17.028,17.4134,17.5894,16.9057,17.5406,17.0203
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,3.59295,283.494,2.44476,281.609,3.9104,283.961,2.69228,285.791,3.5042,281.974,3.87467,284.221,2.21267,282.9,3.46393,283.784,2.60002,281.565,0.0518122,0.0343566,0.126341,0.288808,0.0104685,0.516082,0.283348,0.0195813,0.0248804,17.6122,17.5565,17.7057,17.4173,17.6003,17.6774,17.3081,17.6982,17.6501
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,1.19502,299.001,1.29836,287.179,0.899588,336.228,0.977116,253.307,1.86825,303.643,0.606763,287.926,1.16034,259.885,1.62689,307.391,1.61784,296.665,0.281565,0.0303273,1.60982,0.755756,0.0159316,2.43436,0.166342,0.295393,0.0191641,17.8244,18.2159,17.7589,17.8466,17.9715,17.3721,18.0784,18.0214,18.2786
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,0.0405503,46.2476,0.622768,212.191,0.925525,20.8251,0.561917,237.132,0.273528,102.832,0.625821,335.16,0.948215,228.24,0.83966,32.696,0.546334,222.535,0.306179,0.0680966,1.51433,0.938776,0.0103183,2.32616,0.293118,0.27968,0.00101614,18.4454,18.9591,18.3695,18.8389,18.5474,18.2762,18.885,18.4745,19.2733
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,3.44181,184.189,2.59057,188.088,3.48187,185.988,3.0383,190.875,2.70024,180.594,3.41019,192.517,2.76552,196.495,3.29719,187.39,1.88285,172.808,0.305794,0.0677795,1.51505,0.926598,0.0108504,2.30361,0.284635,0.282865,0.00101614,19.0986,19.7839,19.2518,19.679,19.2928,18.9329,19.6333,19.4677,19.9678
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,3.88837,200.346,3.24971,194.639,4.14662,205.756,3.75187,206.205,2.6841,200.15,4.41487,210.71,3.54973,202.31,3.41429,202.288,2.34783,198.165,0.0610366,0.0492506,0.0245304,0.419341,0.00778055,0.372179,0.232163,0.0200062,0.000769138,19.0174,19.7825,19.2782,19.6956,19.0785,19.0687,19.6978,19.3057,19.9888
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,4.93185,199.883,4.24596,195.296,4.65574,202.702,4.10715,205.725,4.86746,194.721,4.5468,207.61,4.04544,201.794,4.55998,196.701,4.19521,190.875,0.00328779,0.00029707,0.00516081,0.000256538,0.00540638,0.00026989,1.66893e-05,0.0163188,0.000121593,19.0863,19.9095,19.3843,19.8477,19.198,19.2406,19.8292,19.4368,20.1619
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,4.68056,196.26,4.09371,193.476,4.47362,197.351,3.95808,198.886,4.65581,192.714,4.37887,199.33,3.96863,197.713,4.45014,193.92,4.05928,189.052,0.00307846,0.00029707,0.00424767,0.000256538,0.00487423,0.000240326,1.66893e-05,0.013134,0.000121593,19.1348,19.9011,19.4373,19.9604,19.1874,19.3476,19.9296,19.4279,20.0939
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,4.66176,187.787,4.16501,187.208,4.3141,187.951,3.88644,187.87,4.59851,185.847,4.21147,188.639,3.97478,187.244,4.23574,185.167,4.12824,184.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.395,20.0771,19.6618,20.1009,19.3645,19.5119,20.0659,19.6082,20.1543
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,4.47735,180.85,3.95279,179.631,4.19988,181.772,3.71244,178.283,4.57329,182.151,4.12137,178.652,3.74402,177.918,4.24313,183.435,4.05241,179.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6215,20.1837,19.8212,20.1746,19.5847,19.6901,20.1084,19.7617,20.2542
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,4.09726,166.517,3.64855,168.204,3.83979,166.923,3.23181,168.05,4.04907,166.574,3.62027,167.977,3.31471,168.349,3.85518,168.558,3.59133,166.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.548,19.8187,19.7132,19.7986,19.5579,19.5622,19.6919,19.6937,19.9357
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,3.97087,167.423,3.57406,166.423,3.56857,168.239,3.23684,165.689,4.33016,173.618,3.7255,165.374,3.30319,164.13,3.95871,173.436,3.77581,172.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4313,19.465,19.5617,19.4471,19.4458,19.4292,19.3271,19.5433,19.5777
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,3.35806,151.114,2.79902,152.656,3.15653,150.664,2.7713,151.112,3.37935,152.256,3.48485,149.275,2.63581,152.522,3.20591,153.547,2.83974,153.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4749,19.3966,19.5764,19.3198,19.5524,19.4137,19.1987,19.5956,19.5762
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,2.63621,142.544,1.85817,144.314,2.66461,142.602,1.73384,143.134,2.93467,139.427,2.6106,142.721,1.47032,145.394,2.80048,140.038,2.10408,141.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4758,19.2646,19.5939,19.1554,19.6204,19.3979,19.0272,19.6559,19.4892
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,1.47837,21.2815,0.930293,32.7577,1.71507,20.5926,0.821985,27.6665,1.67842,18.2106,1.34512,29.1877,0.59664,35.5986,1.75612,8.88171,1.15663,32.8268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.826,18.7901,18.8605,18.8476,18.802,18.8824,18.8113,18.8362,18.7663
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.635689,118.535,0.463495,87.4648,0.625967,126.217,0.629551,106.59,0.485374,132.087,0.884147,117.857,0.576172,101.329,0.532515,128.288,0.29439,52.5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9784,18.1921,18.9862,18.0837,19.0857,18.8825,17.9505,19.036,18.3918
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,1.47656,20.8262,0.99874,26.4407,1.39983,33.4977,0.849695,34.2162,1.60102,25.1727,1.40484,58.4378,0.884884,23.0768,1.5065,20.7258,1.01937,33.1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2326,17.4192,18.6435,17.5001,18.283,18.353,17.3107,18.7036,17.5513
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,2.36125,20.5527,1.30821,25.0494,2.33441,22.0083,1.42744,28.958,2.26657,14.496,2.28443,36.2818,1.36546,33.9015,2.38712,8.08105,1.59905,21.4902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1677,17.3386,18.4422,17.7826,18.1987,18.1078,17.6338,18.5542,17.8525
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,2.15742,2.89212,1.66726,0.456116,2.03623,3.14151,1.25663,23.5913,2.42194,351.675,1.54612,37.2153,1.50049,15.8744,2.58629,351.662,1.7512,356.629,4.26716e-11,0.0,2.94584e-09,0.0,7.74285e-11,0.0,0.0,1.7308e-10,3.29345e-13,17.958,17.5921,18.2539,17.6849,17.91,17.8827,17.4785,18.1566,17.613
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,2.01586,12.6218,1.12138,11.728,2.24245,8.0625,1.22228,10.5612,1.91388,7.62573,1.89098,14.5861,1.06485,7.10349,2.16528,358.793,1.42067,15.31,0.000527797,1.95206e-07,0.00290141,5.1565e-05,0.00106081,0.000745571,7.5464e-08,0.00186393,4.84611e-06,17.3315,16.8391,17.6094,16.9059,17.414,17.4428,16.7554,17.6542,17.1515
2021-08-05 06:00:00,2021-08-05,2.0,06:00:00,2021-08-05 06:00:00,1.27501,353.538,0.795308,11.2878,1.30466,335.337,0.821214,14.6637,1.37918,317.826,1.20658,5.7926,0.646924,19.5681,1.55476,306.597,0.755268,340.058,0.000527797,1.95206e-07,0.00290141,5.1565e-05,0.00106081,0.000745571,7.5464e-08,0.00186393,4.84611e-06,17.3481,16.5096,17.6465,16.5542,17.5006,17.4053,16.5287,17.6779,16.7409
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,1.65624,9.32089,1.11439,16.8794,1.54164,358.308,1.05069,15.1432,1.57523,6.20328,1.48945,11.7586,1.04498,13.0479,1.52407,351.938,1.05879,21.1282,0.000527797,1.95206e-07,0.0029014,5.1565e-05,0.00106081,0.000745571,7.5464e-08,0.00186393,4.84611e-06,17.1346,16.2174,17.5076,16.2294,17.2026,17.2207,16.241,17.5478,16.3215
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,2.89558,9.44006,1.82944,10.7014,2.94206,8.72623,1.66407,15.1518,2.88904,7.77261,2.49808,18.0758,1.6557,11.7815,3.07604,5.57361,1.83389,12.3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97677e-08,16.672,15.9005,17.0779,16.009,16.6119,16.8657,15.9044,17.0276,15.877
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,2.26865,8.40891,1.58828,11.5241,2.51145,7.2836,1.62256,12.6046,2.3656,10.7935,2.05127,20.0576,1.55478,13.1528,2.76906,7.22046,1.57762,20.9034,0.000517382,0.00423746,9.34931e-06,2.15659e-08,0.00064115,4.24916e-09,2.04932e-05,8.49832e-09,0.00483334,15.78,15.4824,15.9759,15.4832,15.8715,15.8221,15.4404,16.0242,15.6399
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,1.47837,21.2815,0.930293,32.7577,1.71507,20.5926,0.821985,27.6665,1.67842,18.2106,1.34512,29.1877,0.59664,35.5986,1.75612,8.88171,1.15663,32.8268,0.000764774,0.004653,9.03867e-05,0.00441349,0.000650918,0.00255344,0.000145269,4.61005e-08,0.0048538,16.2427,15.7281,16.6173,15.5552,16.5431,15.9542,15.4863,16.9633,16.0934
2021-08-05 11:00:00,2021-08-05,1.0,11:00:00,2021-08-05 11:00:00,1.75015,327.786,1.16251,322.897,2.15799,327.083,1.24081,324.904,1.98096,334.182,1.75388,324.587,1.01497,324.574,2.26553,334.548,1.28675,329.711,0.000764774,0.004653,9.03867e-05,0.00441351,0.000650918,0.00255348,0.000145269,4.61005e-08,0.00485372,16.4796,16.2088,16.7792,16.3535,16.5447,16.7503,16.1709,16.85,16.3499
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,1.43079,342.535,1.48679,353.057,1.33347,341.931,1.08477,335.384,1.66719,330.873,1.07493,332.82,1.42863,339.834,1.7596,325.239,1.5001,346.468,0.000247392,0.000415541,8.10374e-05,0.00441349,9.76736e-06,0.00255348,0.000124776,3.76021e-08,2.04565e-05,17.5755,17.5698,17.5346,17.7564,17.778,17.344,17.3997,17.7597,17.9607
2021-08-05 13:00:00,2021-08-05,1.0,13:00:00,2021-08-05 13:00:00,1.56383,287.261,1.12668,336.948,1.93248,292.67,1.23667,285.642,1.78477,292.819,2.01007,280.165,1.09135,334.565,1.84622,303.973,1.2598,321.466,0.0,0.0,0.0,1.44355e-08,0.0,4.14439e-08,0.0,0.0,0.0,18.5116,19.1071,18.2519,19.084,18.4623,18.1122,19.0035,18.1459,19.234
2021-08-05 14:00:00,2021-08-05,1.0,14:00:00,2021-08-05 14:00:00,2.16417,253.841,1.38398,248.947,2.26539,289.884,1.74526,249.08,1.94127,264.964,2.31772,287.314,1.46669,243.32,2.06264,294.109,1.44887,264.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.758,20.2084,18.78,19.9981,18.9414,18.6388,20.28,18.6794,20.2824
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,3.22856,200.357,2.52453,199.261,3.311,191.639,2.50054,197.44,3.08214,184.561,3.16579,182.336,2.25195,210.15,3.26869,184.257,2.46564,183.775,0.0,0.0,0.0,0.0,0.0,4.42378e-09,0.0,0.0,0.0,20.053,20.7858,20.3679,20.7401,20.0609,20.3648,20.4768,20.2612,20.9597
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,4.32577,181.567,3.91767,181.765,4.04929,177.617,3.58672,176.402,4.57136,179.367,3.97801,171.637,3.49229,178.287,4.31467,178.475,4.01018,176.967,0.0,0.0,0.0,0.0,0.0,4.42378e-09,0.0,0.0,0.0,20.1355,21.0915,20.4377,21.1596,19.9325,20.2831,21.0337,20.1996,21.0828
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,4.94081,169.154,4.40123,170.344,4.66842,168.124,4.00845,167.314,5.20784,171.485,4.5318,164.84,3.91589,168.099,4.96073,171.391,4.57234,170.936,0.0,0.0,0.0,0.0,0.0,4.42378e-09,0.0,0.0,0.0,20.0459,21.0446,20.2727,21.01,19.8755,20.0871,21.1275,20.0879,20.9718
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,5.35452,163.902,4.76108,164.325,5.11373,163.969,4.40104,160.708,5.63899,168.959,5.03639,159.517,4.40056,160.951,5.4095,169.095,4.93867,168.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0069,20.9097,20.2211,20.8403,19.8776,20.0204,20.9136,20.0656,20.8712
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,5.05964,161.509,4.55032,161.805,4.81216,160.264,4.11448,157.795,5.51744,162.993,4.85085,155.895,4.15024,157.228,5.17857,163.66,4.85657,162.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9799,20.7173,20.1706,20.7327,19.9409,20.0301,20.7928,20.1104,20.7408
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,4.7498,135.606,4.19318,134.325,4.80491,135.715,4.05963,130.605,5.01157,139.398,4.97669,132.778,4.2086,129.898,4.74308,138.852,4.31567,139.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1409,20.6461,20.2127,20.5614,20.1244,20.1177,20.4803,20.2318,20.7137
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,3.65037,123.675,3.10246,124.035,4.32011,125.261,3.70866,122.111,3.28058,125.474,4.83767,124.988,3.52736,120.774,3.89727,124.826,2.90046,127.002,3.00398e-06,0.00011864,3.84171e-08,0.000132599,0.000143588,0.000109903,3.67756e-05,7.74639e-06,0.0254977,19.8913,20.2194,19.9902,20.0213,19.9403,19.8544,20.0726,20.0833,20.3078
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,5.31605,114.299,4.12712,113.806,5.00668,116.691,4.72018,113.534,4.93829,115.529,5.37149,114.803,4.38743,113.2,4.61224,117.83,3.86937,114.714,3.00445e-06,0.000118657,3.84171e-08,0.000132599,0.000143641,0.000109903,3.67757e-05,7.74662e-06,0.0254986,19.7683,20.0001,19.8731,19.8053,19.8255,19.719,19.7802,19.9982,20.1577
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,4.30875,107.628,3.19976,105.642,4.84833,107.041,3.45833,106.58,4.58273,107.813,5.05839,105.57,3.36528,103.94,4.5454,107.775,3.05341,107.639,3.00445e-06,0.000118657,3.84171e-08,0.000132599,0.000143641,0.000109903,3.67757e-05,7.74662e-06,0.0254986,19.6501,19.724,19.7498,19.5511,19.7041,19.6204,19.558,19.825,19.8468
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,1.7719,28.939,1.24268,31.5444,2.02254,40.0141,1.56418,46.9377,1.44739,15.3347,3.07088,52.4958,1.18651,47.7811,1.27811,18.6165,1.23074,19.7724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1824,19.1365,19.2275,19.1375,19.2261,19.1844,19.0898,19.2694,19.1819
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,2.28883,54.7445,1.33462,54.0019,2.50341,57.0048,1.79993,58.5988,2.04733,51.8876,2.9687,60.0367,1.70066,61.4794,2.1918,57.1581,0.998028,39.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1222,18.6898,19.2328,18.6368,19.295,18.9526,18.4968,19.4488,18.7944
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,1.98667,63.8909,1.37086,69.4012,2.52749,64.2761,1.76919,63.3785,1.80303,65.5599,3.13499,64.8893,1.82179,70.7269,2.16783,68.8753,0.821728,59.1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2942,17.989,18.2931,17.7585,18.6151,17.9246,17.6608,18.6387,18.1628
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,1.95516,55.7884,1.6317,66.2411,2.76256,60.9226,2.00318,65.2416,1.78257,58.925,3.50473,68.5425,2.00027,72.5439,2.10179,60.8942,1.24563,68.5818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6377,17.2231,17.8291,17.198,17.847,17.5897,16.9815,17.9653,17.5166
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.80245,64.7663,1.84938,69.4958,3.15321,67.1562,2.3161,69.0575,2.45421,61.401,3.55556,68.3176,2.23983,74.5235,2.70864,64.9437,1.44022,66.4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8835,17.2554,18.0254,17.345,17.9339,17.7095,17.1267,18.1822,17.3491
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,2.39504,52.0002,1.16719,54.1572,2.56498,53.8448,1.72828,59.4111,2.17029,50.0388,2.93019,59.1765,1.56756,64.207,2.36615,51.5756,0.923009,46.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7921,17.0358,18.0492,17.1225,17.8978,17.7206,16.9567,18.2186,17.1176
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.29996,44.5139,1.23952,48.673,2.17146,46.3051,1.32271,49.4246,2.11,49.2581,2.36089,52.3757,1.3343,54.455,2.27642,49.7804,0.868012,48.1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8208,16.9236,17.9288,16.8528,17.9623,17.5113,16.7664,18.1927,16.998
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,2.66924,61.2397,1.51101,65.9301,2.4406,62.4655,1.7208,59.9395,2.68716,64.9209,2.82696,62.8887,1.72111,67.4094,2.56477,67.8853,1.2083,60.9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5824,16.7982,17.6623,16.7139,17.7965,17.3423,16.6353,17.8974,16.8033
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,2.0427,47.8589,1.083,46.1972,2.47872,55.6062,1.61828,57.4749,1.75498,51.7418,3.26526,63.8575,1.26229,59.7397,2.13615,56.2159,0.847379,37.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4242,16.4933,17.6299,16.5647,17.596,17.3656,16.333,17.8257,16.6068
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,2.31055,42.7531,1.23133,44.8578,2.54765,46.752,1.86979,51.5565,1.58423,45.5621,3.25403,56.6526,1.46993,55.0309,2.06135,48.6853,0.863104,35.8462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3638,16.3469,17.5081,16.475,17.4074,17.1752,16.2721,17.7143,16.3219
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,1.7719,28.939,1.24268,31.5444,2.02254,40.0141,1.56418,46.9377,1.44739,15.3347,3.07088,52.4958,1.18651,47.7811,1.27811,18.6165,1.23074,19.7724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9923,16.1288,17.404,16.4084,16.7189,17.1058,16.1406,17.3061,16.0753
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,0.894766,359.213,0.810698,357.263,1.0704,13.3957,1.32374,37.2358,1.0931,349.295,1.81389,36.5058,0.989154,28.7883,1.03087,356.264,0.928331,358.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1572,16.7825,17.4401,17.2686,17.0476,17.5149,16.9628,17.344,16.8472
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,0.979516,32.2542,1.30446,30.1182,0.94109,342.314,2.14701,52.5051,0.617067,359.137,2.0681,38.3685,2.11183,49.9763,1.03388,319.77,1.04239,31.6691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7061,18.9817,18.3757,19.3288,18.1974,18.9704,19.183,17.9002,18.6624
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,2.5151,62.6219,2.37947,55.1097,1.17423,11.6412,2.3368,60.6569,2.02026,50.6716,2.11821,47.4033,2.57033,62.3671,1.64384,312.923,2.48003,51.2671,3.65032e-09,0.0,8.76757e-08,8.84172e-09,1.91962e-09,5.87302e-08,0.0,3.13015e-08,0.0,20.5959,21.0493,20.234,21.1328,20.5344,20.6586,20.8745,19.5316,21.1269
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,3.05988,259.893,2.14568,254.268,2.84769,258.864,1.80021,255.548,2.74382,262.66,2.06113,258.277,0.549259,211.516,2.53324,264.627,2.16297,257.217,1.33842,0.176576,2.75248,1.21669,1.35428,2.46369,0.120043,2.67793,0.233331,18.6674,19.241,18.9491,19.2591,18.7444,19.1452,20.2082,18.8089,19.4536
