,Data,precipitacao_observada,Horario,Datetime,Maravista_ws10,Maravista_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Maravista,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Maravista,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,2.49429,251.825,2.80435,285.345,3.50707,301.079,2.15722,258.502,2.72761,247.844,3.26764,298.838,2.53625,288.873,2.96991,308.514,2.35643,287.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.076,18.205,18.3757,19.0851,19.0664,18.3603,18.1851,18.391,18.2247
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,2.54041,229.899,0.975377,258.805,1.7631,239.444,2.42797,230.666,2.6286,229.499,1.57086,241.202,0.977303,257.814,1.46457,236.512,0.896218,260.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8875,18.1885,17.9532,18.9094,18.8181,18.1898,18.2413,17.2324,18.1726
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.28158,223.126,1.14086,318.999,1.34262,297.234,2.2873,233.551,2.64881,218.109,1.53526,308.376,1.16357,331.177,1.28712,311.575,1.1026,322.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0067,17.4172,17.1654,19.0455,19.0094,17.28,17.1775,17.0612,17.5286
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,1.67091,232.11,1.59004,345.255,1.20426,333.685,1.91836,236.333,1.61134,220.405,1.23278,354.382,1.01013,4.6131,1.7498,320.058,1.65209,341.913,1.13823,0.269389,0.478926,0.914142,0.850374,0.334509,0.286287,0.31056,0.594652,18.4799,17.4649,16.6901,18.4726,17.8031,16.8974,17.0665,14.4821,17.4759
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,3.36605,232.768,1.71276,18.1494,1.56832,3.32471,3.21748,230.14,2.5969,226.794,1.73193,356.296,1.68676,12.9288,1.55326,10.4119,1.64358,25.5965,1.14816,0.288174,0.564397,0.933425,0.886066,1.10831,0.497336,0.313343,0.596861,18.1597,17.0262,16.6523,18.1131,17.8895,16.8611,16.9987,14.0331,16.8996
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,2.24923,324.659,1.56845,296.017,1.57645,298.304,1.76118,5.89273,3.09118,315.86,1.05274,311.967,1.54197,307.185,2.11499,300.812,1.86313,293.891,1.19177,0.096814,0.187458,0.90569,1.42233,1.0157,0.370386,0.191754,0.171508,17.6545,17.338,16.3614,17.4465,17.3723,17.023,17.3096,16.3715,17.4396
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,2.16682,334.344,0.922618,328.388,0.620313,322.769,1.67991,334.885,2.28693,327.416,1.23843,303.201,0.889286,314.861,0.374754,313.455,1.31076,310.249,0.45391,1.14668,2.99671,0.116625,1.33526,2.76479,1.37118,0.99547,0.101264,17.6883,17.0846,16.5106,17.8095,17.4374,16.7585,17.0519,16.1703,17.3154
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,2.10932,328.721,0.755983,306.471,0.988449,336.948,0.869929,343.681,2.92765,323.06,1.59324,332.397,0.678091,123.979,1.35659,326.72,1.13697,307.372,0.483853,1.29617,3.17152,0.215611,1.29959,2.64209,2.33842,1.00311,0.28332,17.1702,16.8161,16.2423,16.9692,17.4776,16.7976,17.04,13.938,16.8651
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,2.23782,332.084,2.04907,285.017,2.65939,293.367,1.79534,331.22,2.16178,309.846,2.60983,297.385,2.42346,288.711,1.81218,290.076,1.20562,285.191,0.715869,1.29772,3.16503,1.73371,0.726846,2.50661,2.34519,1.09625,0.284401,17.1462,17.0166,16.5555,17.1638,17.3257,16.9166,17.1647,16.1421,16.5541
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,1.94159,236.522,2.57024,304.039,2.3114,309.219,1.58173,248.701,2.99499,232.961,2.33482,306.747,2.16216,300.296,1.92375,312.379,2.75551,309.901,0.394929,1.02848,0.737551,1.65133,0.000239611,0.784565,1.51898,1.81431,1.72082,17.6401,16.8731,16.3459,17.344,18.3745,16.6247,16.6622,16.011,16.8476
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,2.49429,251.825,2.80435,285.345,3.50707,301.079,2.15722,258.502,2.72761,247.844,3.26764,298.838,2.53625,288.873,2.96991,308.514,2.35643,287.491,0.355055,1.57648,1.07025,1.53328,0.000217676,0.265994,0.515316,4.34779,3.59699,18.0514,16.9196,16.2886,17.75,18.1206,16.5949,16.7159,15.9243,16.8739
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,2.1706,294.123,2.07762,273.273,2.84792,286.697,2.12755,289.04,2.54238,296.226,2.96651,287.57,2.3619,278.45,2.18032,286.628,1.64669,269.336,0.00266194,4.36717,2.21278,0.0111156,0.000885248,0.784055,1.55107,7.60219,8.40934,18.0724,16.893,16.4512,18.2166,17.8907,16.6914,16.9535,16.1974,16.8632
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,2.52096,224.511,1.99647,264.271,2.10955,265.695,2.52565,228.854,2.30538,226.283,2.02181,263.704,1.93141,266.205,2.19687,268.391,2.00502,261.927,0.0228357,3.56167,1.74207,0.00936794,0.0318012,0.652249,1.22327,5.90167,7.00788,19.0801,18.3253,18.1164,19.1989,18.9095,18.4287,18.3747,17.9407,18.3179
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,3.12234,240.56,1.96067,253.734,2.03856,247.248,3.09173,239.725,3.11302,241.057,2.27401,246.647,2.14529,262.613,1.97169,247.556,1.81214,250.168,0.0234782,2.84539,1.14909,0.00985456,0.0354023,0.519718,1.04864,3.35992,4.94924,19.4283,19.133,18.5491,19.5706,19.214,18.9226,19.1065,18.5265,19.123
2021-08-04 14:00:00,2021-08-04,1.0,14:00:00,2021-08-04 14:00:00,3.30794,238.756,1.47787,271.215,1.9342,213.207,3.08222,229.319,3.36975,238.084,2.30446,205.786,1.40085,264.778,1.82721,230.402,1.52377,269.905,0.116871,0.0508776,0.00632906,0.141794,0.59712,0.00280762,0.00582743,0.0127277,0.128379,19.5734,20.037,19.6593,19.6783,18.9006,19.9159,20.1721,19.5626,19.9988
2021-08-04 15:00:00,2021-08-04,1.0,15:00:00,2021-08-04 15:00:00,3.21048,224.514,3.20401,187.195,3.58422,193.213,3.10772,224.118,3.31823,224.68,3.43466,198.668,3.22083,187.735,3.73859,194.025,3.1918,194.032,0.094202,0.235671,0.0865197,0.156734,0.566235,0.105869,0.513637,0.00404739,0.0106516,20.0132,20.1748,19.9803,19.8775,19.7497,19.8911,20.0842,19.8623,20.4034
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.2062,209.033,3.27064,199.414,3.38132,197.928,3.24534,210.288,3.18744,212.784,3.28486,197.826,3.15155,197.193,3.65447,196.792,3.35945,194.707,0.0935581,0.235671,0.0865197,0.156031,0.562634,0.105869,0.513637,0.00188828,0.00885487,20.2429,21.0172,20.4554,20.307,19.9917,20.7483,21.1485,20.1319,20.9244
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.13351,202.795,3.36468,192.932,3.51196,191.553,3.1194,204.009,3.13634,204.608,3.47155,194.071,3.41162,194.341,3.80301,188.293,3.33823,189.411,3.33786e-05,0.235557,0.0846348,0.0199342,3.12328e-05,0.104719,0.513637,0.00105762,0.00867081,20.1869,21.3376,20.6585,20.2962,19.9517,20.9538,21.4221,20.3683,21.2908
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,2.98266,190.102,3.73457,181.951,3.79921,182.815,2.8802,189.354,3.07528,191.065,3.58943,176.481,3.68759,175.725,4.17342,180.145,3.66185,177.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3821,20.8551,20.3064,20.4044,20.1861,20.6535,21.1843,20.1036,20.7617
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,2.95291,183.237,3.19323,175.818,3.4419,176.535,2.93069,181.859,3.11985,182.934,3.26721,167.946,3.30669,165.29,3.8684,173.184,3.39218,174.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,20.5922,20.1801,20.2754,20.1055,20.4578,20.8485,19.7518,20.5942
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,2.43546,162.251,3.55188,156.142,3.63846,157.728,2.37041,164.102,2.66443,165.62,3.64171,164.555,3.70495,163.804,3.52628,157.752,3.53352,156.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9504,20.0602,19.5278,19.8867,19.8047,19.6762,20.0523,18.8142,20.0637
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,2.34214,151.915,3.21621,156.327,3.33847,159.437,2.58993,156.875,2.38196,155.17,3.15092,163.038,3.25507,159.789,2.95637,156.226,3.30489,155.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5688,19.4887,19.0028,19.5056,19.5025,19.1675,19.5251,16.2962,19.48
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,2.24287,143.882,2.21453,145.961,2.44829,149.024,2.41428,148.711,2.29625,142.444,2.21332,155.646,2.33026,150.138,2.48897,148.538,2.24837,143.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4113,19.434,18.712,19.3617,19.3812,18.8924,19.5653,15.7893,19.3624
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,1.56011,141.794,1.55886,150.711,1.80162,157.584,1.93267,148.726,1.48432,138.524,1.58552,165.908,1.48892,153.172,2.02025,157.088,1.65289,152.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2143,19.1128,18.4359,19.239,19.1962,18.605,19.1419,15.539,19.1429
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,2.08237,344.909,0.488855,134.32,0.732482,158.999,1.37059,351.802,2.20873,350.056,0.686987,160.084,0.682445,151.52,0.754888,166.003,0.522532,114.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0951,18.5232,18.6441,19.1061,19.0831,18.6373,18.5132,18.6473,18.529
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.687271,42.2826,0.961476,24.9243,0.88088,22.0036,0.64867,88.7897,0.775254,37.9308,0.958097,17.6194,1.05293,21.7788,0.894137,36.8077,0.906115,26.0978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0387,17.6718,17.3546,18.1255,17.9632,17.5189,17.6841,15.1402,17.6887
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.825504,60.9553,0.508537,51.1631,0.483744,10.678,1.02443,62.832,0.436253,39.1574,0.587797,13.7524,0.534059,42.0985,0.268813,30.3164,0.442558,56.4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6015,17.0591,16.7679,17.4624,17.7828,16.9081,17.0508,14.8158,17.1104
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,1.24005,353.356,0.748744,73.7014,0.601112,42.9161,0.947568,8.21234,1.3553,352.062,0.550035,52.0528,0.626306,76.3925,0.600747,53.9694,0.832646,75.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4448,16.6504,16.3275,17.4586,17.3576,16.3641,16.5982,14.338,16.7095
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,2.20053,353.454,0.83013,26.9748,0.636803,23.5427,1.59704,353.083,2.15173,359.366,0.506064,23.0645,0.747375,17.5182,1.00899,32.3232,0.860049,38.3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5629,16.0789,15.8189,17.6243,17.0115,15.9021,16.0838,13.5439,16.1355
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,2.6082,343.954,0.574453,34.675,0.809353,340.58,2.17851,342.894,2.60091,348.685,0.635034,4.00348,0.563712,19.728,0.541087,353.753,0.603966,49.5544,2.2814e-11,0.0,0.0,0.0,7.17708e-10,0.0,0.0,0.0,0.0,17.1543,16.0838,16.0345,17.3749,16.8654,16.1246,16.0156,15.4777,16.2084
2021-08-05 06:00:00,2021-08-05,1.0,06:00:00,2021-08-05 06:00:00,2.52764,336.211,0.376119,79.8287,0.477104,170.415,1.80389,332.794,2.57595,343.838,0.380393,141.703,0.669954,82.41,0.321004,196.737,0.0922655,49.7883,2.36136e-11,0.0,0.0,4.9481e-12,1.00693e-09,0.0,0.0,0.0,0.0,17.0848,16.0164,15.9733,16.7782,16.9102,16.0276,15.8336,15.5948,16.1055
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,1.418,344.435,0.936601,43.4427,0.534541,48.6914,1.06303,349.591,1.58194,348.527,0.83435,58.0982,0.943304,35.2291,0.69789,32.4264,0.911078,49.2543,2.36136e-11,2.08728e-11,0.0,4.9481e-12,1.00693e-09,0.0,1.05726e-10,0.0,0.0,16.6993,15.4306,15.4459,16.7315,16.5547,15.7001,15.5289,13.3112,15.5465
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,2.10344,350.601,0.76534,28.5497,0.918987,1.92407,1.52866,353.873,2.38844,354.208,1.1115,356.396,0.839651,5.13055,0.788619,13.7404,0.846799,41.5945,7.99628e-13,0.0146288,6.12957e-08,9.26982e-12,2.89222e-10,4.23866e-05,0.00461395,9.75571e-09,0.0123355,16.4053,14.7998,14.9995,16.2253,16.2646,15.1789,14.9792,14.7829,14.8194
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,2.93727,350.561,0.871391,63.1907,0.483333,22.7689,2.20392,355.008,2.90066,355.542,0.776123,39.3766,0.607669,57.8022,0.400298,35.2335,0.710532,69.1229,1.04773e-09,0.0328083,0.0152373,6.11979e-09,1.05481e-08,0.0124495,0.0226958,0.0112325,0.0287639,15.5877,14.6636,14.813,15.5615,15.5298,14.7836,14.5378,14.6765,14.8982
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,2.08237,344.909,0.488855,134.32,0.732482,158.999,1.37059,351.802,2.20873,350.056,0.686987,160.084,0.682445,151.52,0.754888,166.003,0.522532,114.16,1.04773e-09,0.0329764,0.0152373,6.11979e-09,1.16946e-08,0.0127393,0.0256012,0.0112325,0.028813,16.1514,14.8218,14.8507,16.1371,15.968,14.8045,14.7827,14.7698,14.9133
2021-08-05 11:00:00,2021-08-05,3.0,11:00:00,2021-08-05 11:00:00,1.72922,342.084,0.625001,278.745,0.864865,284.778,0.866779,355.982,2.19866,343.422,0.682294,264.992,0.337509,288.704,1.07401,286.182,0.709651,283.945,1.04773e-09,0.0207252,0.0152372,6.11547e-09,1.16946e-08,0.012697,0.0243174,0.0112324,0.0165039,17.0973,15.4243,15.2925,17.2374,16.8509,15.0763,15.3761,15.4023,15.4887
2021-08-05 12:00:00,2021-08-05,0.0,12:00:00,2021-08-05 12:00:00,0.442993,227.476,1.17559,325.165,1.12777,338.141,0.352196,218.203,0.704853,298.252,0.645391,14.3524,0.915936,338.709,1.58412,319.687,1.27744,313.996,0.0,0.00254561,0.0,0.0,1.14648e-09,0.000289877,0.00623564,0.0,7.55433e-05,19.0393,16.4473,17.1143,19.0341,18.9725,16.6724,16.1965,17.1633,16.283
2021-08-05 13:00:00,2021-08-05,0.0,13:00:00,2021-08-05 13:00:00,0.228092,170.841,1.22087,313.588,1.00679,336.728,0.228335,290.992,0.380947,189.576,0.948558,356.793,1.12386,325.42,1.36306,329.829,1.28608,314.639,0.0,0.00237751,0.0,0.0,0.0,4.93601e-08,0.00333023,0.0,2.64365e-05,20.2652,18.4338,18.8352,20.3739,20.1181,18.9684,18.4967,18.7206,18.1975
2021-08-05 14:00:00,2021-08-05,0.0,14:00:00,2021-08-05 14:00:00,2.21714,190.282,0.710025,21.5685,0.897058,53.1027,1.86503,192.484,2.41977,197.456,0.789667,45.4477,0.707221,29.2737,0.948258,43.0547,0.69103,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0887,20.6512,20.5541,21.168,20.7461,20.7018,20.6749,20.4703,20.5919
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,2.8315,185.829,1.36257,42.9676,1.59666,151.186,2.78755,179.119,2.9552,186.253,2.14905,162.337,1.318,47.6477,0.736941,125.756,1.3538,38.2838,0.0,0.0,5.68107e-08,1.40332e-13,0.0,1.60187e-07,0.0,0.0,0.0,21.0406,22.2407,21.8774,21.1313,20.7746,21.9891,22.2269,21.8139,22.2743
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,2.87201,175.199,2.16332,145.043,2.38121,159.597,2.80051,169.46,3.09431,173.343,2.3077,149.549,2.1684,148.075,3.25073,170.132,2.33756,155.162,0.0,0.0712346,0.274992,1.40332e-13,0.0,0.495535,0.10066,0.183544,0.0537065,21.0056,22.3854,21.6994,21.0934,20.7604,21.894,22.3252,21.288,22.2743
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.05404,164.055,3.4953,148.956,3.55931,149.482,3.15952,161.349,3.31409,165.74,3.64681,153.642,3.69296,153.93,3.92632,148.67,3.43774,148.369,0.0,0.0712346,0.274992,1.40332e-13,0.0,0.495535,0.10066,0.183544,0.0537065,20.856,22.65,21.8615,20.8384,20.6198,22.0475,22.619,21.6293,22.631
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,3.12096,151.457,4.33467,151.211,4.49917,153.767,3.41016,152.931,3.36242,153.801,4.38556,155.157,4.35173,151.012,5.06972,151.699,4.41534,152.064,0.0,0.0712346,0.274992,0.0,0.0,0.495535,0.10066,0.183544,0.0537065,20.7753,22.1982,21.3898,20.7637,20.6585,21.6599,22.2354,21.0146,22.1117
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,3.73892,134.346,4.38607,140.046,4.65222,141.991,4.23325,136.035,3.66007,134.88,4.51382,144.923,4.29872,140.686,5.26937,140.222,4.49743,139.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6552,21.6385,20.9446,20.7383,20.5896,21.1246,21.6121,20.5472,21.6411
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,3.89917,117.627,4.39352,134.252,4.23937,135.815,4.28192,118.563,3.66737,119.319,4.20048,133.184,4.54594,133.395,4.70644,136.141,4.37322,134.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4183,20.7886,20.1833,20.501,20.3029,20.4121,20.7392,19.5501,20.8101
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,4.28937,107.869,4.34841,124.712,4.00273,124.691,4.55499,109.846,3.94359,107.141,4.0065,123.764,4.19889,126.857,3.77806,126.997,4.45403,122.211,0.0,1.94311e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.78945e-05,20.0461,20.0877,19.7475,20.0862,19.9637,19.8381,20.0327,18.8191,20.1703
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,3.4309,96.7317,4.24761,119.194,3.78009,120.353,3.53742,98.6655,3.50573,96.9342,3.75902,119.447,4.21093,119.889,3.26628,124.379,4.19647,117.724,0.0,1.94311e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.78945e-05,19.7623,19.8668,19.3946,19.7823,19.7137,19.5447,19.8315,17.9265,19.9189
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,2.70828,84.4993,2.79018,110.329,2.86301,108.323,3.05463,88.9209,2.6122,83.6675,2.55486,111.915,2.47016,113.752,2.6979,108.488,3.11535,106.44,0.0,1.94311e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.78945e-05,19.5337,19.6128,19.2605,19.5927,19.4594,19.3633,19.5494,17.1701,19.6881
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,3.17968,42.6977,1.55964,92.4594,1.75479,89.1175,3.22909,40.2924,3.40482,49.1797,1.1051,81.8294,1.28949,93.9896,2.28698,96.2399,1.59503,85.2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0758,18.3074,18.4459,19.0498,19.1053,18.3969,18.2548,18.4974,18.3624
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,2.45892,50.3537,1.48277,60.6205,1.53291,65.02,2.88281,52.0243,2.36591,57.1809,1.40075,57.5591,1.35755,57.1695,1.61433,71.5541,1.55902,63.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5276,17.937,17.6633,18.4468,18.5633,17.7435,17.9315,15.3295,17.9752
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,2.319,49.134,1.676,102.812,1.65774,98.8302,2.93514,44.1038,2.19861,57.2663,1.36865,95.1538,1.52539,101.885,1.79003,107.058,1.67558,103.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0791,17.1129,16.6714,17.6696,18.164,16.6523,16.9787,14.5331,17.2701
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,2.9307,49.912,1.65299,117.949,1.73644,100.892,3.30685,47.8979,2.90415,58.4958,1.15685,110.319,1.39675,129.751,2.11043,102.958,1.76871,109.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8885,16.5966,16.3578,17.6629,17.9984,16.1538,16.405,14.254,16.7507
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.47213,47.6065,1.46312,102.315,1.52458,92.4561,2.65349,50.3186,2.46327,56.949,0.958947,93.7164,1.11789,106.74,2.20034,94.9379,1.80047,95.3728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7267,16.6956,16.4911,17.6169,17.7654,16.476,16.6247,14.2718,16.8004
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,2.49796,48.2919,1.1644,112.683,1.45278,92.8222,2.52638,45.6108,2.60713,58.0081,0.889182,91.7837,1.08153,111.099,2.20177,96.4269,1.29929,106.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6757,16.586,16.3811,17.5052,17.7568,16.333,16.5466,14.1851,16.669
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.97274,46.7417,1.46478,102.008,1.66385,88.6928,2.89573,42.713,3.14677,53.7409,1.02204,85.4553,1.08107,107.149,2.30848,93.6502,1.66344,97.5908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.561,16.3906,16.1305,17.3355,17.6541,16.1187,16.3193,13.908,16.454
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,2.73995,46.4099,1.62743,97.3463,1.73413,90.03,2.78445,48.0205,3.02448,54.7878,1.01972,89.7222,1.18205,96.4828,2.45485,94.0883,1.86699,93.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.416,16.1857,15.9547,17.2997,17.536,15.9107,16.1235,13.7612,16.2491
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,3.04275,48.8673,2.06932,97.3821,2.01258,86.0331,3.21376,53.6086,3.14262,54.0624,1.03752,79.6648,1.44231,96.9472,2.6866,92.0962,2.28454,95.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4887,16.0453,15.8382,17.4677,17.5604,15.7418,15.9695,13.7521,16.1006
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,3.34461,44.2539,1.65183,88.6585,1.5335,80.9509,3.4511,43.7313,3.52209,50.4507,0.924302,72.9699,0.910588,84.365,2.47176,87.5132,2.17117,89.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4597,15.8499,15.6706,17.2765,17.5675,15.5655,15.7101,13.4388,15.9622
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,3.17968,42.6977,1.55964,92.4594,1.75479,89.1175,3.22909,40.2924,3.40482,49.1797,1.1051,81.8294,1.28949,93.9896,2.28698,96.2399,1.59503,85.2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3282,15.6143,15.5043,17.159,17.4091,15.4697,15.556,13.5448,15.652
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,2.60403,41.2719,0.824954,69.5569,1.26726,83.8136,2.45321,36.265,2.82858,48.3536,0.904999,72.1173,0.556481,56.3878,1.7194,89.3878,0.985612,68.7651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4792,15.9326,16.2189,18.6035,18.4426,16.0925,15.8149,16.3784,15.9901
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.26493,65.6703,1.20561,66.3098,1.30636,59.3708,2.2971,67.5076,2.31239,67.6545,1.15266,44.3617,0.962192,52.0884,1.80371,66.9419,1.47605,74.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2372,17.6225,17.5314,20.4375,20.0284,17.5443,17.4061,17.7907,17.8823
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,3.50371,86.7532,1.76356,50.4103,1.65085,44.9002,3.71211,91.3953,3.12435,84.7815,1.64491,32.283,1.68776,41.2313,1.91996,51.3636,1.86991,57.2087,0.436443,0.0,0.0,0.250951,0.56755,0.0,0.0,0.0,0.0,20.4247,19.7604,19.6443,20.5199,20.282,19.8421,19.7267,19.6783,19.8266
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,4.84759,91.9464,4.22751,76.7942,3.92842,77.3046,4.95387,92.6572,4.70542,92.4836,3.92042,77.0538,4.24083,75.9465,4.40373,78.0617,3.62482,74.7492,0.451194,0.0,5.6455e-09,0.251291,0.663128,7.47793e-09,0.0,2.97229e-09,0.0,22.0922,22.5765,22.1411,22.1831,21.9527,22.3867,22.5627,21.9832,22.5443
