,Data,precipitacao_observada,Horario,Datetime,Jurujuba_ws10,Jurujuba_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Jurujuba,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Jurujuba,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-20 20:00:00,2021-08-20,0.0,20:00:00,2021-08-20 20:00:00,3.85903,104.958,3.74006,103.858,3.32918,96.6119,2.74991,101.281,3.82546,104.438,2.72006,92.5391,3.47924,103.37,4.02539,97.0502,3.58132,102.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0618,28.7217,26.8427,26.996,29.3553,26.8682,27.6045,27.4107,29.2646
2021-08-20 21:00:00,2021-08-20,0.0,21:00:00,2021-08-20 21:00:00,3.50301,107.0,3.24566,104.533,3.32668,95.1384,2.89358,101.089,3.36701,108.241,2.66842,87.828,3.3707,102.291,3.68255,97.1795,3.07161,106.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2589,26.3129,23.2753,22.7432,28.4828,22.7504,24.1332,24.1672,27.3772
2021-08-20 22:00:00,2021-08-20,0.0,22:00:00,2021-08-20 22:00:00,6.118,61.6855,5.72227,65.581,5.57447,50.5199,5.52435,55.9166,5.54371,60.7856,5.66633,39.4357,5.6009,65.8732,5.4407,55.6899,5.38913,63.7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4823,25.2142,25.0674,24.6222,26.6232,25.1907,24.4482,25.0789,25.5564
2021-08-20 23:00:00,2021-08-20,0.0,23:00:00,2021-08-20 23:00:00,5.37765,54.3887,4.88377,59.8502,4.85692,41.6113,5.22268,48.9368,4.33765,51.877,5.48225,31.9928,5.21507,61.0114,4.11406,43.8836,3.86822,56.9525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1013,23.7728,23.5624,23.4526,25.0068,24.1021,23.2148,22.7909,24.0655
2021-08-21 00:00:00,2021-08-21,0.0,00:00:00,2021-08-21 00:00:00,0.30736,10.0266,0.15656,48.0319,1.02675,353.643,0.505396,341.314,0.502164,354.183,1.36997,335.356,0.0654205,78.5755,1.15079,5.03076,0.381886,348.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2086,23.221,23.1959,23.1043,23.3127,23.0916,23.1168,23.3,23.3248
2021-08-21 01:00:00,2021-08-21,0.0,01:00:00,2021-08-21 01:00:00,4.02432,9.05124,2.94272,16.7657,4.74407,359.849,4.19164,10.1644,4.34034,7.095,5.76119,356.531,3.18928,22.5797,4.88291,4.93454,3.64439,10.3991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2057,21.522,21.5813,21.2264,23.0892,21.964,20.6502,21.5496,22.3055
2021-08-21 02:00:00,2021-08-21,0.0,02:00:00,2021-08-21 02:00:00,3.20064,30.8068,2.65147,42.8992,3.54341,4.32129,3.23751,14.3249,2.77984,27.0862,4.94577,351.108,2.97388,42.9764,3.28026,16.2445,2.2456,32.4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2892,20.1611,20.0033,19.2396,22.3441,21.7075,19.007,19.5255,20.9532
2021-08-21 03:00:00,2021-08-21,0.0,03:00:00,2021-08-21 03:00:00,1.66767,30.8819,2.28066,48.3904,2.3432,359.222,1.98794,1.38467,1.74782,35.5979,2.80564,338.011,1.97883,45.4353,2.56268,22.5064,2.23648,42.2696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0309,19.9926,19.4038,19.2823,21.8813,19.6929,19.3076,19.2096,20.4718
2021-08-21 04:00:00,2021-08-21,0.0,04:00:00,2021-08-21 04:00:00,0.805604,9.1572,0.896064,43.4227,1.60101,352.951,1.0518,341.762,0.920566,16.5128,1.86973,331.427,0.582474,38.961,1.67283,12.0904,1.00826,34.6917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2404,20.8954,19.7187,20.0224,21.7855,20.0032,20.6628,19.5292,20.7843
2021-08-21 05:00:00,2021-08-21,0.0,05:00:00,2021-08-21 05:00:00,1.8161,157.614,1.55755,175.102,1.72499,160.984,1.75352,158.079,1.74542,167.82,1.05078,163.259,1.87509,167.655,2.00982,162.465,1.41263,182.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5522,20.2433,19.0542,18.8438,21.5513,19.1887,19.3018,19.0634,20.5002
2021-08-21 06:00:00,2021-08-21,0.0,06:00:00,2021-08-21 06:00:00,2.1488,124.876,1.73042,126.782,2.27709,117.696,1.8804,124.165,2.05516,128.605,1.4219,108.654,1.78048,133.966,2.47982,121.22,1.69372,130.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3852,20.173,18.4737,18.7353,21.2572,18.4795,19.4113,18.6081,20.2893
2021-08-21 07:00:00,2021-08-21,0.0,07:00:00,2021-08-21 07:00:00,0.998213,107.983,0.506086,98.1117,1.34531,98.9271,0.768154,109.244,0.987227,97.8548,0.957994,80.6983,0.632405,131.744,1.43851,98.0114,0.480876,65.1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0428,21.0427,19.5016,19.7615,22.0412,19.2968,20.2696,19.8049,21.2213
2021-08-21 08:00:00,2021-08-21,0.0,08:00:00,2021-08-21 08:00:00,0.248259,30.6337,0.284635,67.4916,0.601846,11.679,0.501147,356.443,0.382789,344.594,0.748264,348.678,0.227493,46.3708,0.851021,21.6046,0.32651,4.6124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0892,20.7837,19.8992,19.8274,21.7516,19.725,20.4131,19.8022,20.8828
2021-08-21 09:00:00,2021-08-21,0.0,09:00:00,2021-08-21 09:00:00,0.589445,42.126,0.721794,68.3686,1.0747,5.79495,0.77122,9.88062,0.508113,43.6685,1.36904,349.135,0.624521,66.1888,1.11006,19.7462,0.579375,67.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6389,20.1632,19.2211,19.3039,21.4474,19.0408,19.7469,19.3103,20.3224
2021-08-21 10:00:00,2021-08-21,0.0,10:00:00,2021-08-21 10:00:00,0.30736,10.0266,0.15656,48.0319,1.02675,353.643,0.505396,341.314,0.502164,354.183,1.36997,335.356,0.0654205,78.5755,1.15079,5.03076,0.381886,348.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8542,21.1574,20.2205,20.6848,21.5308,20.3564,21.1166,20.2159,20.8885
2021-08-21 11:00:00,2021-08-21,0.0,11:00:00,2021-08-21 11:00:00,0.349983,7.17227,0.262988,329.519,1.14006,348.059,0.787376,317.195,0.654881,10.368,1.45457,326.238,0.425564,289.911,1.3023,6.11584,0.675454,354.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4424,24.0068,23.518,23.7662,23.2217,23.9954,23.9609,23.5294,23.5515
2021-08-21 12:00:00,2021-08-21,0.0,12:00:00,2021-08-21 12:00:00,0.574582,326.236,0.860017,317.194,1.19214,337.469,0.945124,301.285,0.855901,358.029,1.18087,321.025,0.995594,290.38,1.28115,359.063,0.961128,336.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1642,25.3953,25.2313,25.4236,25.3212,25.8926,25.447,25.4557,25.2657
2021-08-21 13:00:00,2021-08-21,0.0,13:00:00,2021-08-21 13:00:00,1.00381,328.97,1.20959,318.922,1.34089,340.09,1.09059,308.715,1.19221,350.652,0.300747,327.043,1.16554,292.191,1.38218,349.912,1.31122,330.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0119,26.9355,26.9666,26.895,27.1666,27.1785,26.9855,27.1435,26.85
2021-08-21 14:00:00,2021-08-21,0.0,14:00:00,2021-08-21 14:00:00,1.18036,172.708,0.802553,278.705,2.07404,139.005,1.60895,155.592,1.09633,192.684,1.68618,146.934,0.915004,224.244,1.9362,147.621,0.619761,298.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8078,29.0179,27.404,28.0341,28.9194,26.8622,28.8998,28.0575,29.1558
2021-08-21 15:00:00,2021-08-21,0.0,15:00:00,2021-08-21 15:00:00,2.89733,145.893,1.65986,151.864,3.09115,134.828,2.55911,148.855,2.72303,149.033,2.36051,147.872,2.06524,154.111,3.38137,129.327,1.51854,154.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.959,30.1049,26.6245,28.006,29.4129,26.4215,29.5845,27.7318,30.2934
2021-08-21 16:00:00,2021-08-21,0.0,16:00:00,2021-08-21 16:00:00,3.40266,146.989,3.02804,153.872,3.99062,137.339,3.00266,152.734,3.3982,144.31,3.04575,148.59,2.85306,157.139,4.53803,130.2,2.95841,155.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1859,30.3607,27.1298,28.4937,29.4418,27.3704,29.7452,27.7487,30.4601
2021-08-21 17:00:00,2021-08-21,0.0,17:00:00,2021-08-21 17:00:00,4.33553,141.777,3.92217,148.247,4.90819,134.015,3.97307,143.175,4.42913,138.685,3.95123,138.467,3.72939,148.127,5.5697,128.701,3.89728,147.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.972,30.0329,27.1131,28.4256,29.1268,27.5667,29.5103,27.4976,30.1671
2021-08-21 18:00:00,2021-08-21,0.0,18:00:00,2021-08-21 18:00:00,4.87622,129.141,4.4933,130.44,5.19188,125.484,4.59508,127.664,4.75405,129.69,4.15072,124.541,4.54693,129.616,5.79163,123.191,4.19542,132.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9006,29.5366,27.2345,28.0594,28.9708,27.561,28.8994,27.4998,29.7248
2021-08-21 19:00:00,2021-08-21,0.0,19:00:00,2021-08-21 19:00:00,5.3632,123.554,5.28079,125.374,5.34586,119.556,4.9177,122.47,5.20455,124.509,4.41215,116.419,5.08604,124.324,5.91449,120.303,4.89625,126.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7771,29.11,27.3385,27.6014,28.9886,27.3663,28.4031,27.6198,29.4256
2021-08-21 20:00:00,2021-08-21,0.0,20:00:00,2021-08-21 20:00:00,5.49539,122.618,5.50313,123.557,4.57822,117.889,4.22752,121.577,5.59683,123.312,3.41449,115.819,4.80781,122.945,5.51342,117.845,5.36131,125.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3969,27.4781,25.4806,25.7336,27.5893,25.5169,26.6137,25.7911,27.9367
2021-08-21 21:00:00,2021-08-21,0.0,21:00:00,2021-08-21 21:00:00,5.4088,115.65,5.34969,116.168,3.93276,107.245,3.56852,111.763,5.43535,115.966,2.94875,102.639,5.05416,113.08,5.17215,107.803,5.01321,117.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2409,25.8832,23.2437,23.1352,26.4594,21.8384,25.0855,24.2606,26.285
2021-08-21 22:00:00,2021-08-21,0.0,22:00:00,2021-08-21 22:00:00,5.25477,105.951,3.93896,97.5098,3.95507,98.957,3.76195,102.977,4.57806,105.321,3.00324,93.2738,4.66294,97.9978,5.33762,100.788,1.73651,88.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3322,25.1736,23.125,23.3799,26.5665,21.4731,24.8174,24.2855,24.8131
2021-08-21 23:00:00,2021-08-21,0.0,23:00:00,2021-08-21 23:00:00,0.853497,229.97,0.941475,228.431,1.35512,279.057,1.34777,317.668,1.46305,222.488,2.3164,319.822,0.812585,282.613,1.39988,241.778,1.2637,228.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1209,22.4521,20.6799,20.5979,23.9165,20.6436,21.2942,20.8297,23.0703
2021-08-22 00:00:00,2021-08-22,0.0,00:00:00,2021-08-22 00:00:00,0.739557,43.7144,1.5739,62.1208,0.765957,1.21289,0.729093,18.068,0.956132,36.6646,1.03702,340.408,1.21115,63.2069,0.991671,28.5601,1.70686,56.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8989,20.9184,20.881,20.8626,20.9347,20.8476,20.8792,20.9141,20.957
2021-08-22 01:00:00,2021-08-22,0.0,01:00:00,2021-08-22 01:00:00,1.82323,48.325,1.69154,52.4844,1.71096,34.8382,1.98766,42.0246,1.47778,41.5672,1.80817,29.2445,2.01759,50.1771,1.62375,28.259,1.22125,54.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9412,19.4167,18.0789,17.5329,21.0721,17.7622,18.0725,18.4594,20.2375
2021-08-22 02:00:00,2021-08-22,0.0,02:00:00,2021-08-22 02:00:00,2.41952,33.4978,1.9927,38.8604,2.53123,18.2894,2.55736,26.3759,2.15239,32.2538,2.63521,7.84058,2.36901,43.4491,2.36914,27.7995,1.81333,28.9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3574,18.8604,17.6253,17.1999,20.7409,17.8951,17.567,17.9388,19.7565
2021-08-22 03:00:00,2021-08-22,0.0,03:00:00,2021-08-22 03:00:00,2.48186,41.5799,2.2192,59.3677,2.7033,18.9594,2.78899,35.5359,2.09736,41.5629,2.93229,13.3946,2.60089,62.5935,2.48898,25.0376,1.65349,57.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1262,17.937,17.3379,17.1632,19.8267,17.729,17.0727,17.2918,18.6246
2021-08-22 04:00:00,2021-08-22,0.0,04:00:00,2021-08-22 04:00:00,0.669325,168.336,0.307251,159.642,1.49436,162.608,1.06669,166.324,0.675125,175.864,1.22785,178.39,0.772418,168.342,1.01701,151.036,0.660973,159.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8552,18.467,16.9262,17.0234,19.7863,16.7845,17.6014,17.4363,18.603
2021-08-22 05:00:00,2021-08-22,0.0,05:00:00,2021-08-22 05:00:00,2.10438,152.536,2.1155,155.236,2.22309,148.482,2.33273,147.876,1.81844,160.294,1.64611,145.869,2.48623,150.48,2.22166,153.182,1.8818,160.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.704,17.7325,16.7602,16.3936,19.7743,16.4999,16.9537,17.1004,18.2542
2021-08-22 06:00:00,2021-08-22,0.0,06:00:00,2021-08-22 06:00:00,2.38196,130.872,2.47531,130.806,2.44046,126.964,2.45386,126.962,1.77615,141.869,1.59957,118.294,2.67473,131.566,2.31855,133.639,1.93933,143.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8468,17.8189,16.6319,16.4408,19.6322,16.3752,17.1366,16.8841,18.1334
2021-08-22 07:00:00,2021-08-22,0.0,07:00:00,2021-08-22 07:00:00,2.26005,122.015,2.3801,119.046,2.33485,118.059,2.25616,119.17,1.91579,130.229,1.53797,106.001,2.36359,124.066,2.40447,125.481,2.05494,126.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.535,17.5893,16.3511,16.1401,19.4147,16.0681,16.7743,16.6526,17.864
2021-08-22 08:00:00,2021-08-22,0.0,08:00:00,2021-08-22 08:00:00,1.91568,130.92,2.22636,130.362,2.06842,127.478,2.03182,127.967,1.76751,138.212,1.2373,120.939,2.12136,131.162,2.1683,131.658,2.07509,138.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1695,17.3368,16.1447,15.9794,19.1177,15.9368,16.6281,16.4371,17.5536
2021-08-22 09:00:00,2021-08-22,0.0,09:00:00,2021-08-22 09:00:00,1.04537,93.1939,0.805848,46.434,1.07208,108.782,0.820106,70.2939,1.18151,120.882,0.613607,68.0519,0.773902,60.5208,1.21086,123.594,0.648507,109.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1002,17.7061,16.3994,16.4827,18.953,16.3405,16.9417,16.5798,17.997
2021-08-22 10:00:00,2021-08-22,0.0,10:00:00,2021-08-22 10:00:00,0.739557,43.7144,1.5739,62.1208,0.765957,1.21289,0.729093,18.068,0.956132,36.6646,1.03702,340.408,1.21115,63.2069,0.991671,28.5601,1.70686,56.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1454,17.8606,17.5463,17.6302,19.0972,17.5303,17.6258,17.7034,17.9585
2021-08-22 11:00:00,2021-08-22,0.0,11:00:00,2021-08-22 11:00:00,0.999464,4.61139,1.1786,27.2947,1.28938,5.90964,0.984448,11.1586,1.12476,19.3535,0.970706,21.4468,1.07311,40.175,1.59229,18.6717,1.29875,30.6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.098,21.4073,20.9993,21.2783,20.7916,21.4488,21.4097,20.8792,21.0546
2021-08-22 12:00:00,2021-08-22,0.0,12:00:00,2021-08-22 12:00:00,0.924303,314.82,0.959758,327.722,0.868998,341.535,0.817754,341.666,0.696753,350.408,0.461086,39.7789,0.75299,8.95459,1.08895,356.474,0.855274,334.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1471,23.497,23.1138,23.2507,23.0888,23.3509,23.6328,23.3383,23.1987
2021-08-22 13:00:00,2021-08-22,0.0,13:00:00,2021-08-22 13:00:00,0.990392,240.825,0.747833,273.674,1.10918,185.41,0.623455,209.121,1.26317,217.133,1.34758,160.414,0.986948,272.278,1.34639,204.421,0.551728,271.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0102,25.159,24.3661,24.8433,24.7601,24.2167,25.1088,24.0433,25.0518
2021-08-22 14:00:00,2021-08-22,0.0,14:00:00,2021-08-22 14:00:00,2.67831,145.377,1.57905,145.558,2.91534,135.347,2.44612,145.206,2.43637,154.366,2.3224,147.71,1.81531,143.5,3.02428,135.614,1.80574,164.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.265,27.2723,24.1611,25.3357,26.5589,23.6746,26.858,25.2884,27.3244
2021-08-22 15:00:00,2021-08-22,0.0,15:00:00,2021-08-22 15:00:00,3.44581,148.888,2.96823,157.533,3.97187,140.11,3.09912,153.186,3.31646,151.079,3.12521,150.144,2.8839,156.09,4.30088,137.036,2.90372,166.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.937,27.3589,24.0164,25.2144,26.2346,23.9612,26.7017,24.7202,27.3787
2021-08-22 16:00:00,2021-08-22,0.0,16:00:00,2021-08-22 16:00:00,3.70353,144.288,3.24694,152.005,4.33119,134.274,3.39189,150.381,3.70159,140.256,3.42482,143.678,3.20865,156.344,4.90986,127.894,3.14493,151.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7401,27.8152,25.07,26.0482,27.0045,25.2288,27.17,25.665,27.9813
2021-08-22 17:00:00,2021-08-22,0.0,17:00:00,2021-08-22 17:00:00,4.80797,134.832,4.46206,138.103,5.26768,128.577,4.33998,139.1,4.83135,131.974,4.16583,134.466,4.2156,142.424,5.9558,123.638,4.276,136.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0995,28.0926,25.4413,26.3245,27.4468,25.4571,27.428,26.1434,28.386
2021-08-22 18:00:00,2021-08-22,0.0,18:00:00,2021-08-22 18:00:00,5.33901,135.226,5.13424,138.337,5.33935,129.237,4.72736,138.232,5.48914,132.79,4.06685,134.633,4.8368,140.8,6.27105,124.807,5.04471,136.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9124,27.8776,25.0076,26.2105,27.1607,25.1255,27.3858,25.7256,28.0687
2021-08-22 19:00:00,2021-08-22,0.0,19:00:00,2021-08-22 19:00:00,5.1625,129.897,5.14188,130.682,4.93457,126.229,4.45583,129.04,5.25546,128.938,3.63406,127.377,4.79474,129.801,5.87237,122.067,4.96917,131.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3153,28.1877,25.2211,26.7212,27.2268,25.8162,27.7234,25.414,28.2355
2021-08-22 20:00:00,2021-08-22,0.0,20:00:00,2021-08-22 20:00:00,4.90753,114.404,4.68007,112.38,4.16609,108.819,3.89432,112.006,5.04502,113.622,3.22825,105.082,4.48457,111.208,5.07075,108.22,4.46902,113.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,27.6054,25.8119,26.0546,27.7436,25.7696,26.8172,26.2388,27.9745
2021-08-22 21:00:00,2021-08-22,0.0,21:00:00,2021-08-22 21:00:00,4.77748,93.1799,4.96526,88.021,3.72317,90.6925,3.36972,90.3519,4.72938,92.4222,3.02648,85.828,4.72567,87.1319,4.87277,90.7341,4.88436,88.7006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0781,26.2121,23.6937,23.0394,27.334,22.4511,25.2809,24.9449,26.688
2021-08-22 22:00:00,2021-08-22,0.0,22:00:00,2021-08-22 22:00:00,7.54745,62.2569,7.44196,66.8105,7.16092,57.7244,7.03241,57.4463,7.12644,61.7583,6.24184,48.8816,6.98308,65.9843,7.17031,60.2562,7.29365,66.1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7719,24.6109,24.7469,24.3872,25.7693,24.2924,23.9788,24.9217,24.7612
2021-08-22 23:00:00,2021-08-22,0.0,23:00:00,2021-08-22 23:00:00,7.15107,63.8864,7.14505,65.9849,6.95568,54.5554,6.7368,58.2845,6.74681,62.975,6.68592,43.7887,6.76883,65.9311,7.0364,58.8422,7.00318,65.6256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0067,24.0544,24.5906,23.8257,25.0183,24.442,23.423,24.6374,24.1876
2021-08-23 00:00:00,2021-08-23,0.0,00:00:00,2021-08-23 00:00:00,1.48116,87.9986,2.05402,85.0368,1.13286,71.1503,1.66905,81.9002,1.31523,78.7034,1.33504,55.6326,2.05895,88.8135,1.12932,22.5279,2.08033,79.2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7556,22.7869,22.7256,22.6918,22.8187,22.6624,22.7225,22.7882,22.8505
2021-08-23 01:00:00,2021-08-23,0.0,01:00:00,2021-08-23 01:00:00,3.32113,7.47897,2.67277,13.6185,3.79958,358.567,3.9497,18.045,3.67683,356.934,5.20679,2.26089,3.07207,28.7411,4.30468,357.4,2.62167,359.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5202,21.4886,21.459,21.3509,23.5258,22.0403,20.724,21.8231,22.3914
2021-08-23 02:00:00,2021-08-23,0.0,02:00:00,2021-08-23 02:00:00,3.04609,33.9047,2.50927,50.8231,2.86325,19.5899,3.2783,27.38,2.64861,26.1013,2.96472,18.1671,3.49753,52.8583,2.87774,20.2095,1.96636,37.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6234,19.8864,18.781,19.7753,21.8698,19.315,20.0372,19.0481,20.6627
2021-08-23 03:00:00,2021-08-23,0.0,03:00:00,2021-08-23 03:00:00,2.27235,36.9991,2.75377,50.296,3.01676,15.9847,3.11909,30.4963,2.03249,28.156,3.14225,10.8973,3.1176,54.6479,2.92157,18.1281,2.04777,36.7189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3573,19.9633,19.7899,19.8043,21.849,20.3076,19.7029,19.3011,20.1358
2021-08-23 04:00:00,2021-08-23,0.0,04:00:00,2021-08-23 04:00:00,1.43882,30.8452,1.58292,49.2329,2.07003,8.41608,1.87837,25.3534,1.24021,33.4108,2.40647,356.712,1.80101,56.2083,1.9956,21.4485,1.08125,46.7751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3491,19.4889,18.8743,18.8831,21.1336,19.131,18.8538,18.8127,19.9453
2021-08-23 05:00:00,2021-08-23,0.0,05:00:00,2021-08-23 05:00:00,1.47967,56.777,2.35035,70.1892,1.54704,21.2865,1.69431,40.5645,1.35455,53.5753,1.84081,1.47757,2.27688,69.5036,1.80085,34.2127,2.05338,67.9577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3384,19.344,19.0376,18.8597,20.9059,19.1467,18.7419,18.5808,19.5791
2021-08-23 06:00:00,2021-08-23,0.0,06:00:00,2021-08-23 06:00:00,1.39517,84.8792,2.5673,78.1885,0.935567,74.5198,1.5537,69.973,1.22284,69.269,1.28474,47.4838,2.46226,79.7425,0.904895,61.7305,2.51714,72.1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6255,19.4844,19.7722,18.9784,21.5949,19.2881,18.777,19.991,19.7129
2021-08-23 07:00:00,2021-08-23,0.0,07:00:00,2021-08-23 07:00:00,1.22717,74.8615,2.16212,77.487,1.10171,54.0333,1.22914,69.0235,1.29329,67.0489,1.13478,37.7232,1.99644,83.114,1.24391,57.5907,2.30025,70.7892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8061,19.6642,19.7487,19.3265,21.683,19.5549,19.0359,19.8625,19.7886
2021-08-23 08:00:00,2021-08-23,0.0,08:00:00,2021-08-23 08:00:00,0.629811,116.03,1.51394,92.5465,0.498916,109.372,0.930655,100.157,0.205042,121.032,0.529437,64.6484,1.67163,98.726,0.37793,125.193,1.41949,80.8302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2169,20.108,20.3008,19.726,22.2976,20.1502,19.3635,20.3906,20.2605
2021-08-23 09:00:00,2021-08-23,0.0,09:00:00,2021-08-23 09:00:00,0.412607,209.68,0.576512,165.858,1.43077,288.434,0.563622,140.34,1.37295,298.284,0.560772,268.34,0.657974,126.603,2.53445,296.226,0.136054,257.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6797,20.0693,19.0581,19.3303,21.4111,19.4008,19.4761,19.2035,20.7583
2021-08-23 10:00:00,2021-08-23,0.0,10:00:00,2021-08-23 10:00:00,1.48116,87.9986,2.05402,85.0368,1.13286,71.1503,1.66905,81.9002,1.31523,78.7034,1.33504,55.6326,2.05895,88.8135,1.12932,22.5279,2.08033,79.2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6008,20.5361,20.4803,20.4243,21.5568,20.478,20.4616,20.7919,20.3875
2021-08-23 11:00:00,2021-08-23,0.0,11:00:00,2021-08-23 11:00:00,0.707723,293.303,0.519248,312.828,1.40357,325.944,1.03084,296.47,0.708772,342.596,1.20157,314.68,0.44935,289.205,1.33085,354.85,0.714148,11.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1497,24.7108,24.1289,24.3178,24.1218,24.5458,24.6691,24.2352,24.4465
2021-08-23 12:00:00,2021-08-23,0.0,12:00:00,2021-08-23 12:00:00,1.86495,340.421,1.37637,333.954,2.90791,342.887,2.03941,317.927,2.41468,341.604,2.70056,329.102,1.36565,300.306,3.32773,344.913,2.11972,331.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4634,25.7179,25.1961,25.0877,26.1086,25.2633,25.3842,26.0832,26.074
