,Data,precipitacao_observada,Horario,Datetime,Jurujuba_ws10,Jurujuba_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Jurujuba,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Jurujuba,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,1.38563,302.628,2.27558,291.594,2.02655,270.341,0.741066,328.132,2.61096,295.907,2.31554,250.466,1.31349,302.925,2.351,290.582,3.05044,292.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9456,18.9,18.9905,18.9587,18.9312,19.006,18.9107,18.9738,18.8879
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,2.75266,223.892,2.19622,227.053,3.26607,222.219,2.45243,222.338,3.07152,226.919,3.01352,221.774,2.05735,224.02,3.77128,223.211,2.26935,233.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9822,18.644,18.3625,18.0065,19.1458,18.1692,18.1167,18.7802,18.7735
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.58227,225.707,1.96598,253.869,4.03782,209.302,2.74157,216.582,2.28974,236.189,3.80877,208.514,2.05679,242.344,3.40083,213.515,1.85106,258.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9534,16.5506,18.6143,18.2627,18.4631,18.47,17.9218,16.9384,16.9567
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,3.15497,211.191,2.60839,210.166,3.18348,212.108,2.90218,212.121,3.45043,210.554,3.03171,212.281,2.81835,212.2,3.55423,212.844,2.47667,214.504,0.689583,0.573021,0.584843,0.200009,0.973316,0.0891277,0.255762,1.12449,0.751251,18.6915,18.6149,16.5653,15.9944,18.7856,16.5513,18.1445,16.9846,18.681
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,1.48023,255.782,1.96912,264.112,1.97078,245.453,1.87516,253.818,1.63749,267.574,2.08657,249.694,1.82949,251.16,2.33143,244.203,2.13614,286.544,0.689583,0.573021,0.584843,0.200081,0.973316,0.0904329,0.255763,1.12449,0.751255,17.7906,16.2372,15.2472,14.8047,17.7766,15.053,15.295,15.666,16.6407
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,1.55303,294.496,2.10583,290.954,2.39676,271.381,1.56197,289.978,2.38096,288.007,1.85568,249.057,1.95838,293.201,2.64307,278.529,2.34588,290.352,0.552209,0.371479,0.538269,0.255589,0.83458,0.421149,0.179524,1.03723,0.649759,16.9498,16.2358,14.7421,16.291,17.1066,16.996,16.9026,15.0355,16.2359
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,1.9422,289.44,2.09172,296.512,1.59813,275.151,1.35409,286.809,2.31018,295.907,1.73871,271.88,1.59662,299.636,2.07506,288.332,2.38729,298.385,0.0299161,0.108994,0.036519,0.0906759,0.420469,0.340177,0.0382995,0.201821,1.38227,17.5104,17.1799,16.7881,16.6506,17.3425,16.945,16.7842,15.8601,17.1681
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,1.43143,315.964,2.16867,321.69,1.36463,320.888,2.05508,314.351,1.79723,312.851,2.23006,316.265,2.19451,316.294,1.16146,313.738,2.29773,317.426,0.806911,1.59303,0.216022,0.237977,0.818757,0.364587,0.401551,0.396866,1.94981,16.8105,16.0388,14.1818,13.8403,16.9424,13.9688,14.8345,14.7821,16.0909
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,1.1173,291.33,1.46354,293.265,2.40043,242.735,1.07304,282.818,0.94122,253.027,2.73757,240.416,1.03064,301.258,3.33989,227.648,1.9613,291.175,1.04505,2.67711,0.238818,0.259949,0.863631,0.0495358,1.42421,0.414852,2.00742,17.1835,17.1102,17.2206,16.2268,17.304,17.2606,16.497,17.8325,15.8937
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,1.0883,279.096,1.72224,281.845,2.70412,233.873,1.07282,278.351,1.80999,292.003,2.79753,228.279,0.913877,294.43,3.04388,242.193,2.81213,285.481,1.02593,2.58538,0.218992,0.259357,0.444241,0.0477686,1.44923,0.21731,0.627582,17.3696,17.0309,17.4468,16.4886,17.2476,17.4933,16.5104,17.5998,17.1064
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,1.38563,302.628,2.27558,291.594,2.02655,270.341,0.741066,328.132,2.61096,295.907,2.31554,250.466,1.31349,302.925,2.351,290.582,3.05044,292.535,0.440773,1.67985,0.0519652,0.174896,0.237821,0.0252539,1.51465,0.0417207,0.307969,17.0104,16.708,14.6642,16.1164,17.1552,14.823,16.3674,14.8535,17.0585
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,1.67682,292.901,2.33021,286.287,2.04549,294.019,1.71862,306.608,2.11344,285.641,2.2482,307.867,1.87379,291.821,2.32665,286.293,2.50945,285.472,0.20876,0.616215,0.0159391,0.0970347,0.192627,0.00971523,0.569928,0.0215964,0.250658,17.3517,17.5659,16.667,16.7779,17.5341,16.6619,16.9183,17.034,17.6211
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,0.796304,351.582,0.49164,4.23816,1.11854,316.25,1.67066,286.681,0.954526,12.3181,2.24393,293.942,1.25648,261.26,0.760836,342.265,0.864907,25.5605,5.22734,4.51974,4.66657,3.29112,6.76,2.90915,2.33739,6.86491,4.43344,17.1871,16.9719,16.9012,16.5947,17.1306,17.0727,16.5369,16.9108,17.2102
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,2.53634,230.789,0.760121,274.798,3.45934,241.822,2.55592,236.574,2.40816,228.115,3.05304,242.235,1.39184,254.739,3.8797,233.486,0.487724,323.678,5.04205,4.11206,4.65477,3.93347,6.57418,2.95604,3.24367,6.84637,4.19043,18.9482,19.25,18.2204,18.3022,19.128,18.2051,18.8017,18.5763,19.1835
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,3.30684,213.492,3.01882,204.225,4.00263,220.601,3.14911,219.476,3.6087,206.847,3.67477,223.898,2.84137,214.402,4.55399,216.743,3.18101,195.159,5.02762,4.08973,4.66447,3.91137,6.5741,2.99046,3.13709,6.84752,4.1901,18.979,19.2067,18.2623,18.0962,19.1739,18.0213,18.5487,18.7016,19.3879
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,4.09509,218.745,3.97318,214.389,4.66488,222.863,3.85532,216.876,4.31128,217.622,4.09456,220.83,3.728,215.4,5.25663,223.267,3.98078,211.755,0.00846195,0.170866,0.0134697,0.717197,0.0061121,0.100564,1.33677,0.00221443,0.00529861,19.5331,19.9046,18.8753,18.8758,19.582,18.4888,19.4584,19.1004,19.835
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.59056,203.741,3.79775,205.115,3.7463,204.803,3.52955,199.359,3.80132,206.393,3.5274,203.691,3.48245,200.662,4.1163,208.234,3.94571,204.586,0.00191069,3.57628e-05,0.0127931,0.01193,6.48499e-05,0.0504727,0.0018096,0.001297,0.00036478,19.8116,20.1689,19.0722,19.1422,19.8035,18.9169,19.7654,19.3138,20.0801
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.70316,200.233,3.76462,198.957,3.98029,201.891,3.60808,193.885,3.94606,203.118,3.67438,197.477,3.49778,194.452,4.37247,206.001,3.93024,199.558,8.29697e-05,0.0,5.38826e-05,0.000154018,3.91006e-05,0.00956821,8.58307e-06,0.000131607,0.000340939,19.8764,20.2146,19.1256,19.175,19.8546,18.9972,19.7772,19.3641,20.1178
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.35469,189.666,3.50939,189.524,3.53086,189.84,3.36721,186.751,3.5139,191.209,3.29614,189.019,3.34967,188.716,3.81936,192.447,3.62438,189.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0034,20.286,19.2476,19.1664,20.1229,19.0648,19.7198,19.6147,20.3206
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.45099,180.361,3.48024,179.735,3.71021,182.196,3.56964,174.699,3.59618,185.756,3.49353,177.087,3.49712,177.207,3.99181,187.921,3.58573,183.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0957,20.2794,19.2546,19.1802,20.1903,19.1138,19.7028,19.5889,20.3391
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,3.06846,168.641,2.96986,169.181,3.12672,168.128,3.01205,163.529,3.13293,171.519,3.07032,164.713,2.85573,166.638,3.24824,171.524,3.18089,169.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7834,19.7672,18.6983,18.6027,19.9062,18.604,19.11,19.0745,19.9385
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,3.41505,158.62,2.34217,162.867,2.73294,156.78,2.67658,155.76,3.27662,165.006,2.95061,154.162,2.59397,159.646,2.80252,162.0,2.57664,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5247,18.5203,16.6261,16.342,19.623,18.5492,16.9957,16.9453,19.3097
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,3.15733,145.378,2.26785,148.324,2.70899,142.944,2.69351,142.309,2.8651,148.781,2.52667,140.325,2.6322,145.996,2.67362,146.416,1.94541,150.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3937,18.0027,16.3892,16.0996,19.5024,16.2455,16.6969,16.6717,18.8201
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,2.58177,143.431,2.07986,145.576,2.64285,140.468,2.57014,142.083,2.37381,142.19,2.43779,141.012,2.3702,144.497,2.59358,139.728,1.85321,143.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.284,17.5491,16.1565,15.7523,19.401,15.9696,16.2786,16.501,18.2919
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,1.57872,33.7552,1.42321,43.2324,1.88056,3.45242,1.48709,359.047,1.65115,44.1213,2.53964,338.094,1.08559,26.5329,1.85126,23.6864,1.60946,42.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9494,18.9163,18.9823,18.9699,18.9268,19.0031,18.9364,18.9595,18.894
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.969374,133.089,0.975012,125.528,0.732965,136.22,0.917689,125.114,0.780705,141.061,0.31827,102.927,1.1957,127.719,0.75838,141.585,0.658625,124.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1278,16.9406,15.9602,15.4679,18.2646,15.9246,15.8904,16.3051,17.5206
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.0689174,286.33,0.5095,43.3228,0.221687,205.101,0.384696,185.165,0.247411,344.555,0.332884,219.046,0.253624,108.475,0.275192,320.334,0.658092,31.4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9278,16.6862,15.902,15.5189,17.8978,15.7248,15.9344,16.0981,17.1156
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,1.42917,39.4387,1.67444,45.9705,1.35163,13.0244,1.3823,26.0784,1.80912,40.9953,1.73204,354.419,1.44428,47.5816,1.7204,26.6782,1.6286,39.5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6692,17.5478,16.961,16.6065,17.9198,15.5624,16.8654,15.8938,17.8136
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,1.95347,36.2553,1.55543,48.4926,2.15727,15.6722,2.05828,20.0939,1.56158,34.729,2.46315,359.23,1.71064,42.9007,1.58401,23.4788,1.16067,29.1579,0.0,0.0,0.0,0.0,2.08859e-12,0.0,0.0,0.0,1.16097e-10,17.4034,17.3712,14.409,14.0369,17.5872,14.3397,15.6324,16.9164,17.5069
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,1.70819,25.9352,1.34671,29.316,1.98992,5.43051,1.51576,11.7711,1.8265,11.7018,2.45419,350.578,1.2202,33.9207,1.60591,5.67584,1.6004,12.3078,1.66311e-06,0.000184598,2.20087e-07,0.000256337,4.84289e-06,2.92172e-06,0.000817244,4.80106e-07,0.000806391,17.0843,17.0242,14.0873,16.0586,17.3695,14.0447,16.4424,16.6119,17.2991
2021-08-05 06:00:00,2021-08-05,0.0,06:00:00,2021-08-05 06:00:00,0.781646,15.2778,0.917079,15.423,1.63988,356.431,1.3929,3.47018,0.827339,330.848,1.87433,343.256,1.09441,27.3192,1.49214,346.504,0.954259,321.501,1.66311e-06,0.000184598,2.20087e-07,0.000256337,4.84289e-06,2.92172e-06,0.000817244,4.80106e-07,0.000806391,16.564,15.3182,13.7978,13.54,16.7095,15.9858,14.15,14.3029,15.9486
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,0.953387,27.1064,1.14964,26.9595,1.5515,1.97281,1.32876,3.84814,0.858059,12.4808,1.97292,341.344,1.085,29.2845,1.38469,8.90607,1.04133,1.40295,1.66311e-06,0.000184598,2.20087e-07,0.000256337,4.84289e-06,2.92172e-06,0.000817244,4.80106e-07,0.00080639,16.2555,14.9097,13.561,13.3261,16.4496,13.507,13.871,14.0276,15.6599
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,1.64443,28.6472,1.92543,28.3637,2.2985,10.8574,2.11023,13.3087,1.69196,19.8165,2.59841,352.442,1.86672,32.0903,2.33295,17.6271,2.03991,13.8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1106,14.4304,13.2717,12.9736,16.3253,13.5067,13.4252,13.6938,15.0987
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,2.01895,28.5461,1.81834,34.9783,2.1867,6.88956,2.12612,13.6667,2.13572,15.4293,2.58696,349.384,1.7953,41.2099,2.05651,12.3927,1.72471,15.4375,1.37028e-07,1.39058e-07,1.87575e-08,1.11468e-08,2.86695e-08,4.8658e-11,1.91719e-06,2.7336e-09,3.74857e-08,15.3423,13.5885,13.5273,12.4078,15.6547,13.3291,12.6288,14.4763,14.8532
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,1.57872,33.7552,1.42321,43.2324,1.88056,3.45242,1.48709,359.047,1.65115,44.1213,2.53964,338.094,1.08559,26.5329,1.85126,23.6864,1.60946,42.674,0.00292057,0.000294112,0.000679573,1.5429e-05,0.000151951,4.50655e-05,0.00121391,4.53604e-05,1.60004e-05,15.4789,15.5116,15.16,14.9109,15.6863,15.0418,15.0603,15.4423,15.8384
2021-08-05 11:00:00,2021-08-05,1.0,11:00:00,2021-08-05 11:00:00,1.3461,0.468292,1.3498,340.649,2.13237,352.762,1.5644,344.539,1.6013,346.91,2.68767,334.243,0.976344,356.444,2.14319,0.0663452,1.84887,331.025,0.00292057,0.000294112,0.000679573,1.5429e-05,0.000151951,4.50655e-05,0.00121391,4.53604e-05,1.60004e-05,16.3133,16.7068,15.7333,15.5646,16.7447,15.5867,15.8186,16.233,16.8618
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,1.32473,341.86,1.28012,337.142,1.83003,341.809,1.61832,318.018,1.54567,353.524,1.9564,323.132,1.31744,313.276,1.91242,354.534,1.47398,341.811,0.00292043,0.000293973,0.000679555,1.54179e-05,0.000151922,4.50654e-05,0.00121199,4.53577e-05,1.59629e-05,17.6487,17.9413,17.3629,17.4167,17.9907,17.6956,17.7295,17.9012,18.0573
2021-08-05 13:00:00,2021-08-05,0.0,13:00:00,2021-08-05 13:00:00,1.63475,327.2,1.78169,313.736,1.75718,333.464,1.74746,310.751,1.69383,344.898,1.50615,317.572,1.77111,302.264,1.76264,343.639,1.78985,323.591,0.0,1.16415e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2576,19.2739,18.9818,18.8581,19.4018,19.1223,19.0829,19.3373,19.2321
2021-08-05 14:00:00,2021-08-05,0.0,14:00:00,2021-08-05 14:00:00,0.93066,261.207,1.35525,324.176,2.00807,226.766,1.01437,245.034,1.17725,245.066,1.99927,205.845,1.22265,295.217,2.31151,226.668,1.24353,331.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5834,20.5484,19.6706,19.7511,20.6366,19.5562,20.2125,19.9013,20.6307
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,3.11307,176.712,2.98506,177.804,3.23833,180.431,3.11751,173.644,3.2315,184.652,3.06114,181.497,2.7767,172.993,3.46796,185.111,3.0751,186.538,0.0,0.0,0.0,0.0,0.0,0.0,3.72529e-09,0.0,0.0,20.7388,21.1364,19.7534,20.0077,20.8412,19.5382,20.2839,20.0757,20.9588
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,3.55826,170.348,3.57773,169.466,3.72145,172.291,3.56408,168.87,3.6014,177.321,3.46429,173.625,3.43666,167.854,3.94087,176.287,3.61828,177.196,0.0,0.0,0.0,0.0,0.0,0.0,3.72529e-09,0.0,0.0,20.6403,21.2678,19.7056,19.8374,20.7787,19.4926,20.6205,20.0669,21.2495
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,4.13814,165.059,4.10973,164.104,4.28953,166.398,4.24851,161.195,4.05125,171.721,3.98995,165.646,4.05957,160.843,4.37454,171.856,4.12625,169.833,0.0,0.0,0.0,0.0,0.0,0.0,3.72529e-09,0.0,0.0,20.4945,21.0354,19.5775,19.7154,20.6323,19.415,20.4389,19.9467,21.0774
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.69093,160.609,4.61489,159.363,4.88229,162.477,4.76722,156.562,4.61648,167.269,4.45485,160.481,4.64917,156.216,5.03192,167.107,4.58817,165.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5637,20.939,19.6614,19.6909,20.7107,19.4988,20.3177,20.034,21.0453
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,5.0343,152.286,4.69505,153.204,5.39521,151.225,5.23372,148.13,4.67678,159.16,5.0158,148.409,4.90873,148.817,5.30169,157.252,4.41624,159.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4938,20.7502,19.582,19.5937,20.6367,19.4725,20.2149,19.9691,20.86
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,5.00793,133.549,4.75088,133.862,5.16995,131.513,4.84761,131.773,4.93433,134.838,4.43846,130.476,4.80142,132.244,5.53919,131.31,4.53435,135.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3696,20.4266,19.28,19.2497,20.4979,19.0882,19.7973,19.6215,20.6062
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,4.71915,124.121,4.29687,126.288,4.50868,119.786,4.12191,123.467,4.74025,123.924,4.05631,119.314,4.22375,124.644,4.96022,119.849,4.46485,126.127,1.04774e-08,5.40787e-06,1.33878e-09,5.40749e-08,1.09139e-09,1.66838e-08,0.000229786,0.0,7.50879e-09,19.9661,19.7803,18.9941,18.4567,20.2249,18.946,19.0327,19.3491,20.2362
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,4.27575,114.679,3.88298,115.92,3.94656,110.831,3.85652,113.121,4.29628,115.392,3.61677,109.785,3.97432,113.713,4.01059,111.325,4.20461,117.692,1.04774e-08,5.40787e-06,1.33878e-09,5.40749e-08,1.09139e-09,1.66838e-08,0.000229786,0.0,7.567e-09,19.8386,19.5993,18.4987,18.4301,20.0945,18.3764,18.834,18.726,20.1444
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,3.45572,103.945,3.23071,106.381,2.78627,97.9709,3.06876,102.76,3.32393,103.581,2.83904,95.9894,3.50903,104.741,2.89214,98.0556,3.10354,107.859,1.04774e-08,5.40787e-06,1.33878e-09,5.40749e-08,1.09139e-09,1.66838e-08,0.000229786,0.0,7.567e-09,19.7119,19.2658,17.9966,18.1728,19.9339,18.4152,18.6482,18.251,19.6324
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,2.59382,57.2958,2.27187,56.1052,2.73989,57.1134,3.3372,64.0789,1.66754,35.2832,3.37284,55.3324,3.06114,68.1934,2.39734,38.7149,1.78556,44.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2766,19.2307,19.3225,19.2365,19.3161,19.2842,19.1887,19.3602,19.272
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,2.80275,70.1381,2.34812,66.6541,2.47342,70.0923,2.59282,67.6942,2.18759,64.7094,2.2967,59.9761,2.56076,69.7725,2.44455,67.9485,1.93349,64.5553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7437,17.39,16.3325,16.2515,18.7939,16.0175,16.8026,16.5748,17.841
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,2.70454,69.3312,2.4652,67.8278,2.57764,67.8975,2.58416,68.6445,2.0015,58.3525,2.49904,56.9241,2.89048,72.7093,2.37244,60.6964,1.91961,65.9789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.087,16.7962,16.0369,15.8799,17.9836,15.8273,16.5308,16.0126,17.035
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,3.02795,77.3848,2.70956,73.8292,2.65234,74.7465,2.70605,73.2791,2.17998,70.8029,2.44786,66.0477,3.08096,76.0679,2.72913,75.1601,2.08912,67.5999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1174,16.7302,16.0142,16.2163,17.9591,15.6036,16.5683,16.1437,16.6896
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.87808,73.8238,2.4274,71.7319,2.60252,70.8254,2.5747,70.6827,2.28975,68.6595,2.39602,61.5578,2.80351,73.0688,2.64307,69.4043,2.0602,70.0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7579,16.2983,15.683,15.604,17.6768,15.3129,16.1868,15.8288,16.4028
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,2.80438,69.5847,2.34481,64.6131,2.71887,68.9736,2.76216,69.3945,1.8951,58.6226,2.5375,61.898,2.66177,71.0169,2.62052,65.0502,1.93892,57.2795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7386,15.9395,15.6636,15.9723,17.4712,15.2982,16.0066,15.6111,16.1166
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.21345,57.8886,2.05592,56.488,2.66763,61.2069,2.7786,62.3976,1.05314,37.5086,2.65558,56.8464,2.49674,67.0096,1.96257,48.501,1.49609,47.5357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3002,15.4725,15.3514,15.8678,16.9526,15.4361,15.3539,15.0213,15.9048
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,2.41832,70.5189,2.26277,66.8604,2.76011,74.4028,3.34755,71.7725,1.09125,52.2354,2.64354,68.6892,3.08752,74.1678,2.24655,66.4136,1.62255,61.5935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2859,15.3288,15.303,16.3181,16.7481,15.1072,16.1085,14.8841,15.5916
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,2.91058,70.3156,2.48553,68.5583,3.02864,68.5394,3.33211,70.4313,1.54319,54.288,2.79429,62.3581,3.22769,74.3837,2.7371,61.5437,1.93923,58.2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3489,15.3855,15.8657,16.2138,16.8351,15.6333,16.1,15.1064,15.4621
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,2.8139,63.1498,2.46068,61.679,3.08549,63.0646,3.66998,66.188,1.559,39.0806,3.38889,57.6502,3.41394,71.1298,2.56822,48.2838,1.94236,47.5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1545,15.0855,15.9112,16.3728,16.5839,16.3371,16.0572,14.7117,15.2206
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,2.59382,57.2958,2.27187,56.1052,2.73989,57.1134,3.3372,64.0789,1.66754,35.2832,3.37284,55.3324,3.06114,68.1934,2.39734,38.7149,1.78556,44.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8932,15.1357,15.5931,16.1168,16.5585,16.3304,15.8163,14.7576,15.3234
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,1.98363,28.5992,1.85756,32.5751,2.3756,31.7986,2.63486,50.2747,1.75401,14.5995,2.69488,46.2862,2.53211,53.0676,2.39439,15.7405,1.32738,18.4426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7268,17.7534,17.5598,17.4302,17.5022,17.7111,17.4756,17.3773,17.5557
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.10709,38.5052,2.1174,36.1858,2.40739,59.0297,2.51485,66.8771,1.91526,17.5217,2.6177,76.3261,2.58186,58.8031,2.4594,25.9293,1.42659,8.63721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6707,19.7035,19.532,19.2611,19.2226,19.3553,19.3652,19.4196,19.1526
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,1.66427,160.55,0.975975,67.9432,2.93012,143.239,2.21219,127.264,2.72786,178.23,2.92922,126.355,1.50542,71.6044,2.68735,184.499,0.669882,141.386,0.00190893,9.16273e-05,0.180212,0.00377048,0.00129344,0.241222,0.000287803,0.114971,4.06174e-05,20.9342,21.631,19.9756,20.5698,20.5048,20.051,21.2568,19.6387,21.3049
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,0.726627,52.5415,0.969998,266.809,1.36962,75.6428,2.1018,75.7726,1.1814,259.287,2.81732,80.973,1.2878,63.723,0.669828,302.052,1.79096,252.505,2.04975,3.62218,0.712631,1.53289,2.48915,0.511008,3.8357,1.21049,3.68631,20.735,19.8091,20.2503,20.3137,19.6128,20.4262,20.6566,19.3676,19.3873
