,Data,precipitacao_observada,Horario,Datetime,StaBarbara_ws10,StaBarbara_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_StaBarbara,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_StaBarbara,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,2.68351,314.05,3.43144,314.364,2.73317,308.133,3.17826,313.713,2.54738,324.896,2.70312,315.193,3.49832,311.401,2.53883,307.011,2.89542,330.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.618,18.5451,18.6884,18.6103,18.6253,18.6832,18.5348,18.693,18.555
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,1.66023,245.814,1.75382,241.861,1.74331,244.408,1.59993,245.867,1.62881,243.006,1.74694,241.646,1.595,245.048,1.75261,245.045,1.51056,237.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2098,17.7443,17.037,18.0504,17.723,17.1061,17.4761,16.9905,16.7142
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.50854,265.208,2.06318,269.084,1.90974,269.873,2.21385,264.83,1.66994,261.818,1.75939,260.89,2.26419,277.871,2.22447,267.442,1.80616,254.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0356,17.1329,17.4631,17.839,16.9603,17.6263,15.5096,14.9302,16.1833
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,2.00401,292.632,1.80244,302.58,1.92056,288.528,1.34031,328.211,1.98498,286.382,1.27375,310.4,2.22703,326.903,1.87042,290.529,1.59212,287.796,0.214681,0.327758,0.136654,0.217408,0.436085,0.3084,0.290437,0.21518,0.648998,14.7799,16.8011,14.9401,17.2589,17.2896,17.0496,15.0805,16.7242,16.3611
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,1.953,345.48,2.14695,345.812,1.86344,349.53,1.87154,351.939,2.01953,338.729,1.53133,1.77457,1.71342,346.998,2.47443,332.159,1.87488,347.962,0.217965,0.328781,0.140306,0.333937,0.436161,0.348669,0.427831,0.215199,0.649183,16.3541,16.506,16.6504,17.0745,16.3652,16.8534,16.6439,14.2666,13.2399
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,0.996641,299.862,2.56653,309.659,1.74097,119.977,1.58046,125.773,2.19652,302.58,1.88618,114.417,0.553953,319.674,0.608513,289.314,2.55183,305.848,0.403324,0.0839155,1.60653,1.51283,0.0632612,3.65485,0.644273,0.308299,0.0559521,14.4055,16.219,14.3609,16.2883,16.2451,15.4274,16.1755,14.5648,13.597
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,1.22357,323.717,1.1462,335.875,1.23656,318.594,1.49393,347.904,1.55639,299.018,0.970978,10.6287,1.74872,333.103,2.01906,298.478,0.450982,281.799,3.95928,3.43152,4.87793,4.76695,1.50039,6.90144,3.42772,2.78351,0.490079,16.4546,16.5193,16.5988,16.9431,16.5294,16.5742,16.5351,16.4456,16.0023
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,2.00226,326.735,1.81293,329.827,1.33031,335.208,1.70688,342.829,2.08538,310.727,1.27479,349.541,1.7849,344.876,2.12408,313.296,2.32501,308.673,3.98556,3.45578,4.90336,4.77073,1.51152,7.0341,3.39262,2.8065,0.495555,13.9459,16.0746,14.1606,16.7978,16.1581,14.3922,16.4279,13.8602,13.0666
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,2.83541,304.617,2.99954,297.673,2.67647,305.869,2.47821,302.962,2.82518,313.438,1.95405,298.692,3.0823,299.238,2.88645,316.262,2.4156,301.641,3.63271,3.4565,3.36594,3.48189,1.66187,3.51404,2.97077,2.61315,1.17824,16.1391,16.2191,16.2017,16.5589,16.2715,14.3152,16.4118,16.0559,15.6548
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,2.04747,305.865,2.57538,306.29,2.60647,305.638,1.95246,311.126,2.57894,308.642,2.20646,311.988,2.17071,310.134,2.82233,306.289,2.26193,307.022,0.206759,0.436252,0.105992,0.145181,1.15852,0.185133,0.150833,0.558363,2.33124,15.8442,16.2695,14.0876,16.5348,16.3433,14.1245,16.1139,13.735,15.6474
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,2.68351,314.05,3.43144,314.364,2.73317,308.133,3.17826,313.713,2.54738,324.896,2.70312,315.193,3.49832,311.401,2.53883,307.011,2.89542,330.177,0.328753,0.861122,0.103993,0.0290575,2.86094,0.0160241,0.0790179,0.955923,5.75918,14.6542,15.9998,14.5408,16.408,16.213,14.2253,16.0685,14.1451,15.5662
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,3.04469,292.834,2.92123,298.753,3.09319,287.001,2.55436,291.154,2.75615,293.363,2.72054,283.121,3.22991,296.537,3.4547,291.426,2.2807,300.862,0.588246,2.38341,0.0997481,0.0682158,3.97808,0.0160208,0.478268,0.976378,9.54837,16.9548,16.6477,17.1239,17.4039,16.4877,17.3933,17.1402,16.8003,15.7877
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,2.91404,241.988,2.4947,242.88,3.04204,243.678,2.50301,244.661,2.75836,239.754,2.86982,242.968,2.66738,243.916,3.35902,243.123,2.68336,244.094,0.430023,2.01759,0.0329475,0.0463123,3.03502,0.00557613,0.430072,0.512435,7.91798,17.9473,17.8502,18.3378,18.5394,17.681,18.5837,18.3892,17.8152,17.4215
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,2.518,241.112,2.19539,246.993,2.47174,249.856,2.58212,233.93,2.02557,251.261,2.70858,248.059,2.64618,233.33,2.39833,253.925,1.97622,252.291,0.358099,1.58353,0.249559,0.145948,1.36399,0.314333,0.412189,0.184603,4.50557,18.4689,18.2038,18.3316,18.8347,18.1413,18.6104,18.8588,17.8283,17.2228
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,3.74246,210.301,3.40938,207.072,3.59805,214.822,3.38244,210.078,3.24626,208.47,3.66712,209.929,3.6779,207.361,3.66123,210.939,3.63391,212.078,0.316569,0.168165,0.374134,0.337707,0.0698633,0.37899,0.237834,0.165641,0.0325928,19.1198,19.1665,18.874,19.1776,19.0454,19.0344,19.2811,18.6479,18.7861
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,4.18504,200.838,3.79402,196.599,4.05751,205.56,3.87881,206.32,3.81768,198.744,4.23073,210.126,4.02687,202.197,4.25499,201.92,4.02029,198.319,0.31784,0.171906,0.374557,0.338128,0.0684519,0.379369,0.286426,0.165495,0.0258427,19.562,19.5382,19.6781,19.9803,19.5019,19.7808,19.391,19.5421,19.1159
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.94944,198.811,3.59622,196.126,3.86385,201.598,3.61059,202.133,3.58828,194.589,3.99473,204.002,3.83771,199.721,4.04557,196.858,3.72443,194.838,0.238215,0.15582,0.130864,0.23431,0.0258489,0.0667906,0.273829,0.0727577,0.00465679,19.9249,19.9266,20.0348,20.4051,19.6736,20.2029,20.2914,19.8673,18.8854
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.93692,193.075,3.64461,190.58,3.81217,194.739,3.61188,194.938,3.73594,189.726,3.96362,195.719,3.85499,193.935,4.09447,192.051,3.96719,187.581,0.00133419,0.00401497,0.000435829,0.000421047,0.0,0.000379086,0.0485916,0.0,0.0,20.055,20.0573,20.1555,20.561,19.9108,20.3354,20.4269,19.9901,19.5081
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.88379,190.727,3.77527,186.118,3.68559,192.633,3.54236,188.351,3.81502,188.817,3.77441,187.836,3.92156,187.535,4.05265,193.402,4.2219,183.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8568,19.8635,20.0125,20.4727,19.7135,20.2838,20.268,19.8146,19.2561
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.72491,180.48,3.60877,177.584,3.67543,181.131,3.19522,181.132,3.55831,182.139,3.56253,179.8,3.45292,180.919,3.80387,183.558,3.94531,179.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6042,19.6764,19.7741,20.2588,19.6611,20.0047,19.9795,19.7716,19.073
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,2.72205,158.905,3.15376,158.951,2.58571,158.396,2.88615,159.138,3.03847,158.712,2.92432,157.244,3.25256,159.002,3.1167,160.393,3.10381,156.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7315,19.049,18.9307,19.598,19.0708,19.1069,19.12,18.9694,18.0968
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,2.65141,155.27,3.30318,156.992,2.66456,153.336,2.91962,160.444,3.1865,147.041,2.63038,158.124,2.40485,162.427,2.70352,146.012,2.98729,148.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9815,18.4799,16.2246,19.0613,18.4551,16.7798,16.9746,16.0883,15.1403
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,2.24462,155.634,2.49594,155.609,2.42775,154.279,2.30021,155.154,2.58968,148.464,2.61305,154.193,1.99977,154.847,2.46606,146.57,2.59111,150.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68,18.2086,15.9202,18.9307,18.1825,18.3938,16.5681,15.8392,14.7016
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,1.63502,159.972,1.71431,162.798,1.86531,156.996,1.46564,161.143,1.60066,146.957,1.97233,155.478,1.27005,168.364,1.49649,144.209,1.95587,151.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5216,17.9012,15.7224,18.4338,17.9347,16.0688,16.2946,15.7542,14.5031
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,0.286622,275.886,0.299268,220.267,0.589662,266.966,0.265423,287.639,0.514596,316.515,0.398369,268.159,0.454009,183.131,0.544829,286.82,0.486957,299.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7998,18.7519,18.8452,18.8011,18.7956,18.8482,18.7517,18.8397,18.749
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.618935,38.4142,0.580545,34.4824,0.705957,64.7222,0.653372,32.5209,0.629847,55.1932,0.759438,75.7073,0.862605,19.4945,0.773833,63.1413,0.659325,65.8696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5066,17.2292,15.5584,17.6176,17.2282,15.7788,15.8314,15.401,14.6027
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.54248,357.551,0.59085,339.27,0.381846,60.4813,0.567221,7.36978,0.428084,15.738,0.610003,48.4319,0.724003,348.785,0.440274,78.9726,0.423828,356.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9928,16.5752,15.0532,16.9559,16.714,15.0884,15.2361,14.9758,14.1538
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,1.25965,12.3575,0.894479,356.881,1.17192,32.4666,0.743629,33.0682,1.09895,3.33829,0.977153,47.6748,0.932384,18.2397,1.27451,25.0344,1.10374,356.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1975,16.1239,14.0852,16.4028,16.2801,14.2393,14.5872,14.1324,13.5217
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,1.13771,19.07,1.04213,5.62442,0.805548,53.6092,0.545734,37.454,1.40404,10.1189,0.723146,74.9538,0.767956,18.2083,1.21902,36.8833,1.73182,6.14548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4971,15.6418,13.422,15.7214,15.8195,13.5859,13.9784,13.3489,13.0587
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,0.534226,33.2573,1.37745,341.789,0.424456,114.88,0.455257,114.272,1.25783,353.351,0.310984,131.751,0.410706,12.3985,0.386828,58.8466,1.58741,340.262,1.63676e-09,3.8264e-12,3.16887e-08,4.82859e-14,3.13764e-08,8.79594e-10,9.89137e-16,1.9263e-05,2.51496e-09,15.5068,15.8743,13.4135,15.899,15.8536,15.1589,14.1392,15.3841,15.4099
2021-08-05 06:00:00,2021-08-05,2.0,06:00:00,2021-08-05 06:00:00,0.519383,329.53,0.70891,304.144,0.0585836,271.693,0.238558,251.298,0.878133,312.425,0.426314,210.393,0.472907,294.359,0.42466,347.847,1.24923,300.61,1.63676e-09,3.8264e-12,3.16887e-08,4.82859e-14,3.13764e-08,8.79594e-10,9.89137e-16,1.9263e-05,2.51496e-09,14.4727,15.4135,15.3681,15.8256,15.5374,15.2305,13.8773,13.6905,12.7576
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,1.26964,348.678,0.924027,348.375,0.966085,3.58698,0.71101,30.4396,1.19852,324.411,0.599418,25.899,0.742607,37.3278,1.04655,331.592,1.32502,325.123,1.63676e-09,3.8264e-12,3.16887e-08,4.82859e-14,3.13764e-08,8.79594e-10,9.89137e-16,1.9263e-05,2.51496e-09,13.3016,15.1623,13.3016,15.4261,15.4323,13.2996,13.3604,13.5268,12.4945
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,0.773521,33.5144,0.975835,3.42972,0.740831,70.8205,0.461099,92.2127,1.42159,5.091,0.597646,102.581,0.493254,39.0104,1.40803,29.7,1.50209,357.713,3.83223e-08,2.50958e-07,0.00724567,2.65373e-05,1.18089e-10,0.00622197,1.02438e-07,0.000162921,7.9026e-09,13.9132,14.831,13.9536,14.8862,14.7963,14.0557,14.7779,12.3159,12.9295
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,0.795843,16.9083,0.867769,353.723,0.327267,59.7256,0.575032,8.49023,0.995604,10.5027,0.128498,96.2686,0.704754,3.06833,0.596807,50.1666,1.22801,349.744,0.00601665,1.70242e-05,0.0291633,0.0106931,0.0329526,0.0144901,9.02594e-05,0.0260313,5.87873e-08,14.8888,14.8048,14.7242,15.088,14.506,14.8001,14.8183,14.4659,14.5987
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,0.286622,275.886,0.299268,220.267,0.589662,266.966,0.265423,287.639,0.514596,316.515,0.398369,268.159,0.454009,183.131,0.544829,286.82,0.486957,299.897,0.00794583,1.74366e-05,0.0291906,0.0153201,0.0612924,0.0146204,0.00020373,0.0263104,6.41309e-08,14.5419,14.6798,14.745,14.9547,14.0225,14.931,14.7255,14.3396,14.1477
2021-08-05 11:00:00,2021-08-05,1.0,11:00:00,2021-08-05 11:00:00,1.01118,244.145,0.756476,262.768,1.32219,251.617,0.982223,244.225,1.17069,265.858,1.35751,253.027,0.714523,251.303,1.52906,268.393,1.4354,278.772,0.00802909,1.72445e-05,0.0219759,0.0152936,0.0682425,0.00839856,0.000203627,0.0262564,6.02069e-08,14.5849,14.9599,14.7948,14.7402,14.7565,14.7053,14.8682,14.9619,15.5626
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,0.478152,83.3107,0.779059,41.8132,0.42756,203.698,0.522286,107.477,0.588833,294.752,0.304638,174.078,0.514696,86.0161,0.940244,275.047,0.845413,324.844,0.00201248,4.71406e-07,6.24824e-05,0.00462703,0.0352899,0.0001304,0.00011347,0.000388067,9.32221e-09,17.3307,17.2489,17.1052,15.9051,17.7211,16.1183,16.1859,17.8316,17.7327
2021-08-05 13:00:00,2021-08-05,1.0,13:00:00,2021-08-05 13:00:00,1.16091,73.2294,0.949015,66.5166,1.09978,46.2506,0.866855,60.1778,0.483831,85.1733,1.21605,29.5957,1.06869,66.9311,0.238548,325.591,0.362239,16.4357,8.3304e-05,5.8988e-08,3.51686e-05,0.0,0.00695018,1.93715e-07,0.0,0.000108901,3.97854e-09,19.3136,19.0141,19.5507,19.3011,19.0446,19.5487,19.3168,19.3241,18.7128
2021-08-05 14:00:00,2021-08-05,1.0,14:00:00,2021-08-05 14:00:00,1.24064,47.091,1.13048,54.7076,1.43246,37.2015,1.1341,39.2538,1.33218,64.5003,1.43774,23.0557,1.12002,48.446,1.57767,52.3987,1.4795,75.2391,0.0,1.54614e-10,4.16301e-06,0.0,0.0,1.67638e-08,0.0,0.0,0.0,20.707,20.3873,20.9651,20.9645,20.4675,21.0711,20.8059,20.8406,20.0733
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,3.71046,165.654,3.54255,170.343,3.32806,169.319,3.24484,184.465,2.99471,166.208,3.32814,192.531,3.85021,178.445,3.06645,170.288,3.07465,183.709,1.32145e-05,2.43617e-08,0.00100284,0.00248139,0.0,0.0244279,8.80391e-08,2.31583e-05,2.17169e-09,20.7188,20.9181,20.2724,21.1789,20.7696,20.4167,21.2067,20.7337,20.6542
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,3.22072,165.513,3.23985,170.267,2.9479,161.882,2.9857,170.253,2.91032,162.007,3.09974,164.823,3.11763,174.798,3.10593,162.521,3.21395,163.35,0.0149121,0.0403874,0.00813878,0.0226113,0.00186139,0.0285673,0.0881496,0.00183777,0.0075649,20.4271,20.6161,20.5523,21.126,20.4975,20.8007,20.8092,20.6107,19.867
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.91041,153.392,3.62295,151.558,3.89043,153.527,3.50733,151.989,3.75462,153.901,3.97766,151.63,3.74339,150.752,4.21137,154.332,4.05813,152.356,0.0149121,0.0403874,0.00813878,0.0226113,0.00186139,0.0285673,0.0881496,0.00183777,0.0075649,21.244,21.2653,21.2964,21.6717,21.0752,21.4362,21.5721,21.1577,20.7236
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.50148,151.34,4.3703,151.668,4.42921,150.386,4.11965,154.299,4.30713,148.007,4.69458,152.561,4.47124,154.833,4.7395,147.788,4.8762,147.904,0.0148989,0.0403874,0.00713594,0.0201299,0.00186139,0.00413936,0.0881495,0.00181461,0.00756489,20.6707,20.7318,20.7719,21.1826,20.636,20.9276,21.0363,20.7624,20.1732
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,4.45328,139.467,4.4083,139.846,4.46396,138.877,4.10847,139.5,4.33285,139.251,4.82777,138.727,4.44847,140.158,4.71117,139.183,5.04143,139.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3198,20.4325,20.4122,20.9219,20.2686,20.6376,20.6522,20.3362,19.7378
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,3.93603,127.305,3.95595,130.211,4.11159,125.463,3.99792,129.497,3.82647,124.214,4.731,129.265,4.10046,131.527,4.09667,121.949,4.37137,128.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3602,19.6133,19.4792,20.1203,19.5048,19.6632,19.6933,19.4964,18.7454
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,3.86512,118.46,3.74735,121.091,4.33849,119.323,3.98461,121.603,3.89511,114.747,4.8954,122.563,3.77429,123.496,4.50663,114.981,3.38702,118.901,2.70456e-06,0.0,0.0,1.00583e-06,0.00218531,1.58697e-06,0.0,0.00301834,0.000732893,18.8456,19.0766,18.939,19.5786,18.8599,19.1313,19.2223,18.8889,17.3018
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,3.0096,117.694,3.47221,119.553,3.96609,117.998,3.4819,121.7,4.00667,113.478,3.95052,121.625,2.37475,122.798,4.34507,113.854,3.61445,115.174,2.70456e-06,0.0,0.0,1.00583e-06,0.00218531,1.58697e-06,0.0,0.00301834,0.000732893,17.6342,18.5835,18.0495,19.0761,18.4023,18.0744,17.7731,17.873,17.2407
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,2.35311,103.475,2.7317,103.342,2.60303,107.716,2.59178,107.235,3.07277,101.401,2.73866,110.524,2.03919,106.58,2.94941,104.598,2.80025,101.609,2.70456e-06,0.0,0.0,1.00583e-06,0.00218531,1.58697e-06,0.0,0.00301834,0.000732893,16.734,18.6081,17.341,19.0483,18.3372,17.3871,17.2991,17.1902,16.0998
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,1.9397,56.5559,1.91926,66.7314,1.75395,60.4403,0.956866,50.0624,2.74406,62.9451,1.32569,59.265,1.3682,56.2809,2.40716,64.9063,2.63509,72.4085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6893,18.6266,18.7509,18.644,18.7369,18.7079,18.5791,18.7964,18.6763
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,1.83982,53.6235,1.7835,59.5505,1.94995,58.7578,1.45595,52.8258,2.24677,58.1201,1.88366,61.5819,1.49506,53.2246,2.20235,61.3299,2.20585,65.2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4166,17.391,15.4856,17.8788,17.5125,15.5883,15.8839,15.3673,14.5418
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,1.72527,63.5342,1.7115,73.0299,1.97229,71.682,1.44048,67.5674,2.18586,65.3384,1.85289,73.5715,1.25812,70.8833,2.22098,74.1228,2.25295,77.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6261,16.4074,14.5579,16.8022,16.5376,14.5776,15.0713,14.4776,13.88
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,1.12095,71.8307,1.60851,80.9027,1.38555,75.2518,0.839773,69.3343,1.73078,74.8529,1.35499,74.9272,0.998561,77.5377,1.78975,78.3081,2.27705,83.0809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0934,15.9875,13.8951,15.9083,15.8703,14.0094,14.5638,13.7758,13.6544
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,1.6474,59.6091,1.77901,71.0695,1.22109,53.5237,1.03641,56.5914,2.20061,65.2495,1.05772,48.5912,1.18601,64.1082,1.76632,62.1425,2.50397,75.9792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0971,16.1869,14.1155,16.3668,16.2171,14.2509,14.6061,13.9789,13.7035
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,1.60779,57.0482,1.6214,69.4121,1.09282,53.1779,0.689696,44.2186,2.1467,64.532,0.69502,44.3203,1.12322,58.266,1.76948,62.3442,2.62073,74.3709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1889,16.1924,14.24,16.3041,16.2669,14.4612,14.695,14.0191,13.7654
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.30074,54.5922,2.10008,65.7556,1.93923,51.8573,1.13951,45.1202,3.0266,61.6293,1.14233,41.9044,1.49246,55.5204,2.62152,59.7366,2.81386,71.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9829,15.9566,13.9691,16.1851,16.1165,14.1845,14.2672,14.0054,13.7816
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,2.07744,63.5244,2.06124,70.3584,1.52888,70.3056,0.965904,61.2387,2.75816,67.6511,0.721876,81.714,1.49523,61.9781,2.37206,71.036,2.8078,75.3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7092,15.8137,13.7311,15.9523,15.9203,14.1082,14.0909,13.6368,13.5472
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,2.5362,56.5714,2.55614,65.6213,2.09978,56.7152,1.39747,47.3652,3.27497,63.4524,1.47069,49.5371,1.97862,54.771,2.74123,63.7363,2.98291,72.4407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7026,15.7369,13.5888,15.952,15.8833,13.7155,13.8327,13.6433,13.8619
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,2.42563,56.5916,2.15767,62.8587,2.0392,60.2401,1.26972,55.1915,3.13276,61.1506,1.44109,61.8901,1.67005,55.7445,2.75317,63.4736,2.93043,68.7783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4471,15.5957,13.3177,15.7203,15.7989,13.4081,13.6674,13.4445,13.4731
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,1.9397,56.5559,1.91926,66.7314,1.75395,60.4403,0.956866,50.0624,2.74406,62.9451,1.32569,59.265,1.3682,56.2809,2.40716,64.9063,2.63509,72.4085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4777,15.3596,13.4797,15.597,15.5413,13.5748,13.7064,13.4597,13.4953
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,1.91535,52.0321,1.69148,62.392,1.88805,50.9719,1.1973,41.6138,2.35301,60.4807,1.37589,41.7958,1.26142,50.264,2.6145,60.343,2.55257,69.8288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2988,16.1339,16.4039,16.3402,16.3235,16.436,16.2385,16.4293,16.1353
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.33236,47.9387,2.08662,51.5191,2.23589,47.8651,1.67794,38.9095,2.71396,56.668,1.87728,37.8568,1.76458,41.0485,2.90441,56.9263,2.98722,61.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9589,17.6121,18.156,17.952,17.8676,18.2488,17.903,18.2127,17.5782
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,2.39084,41.7917,2.049,47.0374,2.52538,33.8329,2.28397,28.9427,2.22373,54.7605,2.77828,22.7006,2.2259,35.2517,2.63767,48.1909,2.40917,60.0079,1.2073e-08,3.82055e-14,9.92099e-08,5.44728e-08,1.05807e-10,3.76755e-08,2.48681e-11,1.46679e-07,7.48424e-12,20.0393,19.6243,20.3164,20.3427,19.731,20.5966,20.1546,20.1883,19.3481
