,Data,precipitacao_observada,Horario,Datetime,EngMato_ws10,EngMato_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_EngMato,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_EngMato,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,1.35108,247.623,2.20027,291.363,2.1589,303.524,0.956732,311.797,2.39921,252.916,1.58273,304.41,1.96169,291.245,2.68156,301.18,2.46633,291.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1021,18.1456,18.3294,19.1095,19.0937,18.3131,18.1252,18.3447,18.1652
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,2.49017,227.79,0.679294,264.904,0.851036,239.345,2.60795,226.409,2.48619,230.511,1.11151,237.799,0.462385,268.294,1.10552,241.53,0.827901,260.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0265,18.296,18.249,16.1243,16.6654,17.6591,18.1735,18.3194,18.312
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.3084,213.682,1.70023,342.766,2.14238,348.492,2.76498,207.638,2.1155,233.117,1.88524,356.396,1.44977,338.615,1.9495,338.625,1.44343,343.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8268,17.2437,17.4518,17.1735,18.3022,17.2209,17.1992,17.2683,17.2348
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,2.64947,234.957,1.49792,1.63663,1.35854,359.925,3.12328,241.204,2.15548,232.085,0.994539,4.21405,1.53147,359.514,1.49679,1.30154,1.3992,11.2816,0.242204,0.222762,0.187354,0.447739,0.364626,0.0943614,0.368371,0.127216,0.198333,17.3902,17.2761,17.3738,17.11,17.6404,16.5176,17.1609,17.3949,17.3285
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,1.38015,291.552,1.81414,5.61566,1.72536,14.4837,1.73574,314.01,2.22509,234.868,2.1135,10.2474,1.81906,3.29028,1.8369,3.06546,1.77728,8.26602,0.522716,1.56688,0.466623,0.636872,0.507239,0.170143,0.71427,1.24173,1.38503,15.8929,16.6833,16.6383,14.6472,15.5768,16.3859,16.6104,16.9525,16.7472
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,2.39385,8.67123,1.34074,26.1766,1.2647,45.9481,2.28365,343.354,2.51128,21.5176,1.86044,39.4865,1.52139,42.5205,0.892552,23.0998,1.43914,337.145,0.743711,1.4369,0.412964,0.779217,0.531553,0.121196,0.433115,1.38246,1.34871,16.0698,16.9565,16.8205,15.4764,16.6967,16.3431,16.4282,17.0772,17.3077
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,1.69864,328.689,0.981763,358.611,1.16149,2.08716,2.66595,332.029,0.994031,318.727,1.51444,357.243,1.33003,352.72,0.897277,330.848,0.797394,317.896,0.628029,3.81276,6.05084,0.538499,0.184022,3.70816,5.78783,5.43484,1.79557,13.7811,16.9135,16.817,12.8304,15.0912,16.4037,16.821,16.8626,17.0176
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,2.00156,2.99695,1.74416,342.717,2.1228,334.624,2.50918,347.517,0.973991,18.2084,2.17147,331.546,2.38215,326.05,1.99744,329.943,0.777182,45.0208,0.358832,6.69401,9.53471,0.387626,0.119059,6.52155,9.0999,6.93822,3.85445,13.5465,17.026,17.1397,12.6309,15.1168,16.7062,16.9851,17.1491,17.011
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,1.5588,350.487,1.94202,296.029,1.82346,305.784,1.98043,333.082,1.46818,342.157,1.66502,304.588,1.90994,293.136,2.16716,302.421,2.14021,293.777,4.78577,6.65583,9.4317,4.23984,3.43653,6.49956,9.02648,6.73664,3.85262,15.8192,17.0115,17.3012,15.6284,16.0777,16.7547,16.8486,17.256,17.0959
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,0.788485,330.927,1.85316,294.902,1.80783,305.4,1.37237,336.18,1.32487,257.407,1.33606,306.239,1.70437,295.005,2.09389,305.948,1.93525,297.933,4.85057,4.24681,3.77188,4.28966,3.43515,2.9038,3.66731,2.65711,3.34852,15.84,16.6122,16.9968,15.5028,14.9785,16.5199,16.5189,16.9106,16.5886
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,1.35108,247.623,2.20027,291.363,2.1589,303.524,0.956732,311.797,2.39921,252.916,1.58273,304.41,1.96169,291.245,2.68156,301.18,2.46633,291.526,4.88174,0.100157,0.0432186,4.28131,3.35896,0.021482,0.0664606,0.103014,0.187397,16.5495,16.8512,16.8538,15.8936,15.3078,16.2863,16.7863,16.879,16.8759
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,1.54282,297.868,2.66444,287.2,2.49259,290.956,1.2893,310.11,1.65431,290.318,2.43613,293.206,2.65957,287.931,2.84467,289.433,2.57062,283.174,0.149902,0.323135,0.156235,0.510523,0.0155623,0.0469975,0.240167,0.376206,0.582132,16.8299,17.0782,17.0531,16.0293,17.4038,16.7942,16.972,17.0134,17.0896
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,2.24792,241.827,1.74956,270.525,1.82012,267.778,1.94071,249.265,2.69291,234.501,2.16858,267.05,1.79222,272.795,1.87935,265.213,1.82096,269.218,0.110187,0.303493,0.14923,0.609417,0.014107,0.0380416,0.23926,0.337156,0.4844,17.81,18.4596,18.705,17.2058,18.9607,18.5106,18.1978,18.6909,18.4499
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,3.19859,244.734,2.29588,270.445,2.62989,251.172,3.36189,246.633,3.37908,240.927,3.02274,259.183,2.31061,271.84,2.54498,244.788,2.28665,268.163,0.236135,0.224779,0.115623,0.920662,0.0383844,0.130208,0.182137,0.273415,0.39994,18.0408,19.2132,19.567,17.5435,18.9427,19.2949,19.0681,19.3359,19.2462
2021-08-04 14:00:00,2021-08-04,2.0,14:00:00,2021-08-04 14:00:00,3.37107,240.002,1.35087,240.784,2.61835,219.183,3.59215,245.315,3.34894,231.34,2.82672,229.85,1.63668,238.354,2.63668,208.613,1.22499,249.486,0.225938,0.000221252,0.00290108,0.492046,0.156157,0.126416,0.000178337,0.00211716,7.48634e-05,18.5529,20.1142,20.1993,18.4638,19.1216,20.0099,20.2684,20.1105,20.2393
2021-08-04 15:00:00,2021-08-04,1.0,15:00:00,2021-08-04 15:00:00,3.3698,222.666,3.11731,206.243,3.41491,214.087,3.46819,220.524,3.53957,224.737,3.91456,220.088,3.1393,214.131,3.45362,205.845,3.12516,197.149,0.341068,0.00862122,0.00374031,0.409683,0.292852,0.126416,9.82285e-05,0.0315647,0.217573,19.0598,20.4955,20.4617,18.2169,19.7042,20.2556,20.5985,20.3381,20.2332
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.27144,207.041,3.16823,198.054,3.36117,203.952,3.49497,203.41,3.47401,213.294,3.73826,204.031,3.08524,202.046,3.37909,199.211,3.1547,194.464,0.172637,0.00862122,0.00287151,0.0685253,0.267123,0.0273952,9.82285e-05,0.0315151,0.217573,19.478,21.3119,21.1125,19.0577,20.0002,20.9279,21.289,21.0223,21.2736
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.40078,193.982,3.81776,194.203,3.73417,192.097,3.55514,194.036,3.40211,201.525,4.26275,192.057,3.79676,193.818,3.70844,191.763,3.64734,194.156,0.141791,0.00842762,0.000839233,0.0665841,0.141249,0.0,0.0,0.0295868,0.217573,19.4795,21.4629,21.3174,19.0244,20.0364,21.0769,21.2758,21.2453,21.5339
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.24337,183.048,3.75992,180.935,3.77567,181.085,3.34601,184.115,3.18127,187.813,4.20448,177.67,3.7698,173.237,3.87057,173.889,3.95725,174.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4285,21.3026,21.0655,18.9983,20.0498,20.8375,21.2492,20.8189,21.2008
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.31534,179.271,3.36722,178.823,3.36476,179.938,3.38858,180.816,3.2694,182.65,3.65643,175.273,3.30261,171.1,3.57357,169.809,3.53297,169.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1951,20.9324,20.7038,18.7678,19.8369,20.4443,20.851,20.6042,20.8903
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,2.5692,165.799,3.33627,169.553,3.31575,175.732,2.43987,170.268,2.48878,167.554,3.47473,169.882,3.34056,163.871,3.46652,173.166,3.58358,171.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5922,20.2292,20.0345,18.0757,19.2889,19.6231,20.1123,19.8694,20.1424
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,2.52049,156.436,2.7493,153.158,2.66375,160.87,2.65774,158.343,2.37932,157.696,2.41296,150.763,3.05542,149.884,3.03218,166.87,2.97937,161.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.999,19.6821,19.5941,14.5933,17.0005,18.055,19.381,19.3178,19.6583
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,2.49912,147.184,2.52275,147.819,2.28715,154.391,2.50551,148.235,2.36185,147.443,2.885,149.888,2.72259,152.331,2.13971,161.075,2.37816,149.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8232,19.6293,19.583,14.4747,16.7868,18.8118,19.2942,19.333,19.7187
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,2.29367,145.83,1.52722,140.76,0.869735,159.294,2.19078,145.614,2.11741,146.253,1.65205,143.581,1.82831,141.418,1.26009,178.842,1.30179,146.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6729,18.9637,18.9073,14.4243,16.6347,17.0137,18.7499,18.7914,19.1508
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,1.53492,22.4965,0.535467,148.26,0.237276,145.735,1.92054,348.585,1.39138,21.0848,0.466651,148.016,0.443108,154.629,0.332146,190.642,0.779361,164.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1257,18.4802,18.6121,19.1337,19.1163,18.5924,18.4556,18.6267,18.4989
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,1.01528,121.599,1.18931,24.2856,1.15019,30.811,0.414791,108.684,1.10716,116.843,1.52569,37.1708,1.25455,29.8358,1.05619,20.8807,1.14159,20.6562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4167,17.7623,17.7338,14.5574,16.245,15.8259,17.6632,17.7285,17.7522
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,1.25751,27.0603,0.568951,53.6468,0.635485,56.7552,0.909616,343.761,1.41058,46.8546,1.02867,60.2897,0.832914,67.3568,0.582716,31.1188,0.556616,40.9274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3968,17.1024,17.0004,13.582,15.2388,15.1532,16.9494,17.0782,17.1053
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,2.04096,16.7641,1.03941,73.2965,1.00354,67.5445,1.95893,356.457,1.33828,24.5515,1.14506,70.2018,1.26833,72.5859,0.814976,60.1074,0.721645,75.9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9394,16.4915,16.4853,12.9232,15.1884,14.6683,16.3159,16.4955,16.5888
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,2.23582,15.8993,0.626138,29.426,0.954808,47.5083,2.58318,1.28687,2.21586,10.2533,1.30948,46.7241,0.919046,41.1575,0.596579,37.9009,0.608631,15.9614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1948,16.0414,15.9622,12.6075,14.6359,14.1311,15.8679,15.9731,16.1331
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,1.80811,13.8342,0.421837,353.096,0.53188,39.737,2.25603,354.972,2.02404,2.02795,0.603847,37.0368,0.206789,354.522,0.482844,35.6875,0.551099,7.38339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6607,15.9293,15.968,15.2868,14.209,14.9069,15.6593,16.1743,15.9852
2021-08-05 06:00:00,2021-08-05,0.0,06:00:00,2021-08-05 06:00:00,1.78925,341.465,0.496235,82.2167,0.653838,105.189,2.28798,334.707,1.73084,329.853,0.630792,101.669,0.593706,90.5868,0.407472,103.018,0.603107,80.7555,2.16008e-09,0.0,0.0,1.12117e-11,1.7915e-09,1.8858e-11,0.0,0.0,0.0,13.195,15.8272,15.8061,12.1663,14.2654,13.6695,15.5957,16.1531,15.7922
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,0.861142,8.40494,0.878255,22.0175,0.760422,59.5054,1.9354,345.516,0.454043,12.2461,0.716885,41.9261,0.590984,27.613,0.772629,59.5681,0.958198,28.9496,2.16008e-09,2.23619e-11,0.0,1.12117e-11,1.7915e-09,2.80377e-09,9.08724e-09,0.0,0.0,13.5734,15.7861,15.4715,12.1727,14.7888,15.0856,15.691,15.6448,15.7705
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,2.41516,18.9931,1.25716,16.5742,1.07136,9.29517,2.30373,354.203,2.05194,16.4795,1.25764,11.9309,1.13812,19.244,1.21217,2.91571,1.16604,8.82062,2.95896e-07,0.00566067,0.0111547,2.18999e-08,5.74528e-08,0.000767642,0.0163275,0.0102749,0.00904845,12.2384,15.2843,15.4892,11.4287,13.1972,15.2639,15.249,15.4821,15.3009
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,2.20483,17.8329,0.440903,18.593,0.677599,11.6978,2.52651,350.914,2.22591,15.992,0.911052,43.3964,0.645229,57.2272,0.59953,24.838,0.204459,14.4644,5.67908e-07,0.0294113,0.0124803,1.70648e-06,1.13017e-07,0.00169992,0.0344163,0.0257358,0.0366038,14.6265,14.8439,14.9174,14.4898,14.7703,14.6673,14.7455,14.7123,14.5852
2021-08-05 10:00:00,2021-08-05,1.0,10:00:00,2021-08-05 10:00:00,1.53492,22.4965,0.535467,148.26,0.237276,145.735,1.92054,348.585,1.39138,21.0848,0.466651,148.016,0.443108,154.629,0.332146,190.642,0.779361,164.48,5.67977e-07,0.031751,0.0127913,1.70648e-06,1.14191e-07,0.00197881,0.0502197,0.0390203,0.0471218,14.7196,14.7982,14.9494,14.7568,15.0159,14.7657,14.7186,14.8423,14.746
2021-08-05 11:00:00,2021-08-05,7.0,11:00:00,2021-08-05 11:00:00,0.896737,15.506,0.204074,248.953,0.460821,236.211,1.62505,327.481,0.487964,81.8989,0.815218,262.287,0.391776,266.677,0.449761,234.062,0.0751376,281.224,2.74242e-07,0.0445664,0.00164608,1.6846e-06,5.85301e-08,0.00121117,0.0341475,0.0287454,0.0409681,15.7574,14.9398,15.0346,16.1288,16.7039,14.9569,14.8189,15.1405,15.0351
2021-08-05 12:00:00,2021-08-05,0.0,12:00:00,2021-08-05 12:00:00,0.914815,306.787,0.542455,338.72,0.30326,349.664,0.953189,329.373,0.646522,283.991,0.499183,293.733,0.514799,309.93,0.451364,28.4692,0.714215,351.35,6.90079e-11,0.0208398,0.000320519,0.0,1.17399e-09,0.000278891,0.0160627,0.0132845,0.0134128,18.6385,15.5366,15.9296,18.4449,18.9605,15.6985,15.4756,16.2735,15.8687
2021-08-05 13:00:00,2021-08-05,2.0,13:00:00,2021-08-05 13:00:00,0.559898,185.897,0.925574,338.917,0.852791,356.511,1.78394,143.745,0.773557,302.317,0.927823,332.835,0.834966,317.045,1.04989,12.0857,1.06761,339.909,0.0,0.0185001,9.44082e-06,0.0,0.0,0.0,0.000259228,0.0,0.00289482,19.9394,18.1815,18.6793,19.6376,20.226,18.5679,18.1143,18.9143,18.373
2021-08-05 14:00:00,2021-08-05,0.0,14:00:00,2021-08-05 14:00:00,2.74915,170.535,0.786878,19.5026,0.670046,353.66,2.9784,172.395,2.12275,182.441,1.08947,352.716,0.810888,355.316,0.693794,26.9955,0.701382,26.7473,0.0,2.39946e-05,0.0,0.0,0.0,0.0,3.94136e-06,0.0,0.0,20.3648,20.4778,20.8625,19.8806,20.934,20.6783,19.8527,20.8868,20.7037
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,3.26521,170.319,1.06324,53.3915,2.55704,152.458,3.24746,176.923,3.16759,171.635,3.49072,159.221,1.02642,66.7216,2.23938,159.768,1.21628,51.532,3.34995e-09,2.57045e-07,0.00730333,3.19244e-06,3.12639e-12,0.0753459,6.11693e-05,2.82973e-05,2.6077e-08,20.1291,22.2258,22.0052,19.602,20.8473,21.5124,22.1174,22.1963,22.2575
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,3.37761,165.445,2.0746,160.007,2.55041,165.78,3.36005,172.089,3.25097,164.941,3.00871,164.844,2.11953,160.495,2.59689,161.839,2.07723,160.003,3.34995e-09,0.214224,0.645796,3.19244e-06,3.12639e-12,0.80474,0.347328,0.593474,0.136921,20.0599,22.4472,22.2406,19.5828,20.7827,22.01,22.3145,22.1192,22.4397
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.80718,162.334,3.51642,153.424,3.49817,157.829,3.80467,165.96,3.67276,161.755,4.17443,153.284,3.63546,148.222,3.78434,159.282,3.63822,157.202,3.34995e-09,0.214224,0.645796,3.19244e-06,3.12639e-12,0.80474,0.347328,0.593474,0.136921,19.8148,22.7567,22.3929,19.4335,20.4851,22.0699,22.5932,22.2968,22.7446
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.36918,152.176,4.27703,149.134,4.16129,151.292,4.21346,152.174,4.17035,152.762,5.24168,149.776,4.66702,151.207,4.35147,155.67,4.18957,149.869,0.0,0.214224,0.638492,0.0,0.0,0.729395,0.347267,0.593446,0.136921,19.8399,22.2528,22.0406,19.5313,20.4344,21.6109,22.0513,21.9723,22.3391
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,5.15206,137.238,4.66451,139.621,4.51268,138.741,4.87135,135.315,5.20249,136.88,5.69523,138.868,4.99165,140.398,4.41953,144.608,4.32286,139.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7661,21.5181,21.39,19.4544,20.3206,20.8558,21.3203,21.3942,21.6377
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,4.48477,122.001,4.96492,129.837,4.95672,127.742,4.07038,120.055,4.81782,121.024,5.78975,129.764,5.17618,129.476,4.50379,129.718,4.72444,131.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2556,20.7695,20.5648,18.7508,19.8529,19.9391,20.5687,20.6718,20.786
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,3.88155,113.133,4.29815,126.186,4.488,125.208,3.3593,111.7,4.26849,111.961,4.9388,127.265,4.57913,125.174,4.19742,124.18,4.13427,127.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3823,20.0208,19.8041,17.7836,18.8588,18.9279,19.7935,20.0663,20.0778
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,3.54772,105.455,4.17681,119.342,4.18115,119.312,3.25636,104.711,3.27952,102.659,4.57267,121.269,4.33596,119.854,3.83952,118.946,4.14167,119.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2409,19.7712,19.5717,17.6784,18.4505,18.7165,19.5109,19.7263,19.8684
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,2.92857,96.9103,2.2595,112.016,2.77209,115.91,3.04467,94.3665,2.77706,94.606,2.65788,117.461,2.57038,110.717,2.47643,113.9,2.22682,113.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0309,19.4608,19.3654,18.2288,18.0335,18.121,19.2196,19.5289,19.562
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,2.64031,62.3387,1.1636,71.8668,1.21084,48.2109,2.62379,53.7165,3.00179,49.2287,1.86374,52.8746,1.57976,65.5811,0.772735,63.6487,1.02881,83.8597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0101,18.1587,18.3089,18.9964,19.0277,18.2692,18.1145,18.3511,18.205
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,2.61576,67.2167,1.47038,57.7709,1.57479,53.8778,2.64972,55.2393,2.8451,61.4009,1.80715,57.426,1.86077,59.7694,1.36576,51.8019,1.29479,55.0502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1721,17.8144,17.6025,14.6598,16.5974,15.9215,17.4656,17.8185,17.9556
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,2.47843,60.9996,1.58882,89.4449,1.51546,95.2923,2.64478,53.6535,2.82446,48.7784,1.9946,87.5867,2.03598,89.1262,1.16029,95.8537,1.37153,96.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.533,16.6586,16.5141,14.4726,15.8031,15.1472,16.4796,16.7091,16.8659
2021-08-06 03:00:00,2021-08-06,5.0,03:00:00,2021-08-06 03:00:00,2.94553,68.4167,1.72252,99.5373,1.9912,99.1095,2.74629,59.9815,3.19594,56.9606,2.53433,90.3693,2.63803,91.5278,1.10464,117.139,1.21371,128.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4349,16.1282,16.1176,15.0305,16.2551,15.2252,16.2066,16.005,16.2077
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.57953,76.8588,1.83221,82.7631,2.22344,81.4999,2.56299,65.5853,2.74333,66.9061,2.75105,84.8318,2.54211,84.4582,1.12711,86.9045,1.10774,94.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5247,16.7703,16.8606,14.1559,15.7363,15.4037,16.6536,16.6657,16.6758
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,2.62088,76.1465,1.97763,85.4136,1.69024,81.525,2.5712,67.0231,2.65237,60.4689,2.4879,83.9095,2.25823,82.7051,0.868175,88.6293,1.38798,94.7444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3167,16.7005,16.6605,14.1621,15.4249,15.0126,16.5479,16.4684,16.6454
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.98163,64.7982,1.57674,88.5868,1.88571,78.8356,2.9888,58.5836,2.86266,52.3801,2.66053,83.018,1.98864,83.045,0.995535,81.1315,1.04643,100.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1447,16.3719,16.4009,15.7459,15.3786,14.7664,16.2256,16.2721,16.3448
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,2.94234,73.8586,1.8011,75.9252,2.46593,78.5763,2.873,63.5789,3.02165,64.3067,3.0602,81.8297,2.41402,79.5601,1.20535,87.5827,1.11845,82.2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0982,16.2509,16.453,14.7448,15.548,14.9618,16.1806,16.1344,16.1643
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,2.88742,68.6555,1.24532,73.8754,1.70082,70.5247,2.88144,57.2507,3.22567,64.5502,2.91307,79.5714,1.9355,72.9089,0.852337,70.1525,0.958243,87.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9252,15.9992,16.0963,14.5972,15.8335,14.6159,15.9422,15.8543,15.9469
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,2.99382,63.4035,1.48496,63.8783,2.04474,65.6213,2.89633,55.2465,3.26156,53.2142,2.96536,72.2358,2.33679,67.4421,0.901457,68.177,0.815197,68.6939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0503,15.8647,16.0876,14.7507,15.6262,14.5461,15.878,15.7179,15.7232
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,2.64031,62.3387,1.1636,71.8668,1.21084,48.2109,2.62379,53.7165,3.00179,49.2287,1.86374,52.8746,1.57976,65.5811,0.772735,63.6487,1.02881,83.8597,0.0,6.25699e-11,0.0,0.0,0.0,0.0,3.72146e-11,0.0,0.0,15.9516,15.4318,15.4482,14.986,15.6575,13.7592,15.1619,15.5768,15.5406
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,2.30802,62.828,0.563032,16.9513,0.918874,35.8523,2.29519,63.8097,2.5492,43.0813,1.44666,26.0356,0.783169,41.0419,0.759504,53.2072,0.451356,19.8114,0.0,9.9532e-11,0.0,0.0,0.0,0.0,3.72146e-11,0.0,2.23381e-11,18.4796,15.583,15.8836,18.0195,18.7391,15.6568,15.286,16.0507,15.7119
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.66552,84.7301,1.02909,32.3617,1.48243,36.5378,3.22795,90.0328,2.54865,73.7188,1.92562,42.4264,1.27619,46.6431,1.24324,34.7776,0.911175,33.3643,0.0,1.00858e-10,0.0,0.0,0.0,0.0,3.72146e-11,0.0,2.23381e-11,19.8634,17.5113,17.8505,19.4613,20.3748,17.9684,17.5794,17.7155,17.351
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,4.80056,99.2818,1.67463,24.6177,1.91493,20.8496,5.0873,98.7898,4.38953,96.2711,2.54883,20.2556,1.68202,23.7042,1.75564,23.5236,1.67984,30.6844,0.0443842,3.82885e-11,8.68334e-10,0.0115503,0.119911,1.47437e-08,0.0,0.0,2.23381e-11,19.5979,19.8027,20.2389,19.1628,20.1303,20.3392,19.7266,20.1205,19.7831
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,5.33424,96.2612,4.33045,76.2627,4.36216,78.8998,5.51232,95.7731,5.48092,94.7068,5.35073,80.8958,4.67171,76.09,4.03433,77.0701,4.16188,76.0615,0.0444072,1.32643e-12,3.93549e-08,0.0115633,0.119986,7.96952e-08,0.0,1.34451e-08,0.0,21.3242,22.6747,22.6892,20.3519,21.9185,22.4817,22.5695,22.6587,22.6555
