,Data,precipitacao_observada,Horario,Datetime,BFatima_ws10,BFatima_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_BFatima,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_BFatima,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,2.22661,280.269,2.61269,275.993,2.70274,288.384,1.20176,274.306,2.68389,279.009,1.74476,298.303,1.75784,261.497,3.94447,283.93,2.97799,277.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7552,18.7033,18.8051,18.7581,18.751,18.8106,18.7035,18.7982,18.7018
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,2.04208,231.699,1.64487,233.089,2.3296,231.547,1.90527,231.185,1.92575,233.209,2.14678,229.545,1.45361,233.639,3.12225,235.01,1.66193,234.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5723,18.5152,18.7798,18.4157,18.7255,18.5125,18.455,19.1857,18.6977
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.41772,261.225,2.41,263.647,2.76083,253.528,2.28905,254.271,2.42912,264.88,2.41572,248.86,2.0266,261.879,3.15407,261.932,2.25098,261.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1696,18.0375,18.4034,18.1749,18.166,17.8491,18.1339,18.6087,17.7896
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,1.26555,296.083,1.26138,294.663,1.31484,267.497,0.964423,283.647,1.53035,303.565,0.660937,257.273,0.85183,288.076,2.10745,286.687,1.5466,303.258,0.509596,0.708272,0.435555,0.215405,1.24908,0.279254,0.195726,0.973351,1.49713,17.8279,17.712,18.2665,17.6772,18.0233,17.8123,17.1545,18.5263,18.0221
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,1.26532,319.477,1.39112,308.564,1.27625,322.595,1.26727,310.905,1.27799,302.912,1.11742,327.592,1.48111,305.115,2.54852,308.172,1.27183,293.688,0.509763,0.712574,0.435555,0.215406,1.25885,0.279255,0.196031,0.973885,1.5793,17.2896,17.679,17.6136,17.091,17.5306,17.0372,17.4235,18.3551,17.4732
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,1.56946,296.398,1.83769,287.02,2.27241,300.782,1.21374,290.478,2.23284,296.144,1.18349,300.993,1.48656,286.394,3.58715,295.738,2.28011,287.752,0.505177,0.708754,0.408181,0.144815,1.2325,0.160122,0.154028,0.964682,1.46807,16.9568,17.0456,17.4732,16.7229,17.3781,16.8391,16.8341,17.7854,17.4746
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,1.42949,276.613,1.55881,270.599,2.15228,289.464,1.43274,292.267,1.50654,258.784,1.87647,301.199,1.09169,283.071,2.55984,275.083,1.77718,266.495,1.2786,1.35435,1.05776,0.293624,1.86746,0.17056,0.60137,2.98948,0.760149,17.1875,17.3685,17.331,17.0084,17.3893,17.1106,16.6681,17.5281,17.6011
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,1.8384,305.596,1.83588,298.383,2.11367,313.989,1.91528,304.157,2.21665,307.6,2.01678,312.065,1.63931,299.175,3.46221,315.191,2.2642,297.127,1.97902,2.02523,1.81464,0.52857,2.8499,0.409201,0.937465,3.85259,1.24596,16.8357,16.8708,17.0856,16.6807,17.0948,16.7366,16.5881,17.6703,17.155
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,2.02888,323.401,1.81663,320.308,2.1125,323.63,1.59186,323.28,1.77749,310.612,1.64871,335.372,1.75681,314.494,3.00416,304.531,1.6116,307.282,4.55577,3.64958,5.06551,8.82732,4.1288,6.67724,6.29279,4.28872,3.74615,16.8233,16.6892,17.1003,16.5774,17.0943,16.6689,16.7074,17.4611,17.029
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,1.69068,303.07,1.45809,318.264,2.16724,288.116,1.37997,3.05249,2.64628,279.821,0.499436,344.946,1.91765,10.0976,4.30124,276.664,2.50252,276.26,3.44688,2.85657,4.04834,10.0783,2.29509,7.81142,7.43341,1.31801,3.1181,17.0146,16.9909,17.248,16.8241,17.162,16.8524,16.9282,17.4681,17.1846
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,2.22661,280.269,2.61269,275.993,2.70274,288.384,1.20176,274.306,2.68389,279.009,1.74476,298.303,1.75784,261.497,3.94447,283.93,2.97799,277.147,2.85166,2.23706,3.52752,10.9093,1.31406,8.98289,7.733,0.4875,2.55692,16.9057,16.8913,17.028,16.8035,17.0219,16.9104,16.8782,17.4462,17.0783
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,2.21267,282.9,2.22589,276.685,2.69228,285.791,1.51488,284.674,2.44476,281.609,1.88422,289.42,1.51797,273.435,3.59295,283.494,2.40201,277.633,0.283348,0.619871,0.288808,2.67139,0.0343566,2.88964,2.39849,0.0518122,0.0518184,17.3081,17.3657,17.4173,17.107,17.5565,17.1691,17.1996,17.6122,17.5324
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,1.16034,259.885,1.46021,274.673,0.977116,253.307,1.48329,241.939,1.29836,287.179,1.63638,246.178,1.39227,260.42,1.19502,299.001,1.55057,281.716,0.166342,0.0644355,0.755756,1.17654,0.0303273,1.87545,0.658772,0.281565,0.00721931,18.0784,18.0958,17.8466,17.9257,18.2159,17.6636,18.1506,17.8244,18.2531
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,0.948215,228.24,0.688195,259.125,0.561917,237.132,0.94897,240.12,0.622768,212.191,0.831604,242.75,0.720147,264.856,0.0405503,46.2476,0.626235,248.144,0.293118,0.0605783,0.938776,0.371838,0.0680966,1.06966,0.0831728,0.306179,0.0137978,18.885,18.6643,18.8389,18.3671,18.9591,18.3227,18.4565,18.4454,19.2201
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,2.76552,196.495,2.39663,199.077,3.0383,190.875,2.81901,199.317,2.59057,188.088,2.96556,198.59,2.41005,199.845,3.44181,184.189,2.24205,187.779,0.284635,0.0532985,0.926598,0.310975,0.0677795,0.893114,0.0622959,0.305794,0.0137978,19.6333,19.7886,19.679,19.4451,19.7839,19.4195,19.788,19.0986,19.9218
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,3.54973,202.31,3.61157,198.723,3.75187,206.205,3.75219,209.792,3.24971,194.639,3.83585,213.219,3.71476,206.006,3.88837,200.346,3.30626,196.485,0.232163,0.0518107,0.419341,0.261191,0.0492506,0.604388,0.0603848,0.0610366,0.013371,19.6978,19.8533,19.6956,19.62,19.7825,19.5688,19.8748,19.0174,20.0904
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,4.04544,201.794,3.94771,197.518,4.10715,205.725,3.81596,206.873,4.24596,195.296,3.70826,208.229,3.81582,203.349,4.93185,199.883,4.0235,191.811,1.66893e-05,0.0,0.000256538,0.0,0.00029707,6.29425e-05,0.0,0.00328779,0.0,19.8292,20.0262,19.8477,19.8443,19.9095,19.855,20.0927,19.0863,20.2199
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.96863,197.713,3.94069,195.974,3.95808,198.886,3.71347,196.942,4.09371,193.476,3.63549,197.167,3.70731,196.118,4.68056,196.26,3.98504,191.169,1.66893e-05,0.0,0.000256538,0.0,0.00029707,0.0,0.0,0.00307846,0.0,19.9296,20.0672,19.9604,20.0155,19.9011,19.9872,20.2405,19.1348,20.1678
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.97478,187.244,4.04601,186.74,3.88644,187.87,3.77389,187.722,4.16501,187.208,3.63075,189.071,3.83693,185.97,4.66176,187.787,4.13873,187.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0659,20.1888,20.1009,20.0116,20.0771,19.9656,20.254,19.395,20.2676
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.74402,177.918,3.78024,177.159,3.71244,178.283,3.5939,180.032,3.95279,179.631,3.54315,180.054,3.61258,179.081,4.47735,180.85,3.87726,179.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1084,20.1988,20.1746,20.0113,20.1837,20.0013,20.2112,19.6215,20.3572
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,3.31471,168.349,3.42602,167.386,3.23181,168.05,3.18803,168.428,3.64855,168.204,2.98566,168.931,3.34892,167.043,4.09726,166.517,3.69511,169.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6919,19.754,19.7986,19.5549,19.8187,19.5661,19.7383,19.548,19.935
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,3.30319,164.13,3.3389,161.513,3.23684,165.689,3.04259,161.871,3.57406,166.423,3.08426,162.581,3.11758,159.423,3.97087,167.423,3.53254,165.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3271,19.3827,19.4471,19.1996,19.465,19.1776,19.382,19.4313,19.5679
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,2.63581,152.522,2.58618,152.556,2.7713,151.112,2.62303,152.25,2.79902,152.656,2.8624,150.796,2.5338,151.475,3.35806,151.114,2.68087,152.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1987,19.2422,19.3198,19.053,19.3966,19.0561,19.2255,19.4749,19.4764
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,1.47032,145.394,1.4371,148.224,1.73384,143.134,1.37311,146.891,1.85817,144.314,1.70796,143.621,1.3458,146.855,2.63621,142.544,1.62637,145.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0272,19.0758,19.1554,18.8566,19.2646,18.8809,19.0382,19.4758,19.3265
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,0.59664,35.5986,0.479812,51.8388,0.821985,27.6665,0.448474,27.1663,0.930293,32.7577,0.594296,14.9828,0.289998,55.7827,1.47837,21.2815,0.635571,53.9283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8113,18.7733,18.8476,18.8302,18.7901,18.8669,18.7916,18.826,18.7523
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.576172,101.329,0.527591,85.1221,0.629551,106.59,0.704853,111.61,0.463495,87.4648,0.844746,117.729,0.661362,96.3888,0.635689,118.535,0.520805,55.6971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9505,17.9601,18.0837,17.8069,18.1921,17.8167,17.9311,18.9784,18.1233
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.884884,23.0768,0.892175,31.4495,0.849695,34.2162,0.603443,48.6991,0.99874,26.4407,0.812989,65.6043,0.675376,37.451,1.47656,20.8262,0.965248,38.7254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3107,17.2458,17.5001,17.2689,17.4192,17.3314,17.3209,18.2326,17.4245
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,1.36546,33.9015,1.30208,33.2806,1.42744,28.958,1.27003,41.1337,1.30821,25.0494,1.44214,35.6981,1.10413,36.8955,2.36125,20.5527,1.21006,28.4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6338,17.6159,17.7826,17.4548,17.3386,17.5338,17.5822,18.1677,17.561
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,1.50049,15.8744,1.48301,8.37799,1.25663,23.5913,1.21167,37.4966,1.66726,0.456116,1.21895,38.9429,1.16987,22.2743,2.15742,2.89212,1.55486,7.65427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26716e-11,0.0,17.4785,17.3809,17.6849,17.3087,17.5921,17.3279,17.3604,17.958,17.5274
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,1.06485,7.10349,1.14664,357.434,1.22228,10.5612,1.06545,6.97092,1.12138,11.728,0.888186,10.8787,1.12746,358.751,2.01586,12.6218,1.20291,13.1143,7.5464e-08,1.23833e-08,5.1565e-05,0.000122001,1.95206e-07,2.68887e-05,3.93861e-05,0.000527797,7.4339e-09,16.7554,16.9033,16.9059,16.632,16.8391,16.5795,16.8579,17.3315,17.0728
2021-08-05 06:00:00,2021-08-05,0.0,06:00:00,2021-08-05 06:00:00,0.646924,19.5681,0.661289,34.0056,0.821214,14.6637,0.540626,26.4636,0.795308,11.2878,0.804087,21.5602,0.640669,28.0315,1.27501,353.538,0.702494,29.9792,7.5464e-08,1.23833e-08,5.1565e-05,0.000122001,1.95206e-07,2.68887e-05,3.93861e-05,0.000527797,7.4339e-09,16.5287,16.5767,16.5542,16.3954,16.5096,16.2855,16.5085,17.3481,16.5401
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,1.04498,13.0479,1.12706,14.5427,1.05069,15.1432,0.978586,10.0478,1.11439,16.8794,1.0642,12.9331,0.96745,7.22833,1.65624,9.32089,1.08345,22.4684,7.5464e-08,1.23833e-08,5.1565e-05,0.000122001,1.95206e-07,2.68887e-05,3.93861e-05,0.000527797,7.4339e-09,16.241,16.3115,16.2294,16.1156,16.2174,16.0139,16.2792,17.1346,16.2711
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,1.6557,11.7815,1.59097,12.8679,1.66407,15.1518,1.46677,15.0687,1.82944,10.7014,1.37497,19.836,1.49997,15.0162,2.89558,9.44006,1.61788,14.7117,0.0,4.75771e-11,0.0,1.52795e-10,0.0,3.63798e-12,0.0,0.0,6.06108e-09,15.9044,15.8156,16.009,15.7812,15.9005,15.7628,15.8311,16.672,15.8126
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,1.55478,13.1528,1.4104,15.9279,1.62256,12.6046,1.40884,16.9795,1.58828,11.5241,1.41028,20.4029,1.23846,12.6437,2.26865,8.40891,1.36544,24.2807,2.04932e-05,4.91789e-05,2.15659e-08,0.000347359,0.00423746,9.09422e-08,0.00287464,0.000517382,0.00560038,15.4404,15.4146,15.4832,15.3079,15.4824,15.3546,15.3589,15.78,15.5478
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,0.59664,35.5986,0.479812,51.8388,0.821985,27.6665,0.448474,27.1663,0.930293,32.7577,0.594296,14.9828,0.289998,55.7827,1.47837,21.2815,0.635571,53.9283,0.000145269,0.000344397,0.00441349,0.00891865,0.004653,0.025278,0.0257949,0.000764774,0.00651944,15.4863,15.4563,15.5552,15.2291,15.7281,15.2863,15.2668,16.2427,15.6902
2021-08-05 11:00:00,2021-08-05,0.0,11:00:00,2021-08-05 11:00:00,1.01497,324.574,0.909745,332.091,1.24081,324.904,0.847858,339.509,1.16251,322.897,0.957134,326.689,0.764996,343.067,1.75015,327.786,0.903054,325.161,0.000145269,0.000344397,0.00441351,0.00891867,0.004653,0.0252781,0.0258212,0.000764774,0.00651943,16.1709,16.0959,16.3535,15.9181,16.2088,16.1837,15.9355,16.4796,16.2764
2021-08-05 12:00:00,2021-08-05,0.0,12:00:00,2021-08-05 12:00:00,1.42863,339.834,1.41056,337.824,1.08477,335.384,1.35497,330.918,1.48679,353.057,1.11747,330.656,1.426,328.761,1.43079,342.535,1.42766,358.928,0.000124776,0.000295218,0.00441349,0.00857131,0.000415541,0.025278,0.0229465,0.000247392,0.000919058,17.3997,17.0864,17.7564,17.4104,17.5698,17.6204,17.2585,17.5755,17.2068
2021-08-05 13:00:00,2021-08-05,0.0,13:00:00,2021-08-05 13:00:00,1.09135,334.565,1.07923,332.6,1.23667,285.642,1.06722,331.326,1.12668,336.948,1.05841,292.51,1.07491,323.453,1.56383,287.261,1.24025,336.495,0.0,0.0,1.44355e-08,1.95578e-08,0.0,1.43424e-07,2.62968e-05,0.0,0.0,19.0035,18.8014,19.084,19.0069,19.1071,19.1232,18.9247,18.5116,18.9243
2021-08-05 14:00:00,2021-08-05,0.0,14:00:00,2021-08-05 14:00:00,1.46669,243.32,0.986479,299.255,1.74526,249.08,1.4063,249.634,1.38398,248.947,1.4412,243.822,0.778941,305.655,2.16417,253.841,1.24438,300.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28,20.4515,19.9981,20.4084,20.2084,20.3239,20.6577,18.758,20.4102
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,2.25195,210.15,2.5012,197.311,2.50054,197.44,1.83412,206.417,2.52453,199.261,2.04636,177.553,2.24883,207.92,3.22856,200.357,2.61095,187.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4768,20.6636,20.7401,20.4688,20.7858,20.6519,20.5804,20.053,21.0362
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,3.49229,178.287,3.34821,178.837,3.58672,176.402,3.01932,168.535,3.91767,181.765,3.15599,169.696,2.82263,166.832,4.32577,181.567,3.69733,182.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0337,21.0616,21.1596,21.077,21.0915,21.1772,21.2433,20.1355,21.2254
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.91589,168.099,3.79341,166.787,4.00845,167.314,3.61107,163.069,4.40123,170.344,3.64783,163.48,3.60267,161.134,4.94081,169.154,4.2291,171.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1275,21.3835,21.01,21.1318,21.0446,21.0063,21.4237,20.0459,21.3814
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.40056,160.951,4.44537,160.071,4.40104,160.708,4.28525,157.66,4.76108,164.325,4.21941,157.613,4.41523,156.722,5.35452,163.902,4.63958,164.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9136,21.1516,20.8403,20.8988,20.9097,20.7837,21.214,20.0069,21.2005
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,4.15024,157.228,4.21861,155.263,4.11448,157.795,4.13563,148.383,4.55032,161.805,4.1071,149.113,4.23804,147.163,5.05964,161.509,4.47214,161.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7928,21.0131,20.7327,20.8336,20.7173,20.7528,21.0885,19.9799,20.982
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,4.2086,129.898,4.41131,130.706,4.05963,130.605,4.24686,128.997,4.19318,134.325,4.26526,128.821,4.30223,128.536,4.7498,135.606,4.28004,133.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4803,20.5853,20.5614,20.3261,20.6461,20.3177,20.5609,20.1409,20.8104
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,3.52736,120.774,3.55925,118.284,3.70866,122.111,4.03731,118.383,3.10246,124.035,4.29212,121.579,4.03616,114.469,3.65037,123.675,3.16108,123.417,3.67756e-05,0.000165132,0.000132599,0.000781703,0.00011864,0.00170185,0.000138709,3.00398e-06,0.0175512,20.0726,20.2238,20.0213,19.9573,20.2194,19.7614,20.1339,19.8913,20.4489
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,4.38743,113.2,4.18778,110.92,4.72018,113.534,4.55408,112.92,4.12712,113.806,4.78942,114.082,4.4136,110.872,5.31605,114.299,3.80967,111.035,3.67757e-05,0.000165132,0.000132599,0.000781703,0.000118657,0.00170185,0.000138709,3.00445e-06,0.0175512,19.7802,19.8716,19.8053,19.5362,20.0001,19.416,19.7432,19.7683,20.1456
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,3.36528,103.94,3.51715,102.411,3.45833,106.58,3.45242,103.729,3.19976,105.642,3.60202,105.928,3.49846,103.046,4.30875,107.628,3.26807,102.167,3.67757e-05,0.000165132,0.000132599,0.000781703,0.000118657,0.00170185,0.000138709,3.00445e-06,0.0175512,19.558,19.5572,19.5511,19.4264,19.724,19.3334,19.4313,19.6501,19.8084
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,1.18651,47.7811,0.860021,25.4885,1.56418,46.9377,2.06311,68.1495,1.24268,31.5444,2.58295,63.2607,1.07893,70.6061,1.7719,28.939,1.3,28.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0898,19.041,19.1375,19.0422,19.1365,19.0917,18.9917,19.1824,19.0895
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,1.70066,61.4794,1.19462,59.1825,1.79993,58.5988,1.95705,68.4221,1.33462,54.0019,2.0952,63.8071,1.49655,68.9606,2.28883,54.7445,1.10208,47.3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4968,18.4879,18.6368,18.3057,18.6898,18.3923,18.4411,19.1222,18.6876
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,1.82179,70.7269,1.42028,80.4235,1.76919,63.3785,2.02569,78.1851,1.37086,69.4012,2.15926,69.1776,1.62533,91.7191,1.98667,63.8909,1.13266,69.3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6608,17.7452,17.7585,17.3235,17.989,17.3935,17.4883,18.2942,18.0609
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,2.00027,72.5439,1.7341,79.6086,2.00318,65.2416,2.40014,80.3353,1.6317,66.2411,2.44705,72.3508,2.07281,89.0039,1.95516,55.7884,1.50753,77.9765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9815,16.8585,17.198,16.8097,17.2231,17.0097,16.6006,17.6377,17.2949
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.23983,74.5235,1.72521,81.0941,2.3161,69.0575,2.60862,77.4154,1.84938,69.4958,2.58928,70.828,2.31743,81.0103,2.80245,64.7663,1.36163,78.8867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1267,17.097,17.345,16.9757,17.2554,17.1085,17.1479,17.8835,17.2279
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,1.56756,64.207,1.09545,67.7286,1.72828,59.4111,2.05869,71.129,1.16719,54.1572,2.06063,65.6704,1.70727,73.5925,2.39504,52.0002,0.787185,55.1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9567,16.8633,17.1225,16.8625,17.0358,16.9451,16.9951,17.7921,17.0312
2021-08-06 06:00:00,2021-08-06,2.0,06:00:00,2021-08-06 06:00:00,1.3343,54.455,1.23962,57.6603,1.32271,49.4246,1.9771,67.5373,1.23952,48.673,1.87474,63.1005,1.6514,68.293,2.29996,44.5139,0.984851,64.4263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7664,16.7565,16.8528,16.717,16.9236,16.7034,16.8663,17.8208,16.9395
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,1.72111,67.4094,1.2138,77.0414,1.7208,59.9395,2.23425,73.5805,1.51101,65.9301,2.2633,68.652,1.58195,78.3663,2.66924,61.2397,1.17479,71.2979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6353,16.5294,16.7139,16.5193,16.7982,16.5777,16.6184,17.5824,16.7375
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,1.26229,59.7397,0.629675,54.1771,1.61828,57.4749,2.32157,73.8554,1.083,46.1972,2.60236,70.4479,1.33455,76.0989,2.0427,47.8589,0.815617,42.3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333,16.3679,16.5647,16.4269,16.4933,16.5593,16.3561,17.4242,16.5388
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,1.46993,55.0309,0.810154,51.3428,1.86979,51.5565,2.45923,69.0683,1.23133,44.8578,2.74015,66.1542,1.4526,68.9866,2.31055,42.7531,0.999814,45.3643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2721,16.2273,16.475,16.3462,16.3469,16.4277,16.2773,17.3638,16.3521
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,1.18651,47.7811,0.860021,25.4885,1.56418,46.9377,2.06311,68.1495,1.24268,31.5444,2.58295,63.2607,1.07893,70.6061,1.7719,28.939,1.3,28.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1406,15.9937,16.4084,16.2224,16.1288,16.366,16.1297,16.9923,16.0784
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,0.989154,28.7883,0.756142,1.76666,1.32374,37.2358,1.69443,51.2057,0.810698,357.263,2.16047,51.249,0.74779,33.2116,0.894766,359.213,0.89732,0.97467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9628,16.7181,17.2686,17.0379,16.7825,17.1694,16.996,17.1572,16.6687
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.11183,49.9763,1.74406,38.9864,2.14701,52.5051,2.7598,61.486,1.30446,30.1182,2.65988,59.805,2.55285,59.2292,0.979516,32.2542,1.22526,17.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.183,19.0768,19.3288,18.9987,18.9817,18.9124,19.2372,18.7061,18.7116
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,2.57033,62.3671,2.28653,60.4826,2.3368,60.6569,2.61555,63.4456,2.37947,55.1097,2.39053,59.7451,2.44152,67.597,2.5151,62.6219,2.34424,50.9561,0.0,0.0,8.84172e-09,0.0,0.0,2.7176e-08,0.0,3.65032e-09,0.0,20.8745,20.6338,21.1328,20.7186,21.0493,20.8411,20.7427,20.5959,20.8808
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,0.549259,211.516,0.686235,113.398,1.80021,255.548,2.76068,63.6398,2.14568,254.268,1.54078,65.86,2.96379,71.4744,3.05988,259.893,1.96761,241.299,0.120043,0.000190922,1.21669,0.212559,0.176576,1.43196,0.00182323,1.33842,0.0016014,20.2082,21.1657,19.2591,21.8635,19.241,21.5761,22.1371,18.6674,20.0181
