,Data,precipitacao_observada,Horario,Datetime,BoaVista_ws10,BoaVista_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_BoaVista,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_BoaVista,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-09-07 23:00:00,2021-09-07,0.0,23:00:00,2021-09-07 23:00:00,5.43382,87.2159,5.61335,87.2671,5.45112,85.8216,6.05056,88.5244,4.25569,85.1479,6.09968,86.4286,6.44486,88.8971,4.12094,86.2858,4.53656,84.4916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1813,21.4687,21.1807,21.0863,21.4789,20.9809,21.3132,21.4378,21.6655
2021-09-08 00:00:00,2021-09-08,0.0,00:00:00,2021-09-08 00:00:00,5.45407,83.425,4.96914,83.3453,5.7839,78.3029,5.57578,83.0566,5.22963,81.9476,5.82049,78.2633,5.36315,83.1328,5.56025,77.5227,4.52412,81.7396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2323,21.2399,21.2225,21.2193,21.2445,21.2112,21.2252,21.2331,21.2537
2021-09-08 01:00:00,2021-09-08,0.0,01:00:00,2021-09-08 01:00:00,4.77848,78.4652,4.52735,78.2484,4.92047,77.3232,5.15268,80.605,4.35724,77.2089,5.37659,78.3647,4.95161,80.8091,4.43332,76.8352,4.18757,76.3979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7838,21.0564,20.7397,20.6852,21.0557,20.5413,20.9207,20.9701,21.2309
2021-09-08 02:00:00,2021-09-08,0.0,02:00:00,2021-09-08 02:00:00,4.83473,73.0874,4.65194,73.4744,5.07854,70.7534,5.10417,75.0097,4.44796,71.2136,5.40263,72.0375,5.0254,75.4773,4.65505,69.6315,4.30507,71.1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2352,20.4748,20.1841,20.1448,20.5133,19.9856,20.3355,20.4252,20.6569
2021-09-08 03:00:00,2021-09-08,0.0,03:00:00,2021-09-08 03:00:00,2.59479,103.555,2.60595,97.3036,2.1965,106.68,3.26894,99.7646,1.96826,112.741,3.29668,96.4151,3.30385,94.9542,1.58999,139.989,2.16681,99.7119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9897,20.3124,19.9547,19.8728,20.2841,19.7823,20.1673,20.1777,20.4918
2021-09-08 04:00:00,2021-09-08,0.0,04:00:00,2021-09-08 04:00:00,1.28442,172.585,1.55568,193.015,1.09078,167.405,2.12765,116.79,1.71917,200.257,2.4555,116.419,1.28197,140.824,1.58239,187.248,1.43573,186.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9574,20.2143,19.8573,19.9409,20.2512,19.8333,20.0151,20.1702,20.4115
2021-09-08 05:00:00,2021-09-08,0.0,05:00:00,2021-09-08 05:00:00,1.66355,56.7962,2.01914,77.3137,3.41564,70.6834,4.04607,76.6905,0.351252,207.979,4.50296,75.2783,4.62596,79.6642,1.53072,85.9736,0.16471,3.95215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8831,20.1507,19.8925,19.8643,20.0688,19.7526,20.1008,20.0748,20.213
2021-09-08 06:00:00,2021-09-08,0.0,06:00:00,2021-09-08 06:00:00,5.47667,69.9658,3.99501,61.6934,4.74954,70.5188,5.98078,71.1675,4.28726,70.8249,5.01627,68.7206,5.33804,68.5972,4.24762,72.0318,1.54952,52.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5623,19.7008,19.5601,19.5079,19.7955,19.3662,19.5833,19.7838,19.8352
2021-09-08 07:00:00,2021-09-08,0.0,07:00:00,2021-09-08 07:00:00,5.42878,70.5891,5.35805,68.7749,5.47935,69.9351,5.67709,71.8489,4.88854,68.7248,5.61566,70.4543,5.81673,70.0809,4.94215,68.6473,4.78846,66.6791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5352,19.731,19.4919,19.4645,19.7721,19.2952,19.6156,19.709,19.8781
2021-09-08 08:00:00,2021-09-08,0.0,08:00:00,2021-09-08 08:00:00,5.60115,79.0577,5.23783,77.3802,5.81145,76.7881,5.90244,79.8572,4.90565,75.7558,5.81587,76.973,5.86136,79.3347,5.41767,75.282,4.34509,72.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4461,19.6683,19.4132,19.368,19.692,19.2115,19.5491,19.6408,19.8038
2021-09-08 09:00:00,2021-09-08,0.0,09:00:00,2021-09-08 09:00:00,5.63021,80.4685,5.60223,79.8511,5.52088,77.9958,5.66857,80.1819,5.20219,79.528,5.2798,78.0606,5.94109,80.1473,5.37178,77.6469,4.905,77.7365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3765,19.6304,19.3105,19.2918,19.6292,19.0981,19.5059,19.5451,19.7797
2021-09-08 10:00:00,2021-09-08,0.0,10:00:00,2021-09-08 10:00:00,5.45407,83.425,4.96914,83.3453,5.7839,78.3029,5.57578,83.0566,5.22963,81.9476,5.82049,78.2633,5.36315,83.1328,5.56025,77.5227,4.52412,81.7396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8229,20.0911,19.7957,19.7778,20.073,19.6291,19.9768,20.0141,20.2471
2021-09-08 11:00:00,2021-09-08,0.0,11:00:00,2021-09-08 11:00:00,4.49896,72.9352,4.37024,72.1617,4.8805,70.0162,4.82406,73.0593,4.12217,71.2959,5.13199,70.3209,4.76995,72.1614,4.54457,68.4304,3.95331,70.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9096,22.1267,21.895,21.8806,22.1479,21.7562,22.0291,22.1021,22.2463
2021-09-08 12:00:00,2021-09-08,0.0,12:00:00,2021-09-08 12:00:00,3.71666,67.9763,3.54865,67.4734,3.91448,65.9045,4.02766,69.0007,3.34032,65.8938,4.26505,66.3246,3.78579,69.3706,3.5467,65.177,3.29432,64.6838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0003,24.2165,24.0038,24.0027,24.209,23.8975,24.1452,24.1749,24.3081
2021-09-08 13:00:00,2021-09-08,0.0,13:00:00,2021-09-08 13:00:00,2.79238,63.4604,2.57886,62.6107,2.92638,60.6283,2.92578,65.557,2.4643,58.9243,3.13884,61.5225,2.68247,65.8302,2.50115,59.3712,2.42661,57.5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7068,25.931,25.6977,25.7256,25.9106,25.6179,25.8751,25.8749,26.0076
2021-09-08 14:00:00,2021-09-08,0.0,14:00:00,2021-09-08 14:00:00,2.61213,63.8032,2.63636,63.1335,2.71959,61.8749,2.97181,66.1299,2.22828,61.4189,3.18401,62.3688,2.80039,66.8647,1.98311,71.9058,2.22908,61.8809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5542,27.7654,27.4936,27.4876,27.7122,27.3463,27.6727,27.5768,27.9032
2021-09-08 15:00:00,2021-09-08,0.0,15:00:00,2021-09-08 15:00:00,3.10659,77.3496,3.05269,79.8668,3.21821,71.9358,3.18176,76.875,2.80881,77.213,3.30448,72.2275,3.00221,82.178,2.3175,82.6581,2.82135,82.0246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8436,29.0739,28.7518,28.7503,29.0249,28.6252,28.9283,28.8612,29.1921
2021-09-08 16:00:00,2021-09-08,0.0,16:00:00,2021-09-08 16:00:00,4.73721,82.8492,4.34757,84.7366,4.6879,78.9926,5.09849,82.4367,4.40066,82.5768,5.0497,78.6306,4.64528,84.1268,4.35872,78.9533,4.08751,84.2962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2852,30.6175,30.1828,30.245,30.5557,30.0507,30.5099,30.4582,30.7956
2021-09-08 17:00:00,2021-09-08,0.0,17:00:00,2021-09-08 17:00:00,5.10891,72.8833,4.86811,74.4951,5.08808,72.454,5.28228,73.9664,4.85796,71.6673,5.36038,73.0541,4.9552,74.8994,4.78203,72.126,4.71406,73.3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0647,31.3398,31.0308,30.9687,31.3885,30.8252,31.1547,31.3148,31.564
2021-09-08 18:00:00,2021-09-08,0.0,18:00:00,2021-09-08 18:00:00,6.35479,76.1362,6.21095,76.3473,6.53595,74.6846,6.85271,77.0181,5.8635,75.1689,6.9904,74.9103,6.60354,77.2233,6.10486,74.5028,5.87706,75.4903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4749,30.7368,30.3807,30.2988,30.8681,30.1115,30.4936,30.7293,31.0208
2021-09-08 19:00:00,2021-09-08,0.0,19:00:00,2021-09-08 19:00:00,7.40702,80.4385,7.05873,80.5745,7.5842,77.7977,7.95362,81.2637,6.71119,78.798,8.01336,77.9586,7.63807,81.7875,6.96476,76.8731,6.4558,78.8321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9453,29.1767,28.9355,28.7861,29.3201,28.6824,28.9522,29.2675,29.4442
2021-09-08 20:00:00,2021-09-08,0.0,20:00:00,2021-09-08 20:00:00,7.90753,84.1173,7.32538,83.8799,8.17471,80.1605,8.28566,84.0948,7.26557,82.5787,8.37203,79.8816,7.87113,84.4242,7.69345,79.3383,6.65867,81.8677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0883,27.4066,27.039,26.8877,27.5033,26.7638,27.1407,27.403,27.7265
2021-09-08 21:00:00,2021-09-08,0.0,21:00:00,2021-09-08 21:00:00,7.55888,86.4503,7.08418,87.6865,8.01704,80.1757,7.97734,85.8232,7.01151,85.2624,8.15289,80.1945,7.78825,86.7089,7.70564,79.0438,6.30453,86.3866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1523,25.5846,25.0799,24.9211,25.5785,24.7755,25.3021,25.4691,25.9052
2021-09-08 22:00:00,2021-09-08,0.0,22:00:00,2021-09-08 22:00:00,7.12961,85.3799,6.45474,85.8254,7.71515,79.1796,7.5393,84.6631,6.69954,84.5784,7.91931,79.7698,7.3172,84.0778,7.35909,78.0886,5.5076,85.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5885,25.0381,24.4535,24.3624,25.0076,24.1277,24.7812,24.845,25.3229
2021-09-08 23:00:00,2021-09-08,0.0,23:00:00,2021-09-08 23:00:00,6.19965,82.5429,5.64939,82.637,7.02843,77.1113,6.8565,82.5739,4.50551,77.8708,7.27135,78.6737,6.7614,82.3957,5.67827,74.1661,3.89023,78.8247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.273,24.6286,24.106,23.9479,24.6824,23.5878,24.3529,24.5129,24.8786
2021-09-09 00:00:00,2021-09-09,0.0,00:00:00,2021-09-09 00:00:00,1.98924,200.106,2.16566,199.522,1.2909,201.205,1.72158,195.714,1.81807,196.453,1.28298,194.859,1.86903,191.14,1.44079,194.408,1.96159,200.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8317,23.9399,23.7222,23.7594,23.9027,23.6508,23.8667,23.7924,24.0116
2021-09-09 01:00:00,2021-09-09,0.0,01:00:00,2021-09-09 01:00:00,1.74007,82.4639,0.887279,95.0977,1.81191,75.6855,2.53413,90.0641,0.831711,84.8908,2.7049,83.0566,1.77888,91.1661,1.04632,79.5317,0.398785,95.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3115,24.6677,24.213,23.9802,24.6136,23.8414,24.6302,24.4844,24.7041
2021-09-09 02:00:00,2021-09-09,0.0,02:00:00,2021-09-09 02:00:00,2.4192,100.465,1.87079,104.906,2.20224,95.6671,3.37462,102.488,1.31128,131.285,3.30454,91.7975,2.8695,102.981,0.813846,179.622,1.09578,118.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.146,22.5711,23.0026,22.8431,22.6322,23.4268,23.0568,22.7701,22.8029
2021-09-09 03:00:00,2021-09-09,0.0,03:00:00,2021-09-09 03:00:00,2.46066,108.688,2.40615,114.0,2.13498,107.986,3.17271,106.517,1.34248,117.68,2.88637,106.163,3.09202,109.591,1.47102,121.242,1.57684,114.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9589,22.8207,23.1762,22.7205,23.188,23.167,22.4316,23.1713,23.1613
2021-09-09 04:00:00,2021-09-09,0.0,04:00:00,2021-09-09 04:00:00,2.95011,90.7469,2.38521,95.7314,2.19703,89.3925,4.63737,91.2311,0.704794,90.0648,4.37368,83.8458,5.04528,93.8439,0.267142,205.586,0.325247,69.9499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7608,22.9517,22.7352,22.7465,22.7093,22.7026,23.0055,22.7898,22.9194
2021-09-09 05:00:00,2021-09-09,0.0,05:00:00,2021-09-09 05:00:00,3.8293,86.1663,1.74517,94.7674,3.8829,80.6214,4.91125,90.9311,2.13734,94.2701,5.34829,81.0805,3.64353,91.5194,1.72404,88.2035,1.07544,121.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6006,22.0193,21.6136,21.4669,21.8539,21.3827,22.0053,21.9058,22.0177
2021-09-09 06:00:00,2021-09-09,0.0,06:00:00,2021-09-09 06:00:00,1.89106,133.604,1.61724,149.142,1.23449,145.082,3.31078,94.5526,2.21601,173.142,3.04724,86.3217,2.49546,92.8846,2.03121,176.307,2.21735,180.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5817,21.6007,21.4357,21.752,21.7419,21.6425,22.0937,21.6729,21.812
2021-09-09 07:00:00,2021-09-09,0.0,07:00:00,2021-09-09 07:00:00,2.03989,129.176,1.88685,134.689,2.03086,126.471,2.27095,124.879,1.84439,134.094,2.35636,124.581,2.14496,122.699,1.78958,131.352,1.70994,141.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0365,22.0979,22.0066,22.2017,22.0331,22.1622,22.209,21.9673,22.1089
2021-09-09 08:00:00,2021-09-09,0.0,08:00:00,2021-09-09 08:00:00,2.86079,99.4156,2.54174,105.936,2.80106,91.1,3.22603,100.35,2.44842,98.9074,3.1187,92.4673,3.03112,100.703,2.12646,98.091,2.21653,104.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0873,22.0238,22.3605,21.9619,22.2241,22.3112,22.2596,22.0948,22.0144
2021-09-09 09:00:00,2021-09-09,0.0,09:00:00,2021-09-09 09:00:00,2.34386,104.812,2.48204,108.706,2.31497,94.7733,2.43272,101.059,2.30021,103.225,2.33606,97.9358,2.58202,100.076,2.20796,96.0908,2.08594,106.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1857,22.5412,22.1376,22.2558,22.2858,22.1453,22.8052,22.0994,22.1502
2021-09-09 10:00:00,2021-09-09,0.0,10:00:00,2021-09-09 10:00:00,1.98924,200.106,2.16566,199.522,1.2909,201.205,1.72158,195.714,1.81807,196.453,1.28298,194.859,1.86903,191.14,1.44079,194.408,1.96159,200.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.027,23.126,22.9673,23.2547,22.9995,23.1181,23.3954,22.988,22.996
2021-09-09 11:00:00,2021-09-09,0.0,11:00:00,2021-09-09 11:00:00,3.12166,203.087,3.15052,202.779,2.84684,203.775,3.13709,210.552,3.01155,195.037,3.0221,212.815,2.97544,207.495,2.80627,194.453,3.09839,197.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5819,24.9095,24.4538,24.821,24.4831,24.6668,25.038,24.2773,24.7695
2021-09-09 12:00:00,2021-09-09,0.0,12:00:00,2021-09-09 12:00:00,3.98151,189.45,3.77365,188.757,3.97894,190.217,4.00196,197.229,3.8503,182.082,4.05766,199.829,3.71907,193.664,3.89699,181.884,3.65895,184.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9069,26.3249,25.7137,26.1853,25.811,25.9515,26.457,25.5014,26.2187
2021-09-09 13:00:00,2021-09-09,0.0,13:00:00,2021-09-09 13:00:00,4.89577,187.326,4.65986,186.288,4.93624,188.555,4.7092,194.954,4.91972,180.202,4.74814,197.173,4.45507,192.155,5.09191,181.188,4.64737,180.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8931,26.5226,25.5134,26.3629,25.6449,25.9527,26.8402,25.1434,26.2906
2021-09-09 14:00:00,2021-09-09,0.0,14:00:00,2021-09-09 14:00:00,4.89771,185.102,4.66644,182.397,4.81056,187.374,4.42352,191.091,5.09333,178.784,4.42958,194.629,4.23267,186.171,5.04896,179.66,4.90015,178.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3096,26.9272,25.9417,26.862,25.9266,26.4874,27.2966,25.4169,26.5567
2021-09-09 15:00:00,2021-09-09,0.0,15:00:00,2021-09-09 15:00:00,4.58168,181.622,4.51043,180.659,4.38413,181.768,3.99217,184.936,4.97193,177.254,3.87306,185.228,3.99678,183.167,4.80984,176.604,4.90753,177.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0101,27.6214,26.5992,27.6512,26.5876,27.2357,28.0922,26.0976,27.1813
2021-09-09 16:00:00,2021-09-09,0.0,16:00:00,2021-09-09 16:00:00,4.42101,175.518,4.39093,176.005,4.27593,174.388,3.90553,174.063,4.77659,173.118,3.81354,173.816,3.90019,173.239,4.69004,172.487,4.70323,174.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3373,27.9831,26.8791,27.9442,26.8366,27.4379,28.438,26.3349,27.4537
2021-09-09 17:00:00,2021-09-09,0.0,17:00:00,2021-09-09 17:00:00,4.67265,177.756,4.65295,178.321,4.52586,176.593,4.12458,174.45,5.0276,175.932,4.01224,174.194,4.17916,173.933,4.92612,174.673,4.9879,177.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1411,28.7906,27.663,28.7426,27.5702,28.2245,29.2439,27.0369,28.1848
2021-09-09 18:00:00,2021-09-09,0.0,18:00:00,2021-09-09 18:00:00,4.48311,173.69,4.4414,173.558,4.39611,173.447,3.93497,165.825,5.10403,174.755,3.86529,165.978,4.05398,164.812,5.0908,174.272,5.01785,176.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.254,28.9372,27.7276,28.837,27.5719,28.2864,29.37,26.9948,28.2092
2021-09-09 19:00:00,2021-09-09,0.0,19:00:00,2021-09-09 19:00:00,3.65,168.585,3.74138,167.099,3.41227,170.05,3.71433,154.653,4.40758,176.979,3.5761,153.832,3.9084,154.655,4.40142,178.75,4.29989,176.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4093,29.026,27.934,28.8329,27.5338,28.3542,29.2827,26.9315,28.1792
2021-09-09 20:00:00,2021-09-09,0.0,20:00:00,2021-09-09 20:00:00,2.85657,168.121,3.22748,162.359,2.28845,182.076,3.2243,150.453,3.45852,177.931,2.4469,153.404,3.59792,148.533,3.58026,183.946,3.3574,175.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1788,28.0858,26.349,27.9389,25.9325,27.253,28.4936,25.0459,26.9144
2021-09-09 21:00:00,2021-09-09,0.0,21:00:00,2021-09-09 21:00:00,3.58375,185.061,3.53419,184.766,3.55732,187.073,3.11724,186.552,4.03659,182.776,2.99143,190.971,3.07623,183.212,4.16105,185.34,3.92094,183.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5537,25.2202,24.0493,25.1851,24.0714,24.4568,25.8678,23.624,24.5659
2021-09-09 22:00:00,2021-09-09,0.0,22:00:00,2021-09-09 22:00:00,3.29159,178.419,3.27728,176.697,3.08424,180.425,3.07635,183.804,3.50372,175.367,2.95042,187.69,3.0102,177.349,3.41413,178.243,3.46389,177.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7414,24.2816,23.3862,23.8622,23.6731,23.3619,24.3457,23.3647,24.0366
2021-09-09 23:00:00,2021-09-09,0.0,23:00:00,2021-09-09 23:00:00,3.33486,178.749,3.2411,176.836,3.2295,180.672,3.36919,183.981,3.42674,176.641,3.33291,185.775,3.13319,179.23,3.43212,180.546,3.37138,175.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0152,23.4559,22.8171,23.0368,23.1227,22.6737,23.4431,22.8731,23.4388
2021-09-10 00:00:00,2021-09-10,0.0,00:00:00,2021-09-10 00:00:00,1.42779,359.062,1.35451,3.15912,1.57591,359.219,1.19639,6.55862,1.66586,2.37628,1.34096,17.428,1.24485,13.2019,1.79586,358.321,1.63018,6.23651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.953,22.9674,22.9363,22.896,23.01,22.8819,22.9079,22.9908,23.027
2021-09-10 01:00:00,2021-09-10,2.0,01:00:00,2021-09-10 01:00:00,1.93534,194.079,1.8344,195.536,1.89961,191.137,2.0256,197.299,1.98997,192.125,2.06426,194.308,1.87688,197.002,1.8978,188.878,1.93693,194.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9993,23.331,22.8476,22.999,23.1638,22.7186,23.2573,22.9429,23.3951
2021-09-10 02:00:00,2021-09-10,0.0,02:00:00,2021-09-10 02:00:00,1.00877,138.562,0.967231,141.325,1.01082,133.77,0.844848,147.984,1.17763,133.385,0.858359,150.166,0.804253,144.993,1.18303,126.939,1.16369,136.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7332,23.0141,22.6342,22.725,22.9125,22.5074,22.948,22.7655,23.098
2021-09-10 03:00:00,2021-09-10,0.0,03:00:00,2021-09-10 03:00:00,1.25718,167.213,1.00167,165.389,1.28865,165.908,1.19253,172.413,1.29031,161.19,1.23973,173.251,1.01051,171.096,1.32414,157.7,1.03723,161.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5678,22.8831,22.4162,22.5317,22.7626,22.2851,22.7701,22.5492,23.003
2021-09-10 04:00:00,2021-09-10,0.0,04:00:00,2021-09-10 04:00:00,1.81823,161.849,1.66818,161.201,1.94822,157.436,1.56766,156.076,2.12515,161.943,1.94955,156.356,1.45091,150.314,2.26486,156.672,1.84964,165.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1349,22.4485,22.0133,22.0306,22.3401,21.8277,22.3114,22.1658,22.5714
2021-09-10 05:00:00,2021-09-10,0.0,05:00:00,2021-09-10 05:00:00,1.67153,172.437,1.45662,174.383,1.62452,168.987,1.35005,175.341,1.83327,168.713,1.42982,171.635,1.1682,172.783,1.75486,165.982,1.68079,172.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7458,22.0485,21.6216,21.7155,21.9262,21.4943,21.933,21.762,22.1476
2021-09-10 06:00:00,2021-09-10,0.0,06:00:00,2021-09-10 06:00:00,1.42224,179.331,1.38203,174.821,1.30289,181.857,1.20427,182.456,1.443,173.546,1.07517,191.732,1.19221,171.087,1.42153,173.775,1.46283,174.148,1.55775e-08,7.03849e-10,6.28432e-07,2.40234e-09,2.79895e-10,1.0444e-07,1.14109e-10,4.73964e-08,5.56613e-13,21.6672,21.871,21.6927,21.6105,21.897,21.5297,21.7315,21.91,22.0119
2021-09-10 07:00:00,2021-09-10,0.0,07:00:00,2021-09-10 07:00:00,0.678576,183.446,0.587452,163.222,0.558193,183.817,0.575149,191.031,0.599696,192.904,0.754971,195.991,0.347357,153.619,0.426237,193.347,0.605417,179.086,2.07378e-05,5.63917e-08,4.27678e-05,0.000238125,2.54738e-08,0.00630641,1.0767e-07,1.07462e-05,8.15772e-11,21.6902,21.8701,21.6834,21.6531,21.9055,21.8488,21.7561,21.9093,22.0161
2021-09-10 08:00:00,2021-09-10,0.0,08:00:00,2021-09-10 08:00:00,0.72693,57.2017,0.702107,55.9709,0.627683,82.8296,0.653583,52.8658,0.804307,58.6313,0.43252,90.065,0.670802,42.3481,0.795835,76.03,0.758088,70.7479,3.32847e-05,5.88832e-08,4.27725e-05,0.00108905,2.57515e-08,0.00630867,5.26219e-06,1.07467e-05,3.73156e-10,21.8496,22.0274,21.9068,21.7756,22.0812,21.7883,21.92,22.0457,22.1804
2021-09-10 09:00:00,2021-09-10,0.0,09:00:00,2021-09-10 09:00:00,1.49061,27.4554,1.29383,27.0667,1.67567,25.6602,1.58012,32.1764,1.50685,13.6054,1.79087,27.7722,1.74509,37.698,1.52592,18.1626,1.60873,6.76047,5.11687e-05,5.94059e-08,4.21957e-05,0.00225738,6.95383e-08,0.00637599,5.26228e-06,1.07102e-05,4.32286e-10,21.6666,21.8765,21.6821,21.601,21.8787,21.7336,21.7295,21.7755,21.8415
2021-09-10 10:00:00,2021-09-10,0.0,10:00:00,2021-09-10 10:00:00,1.42779,359.062,1.35451,3.15912,1.57591,359.219,1.19639,6.55862,1.66586,2.37628,1.34096,17.428,1.24485,13.2019,1.79586,358.321,1.63018,6.23651,3.04465e-05,3.71811e-09,5.63778e-08,0.00201926,4.43444e-08,6.96839e-05,5.15472e-06,1.14096e-08,3.51265e-10,21.3445,21.4807,21.4104,21.4514,21.3372,21.4185,21.5321,21.3782,21.3663
2021-09-10 11:00:00,2021-09-10,0.0,11:00:00,2021-09-10 11:00:00,0.707097,354.787,0.62671,347.689,0.836876,1.32233,0.51219,358.699,0.852568,352.178,0.538545,12.5798,0.526132,344.233,1.03373,351.304,0.68895,358.389,1.78996e-05,1.22652e-09,5.16593e-08,0.00116834,4.40667e-08,6.74231e-05,2.00998e-10,1.09385e-08,5.96866e-11,22.1531,22.2923,22.2258,22.1654,22.2523,22.131,22.271,22.3421,22.3474
2021-09-10 12:00:00,2021-09-10,0.0,12:00:00,2021-09-10 12:00:00,0.943776,339.445,0.936823,336.3,0.960641,344.828,0.816984,339.744,1.26037,335.433,0.962178,344.111,0.811814,332.42,0.829616,335.988,1.1144,325.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3479,23.5211,23.4365,23.4009,23.4266,23.354,23.5007,23.5107,23.5253
2021-09-10 13:00:00,2021-09-10,0.0,13:00:00,2021-09-10 13:00:00,1.26929,320.877,1.24267,317.42,1.02702,328.444,1.10737,310.014,1.52639,323.491,1.02742,327.673,1.21565,312.814,1.04969,323.714,1.44554,310.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6946,24.8752,24.8617,24.8187,24.6958,24.8272,24.9031,24.8952,24.7579
2021-09-10 14:00:00,2021-09-10,0.0,14:00:00,2021-09-10 14:00:00,1.33628,332.612,1.32721,313.953,0.935075,313.463,1.06117,329.208,1.59232,331.088,1.02797,320.464,1.19647,309.784,0.948168,319.979,1.5177,313.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6739,26.7351,26.6913,26.811,26.6461,26.7486,26.8569,26.6351,26.5382
