,Data,precipitacao_observada,Horario,Datetime,BoaVista_ws10,BoaVista_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_BoaVista,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_BoaVista,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-19 14:00:00,2021-08-19,0.0,14:00:00,2021-08-19 14:00:00,2.22718,206.73,2.26429,200.134,1.98723,223.389,2.04216,210.538,2.2954,204.063,1.93157,223.63,1.993,203.579,2.05208,223.724,2.38053,196.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6958,27.1886,26.3683,27.0994,26.5887,26.7617,27.415,26.0863,27.0316
2021-08-19 15:00:00,2021-08-19,0.0,15:00:00,2021-08-19 15:00:00,3.102,213.029,3.05588,213.864,3.13257,212.971,3.19267,220.79,3.25004,200.899,3.01383,218.971,3.04066,219.369,3.33019,203.003,3.17535,201.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5402,28.1743,27.2074,28.2201,27.2071,27.844,28.6389,26.7272,27.7903
2021-08-19 16:00:00,2021-08-19,0.0,16:00:00,2021-08-19 16:00:00,3.02821,210.042,2.88892,209.173,2.99349,212.138,2.99681,220.464,3.07618,200.081,2.87437,220.291,2.84907,218.225,3.03316,202.58,2.95599,200.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9286,28.3789,27.6689,28.2179,27.8722,27.973,28.5225,27.3917,28.3089
2021-08-19 17:00:00,2021-08-19,0.0,17:00:00,2021-08-19 17:00:00,3.04246,199.144,3.03084,200.293,2.95581,195.462,2.93219,205.759,3.2856,192.081,2.83703,202.091,2.89012,206.202,3.1465,188.057,3.28066,194.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5779,29.0139,28.3564,28.7867,28.5495,28.5108,29.0771,28.1429,28.9584
2021-08-19 18:00:00,2021-08-19,0.0,18:00:00,2021-08-19 18:00:00,2.55421,206.119,2.55323,208.55,2.48919,201.99,2.38175,209.673,2.70465,197.304,2.35387,206.399,2.38143,211.945,2.54517,193.964,2.75077,200.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0605,29.4117,28.9297,29.2633,29.0206,29.0326,29.4959,28.7167,29.3373
2021-08-19 19:00:00,2021-08-19,0.0,19:00:00,2021-08-19 19:00:00,2.22699,216.541,2.25417,219.912,2.10579,215.969,2.08916,218.232,2.26881,213.98,2.08882,216.583,1.97562,219.935,2.10344,216.917,2.37458,215.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1801,29.5054,28.994,29.4066,28.9026,29.1723,29.6442,28.5648,29.1387
2021-08-19 20:00:00,2021-08-19,0.0,20:00:00,2021-08-19 20:00:00,2.03069,196.158,2.10145,199.834,1.80286,190.825,1.84234,197.189,2.11678,197.688,1.71778,191.969,1.81919,199.063,1.93452,194.776,2.19175,200.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8083,29.1171,28.6741,29.0,28.7454,28.746,29.2377,28.4682,28.9023
2021-08-19 21:00:00,2021-08-19,0.0,21:00:00,2021-08-19 21:00:00,5.06816,84.8329,4.98253,84.1271,5.471,80.6115,5.38582,82.838,4.72507,81.4121,5.69385,78.636,5.45439,83.3666,5.13073,79.6457,4.59333,79.6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9212,27.279,26.7146,26.6635,27.3883,26.366,27.0315,27.1383,27.6141
2021-08-19 22:00:00,2021-08-19,0.0,22:00:00,2021-08-19 22:00:00,6.41505,77.2502,6.08461,75.9454,6.79422,74.2057,6.83375,76.4481,5.93044,76.7767,7.14726,73.8206,6.62265,75.8699,6.30256,73.8911,5.61953,74.4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2687,25.5737,25.0519,25.0912,25.5901,24.7665,25.3947,25.3699,25.7801
2021-08-19 23:00:00,2021-08-19,0.0,23:00:00,2021-08-19 23:00:00,5.42978,74.6971,5.66691,75.0042,5.82323,71.7139,5.77147,75.3531,5.24841,75.1679,6.05281,73.572,6.18465,74.6307,5.65844,71.3222,5.19403,74.2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4703,24.6989,24.2417,24.2741,24.8063,23.864,24.5188,24.537,24.9245
2021-08-20 00:00:00,2021-08-20,0.0,00:00:00,2021-08-20 00:00:00,2.17151,100.916,2.13925,100.989,2.06947,89.2113,2.50973,98.6561,2.0355,101.268,2.42618,91.7791,2.21996,94.3579,1.99439,87.9548,2.13614,104.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7033,22.71,22.6934,22.6197,22.7858,22.6097,22.6266,22.776,22.7923
2021-08-20 01:00:00,2021-08-20,0.0,01:00:00,2021-08-20 01:00:00,3.54814,26.144,3.29593,29.5659,3.96903,25.8719,3.12302,26.9805,3.71883,26.5978,3.55309,31.7382,3.39111,29.4303,4.08602,22.1128,3.38443,30.4328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0065,22.1395,22.116,21.944,22.1919,21.9265,21.959,22.2698,22.2383
2021-08-20 02:00:00,2021-08-20,0.0,02:00:00,2021-08-20 02:00:00,2.99746,101.516,2.63441,114.112,2.91653,89.3527,3.56158,100.473,2.238,106.679,3.52457,87.1479,3.30599,105.683,2.1195,99.3574,1.82463,116.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0141,20.8729,20.8868,20.7664,21.3811,20.7708,20.776,21.1831,21.4063
2021-08-20 03:00:00,2021-08-20,0.0,03:00:00,2021-08-20 03:00:00,1.80832,71.265,0.66097,61.5582,3.09307,63.2772,2.50641,80.8871,1.55063,61.4825,3.74835,72.233,1.39006,80.4697,2.3937,59.0306,1.0914,40.7772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9961,21.0289,21.1121,20.9983,21.0485,20.8719,21.0186,21.2559,20.8959
2021-08-20 04:00:00,2021-08-20,0.0,04:00:00,2021-08-20 04:00:00,0.798793,180.562,1.08129,186.248,0.637156,186.352,1.6621,89.3875,1.30731,213.226,1.99755,81.861,1.29636,94.8851,0.995832,203.403,1.36211,199.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3498,20.6335,20.3804,20.5638,20.5164,20.5573,20.65,20.6526,20.5918
2021-08-20 05:00:00,2021-08-20,0.0,05:00:00,2021-08-20 05:00:00,1.43954,119.682,1.26589,129.562,0.962792,127.473,1.86252,93.2556,1.17093,123.072,2.03104,85.0226,1.72669,91.3552,0.750509,150.224,1.37306,130.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1118,20.4012,20.0676,20.2719,20.288,20.2444,20.3475,20.4257,20.4459
2021-08-20 06:00:00,2021-08-20,0.0,06:00:00,2021-08-20 06:00:00,2.39099,84.1095,1.99222,77.1355,3.52837,76.629,3.16678,82.463,2.06747,77.3163,3.89296,79.1424,3.02799,75.7156,2.52821,73.4797,1.28426,82.7163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3634,20.2285,20.7955,20.7298,20.2822,20.7267,20.9962,20.5679,20.3245
2021-08-20 07:00:00,2021-08-20,0.0,07:00:00,2021-08-20 07:00:00,2.7361,89.2965,2.33434,88.7374,3.32368,78.9025,3.15207,87.3585,2.36518,87.7188,3.60899,81.2721,2.62859,84.4062,2.76558,77.3546,2.11623,86.3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1604,20.2193,20.426,20.2957,20.1482,20.2906,20.5815,20.4062,20.0997
2021-08-20 08:00:00,2021-08-20,0.0,08:00:00,2021-08-20 08:00:00,2.12343,98.772,1.6899,104.812,2.10275,87.988,2.18742,94.9883,2.02855,100.352,2.17085,88.5886,1.73151,92.5457,2.01217,86.4882,1.73749,109.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6629,20.1117,19.8088,19.7891,19.8152,19.7817,20.3226,19.8518,20.0289
2021-08-20 09:00:00,2021-08-20,0.0,09:00:00,2021-08-20 09:00:00,2.29814,88.1617,1.70841,82.6567,2.2902,81.9477,2.31504,84.141,2.30862,93.9231,2.41339,82.8648,1.88376,72.2105,2.21294,82.9158,1.88802,99.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5535,19.8679,19.6339,19.6534,19.712,19.5765,19.9252,19.7058,19.8525
2021-08-20 10:00:00,2021-08-20,0.0,10:00:00,2021-08-20 10:00:00,2.17151,100.916,2.13925,100.989,2.06947,89.2113,2.50973,98.6561,2.0355,101.268,2.42618,91.7791,2.21996,94.3579,1.99439,87.9548,2.13614,104.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7225,19.9543,19.8623,19.7937,19.8777,19.8684,20.1465,19.9405,19.9852
2021-08-20 11:00:00,2021-08-20,0.0,11:00:00,2021-08-20 11:00:00,1.631,97.5163,1.07661,117.953,1.65372,80.0312,1.83045,99.4586,1.28805,96.7771,2.00809,85.9293,1.02568,111.481,1.25429,77.9916,1.022,113.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8878,21.813,21.8553,21.849,21.9882,21.7448,21.8483,22.0287,21.8242
2021-08-20 12:00:00,2021-08-20,0.0,12:00:00,2021-08-20 12:00:00,1.34472,117.456,1.35035,125.744,1.14584,107.575,1.54994,114.608,1.0437,130.336,1.45926,106.13,1.5854,120.192,0.739098,132.002,0.960507,137.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5206,24.7629,24.5605,24.6068,24.5874,24.4734,24.817,24.4328,24.6528
2021-08-20 13:00:00,2021-08-20,0.0,13:00:00,2021-08-20 13:00:00,2.00107,201.664,1.88858,199.131,1.78092,215.653,1.80694,202.71,1.97552,192.852,1.90312,218.773,1.62846,187.776,1.64378,214.08,1.90493,194.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1125,26.7018,25.6561,26.5716,26.0344,26.0924,26.9874,25.3811,26.5327
2021-08-20 14:00:00,2021-08-20,0.0,14:00:00,2021-08-20 14:00:00,2.57135,215.67,2.59037,211.727,2.61116,223.572,2.53966,222.078,2.48522,210.845,2.42586,231.032,2.52151,215.855,2.47533,217.234,2.50207,207.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4294,27.847,27.2393,27.6866,27.4721,27.5263,27.9399,27.0015,27.8529
2021-08-20 15:00:00,2021-08-20,0.0,15:00:00,2021-08-20 15:00:00,2.64309,198.969,2.6298,200.377,2.50805,193.502,2.44265,198.118,2.69801,190.982,2.30287,191.313,2.59997,203.983,2.51566,185.373,2.62556,192.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5331,28.924,28.3728,28.7677,28.529,28.5428,28.9836,28.1608,28.9412
2021-08-20 16:00:00,2021-08-20,0.0,16:00:00,2021-08-20 16:00:00,1.91198,198.888,1.6544,198.842,2.04508,197.879,2.03676,204.396,2.02303,182.921,2.02047,198.304,1.99327,207.099,2.21316,178.526,1.59713,192.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5544,29.9539,29.3135,29.621,29.7099,29.3786,29.8708,29.1885,30.0854
2021-08-20 17:00:00,2021-08-20,0.0,17:00:00,2021-08-20 17:00:00,1.73356,169.072,0.685672,194.159,2.03928,169.614,1.83456,160.894,1.76446,169.687,2.00017,159.922,1.34999,173.583,2.36577,162.971,0.358782,262.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3825,30.8806,30.1488,30.3196,30.5597,30.0367,30.6687,30.0458,31.0301
2021-08-20 18:00:00,2021-08-20,0.0,18:00:00,2021-08-20 18:00:00,0.551079,157.89,1.15931,317.746,1.83129,148.756,1.05326,132.775,0.855937,179.796,2.01352,137.438,1.07237,303.678,2.12893,160.665,0.927109,336.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9577,31.3207,30.6267,30.8615,31.0688,30.4488,31.2681,30.5482,31.4026
2021-08-20 19:00:00,2021-08-20,0.0,19:00:00,2021-08-20 19:00:00,2.1749,119.16,1.01681,90.5689,2.67687,123.069,2.27272,113.695,1.66764,118.654,2.60121,124.151,2.18614,112.797,2.69758,125.754,0.822751,4.39841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4188,31.1686,30.2148,30.2854,30.9354,30.0437,30.5388,30.3561,31.5901
2021-08-20 20:00:00,2021-08-20,0.0,20:00:00,2021-08-20 20:00:00,3.30598,100.285,3.48239,106.955,3.04163,101.322,3.39862,101.52,3.10629,98.3722,3.04088,102.33,3.56538,107.683,2.9506,102.469,3.23882,103.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4794,29.6003,29.5199,29.2593,29.8605,29.298,29.3088,29.7491,29.9473
2021-08-20 21:00:00,2021-08-20,0.0,21:00:00,2021-08-20 21:00:00,2.63345,94.4442,2.87248,104.824,2.02318,88.9823,2.7712,96.3894,2.48019,93.5547,2.15654,94.9811,3.12297,103.302,1.85552,88.4154,2.66824,103.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.107,28.1093,28.0877,27.7165,28.5822,27.9061,27.7058,28.3725,28.5871
2021-08-20 22:00:00,2021-08-20,0.0,22:00:00,2021-08-20 22:00:00,4.04514,73.4033,4.24672,68.8143,4.4166,72.826,4.38703,74.7573,3.67695,72.452,4.55232,75.8832,4.77926,68.9807,4.2792,70.4415,3.66103,67.6642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5048,26.736,26.3032,26.2759,26.7999,25.9163,26.5659,26.6553,26.9457
2021-08-20 23:00:00,2021-08-20,0.0,23:00:00,2021-08-20 23:00:00,3.04846,64.4636,3.15856,59.0667,3.64375,64.972,3.64274,67.8768,2.6194,61.0931,3.8882,70.3045,4.00682,60.6218,3.25031,60.126,2.61316,57.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7966,26.097,25.461,25.5834,26.0302,24.9917,26.0008,25.8377,26.1287
2021-08-21 00:00:00,2021-08-21,0.0,00:00:00,2021-08-21 00:00:00,0.415585,102.411,0.283243,119.12,0.178943,53.5088,0.579718,122.709,0.36116,38.9654,0.228111,150.016,0.29681,120.942,0.553428,12.9395,0.0339581,30.1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2559,23.2583,23.2504,23.1536,23.3573,23.1475,23.1568,23.3526,23.3588
2021-08-21 01:00:00,2021-08-21,0.0,01:00:00,2021-08-21 01:00:00,3.12252,21.9391,2.73368,24.7296,3.64522,20.83,2.84431,20.8181,3.16201,22.826,3.39856,22.6281,2.72613,22.0274,3.66659,18.5593,2.81818,25.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5749,22.7448,22.6057,22.527,22.6913,22.467,22.6324,22.7394,22.7456
2021-08-21 02:00:00,2021-08-21,0.0,02:00:00,2021-08-21 02:00:00,1.43582,57.6687,1.27719,63.3399,1.93736,48.4609,1.53415,61.8404,1.53202,55.6674,2.06504,56.7178,1.41849,57.1213,1.82141,43.4941,1.30445,64.8248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0674,22.1696,22.1399,22.0235,22.2669,21.9327,22.2241,22.3311,22.2497
2021-08-21 03:00:00,2021-08-21,0.0,03:00:00,2021-08-21 03:00:00,1.15495,341.033,1.28111,350.352,1.25081,23.0763,0.812838,326.279,1.38617,356.486,1.29111,47.9275,1.02701,324.031,1.36634,7.633,1.51105,4.5231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8529,22.0061,21.8509,22.078,21.7747,21.652,22.2037,21.8758,21.8327
2021-08-21 04:00:00,2021-08-21,0.0,04:00:00,2021-08-21 04:00:00,1.31702,82.7024,0.624477,82.3226,1.4078,69.2309,1.53311,87.5492,1.26219,43.6554,1.4904,77.8863,0.859982,106.059,1.35466,44.7786,1.16188,24.4802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4189,21.7524,21.5002,21.5086,21.4173,21.5438,21.9024,21.4593,21.509
2021-08-21 05:00:00,2021-08-21,0.0,05:00:00,2021-08-21 05:00:00,0.610083,161.384,1.13821,153.669,0.440064,146.517,0.958475,139.358,0.460212,179.217,0.781016,132.804,1.34856,143.606,0.35575,175.191,0.799542,167.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9499,21.7562,22.014,21.559,22.2313,21.6367,21.5162,22.2497,22.054
2021-08-21 06:00:00,2021-08-21,0.0,06:00:00,2021-08-21 06:00:00,1.51144,139.588,1.79216,137.239,1.28807,135.371,1.77932,133.398,1.30416,144.938,1.5138,137.758,2.0258,129.07,1.11745,138.153,1.42138,148.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3956,21.3749,21.4925,21.2744,21.5404,21.3924,21.2414,21.5956,21.52
2021-08-21 07:00:00,2021-08-21,0.0,07:00:00,2021-08-21 07:00:00,0.77469,132.362,1.19497,130.91,0.431839,121.314,1.17976,127.962,0.458586,132.262,0.692374,135.355,1.36502,126.131,0.337159,100.774,0.776786,135.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7533,21.6273,22.0031,21.5081,22.0231,21.7972,21.5176,22.1019,21.8614
2021-08-21 08:00:00,2021-08-21,0.0,08:00:00,2021-08-21 08:00:00,1.06365,81.0541,0.854419,53.6669,0.765584,74.2617,1.16946,101.571,1.17346,60.1336,0.954676,96.1148,0.697335,88.7173,0.719024,48.6478,1.30707,45.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2599,21.158,21.6117,21.2592,21.286,21.3988,21.5796,21.7407,20.8163
2021-08-21 09:00:00,2021-08-21,0.0,09:00:00,2021-08-21 09:00:00,0.933813,100.087,0.503341,109.277,0.703832,85.4984,1.11899,110.042,0.738811,69.9374,0.831796,103.004,0.796772,108.346,0.670903,62.6486,0.2184,45.4491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2633,21.4782,21.4669,21.1471,21.3233,21.3085,21.5038,21.5677,21.2904
2021-08-21 10:00:00,2021-08-21,0.0,10:00:00,2021-08-21 10:00:00,0.415585,102.411,0.283243,119.12,0.178943,53.5088,0.579718,122.709,0.36116,38.9654,0.228111,150.016,0.29681,120.942,0.553428,12.9395,0.0339581,30.1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6581,21.735,21.8356,21.5862,21.5072,21.825,21.8547,21.48,21.4645
2021-08-21 11:00:00,2021-08-21,0.0,11:00:00,2021-08-21 11:00:00,0.820399,148.869,1.05055,149.678,0.404824,140.953,1.18713,143.394,0.355529,144.259,0.70232,142.08,1.34865,143.378,0.182101,50.256,0.642635,161.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3649,23.4931,23.3683,23.2879,23.2373,23.3127,23.4763,23.2522,23.1863
2021-08-21 12:00:00,2021-08-21,0.0,12:00:00,2021-08-21 12:00:00,0.55669,230.726,0.555344,231.082,0.438107,246.67,0.550634,219.98,0.515869,245.207,0.586862,227.28,0.530488,212.338,0.396932,273.99,0.516338,235.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0138,25.0836,24.955,25.2097,24.9508,25.0905,25.2453,24.9012,24.9555
2021-08-21 13:00:00,2021-08-21,0.0,13:00:00,2021-08-21 13:00:00,0.677806,214.789,0.633549,216.096,0.787973,223.361,0.562257,217.443,0.78286,220.074,0.65703,228.569,0.607596,211.312,0.911761,220.087,0.665253,224.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0793,27.2528,26.8502,27.2772,27.0742,27.0827,27.3655,26.6372,27.2095
2021-08-21 14:00:00,2021-08-21,0.0,14:00:00,2021-08-21 14:00:00,1.13502,209.095,0.908202,223.678,1.29731,212.063,0.876371,218.973,1.27009,198.441,1.1829,221.967,0.800897,230.544,1.09025,200.998,1.01321,209.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1865,29.4683,28.8586,29.4518,29.0962,29.2,29.6124,28.4565,29.3799
2021-08-21 15:00:00,2021-08-21,0.0,15:00:00,2021-08-21 15:00:00,1.6163,210.088,0.998036,258.737,1.91442,209.66,1.16721,218.754,1.73929,198.378,1.76495,215.622,0.860814,270.058,1.74419,202.327,1.08511,248.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7017,31.0783,30.2475,30.8656,30.7435,30.4592,31.1056,29.8368,31.0779
2021-08-21 16:00:00,2021-08-21,0.0,16:00:00,2021-08-21 16:00:00,2.54146,195.001,2.27412,199.277,2.56573,185.046,2.31667,179.621,2.64969,188.936,2.41793,167.428,2.16264,193.753,2.81338,180.628,2.35044,192.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9529,31.4892,30.6523,31.1746,30.9513,30.7727,31.5727,30.4237,31.4555
2021-08-21 17:00:00,2021-08-21,0.0,17:00:00,2021-08-21 17:00:00,3.2019,170.818,3.13636,172.508,3.28181,168.265,3.21992,158.505,3.44549,176.212,3.20564,157.249,3.19159,160.838,3.59916,168.909,3.32154,180.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7901,31.2221,30.5224,30.7574,30.7703,30.4456,31.1013,30.3356,31.187
2021-08-21 18:00:00,2021-08-21,0.0,18:00:00,2021-08-21 18:00:00,3.68763,135.333,3.71418,138.537,3.63787,132.002,3.7671,135.49,3.5784,142.648,3.81235,130.773,3.78668,137.296,3.73094,141.607,3.52716,143.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.162,30.58,29.9424,30.0132,30.4398,29.6019,30.3752,29.9755,30.8109
2021-08-21 19:00:00,2021-08-21,0.0,19:00:00,2021-08-21 19:00:00,3.98464,125.229,3.96417,124.641,4.09467,122.945,4.07413,122.244,3.78808,129.371,4.30639,123.277,4.20773,120.461,3.80675,127.705,3.74692,129.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7094,30.0693,29.428,29.6026,29.9691,29.1962,29.79,29.5564,30.3344
2021-08-21 20:00:00,2021-08-21,0.0,20:00:00,2021-08-21 20:00:00,4.85312,119.978,4.89684,119.125,5.09597,119.49,4.81453,118.556,4.51733,122.324,5.08192,120.727,5.07788,117.07,4.6157,121.535,4.4304,122.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5525,28.8495,28.1952,28.5127,28.8263,28.0894,28.56,28.3719,29.1351
2021-08-21 21:00:00,2021-08-21,0.0,21:00:00,2021-08-21 21:00:00,4.18684,102.975,4.61839,108.548,3.84355,101.288,4.20059,101.623,4.08424,105.947,3.76974,102.431,4.90514,106.42,3.86427,103.42,4.34131,110.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8834,27.0719,26.889,26.5689,27.2678,26.6183,26.8091,27.1341,27.3439
2021-08-21 22:00:00,2021-08-21,0.0,22:00:00,2021-08-21 22:00:00,3.83416,96.9094,2.53501,101.62,4.25749,91.7002,4.4356,98.3078,1.84923,82.6522,4.49181,92.1133,3.9986,100.16,2.64266,91.0072,0.455796,21.9796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5501,25.8241,26.0012,25.1232,26.0416,25.6713,25.6141,26.3187,26.4025
2021-08-21 23:00:00,2021-08-21,0.0,23:00:00,2021-08-21 23:00:00,1.01422,294.907,0.867148,272.63,1.04842,296.684,1.71372,281.65,0.335194,243.0,1.51991,274.574,1.92852,277.562,0.579115,259.345,0.407859,214.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4412,24.6827,24.0518,24.5446,24.3621,23.8929,24.6419,24.0024,24.5963
2021-08-22 00:00:00,2021-08-22,0.0,00:00:00,2021-08-22 00:00:00,0.599421,55.3478,0.353367,354.681,1.20104,63.0963,0.725883,62.6122,0.753945,42.3348,1.2312,70.1191,0.544941,324.35,1.1215,59.6028,0.634764,14.2914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9994,21.0171,20.98,20.9482,21.0496,20.9319,20.9629,21.0273,21.0701
2021-08-22 01:00:00,2021-08-22,0.0,01:00:00,2021-08-22 01:00:00,1.45252,26.8138,1.53266,33.8875,1.44574,31.1427,1.31619,36.597,1.48675,20.9703,1.4844,42.1604,1.43526,37.8924,1.42493,22.5804,1.58863,27.9055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1463,21.2486,21.1344,21.0748,21.3095,20.9153,21.076,21.2882,21.3713
2021-08-22 02:00:00,2021-08-22,0.0,02:00:00,2021-08-22 02:00:00,2.03762,35.9102,1.96994,39.938,2.07391,33.8552,1.81932,38.332,2.09582,33.4566,2.06424,38.9356,1.81694,39.6555,2.04279,27.8063,2.08472,37.9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3407,20.4641,20.3869,20.2473,20.6405,20.1344,20.2941,20.6873,20.6709
2021-08-22 03:00:00,2021-08-22,0.0,03:00:00,2021-08-22 03:00:00,0.964961,72.9011,0.782311,71.1016,1.13846,63.8607,1.4135,84.6874,0.855174,46.8199,1.69531,71.1125,0.96405,89.6131,0.878243,40.8269,0.905501,44.4785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5869,19.9465,19.4433,19.3075,20.0329,19.2076,19.6476,19.92,20.1865
2021-08-22 04:00:00,2021-08-22,0.0,04:00:00,2021-08-22 04:00:00,1.08263,164.934,1.41296,158.405,0.645034,163.698,1.11427,152.814,1.14107,172.509,0.683092,146.499,1.50291,147.775,0.845033,175.75,1.39786,171.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3137,19.4359,19.286,19.178,19.6161,19.1489,19.1561,19.6015,19.6948
2021-08-22 05:00:00,2021-08-22,0.0,05:00:00,2021-08-22 05:00:00,1.56634,163.095,1.4084,164.503,1.49391,161.653,1.45561,168.377,1.49357,153.198,1.47773,166.288,1.35942,164.986,1.52235,153.926,1.29983,156.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3248,19.4974,19.2789,19.285,19.5475,19.1679,19.3877,19.5277,19.6285
2021-08-22 06:00:00,2021-08-22,0.0,06:00:00,2021-08-22 06:00:00,1.36353,161.602,1.34704,163.921,1.31031,153.189,1.60638,154.124,1.27234,174.939,1.6866,148.981,1.53943,150.901,1.19282,170.151,1.28734,179.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.274,19.3842,19.3172,19.2518,19.4106,19.2033,19.2676,19.4397,19.449
