,Data,precipitacao_observada,Horario,Datetime,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-14 02:00:00,2021-08-14,0.0,02:00:00,2021-08-14 02:00:00,4.00264,111.349,3.14839,113.533,4.94304,109.391,4.40734,111.719,3.73149,109.004,5.1897,110.944,3.67074,110.948,4.61702,107.495,2.85695,114.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5808,18.6509,18.5596,18.2371,18.7623,18.2905,18.3401,18.6913,18.797
2021-08-14 03:00:00,2021-08-14,0.0,03:00:00,2021-08-14 03:00:00,5.98081,111.215,5.67938,109.079,6.20129,111.61,6.34448,111.074,5.20437,111.642,6.31721,111.224,6.15831,109.827,5.61233,111.98,4.75969,109.68,1.50081,1.2427,1.38596,1.91939,1.05906,1.65256,1.6731,1.171,0.852311,18.6373,18.7725,18.5428,18.2692,18.8502,18.2688,18.429,18.6881,18.9753
2021-08-14 04:00:00,2021-08-14,0.0,04:00:00,2021-08-14 04:00:00,4.79952,108.547,4.5425,105.954,5.05256,109.107,6.07066,105.666,3.35717,112.183,5.97461,105.935,5.92943,104.608,3.90796,111.586,2.79866,110.785,1.55515,1.27911,1.4636,2.08634,1.05872,1.84575,1.80327,1.18399,0.845193,18.6846,18.8216,18.5875,18.3192,18.8804,18.3256,18.4728,18.7262,19.003
2021-08-14 05:00:00,2021-08-14,0.0,05:00:00,2021-08-14 05:00:00,4.69901,109.68,4.31545,107.301,4.9369,109.784,5.53383,107.947,3.6827,110.746,5.58437,108.609,5.36434,106.605,4.03759,110.642,3.09965,108.126,0.57401,0.539999,0.44825,0.949929,0.2873,0.724495,0.880382,0.27396,0.290952,18.7023,18.8217,18.6208,18.326,18.9173,18.3382,18.4761,18.7735,19.0235
2021-08-14 06:00:00,2021-08-14,0.0,06:00:00,2021-08-14 06:00:00,4.91885,106.497,4.51421,105.201,5.25069,105.422,5.37078,106.411,4.64528,105.129,5.46942,106.083,5.05204,104.587,5.01438,103.935,4.2434,104.795,0.35642,0.385982,0.322117,0.662668,0.168549,0.591053,0.660416,0.154384,0.195628,18.7061,18.8233,18.6021,18.3455,18.9063,18.3412,18.4955,18.7252,19.0137
2021-08-14 07:00:00,2021-08-14,0.0,07:00:00,2021-08-14 07:00:00,4.40829,108.888,4.27129,106.252,4.47825,110.09,4.65121,106.893,3.92598,110.562,4.43436,107.861,4.83352,106.864,4.27187,111.342,3.52061,106.227,0.290948,0.331162,0.252409,0.532973,0.142621,0.456489,0.553828,0.127816,0.174135,18.8125,18.9701,18.7,18.4698,18.9983,18.4495,18.6581,18.8301,19.1481
2021-08-14 08:00:00,2021-08-14,0.0,08:00:00,2021-08-14 08:00:00,5.10001,100.557,4.43142,105.888,4.7024,101.738,5.1571,100.381,4.95873,100.279,4.86891,102.732,4.55042,106.091,4.56141,100.486,4.24151,105.226,0.721074,0.593008,0.813878,1.27452,0.370276,1.34506,0.972238,0.463189,0.323196,18.3787,18.5931,18.2863,17.9981,18.5764,18.0321,18.2384,18.4095,18.8198
2021-08-14 09:00:00,2021-08-14,0.0,09:00:00,2021-08-14 09:00:00,4.6978,104.087,3.83703,107.016,4.96314,100.055,4.90115,103.274,4.49438,102.981,4.96662,99.7813,4.49827,107.416,4.97693,98.6227,3.06799,106.03,0.783166,0.411199,1.23575,1.26372,0.533636,1.78507,0.729594,0.835412,0.254363,18.5696,18.808,18.4285,18.1755,18.7883,18.1639,18.4339,18.5578,19.0056
2021-08-14 10:00:00,2021-08-14,0.0,10:00:00,2021-08-14 10:00:00,4.65385,106.944,4.49007,107.034,4.7085,104.368,4.53856,106.785,4.65635,106.008,4.5969,104.62,4.4478,107.64,4.72851,103.53,4.45986,106.077,0.747668,0.364939,1.24746,1.19962,0.515492,1.80669,0.636358,0.832154,0.234276,18.5365,18.6839,18.4409,18.1566,18.7432,18.1847,18.3456,18.5674,18.874
2021-08-14 11:00:00,2021-08-14,0.0,11:00:00,2021-08-14 11:00:00,5.04165,101.471,4.5907,99.7494,5.188,100.3,5.3498,101.442,4.6345,100.622,5.34963,99.5235,5.14212,101.005,4.95555,99.8688,4.08268,98.4259,0.308955,0.0940078,0.691979,0.452783,0.271034,0.943551,0.200239,0.480336,0.0773094,19.0826,19.0347,18.7814,18.4325,19.3281,18.4403,18.6001,19.0893,19.2195
2021-08-14 12:00:00,2021-08-14,0.0,12:00:00,2021-08-14 12:00:00,4.23402,105.973,3.88655,103.099,4.47667,104.979,4.28821,106.675,4.08211,103.253,4.24726,105.42,4.13888,104.662,4.4992,102.494,3.58634,101.054,0.0317984,0.00232863,0.111327,0.0638075,0.0100596,0.186808,0.00624776,0.0419676,0.000510812,19.8777,20.0493,19.7404,19.4095,20.1328,19.3858,19.6456,19.9138,20.0494
2021-08-14 13:00:00,2021-08-14,0.0,13:00:00,2021-08-14 13:00:00,3.16364,110.598,2.63468,103.822,3.60529,108.428,3.34771,111.032,3.00874,108.395,3.7555,110.664,2.96186,103.556,3.43877,105.02,2.41733,103.652,0.0140803,0.00121832,0.0415752,0.022203,0.00522363,0.0561728,0.00197911,0.0179005,0.000389218,20.2228,20.3659,20.2966,19.8945,20.3828,20.0833,20.0947,20.333,20.4452
2021-08-14 14:00:00,2021-08-14,0.0,14:00:00,2021-08-14 14:00:00,3.97714,115.385,3.88415,117.804,3.96864,111.688,4.04294,116.653,3.9878,113.342,4.01616,112.99,3.96677,119.4,3.97524,110.235,3.90484,116.452,0.000325203,4.50611e-05,0.000564575,0.00581217,5.126e-06,0.00683117,0.00267649,5.6982e-05,0.0,20.4299,20.5434,20.4447,20.0103,20.649,20.1375,20.1363,20.5346,20.7599
2021-08-14 15:00:00,2021-08-14,1.0,15:00:00,2021-08-14 15:00:00,4.58275,116.473,4.32339,118.879,4.704,113.894,5.06697,116.819,4.23086,115.724,5.1572,114.744,4.8092,118.995,4.33253,113.016,4.03334,119.023,0.000314474,4.50611e-05,0.00111842,0.00647998,0.0,0.0130024,0.00267649,0.0,0.0,20.9678,21.0773,20.9516,20.7545,21.1539,20.8212,20.8358,20.9998,21.2953
2021-08-14 16:00:00,2021-08-14,0.0,16:00:00,2021-08-14 16:00:00,5.01513,114.957,4.83674,117.154,4.95319,112.371,5.45531,114.282,4.5706,115.46,5.33456,111.663,5.33573,116.787,4.51364,112.824,4.41247,118.421,0.000314474,4.50611e-05,0.00111842,0.00647974,0.0,0.0130024,0.00267649,0.0,5.96046e-07,21.1652,21.2711,21.1296,20.8883,21.3408,20.9514,21.0215,21.2256,21.4228
2021-08-14 17:00:00,2021-08-14,0.0,17:00:00,2021-08-14 17:00:00,5.59939,122.864,5.30685,123.866,5.54588,120.617,5.91838,122.131,5.19045,123.014,5.73706,120.123,5.79704,123.015,5.22921,120.819,4.87439,125.059,0.0,0.0,0.000596523,0.000678062,0.0,0.00618362,0.0,0.0,5.96046e-07,21.8358,21.8217,21.6957,21.4938,22.0515,21.4641,21.609,21.9184,21.9722
2021-08-14 18:00:00,2021-08-14,0.0,18:00:00,2021-08-14 18:00:00,5.86398,121.81,5.71079,123.061,5.78424,121.11,6.29267,121.222,5.31486,122.256,6.04019,119.792,6.26426,122.753,5.36905,122.476,5.17209,123.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96046e-07,21.5741,21.6677,21.5517,21.153,21.6858,21.1373,21.3849,21.4872,21.7969
2021-08-14 19:00:00,2021-08-14,0.0,19:00:00,2021-08-14 19:00:00,6.1191,124.473,5.91436,125.559,6.13577,123.613,6.53008,124.008,5.55596,125.038,6.34847,123.021,6.49107,125.31,5.7421,124.231,5.32523,126.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7579,20.8735,20.652,20.4898,20.9394,20.4971,20.68,20.7166,21.0586
2021-08-14 20:00:00,2021-08-14,0.0,20:00:00,2021-08-14 20:00:00,6.53379,119.749,6.30775,120.05,6.38193,118.806,6.72208,119.014,5.97428,120.311,6.48953,117.658,6.70212,119.471,5.97294,120.018,5.67656,121.407,0.000133514,3.02792e-05,0.000250816,0.00108719,0.0,0.00174046,0.000406265,0.0,0.0,20.2846,20.3742,20.2373,19.9175,20.5157,19.9702,20.0585,20.3698,20.597
2021-08-14 21:00:00,2021-08-14,0.0,21:00:00,2021-08-14 21:00:00,6.76545,117.774,6.40696,117.36,6.67082,116.168,7.01506,115.967,6.12073,118.342,6.66014,114.445,7.09401,116.012,6.34633,116.504,5.42259,118.909,0.00150132,0.000482082,0.00226927,0.00872898,6.48499e-05,0.0131202,0.00369024,8.63075e-05,0.000117779,19.9829,20.0837,19.9492,19.6306,20.2066,19.6882,19.7622,20.0981,20.2924
2021-08-14 22:00:00,2021-08-14,0.0,22:00:00,2021-08-14 22:00:00,6.54038,110.568,6.14194,109.151,6.48832,109.251,6.93168,108.733,5.30706,111.519,6.63132,107.198,6.9307,109.348,5.89503,110.546,4.14154,109.315,0.00853229,0.00304246,0.015034,0.0391746,0.000732422,0.0621772,0.0176392,0.00155449,0.000261545,19.9868,20.1085,19.9052,19.6344,20.204,19.6594,19.774,20.0419,20.3185
2021-08-14 23:00:00,2021-08-14,0.0,23:00:00,2021-08-14 23:00:00,5.08252,107.735,4.27596,104.63,5.33792,108.593,6.40574,104.345,3.24496,110.414,6.04259,104.149,6.12749,104.259,4.0621,110.647,2.07008,106.789,0.0086782,0.00301409,0.0158277,0.0393023,0.000815034,0.0640926,0.017714,0.00205564,0.000277758,19.9779,20.0794,19.8575,19.6018,20.19,19.6137,19.7148,19.9866,20.2805
2021-08-15 00:00:00,2021-08-15,0.0,00:00:00,2021-08-15 00:00:00,1.31959,77.412,1.26454,76.3006,1.26197,81.0832,1.79137,83.9021,1.0175,67.863,1.79068,85.3717,1.48262,83.9175,0.969412,72.7498,1.06458,68.4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5842,19.5615,19.6045,19.6005,19.5663,19.6215,19.577,19.5859,19.5443
2021-08-15 01:00:00,2021-08-15,0.0,01:00:00,2021-08-15 01:00:00,1.56463,106.274,1.59578,102.469,1.77492,106.327,2.01455,102.01,1.31875,110.393,2.01618,101.866,2.09045,100.833,1.68242,108.826,1.27314,104.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7808,18.8633,18.7045,18.5393,18.8735,18.5283,18.655,18.7887,18.9126
2021-08-15 02:00:00,2021-08-15,0.0,02:00:00,2021-08-15 02:00:00,1.79351,108.609,1.56585,102.017,2.00154,107.565,2.32213,102.391,1.45944,107.154,2.05303,103.679,2.38655,100.587,2.02251,105.331,1.11699,101.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0319,19.0977,18.918,18.7156,19.1385,18.7072,18.7943,19.0013,19.1915
2021-08-15 03:00:00,2021-08-15,0.0,03:00:00,2021-08-15 03:00:00,2.31424,106.923,1.44376,107.138,2.30383,110.258,2.81236,105.1,1.38115,103.199,2.44395,105.544,2.67726,106.317,2.07074,108.963,0.162381,93.9598,3.08014e-06,0.0699789,3.01121e-06,0.000182543,0.043436,1.74219e-05,0.0274715,0.0162265,0.15044,19.2212,19.2567,19.0906,18.873,19.3133,18.8611,18.9772,19.1776,19.1993
2021-08-15 04:00:00,2021-08-15,0.0,04:00:00,2021-08-15 04:00:00,1.81638,84.3633,1.91283,82.2339,1.83212,84.017,2.50166,85.4925,1.24402,80.2439,2.32551,85.1596,2.54665,84.9549,1.43211,79.0615,1.44181,79.154,0.0477511,0.188684,0.0138147,0.0565319,0.0654158,0.0126986,0.156037,0.110157,0.227678,19.2096,19.2451,19.169,18.8678,19.3362,18.9364,18.9279,19.2307,19.3177
2021-08-15 05:00:00,2021-08-15,0.0,05:00:00,2021-08-15 05:00:00,1.6174,89.8646,1.36242,76.1906,1.94627,93.9432,2.50615,91.8161,1.22838,84.4205,2.49348,94.019,2.20647,85.6238,1.68385,89.3905,1.14165,72.4379,0.0656493,0.200817,0.0276513,0.0690855,0.0721617,0.0132891,0.166328,0.195352,0.237699,19.2511,19.2323,19.2402,18.9219,19.36,18.9993,18.9622,19.2763,19.34
2021-08-15 06:00:00,2021-08-15,0.0,06:00:00,2021-08-15 06:00:00,0.770286,50.8474,0.916622,47.6894,0.545042,50.9668,1.35247,63.5222,0.668202,35.4219,0.94676,71.1056,1.50242,59.0031,0.52345,23.848,0.80169,34.551,0.0759763,0.134207,0.0346694,0.0864249,0.0366179,0.014088,0.139374,0.321322,0.0883162,19.1162,19.0771,19.1298,18.7538,19.2578,18.8984,18.7665,19.1875,19.1942
2021-08-15 07:00:00,2021-08-15,0.0,07:00:00,2021-08-15 07:00:00,1.1095,69.1716,1.10953,74.4655,0.920717,66.7695,1.8291,75.7618,0.737203,58.1534,1.75208,72.8563,1.71809,83.7935,0.620039,51.6651,0.739854,54.4395,0.0293165,0.016876,0.0208722,0.0303065,0.0162216,0.00140684,0.0133729,0.227693,0.0111068,18.96,19.0219,18.964,18.5692,19.1275,18.7147,18.7034,19.029,19.1103
2021-08-15 08:00:00,2021-08-15,0.0,08:00:00,2021-08-15 08:00:00,0.867797,155.314,0.779338,170.381,1.03364,137.302,1.41213,114.432,1.00279,165.524,1.35068,118.831,1.0427,108.044,1.08165,147.905,1.19788,175.313,0.0114182,0.00474226,0.00703551,0.0177079,0.00947558,0.000804436,0.00307988,0.142354,0.00108562,18.2886,18.5052,18.1717,18.3842,18.5544,17.9712,18.2619,18.5554,19.0492
2021-08-15 09:00:00,2021-08-15,0.0,09:00:00,2021-08-15 09:00:00,0.900332,149.923,0.808395,155.472,1.05596,144.308,1.22675,129.716,0.763677,171.732,1.42341,128.099,1.01703,137.367,1.009,166.392,0.77882,154.294,0.00108817,0.00137389,1.44579e-05,0.000231035,0.00158341,1.58325e-08,0.00256452,0.00030157,2.84761e-05,17.996,18.1057,18.0208,17.8546,18.3314,18.0209,17.8692,18.2272,18.3835
2021-08-15 10:00:00,2021-08-15,0.0,10:00:00,2021-08-15 10:00:00,1.31959,77.412,1.26454,76.3006,1.26197,81.0832,1.79137,83.9021,1.0175,67.863,1.79068,85.3717,1.48262,83.9175,0.969412,72.7498,1.06458,68.4477,0.0,0.0,0.0,0.0,0.0,1.58325e-08,0.0,0.0,0.0,18.3702,18.4398,18.2388,18.1708,18.4217,18.1953,18.1873,18.2373,18.5632
2021-08-15 11:00:00,2021-08-15,0.0,11:00:00,2021-08-15 11:00:00,1.43945,97.2689,0.913379,87.1197,1.54088,98.2819,1.96236,94.0393,1.04522,101.425,1.91784,96.485,1.47069,84.4619,1.28454,98.3253,0.749767,95.684,0.0,0.0,0.0,0.0,0.0,1.58325e-08,0.0,0.0,0.0,19.7506,19.7078,19.5861,19.4312,19.7762,19.3689,19.5575,19.6088,19.6797
2021-08-15 12:00:00,2021-08-15,0.0,12:00:00,2021-08-15 12:00:00,1.35172,68.8965,1.52041,60.5177,1.49017,77.7348,1.56483,75.0807,1.13451,60.7462,1.71988,76.9363,1.67421,66.1856,1.23173,78.0655,1.4645,57.3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0026,20.9768,20.9739,20.6728,21.1474,20.745,20.6898,21.0252,21.1035
2021-08-15 13:00:00,2021-08-15,0.0,13:00:00,2021-08-15 13:00:00,1.12525,70.7051,1.40361,61.5743,1.23471,95.2749,1.30887,72.7675,1.24614,68.5398,1.30859,91.7617,1.57275,64.9391,1.23868,93.1259,1.39052,64.8475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1819,22.2275,22.1204,21.8704,22.3097,21.9255,21.9671,22.1853,22.3342
2021-08-15 14:00:00,2021-08-15,0.0,14:00:00,2021-08-15 14:00:00,1.00637,352.288,1.91408,311.017,0.480759,105.311,1.17866,65.2604,1.51583,287.974,1.00026,103.43,0.91538,5.5481,0.829028,284.148,1.90434,294.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2813,22.9294,23.308,23.0663,23.1565,23.1266,23.1151,23.1754,22.7863
2021-08-15 15:00:00,2021-08-15,0.0,15:00:00,2021-08-15 15:00:00,2.45297,126.513,1.27334,104.241,2.7031,125.747,2.64976,118.53,2.55506,126.537,2.95602,123.686,2.26032,114.229,2.45867,123.598,0.601398,96.2913,0.0,0.0,0.0,0.0,0.0,2.26311e-07,0.0,0.0,0.0,23.6999,23.9749,23.2234,23.4811,23.9704,23.0598,23.6436,23.2531,23.9011
2021-08-15 16:00:00,2021-08-15,0.0,16:00:00,2021-08-15 16:00:00,3.76255,116.156,3.72428,117.238,3.78944,117.11,3.92967,117.165,3.69252,116.077,3.86833,116.35,3.88307,119.552,3.7822,119.724,3.64299,115.992,0.0,0.0,0.0,0.0,0.0,2.26311e-07,0.0,0.0,0.0,24.3344,24.4844,24.1745,23.8897,24.5883,23.853,24.0842,24.2879,24.7643
2021-08-15 17:00:00,2021-08-15,0.0,17:00:00,2021-08-15 17:00:00,4.49524,118.637,4.52865,119.651,4.44915,118.777,4.75649,118.853,4.39085,119.486,4.65718,117.7,4.77242,121.026,4.40627,120.471,4.39103,120.035,0.0,0.0,0.0,0.0,0.0,2.26311e-07,0.0,0.0,0.0,24.1345,24.2906,23.9918,23.6556,24.4167,23.6397,23.839,24.1316,24.6053
2021-08-15 18:00:00,2021-08-15,0.0,18:00:00,2021-08-15 18:00:00,4.95302,119.214,4.9009,121.276,4.87288,116.448,5.33614,119.418,4.70774,118.723,5.21344,116.605,5.27067,121.226,4.64009,116.29,4.681,121.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6946,23.8462,23.6071,23.2026,24.0025,23.2036,23.4009,23.8035,24.1711
2021-08-15 19:00:00,2021-08-15,0.0,19:00:00,2021-08-15 19:00:00,5.16716,116.334,4.97228,116.929,5.29298,113.485,5.55553,115.753,4.91216,116.083,5.6232,114.067,5.39494,116.349,4.98925,112.274,4.73743,117.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8602,23.0671,22.705,22.4535,23.1068,22.3702,22.6979,22.8866,23.3167
2021-08-15 20:00:00,2021-08-15,0.0,20:00:00,2021-08-15 20:00:00,5.4518,116.054,5.19518,116.308,5.56797,113.218,5.85395,114.717,5.08308,116.839,5.81781,112.623,5.65885,115.71,5.20787,112.977,4.80307,118.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9033,22.1452,21.71,21.4673,22.1723,21.3598,21.7203,21.9299,22.4345
2021-08-15 21:00:00,2021-08-15,0.0,21:00:00,2021-08-15 21:00:00,5.3489,108.903,5.15325,108.493,5.62759,107.294,5.76736,108.555,4.89538,108.742,5.80638,107.405,5.69607,109.128,5.25839,106.06,4.56642,109.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.861,21.1309,20.6827,20.4114,21.1341,20.3192,20.6992,20.8989,21.4087
2021-08-15 22:00:00,2021-08-15,0.0,22:00:00,2021-08-15 22:00:00,5.11364,95.737,5.153,92.3719,5.18055,99.1295,5.515,97.0267,4.48726,94.5914,5.34843,99.1178,5.43334,95.9597,4.80688,97.5865,4.65448,90.4377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7369,20.8978,20.5197,20.2982,21.007,20.1827,20.4935,20.7021,21.1805
2021-08-15 23:00:00,2021-08-15,0.0,23:00:00,2021-08-15 23:00:00,5.57196,85.9851,5.44582,83.2103,5.03641,89.4634,5.99028,87.7147,4.80739,83.3771,5.37084,89.5099,5.80178,87.4372,4.39547,87.144,4.84705,80.2855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3877,20.4413,20.2863,19.96,20.6609,19.9731,20.045,20.4495,20.6985
2021-08-16 00:00:00,2021-08-16,0.0,00:00:00,2021-08-16 00:00:00,0.721489,73.3639,2.5456,75.38,0.881825,79.9361,3.61102,72.5151,0.639573,229.498,3.36722,74.0281,3.88443,76.7249,0.775099,184.68,1.197,74.6324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6167,19.611,19.6201,19.5834,19.6486,19.5873,19.5772,19.6516,19.6432
2021-08-16 01:00:00,2021-08-16,0.0,01:00:00,2021-08-16 01:00:00,2.04423,72.9052,2.16477,71.4333,1.77962,75.9174,3.0015,76.411,1.77506,74.1261,2.63975,80.5901,2.98423,74.4441,1.47273,71.6863,1.74682,75.2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5228,19.6095,19.5841,19.0712,19.7963,19.267,19.1832,19.7384,19.8596
2021-08-16 02:00:00,2021-08-16,0.0,02:00:00,2021-08-16 02:00:00,1.95403,74.5435,1.94551,72.1374,1.568,75.0197,3.11984,75.1622,1.55375,76.9828,2.4896,78.3646,2.87453,74.2791,1.45254,72.7465,1.57309,75.8705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7837,18.8605,18.811,18.3826,19.043,18.5361,18.4568,18.9505,19.1118
2021-08-16 03:00:00,2021-08-16,0.0,03:00:00,2021-08-16 03:00:00,2.94185,75.358,3.13135,73.5715,2.50874,78.602,4.56108,77.4158,1.72277,75.1001,4.11762,77.9753,4.1389,79.0535,1.40477,76.7007,2.29058,72.2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4435,18.4583,18.5134,18.0533,18.6604,18.2496,18.0993,18.599,18.6371
2021-08-16 04:00:00,2021-08-16,0.0,04:00:00,2021-08-16 04:00:00,3.86247,71.3018,3.3901,67.615,3.56471,75.5598,5.01931,74.8947,2.4196,67.5883,4.59274,76.0056,4.40339,75.7673,2.51662,73.2993,2.39294,63.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4564,18.3702,18.5051,18.1298,18.5628,18.233,18.0328,18.5544,18.494
2021-08-16 05:00:00,2021-08-16,0.0,05:00:00,2021-08-16 05:00:00,4.68628,64.7983,4.43266,65.2848,4.48713,66.1529,5.7195,67.5821,3.58281,62.7374,5.57731,67.9391,5.0998,69.0114,3.49809,63.5065,3.65042,63.5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5686,18.5039,18.6399,18.2151,18.6977,18.392,18.1918,18.6781,18.6284
2021-08-16 06:00:00,2021-08-16,0.0,06:00:00,2021-08-16 06:00:00,4.42301,64.0741,4.25429,64.8939,4.14947,65.4015,5.67286,66.7461,3.09895,61.0208,5.44246,66.5112,5.11704,69.2682,3.03699,62.3446,3.19974,61.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5035,18.4229,18.5636,18.1853,18.5743,18.3477,18.1402,18.5606,18.4894
2021-08-16 07:00:00,2021-08-16,0.0,07:00:00,2021-08-16 07:00:00,4.02989,66.3452,3.6584,66.9606,3.82424,68.298,5.33473,69.9365,2.38346,60.5862,5.12309,69.7649,4.75679,72.5915,2.27573,62.3343,2.34677,61.4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.543,18.3911,18.6008,18.2729,18.4792,18.4123,18.1705,18.4714,18.3605
2021-08-16 08:00:00,2021-08-16,0.0,08:00:00,2021-08-16 08:00:00,3.35423,67.108,3.04902,68.1761,2.94916,68.3477,4.43742,71.0175,2.08266,62.6878,4.18441,70.6323,3.94741,74.1389,1.50907,62.0955,2.18069,64.5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4246,18.2487,18.4287,18.1895,18.3122,18.2946,18.0695,18.1514,18.2037
2021-08-16 09:00:00,2021-08-16,0.0,09:00:00,2021-08-16 09:00:00,3.38606,68.8648,3.48351,70.1989,2.24809,69.9949,4.63638,72.1244,1.66507,66.3185,4.26685,70.9977,4.22635,76.8076,0.859897,62.8503,2.46065,64.9815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5907,18.4067,18.3956,18.4311,18.2191,18.5057,18.2391,18.015,18.2775
2021-08-16 10:00:00,2021-08-16,0.0,10:00:00,2021-08-16 10:00:00,0.721489,73.3639,2.5456,75.38,0.881825,79.9361,3.61102,72.5151,0.639573,229.498,3.36722,74.0281,3.88443,76.7249,0.775099,184.68,1.197,74.6324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3163,18.5678,18.261,18.5564,18.2628,18.5953,18.4367,18.1708,18.3337
2021-08-16 11:00:00,2021-08-16,0.0,11:00:00,2021-08-16 11:00:00,1.57903,64.1791,2.1256,63.4706,1.04164,60.5935,2.73239,68.9555,1.00062,60.6958,2.29066,70.4514,2.77492,68.5969,0.497805,37.6971,1.68149,62.4335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2019,19.961,20.132,20.0301,20.0582,20.0599,19.8261,19.7974,19.9077
2021-08-16 12:00:00,2021-08-16,0.0,12:00:00,2021-08-16 12:00:00,0.751963,328.574,0.867452,11.3207,0.687218,304.012,0.576737,18.6395,0.766815,326.052,0.332182,51.1555,1.06953,31.1652,0.828878,295.173,0.868115,351.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6965,21.5977,21.709,21.7029,21.5479,21.7332,21.5514,21.468,21.4066
2021-08-16 13:00:00,2021-08-16,0.0,13:00:00,2021-08-16 13:00:00,0.908181,44.0909,1.10933,37.437,0.557381,54.5976,1.11151,57.9421,0.77108,3.64929,1.07253,75.0219,1.41325,51.0844,0.484587,5.04965,1.187,343.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3513,23.2247,23.3353,23.0877,23.2677,23.2359,22.9816,23.1778,22.7648
2021-08-16 14:00:00,2021-08-16,0.0,14:00:00,2021-08-16 14:00:00,0.658089,321.912,0.890212,313.48,0.217886,78.9623,0.255396,57.6864,0.698855,313.531,0.717945,107.3,0.53409,22.2686,0.4603,298.264,1.06223,307.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9261,24.7424,25.0848,24.8579,24.8783,24.9758,24.8082,25.0125,24.3862
2021-08-16 15:00:00,2021-08-16,0.0,15:00:00,2021-08-16 15:00:00,1.38758,153.529,0.757016,273.403,1.70534,187.116,1.59484,113.422,2.59599,196.265,1.28426,114.889,0.0783373,265.322,2.86108,201.058,1.47739,217.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9168,26.6234,26.6221,26.5688,26.6044,26.661,26.5042,26.159,26.6054
2021-08-16 16:00:00,2021-08-16,0.0,16:00:00,2021-08-16 16:00:00,2.59182,166.916,1.64632,140.082,2.71111,172.65,1.41846,138.516,3.14051,176.698,2.14734,168.339,1.35161,85.1334,3.10084,177.833,2.8381,172.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8195,28.1561,27.5051,27.7265,27.757,27.5269,27.8945,27.3533,28.1157
