,Data,precipitacao_observada,Horario,Datetime,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-09-16 14:00:00,2021-09-16,0.0,14:00:00,2021-09-16 14:00:00,3.3334,138.782,3.33453,140.781,3.22781,136.326,3.52916,136.167,3.24075,141.482,3.35577,133.408,3.55015,138.986,3.19366,136.456,3.27053,144.016,0.0275488,0.00974119,0.0264559,0.0329349,0.0284734,0.0519446,0.00836676,0.0196334,0.0111099,23.8952,24.1551,23.5918,23.4518,23.9812,23.3143,23.7322,23.5173,24.28
2021-09-16 15:00:00,2021-09-16,0.0,15:00:00,2021-09-16 15:00:00,4.05376,150.473,3.93124,152.549,4.10486,146.096,4.03792,148.282,3.99764,146.893,4.08793,147.369,3.90767,148.125,3.89366,143.687,4.10429,151.756,0.0227982,0.0076189,0.0215296,0.0249143,0.0276541,0.0462364,0.0050652,0.0165871,0.01088,24.2704,24.6328,23.9467,23.9243,24.4875,23.7258,24.2742,24.1207,24.7636
2021-09-16 16:00:00,2021-09-16,0.0,16:00:00,2021-09-16 16:00:00,4.70965,150.246,4.59454,151.596,4.73649,149.511,4.84983,147.243,4.59771,153.221,4.80822,146.207,4.72728,148.928,4.60874,153.511,4.61638,153.294,0.0,0.0,3.57628e-06,5.29289e-05,0.00104338,0.000114441,0.0,0.000839949,5.05745e-05,24.529,24.8181,24.2449,24.1312,24.7152,23.9834,24.4313,24.2998,25.0164
2021-09-16 17:00:00,2021-09-16,0.0,17:00:00,2021-09-16 17:00:00,5.48193,151.267,5.29303,153.195,5.48259,149.512,5.72308,148.785,5.24181,152.629,5.61366,147.456,5.56257,150.344,5.23652,151.959,5.23669,153.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1722,24.4286,23.9224,23.7703,24.3806,23.6445,24.0635,24.0348,24.6275
2021-09-16 18:00:00,2021-09-16,0.0,18:00:00,2021-09-16 18:00:00,5.27501,147.112,5.20139,148.709,5.17148,146.405,5.55229,144.912,5.0241,149.463,5.34726,143.426,5.54434,147.277,4.93215,150.044,5.07452,149.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8448,24.0233,23.6697,23.3618,24.0806,23.327,23.5872,23.6745,24.2986
2021-09-16 19:00:00,2021-09-16,0.0,19:00:00,2021-09-16 19:00:00,5.40624,146.619,5.42475,148.613,5.15941,146.023,5.60681,144.342,5.12108,148.74,5.2718,142.738,5.79883,147.0,4.97433,149.506,5.18198,149.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3011,23.4012,23.0355,22.7124,23.444,22.7176,22.9534,23.1024,23.6647
2021-09-16 20:00:00,2021-09-16,0.0,20:00:00,2021-09-16 20:00:00,5.12246,146.853,5.09039,148.257,4.95392,146.229,5.42175,143.877,4.81095,149.422,5.17097,142.33,5.50004,146.014,4.72024,149.982,4.78088,149.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7204,22.9522,22.5568,22.2879,22.904,22.281,22.5289,22.6273,23.0772
2021-09-16 21:00:00,2021-09-16,0.0,21:00:00,2021-09-16 21:00:00,4.52106,141.07,4.4553,142.133,4.53467,140.605,4.75529,140.047,4.26262,142.139,4.76478,138.598,4.63638,141.423,4.24976,143.155,4.30362,142.46,0.0,1.00136e-05,0.0,0.0,1.19209e-06,0.0,1.40667e-05,0.0,9.11951e-06,22.4424,22.5846,22.3094,22.0066,22.6503,22.0251,22.1968,22.4088,22.7887
2021-09-16 22:00:00,2021-09-16,0.0,22:00:00,2021-09-16 22:00:00,5.03587,141.704,4.9305,143.066,5.07429,140.663,5.22361,141.351,4.84046,142.245,5.182,139.757,5.08095,142.484,4.88435,141.873,4.81818,143.377,0.00450587,0.00155836,0.00652981,0.0244694,0.000787079,0.0346196,0.0113027,0.000519156,0.00252527,22.1737,22.3021,22.0584,21.7479,22.3839,21.7748,21.9283,22.1686,22.4987
2021-09-16 23:00:00,2021-09-16,0.0,23:00:00,2021-09-16 23:00:00,4.991,138.853,4.88918,139.26,5.00898,138.44,5.03837,138.451,4.8692,139.355,5.00528,137.79,4.94357,138.675,4.89933,139.231,4.80933,140.004,0.0965782,0.03193,0.210097,0.219835,0.0630381,0.321709,0.106093,0.146816,0.030363,21.9067,22.0425,21.7855,21.5006,22.1061,21.5178,21.6785,21.8822,22.2307
2021-09-17 00:00:00,2021-09-17,0.0,00:00:00,2021-09-17 00:00:00,3.54673,109.364,3.35054,108.034,3.67691,106.772,3.54232,109.815,3.36809,107.632,3.47552,107.168,3.52236,108.921,3.66646,104.889,3.06254,107.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9366,20.9484,20.9226,20.9487,20.9237,20.9346,20.9605,20.9098,20.9355
2021-09-17 01:00:00,2021-09-17,0.0,01:00:00,2021-09-17 01:00:00,4.41013,135.251,4.26537,135.095,4.4458,134.134,4.45005,133.782,4.30789,136.765,4.55457,133.083,4.2757,132.06,4.35105,136.151,4.24554,137.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0355,21.1035,20.9805,20.6573,21.2261,20.7283,20.7618,21.067,21.2983
2021-09-17 02:00:00,2021-09-17,0.0,02:00:00,2021-09-17 02:00:00,3.79115,126.002,3.65439,125.752,3.98622,127.015,4.11459,123.133,3.66966,128.525,4.10735,123.253,4.13236,123.952,3.85928,129.872,3.45019,127.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9976,21.0899,20.9632,20.6018,21.2195,20.6586,20.745,21.0922,21.2745
2021-09-17 03:00:00,2021-09-17,0.0,03:00:00,2021-09-17 03:00:00,3.97423,123.811,3.928,125.068,3.71139,122.168,4.30555,124.101,3.53267,123.641,4.07279,120.957,4.05035,124.515,3.37377,124.23,3.71548,125.151,0.0710755,0.131919,0.0150746,0.122217,0.269482,0.056411,0.0839178,0.0749209,0.400587,20.948,21.0156,20.9224,20.5464,21.171,20.6302,20.6636,21.0429,21.2247
2021-09-17 04:00:00,2021-09-17,0.0,04:00:00,2021-09-17 04:00:00,3.92423,126.928,3.97658,126.647,3.78593,126.947,4.35645,125.783,3.54864,127.984,4.02578,124.169,4.33724,125.888,3.66464,129.293,3.61495,127.523,0.271242,0.386745,0.0880085,0.252602,0.575399,0.0972918,0.247408,0.25973,0.766847,20.7936,20.8812,20.7462,20.3996,21.0002,20.4631,20.5293,20.8705,21.0603
2021-09-17 05:00:00,2021-09-17,0.0,05:00:00,2021-09-17 05:00:00,3.65574,122.081,3.54805,122.065,3.5199,121.083,4.02437,121.183,3.25425,122.967,3.86352,118.919,3.83368,121.324,3.24538,123.507,3.24038,123.742,0.266179,0.30989,0.125361,0.218668,0.785241,0.0983572,0.223232,0.462012,0.693645,20.6856,20.7588,20.6437,20.2767,20.9033,20.3465,20.3985,20.7814,20.9662
2021-09-17 06:00:00,2021-09-17,0.0,06:00:00,2021-09-17 06:00:00,3.60372,118.2,3.41057,118.627,3.44875,115.622,3.88085,119.491,3.17833,117.385,3.88464,115.678,3.60947,119.695,2.88479,115.965,3.18917,118.634,0.258585,0.296621,0.143938,0.236321,0.637031,0.147238,0.230873,0.398273,0.54066,20.6009,20.6877,20.5553,20.1916,20.8313,20.2548,20.3226,20.69,20.8991
2021-09-17 07:00:00,2021-09-17,0.0,07:00:00,2021-09-17 07:00:00,3.78455,118.958,3.39557,120.104,4.04679,117.089,4.1274,118.197,3.39193,120.088,4.37924,115.755,3.64235,119.511,3.487,119.11,3.2198,121.996,0.0623142,0.04552,0.0719558,0.128972,0.331376,0.113785,0.0838893,0.213974,0.174853,20.5027,20.579,20.5173,20.1111,20.7328,20.2124,20.2297,20.6669,20.7772
2021-09-17 08:00:00,2021-09-17,0.0,08:00:00,2021-09-17 08:00:00,4.37825,113.524,4.27778,113.284,4.3059,112.482,4.57323,112.762,3.844,115.478,4.38606,110.398,4.57338,114.59,3.87098,114.34,3.69326,115.06,0.0306657,0.0256774,0.0336351,0.090793,0.0165293,0.0871137,0.0528753,0.00454807,0.00652933,20.5294,20.6432,20.462,20.1434,20.7545,20.1696,20.287,20.6221,20.8515
2021-09-17 09:00:00,2021-09-17,0.0,09:00:00,2021-09-17 09:00:00,3.7013,109.411,3.22125,103.076,4.07912,110.148,3.71766,107.716,3.62347,108.072,3.80773,109.206,3.52259,103.277,4.1316,108.555,3.04699,103.208,0.0109185,0.00840488,0.00546925,0.0421067,0.00209278,0.0202778,0.0299646,0.00140178,0.00128871,20.5163,20.6505,20.4498,20.0588,20.7465,20.0801,20.31,20.6225,20.8431
2021-09-17 10:00:00,2021-09-17,0.0,10:00:00,2021-09-17 10:00:00,3.54673,109.364,3.35054,108.034,3.67691,106.772,3.54232,109.815,3.36809,107.632,3.47552,107.168,3.52236,108.921,3.66646,104.889,3.06254,107.171,0.00536883,0.00137106,0.00542237,0.0134358,0.0017584,0.0162071,0.00410402,0.000995338,0.000579417,20.6491,20.7591,20.5554,20.2626,20.8521,20.2657,20.4174,20.6904,20.9524
2021-09-17 11:00:00,2021-09-17,0.0,11:00:00,2021-09-17 11:00:00,3.66612,113.136,3.34599,109.956,3.86603,111.49,4.0828,112.544,3.26802,112.732,4.09641,111.293,3.85708,110.565,3.50849,110.394,2.92437,110.183,0.000504047,9.13739e-05,0.000919729,0.00363201,7.15256e-06,0.00367443,0.0016396,0.000104189,0.0,21.0622,21.1838,20.9499,20.7082,21.226,20.7031,20.8565,21.0406,21.3523
2021-09-17 12:00:00,2021-09-17,0.0,12:00:00,2021-09-17 12:00:00,3.43144,102.21,3.2717,101.52,3.59292,100.251,3.6132,103.333,3.32635,100.095,3.74496,102.789,3.50307,102.43,3.51987,97.3115,3.12059,100.196,0.000504047,9.13739e-05,0.000919729,0.00363201,7.15256e-06,0.00367443,0.0016396,0.000104189,0.0,22.4285,22.5594,22.359,22.0298,22.5866,22.0675,22.2069,22.5126,22.6039
2021-09-17 13:00:00,2021-09-17,0.0,13:00:00,2021-09-17 13:00:00,3.16133,106.305,3.029,103.616,3.33847,106.395,3.33702,104.953,3.10839,106.861,3.47217,106.262,3.23426,102.272,3.3187,105.792,2.93361,104.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2476,22.3779,22.0744,21.8459,22.4471,21.795,22.024,22.2072,22.5331
2021-09-17 14:00:00,2021-09-17,0.0,14:00:00,2021-09-17 14:00:00,3.45963,117.947,3.30487,116.635,3.50827,117.589,3.62707,118.583,3.36366,116.489,3.698,117.415,3.5388,119.69,3.46814,117.19,3.15915,113.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6034,23.7713,23.3617,23.144,23.8145,23.0899,23.3224,23.4779,23.9597
2021-09-17 15:00:00,2021-09-17,0.0,15:00:00,2021-09-17 15:00:00,4.31435,117.264,4.12545,117.591,4.40859,116.84,4.56709,116.606,4.16951,117.929,4.62539,115.997,4.3862,117.687,4.30537,117.652,3.97101,118.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3393,24.4888,24.1762,23.8929,24.4829,23.8716,24.0843,24.2096,24.6442
2021-09-17 16:00:00,2021-09-17,0.0,16:00:00,2021-09-17 16:00:00,4.51531,111.979,4.30663,111.348,4.67591,111.969,4.80489,111.941,4.38955,112.12,4.9477,112.106,4.60281,111.597,4.52114,111.742,4.16544,111.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.958,25.0969,24.7757,24.5217,25.1878,24.4551,24.715,24.9004,25.327
2021-09-17 17:00:00,2021-09-17,0.0,17:00:00,2021-09-17 17:00:00,5.28061,115.188,5.11679,115.425,5.40153,114.089,5.66409,114.781,5.06193,115.298,5.74456,114.161,5.51797,115.298,5.17122,113.956,4.89619,115.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.71,24.871,24.5442,24.2379,24.9745,24.1911,24.4308,24.7126,25.1508
2021-09-17 18:00:00,2021-09-17,0.0,18:00:00,2021-09-17 18:00:00,5.77098,119.517,5.51494,119.761,5.91501,118.46,6.2747,118.658,5.40825,120.239,6.34647,117.738,6.04169,119.019,5.52233,119.098,5.19981,121.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3415,24.5587,24.1488,23.8973,24.5841,23.7964,24.1495,24.322,24.807
2021-09-17 19:00:00,2021-09-17,0.0,19:00:00,2021-09-17 19:00:00,6.69295,117.773,6.36444,117.797,6.82737,116.055,7.21248,116.579,6.15696,118.376,7.1544,115.346,7.02952,117.104,6.3771,115.954,5.79771,119.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4616,23.6874,23.2809,23.0075,23.7031,22.9229,23.2623,23.4682,23.933
2021-09-17 20:00:00,2021-09-17,0.0,20:00:00,2021-09-17 20:00:00,6.88997,111.446,6.45761,110.777,7.24143,110.348,7.25567,111.531,6.36688,111.071,7.3479,110.628,6.9464,111.69,6.84923,109.383,5.90995,111.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8791,23.1083,22.6833,22.4381,23.1291,22.3492,22.7031,22.8754,23.3578
2021-09-17 21:00:00,2021-09-17,0.0,21:00:00,2021-09-17 21:00:00,6.90331,105.446,6.60349,104.684,7.01949,105.088,6.98899,106.296,6.59351,104.706,6.94026,104.921,6.75887,107.323,6.85493,104.818,6.29695,103.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2621,22.4581,22.08,21.8243,22.519,21.7565,22.0417,22.2586,22.7239
2021-09-17 22:00:00,2021-09-17,0.0,22:00:00,2021-09-17 22:00:00,5.8592,102.696,5.51599,99.7774,6.106,103.039,6.13273,103.717,5.4113,100.988,6.12275,103.106,5.8658,102.684,5.91738,101.648,5.03958,97.4581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1483,22.3273,21.9623,21.734,22.3874,21.657,21.944,22.1229,22.5654
2021-09-17 23:00:00,2021-09-17,0.0,23:00:00,2021-09-17 23:00:00,4.69797,94.2182,4.82647,89.8253,4.70708,97.3246,5.17752,96.0324,4.13607,91.3589,4.87229,98.5702,5.13677,92.7041,4.35296,94.218,4.43255,87.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3291,22.4735,22.0811,21.9374,22.5487,21.7892,22.1089,22.217,22.687
2021-09-18 00:00:00,2021-09-18,0.0,00:00:00,2021-09-18 00:00:00,1.66826,109.735,1.2759,115.024,2.04393,104.473,2.31129,100.741,1.51062,119.587,2.51903,99.9633,1.93464,100.283,1.85236,108.199,1.28481,135.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6149,20.6081,20.6193,20.5914,20.6375,20.5975,20.5829,20.6402,20.6323
2021-09-18 01:00:00,2021-09-18,0.0,01:00:00,2021-09-18 01:00:00,2.10025,98.1153,2.18034,94.3219,2.02062,104.572,2.95977,95.4271,1.70324,101.667,2.75175,100.472,2.86681,92.5183,1.70464,106.657,1.81564,100.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5928,20.6339,20.5618,20.1884,20.8179,20.2827,20.2556,20.6953,20.849
2021-09-18 02:00:00,2021-09-18,0.0,02:00:00,2021-09-18 02:00:00,1.71317,109.763,1.70905,107.479,2.1479,105.306,2.42605,103.241,1.6371,115.237,2.69487,104.113,2.45121,101.387,1.97708,106.794,1.53088,114.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2438,20.4061,20.1498,19.8471,20.4818,19.8503,20.023,20.3235,20.6276
2021-09-18 03:00:00,2021-09-18,0.0,03:00:00,2021-09-18 03:00:00,1.78228,69.0043,2.02402,63.1707,0.996166,76.9088,2.45209,72.2548,1.6426,66.9139,1.60192,79.2858,2.52483,66.9288,0.992159,69.3236,1.75615,63.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1484,20.2103,20.1157,19.7877,20.3605,19.8984,19.8662,20.2335,20.398
2021-09-18 04:00:00,2021-09-18,0.0,04:00:00,2021-09-18 04:00:00,1.00829,76.0209,1.35708,76.3007,0.928112,265.511,2.21438,85.5843,0.513041,96.2645,0.381005,179.204,2.33053,78.8284,0.197798,197.568,0.813984,79.8514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0422,20.078,20.0481,19.6808,20.2459,19.7456,19.7355,20.1476,20.2532
2021-09-18 05:00:00,2021-09-18,0.0,05:00:00,2021-09-18 05:00:00,1.69739,87.2631,1.78136,80.0115,0.773497,87.1306,2.8546,81.1945,1.14566,84.8309,1.8501,83.6353,2.87349,80.0287,0.710827,61.7391,1.18645,87.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9476,19.9856,19.8697,19.5985,20.1233,19.6333,19.6635,19.9967,20.1471
2021-09-18 06:00:00,2021-09-18,0.0,06:00:00,2021-09-18 06:00:00,1.31484,83.9792,1.37472,80.546,0.735493,96.0812,2.49308,81.9447,0.736856,90.52,1.57103,85.6149,2.44538,80.7103,0.701486,95.8369,0.698599,93.4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8997,19.9293,19.835,19.5918,20.0892,19.6309,19.6302,19.9554,20.0993
2021-09-18 07:00:00,2021-09-18,0.0,07:00:00,2021-09-18 07:00:00,1.35169,67.2614,1.55673,57.9142,0.779996,84.4229,2.05363,68.1875,1.27678,64.4431,1.21632,85.3208,2.12022,59.2944,0.984957,69.7305,1.31917,58.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0232,19.8993,19.9702,19.7887,20.1555,19.7908,19.6059,20.0757,20.0427
2021-09-18 08:00:00,2021-09-18,0.0,08:00:00,2021-09-18 08:00:00,1.97051,49.4505,2.00726,49.8304,1.77983,48.04,3.02429,59.171,1.52203,38.6591,2.68811,59.7426,2.80306,57.9891,1.62434,38.3407,1.71369,41.4384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0419,20.023,20.0892,19.8079,20.1341,19.9895,19.7565,20.0787,20.1111
2021-09-18 09:00:00,2021-09-18,0.0,09:00:00,2021-09-18 09:00:00,0.691104,136.065,0.561524,132.211,0.763397,149.445,1.7696,92.8512,0.956878,174.451,1.27773,108.447,1.71279,88.1963,1.08486,170.086,0.893339,184.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8993,19.9022,19.8658,19.676,20.1053,19.6909,19.7342,20.0077,20.0855
2021-09-18 10:00:00,2021-09-18,0.0,10:00:00,2021-09-18 10:00:00,1.66826,109.735,1.2759,115.024,2.04393,104.473,2.31129,100.741,1.51062,119.587,2.51903,99.9633,1.93464,100.283,1.85236,108.199,1.28481,135.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.506,20.6845,20.3157,20.3856,20.5406,20.1451,20.6156,20.4301,20.618
2021-09-18 11:00:00,2021-09-18,0.0,11:00:00,2021-09-18 11:00:00,1.35467,146.327,0.767158,166.846,1.13065,149.991,1.42763,141.38,1.31703,143.099,1.17335,145.435,1.05773,133.422,1.20388,154.166,0.56631,168.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9586,23.1346,22.7718,22.7145,23.0558,22.632,23.0674,22.7935,22.9924
2021-09-18 12:00:00,2021-09-18,0.0,12:00:00,2021-09-18 12:00:00,0.852593,177.873,0.554261,233.128,0.79506,171.852,0.730952,183.826,0.862235,165.081,0.813557,184.041,0.621468,207.868,0.908053,177.815,0.427878,264.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5811,24.6598,24.4709,24.3995,24.6707,24.3727,24.5468,24.453,24.5479
2021-09-18 13:00:00,2021-09-18,0.0,13:00:00,2021-09-18 13:00:00,0.637674,176.811,0.687901,273.5,0.889136,179.681,0.598157,152.945,0.714464,187.557,0.658491,157.963,0.411884,255.032,1.3466,197.412,0.819407,297.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4932,26.3927,26.3994,26.3251,26.512,26.3037,26.3099,26.2619,26.2768
2021-09-18 14:00:00,2021-09-18,0.0,14:00:00,2021-09-18 14:00:00,2.29088,174.831,2.31744,191.089,2.79082,161.2,2.43846,162.474,2.98331,193.263,2.69702,159.131,1.91563,169.673,3.21385,181.314,3.01397,194.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3207,28.4247,28.1388,28.1251,28.0657,27.9464,28.4569,27.8353,28.2153
2021-09-18 15:00:00,2021-09-18,0.0,15:00:00,2021-09-18 15:00:00,3.15646,151.433,2.86773,147.716,3.37041,152.207,2.98644,141.925,3.33964,162.897,3.1909,146.25,2.77895,136.381,3.44034,161.417,3.28097,161.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3408,29.7057,28.9868,29.079,29.3661,28.8613,29.4002,28.9461,29.726
2021-09-18 16:00:00,2021-09-18,0.0,16:00:00,2021-09-18 16:00:00,3.88624,150.864,3.75771,151.367,3.95257,150.637,3.82107,145.058,3.87777,159.833,3.84906,145.924,3.68098,143.779,3.9506,159.743,3.88101,159.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7222,30.1149,29.3579,29.3166,29.8736,29.0768,29.7675,29.4087,30.2565
2021-09-18 17:00:00,2021-09-18,0.0,17:00:00,2021-09-18 17:00:00,4.68616,144.563,4.5342,145.833,4.76665,143.842,4.82504,140.319,4.61132,145.751,4.79817,140.148,4.71015,140.799,4.61662,144.347,4.60077,148.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3228,29.7109,28.9701,28.9091,29.5317,28.7014,29.3091,29.1495,29.8721
2021-09-18 18:00:00,2021-09-18,0.0,18:00:00,2021-09-18 18:00:00,4.83492,134.881,4.62388,135.789,4.87348,134.465,5.26382,131.183,4.70613,137.612,5.09592,130.221,5.17405,132.45,4.8661,136.394,4.50881,139.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0874,29.3405,28.8565,28.5829,29.3035,28.5126,28.8322,28.9512,29.574
2021-09-18 19:00:00,2021-09-18,0.0,19:00:00,2021-09-18 19:00:00,5.08336,126.095,4.88943,128.713,4.86461,124.172,5.74714,123.741,4.53659,128.169,5.29232,120.718,5.80388,127.012,4.59237,127.9,4.32771,130.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5862,28.7856,28.4723,28.0051,28.919,28.0069,28.2066,28.6694,29.112
2021-09-18 20:00:00,2021-09-18,0.0,20:00:00,2021-09-18 20:00:00,5.52229,123.109,5.47679,126.691,5.09801,119.284,6.20402,119.445,4.6576,126.444,5.68907,115.654,6.40016,123.389,4.36274,123.472,4.50356,131.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2603,27.4679,27.2683,26.6558,27.718,26.719,26.8949,27.6291,27.869
2021-09-18 21:00:00,2021-09-18,0.0,21:00:00,2021-09-18 21:00:00,4.63408,129.599,4.51168,132.727,4.06609,125.531,5.84282,118.152,3.50845,142.937,5.24789,114.272,6.03037,122.221,3.09512,141.91,3.55369,148.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6655,25.9981,25.5721,25.1023,26.086,25.0327,25.5414,25.9983,26.2368
2021-09-18 22:00:00,2021-09-18,0.0,22:00:00,2021-09-18 22:00:00,2.35095,157.59,2.63211,163.938,2.1283,155.701,2.87994,138.109,2.42806,160.084,2.64793,135.385,2.73486,143.682,2.26964,164.164,2.82932,160.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9466,25.1715,24.8696,24.4666,25.3133,24.409,24.7616,24.9811,25.5045
2021-09-18 23:00:00,2021-09-18,0.0,23:00:00,2021-09-18 23:00:00,2.02898,164.461,1.98889,163.667,2.13186,166.123,1.74291,152.217,2.22406,174.65,1.75003,155.345,1.92948,155.774,2.27987,176.421,2.20026,175.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4318,24.7345,24.1347,24.0916,24.3398,24.0056,24.3581,23.8742,24.7024
2021-09-19 00:00:00,2021-09-19,0.0,00:00:00,2021-09-19 00:00:00,0.807433,190.25,0.77327,200.617,0.799225,203.236,0.584974,166.418,1.14741,205.741,0.523051,198.105,0.74632,157.581,1.19228,207.344,1.13697,203.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6728,21.6989,21.6442,21.6311,21.7145,21.6019,21.6578,21.6866,21.7398
2021-09-19 01:00:00,2021-09-19,0.0,01:00:00,2021-09-19 01:00:00,0.715265,352.935,0.636388,8.90024,0.707223,328.636,0.79857,12.8155,0.676297,337.994,0.716082,342.714,0.742149,20.3354,0.605383,324.138,0.709282,352.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1723,22.1999,22.1434,21.8777,22.2676,22.0414,21.8942,22.1523,22.2418
2021-09-19 02:00:00,2021-09-19,0.0,02:00:00,2021-09-19 02:00:00,0.742479,286.915,0.708555,278.831,0.818828,285.163,0.812564,282.228,0.701734,286.781,0.90851,283.179,0.794919,273.111,0.760873,279.616,0.670941,278.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7794,21.732,21.8103,21.5298,21.8554,21.6273,21.5818,21.85,21.6819
2021-09-19 03:00:00,2021-09-19,0.0,03:00:00,2021-09-19 03:00:00,0.566227,235.54,0.577203,246.131,0.531827,230.466,0.700632,243.229,0.476712,224.542,0.63318,242.136,0.761873,246.019,0.474709,219.33,0.493534,239.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6089,21.6774,21.504,21.3047,21.7425,21.2892,21.4149,21.5512,21.7487
2021-09-19 04:00:00,2021-09-19,0.0,04:00:00,2021-09-19 04:00:00,0.941427,173.122,0.850551,175.556,0.938659,173.95,0.88234,178.316,0.930269,171.683,0.825945,178.164,0.863121,183.335,0.993211,175.489,0.848893,173.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5179,21.5989,21.4557,21.2165,21.6758,21.2356,21.3376,21.5324,21.7039
2021-09-19 05:00:00,2021-09-19,0.0,05:00:00,2021-09-19 05:00:00,0.880497,157.945,0.827786,167.494,0.899801,158.965,0.818214,158.827,0.864444,159.823,0.777693,153.295,0.762199,173.096,1.00394,165.299,0.786453,163.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2727,21.4055,21.164,21.0195,21.3943,21.0016,21.1819,21.2138,21.511
2021-09-19 06:00:00,2021-09-19,0.0,06:00:00,2021-09-19 06:00:00,1.36243,182.903,1.50123,187.879,1.22774,181.422,0.946184,170.357,1.66419,184.79,0.759903,165.323,1.24479,183.859,1.67973,184.456,1.67641,186.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.083,21.2484,20.8771,20.7627,21.2098,20.6716,21.0395,20.9878,21.3415
