,DATA,HORA,Barreto,Pto N,Pto S,Pto E,Pto W,Pto SE,Pto NE,Pto SW,Pto NW
0,20210918,1,20.6149,20.6081,20.6193,20.5914,20.6375,20.5975,20.5829,20.6402,20.6323
1,20210918,2,20.5928,20.6339,20.5618,20.1884,20.8179,20.2827,20.2556,20.6953,20.849
2,20210918,3,20.2438,20.4061,20.1498,19.8471,20.4818,19.8503,20.023,20.3235,20.6276
3,20210918,4,20.1484,20.2103,20.1157,19.7877,20.3605,19.8984,19.8662,20.2335,20.398
4,20210918,5,20.0422,20.078,20.0481,19.6808,20.2459,19.7456,19.7355,20.1476,20.2532
5,20210918,6,19.9476,19.9856,19.8697,19.5985,20.1233,19.6333,19.6635,19.9967,20.1471
6,20210918,7,19.8997,19.9293,19.835,19.5918,20.0892,19.6309,19.6302,19.9554,20.0993
7,20210918,8,20.0232,19.8993,19.9702,19.7887,20.1555,19.7908,19.6059,20.0757,20.0427
8,20210918,9,20.0419,20.023,20.0892,19.8079,20.1341,19.9895,19.7565,20.0787,20.1111
9,20210918,10,19.8993,19.9022,19.8658,19.676,20.1053,19.6909,19.7342,20.0077,20.0855
10,20210918,11,20.506,20.6845,20.3157,20.3856,20.5406,20.1451,20.6156,20.4301,20.618
11,20210918,12,22.9586,23.1346,22.7718,22.7145,23.0558,22.632,23.0674,22.7935,22.9924
12,20210918,13,24.5811,24.6598,24.4709,24.3995,24.6707,24.3727,24.5468,24.453,24.5479
13,20210918,14,26.4932,26.3927,26.3994,26.3251,26.512,26.3037,26.3099,26.2619,26.2768
14,20210918,15,28.3207,28.4247,28.1388,28.1251,28.0657,27.9464,28.4569,27.8353,28.2153
15,20210918,16,29.3408,29.7057,28.9868,29.079,29.3661,28.8613,29.4002,28.9461,29.726
16,20210918,17,29.7222,30.1149,29.3579,29.3166,29.8736,29.0768,29.7675,29.4087,30.2565
17,20210918,18,29.3228,29.7109,28.9701,28.9091,29.5317,28.7014,29.3091,29.1495,29.8721
18,20210918,19,29.0874,29.3405,28.8565,28.5829,29.3035,28.5126,28.8322,28.9512,29.574
19,20210918,20,28.5862,28.7856,28.4723,28.0051,28.919,28.0069,28.2066,28.6694,29.112
20,20210918,21,27.2603,27.4679,27.2683,26.6558,27.718,26.719,26.8949,27.6291,27.869
21,20210918,22,25.6655,25.9981,25.5721,25.1023,26.086,25.0327,25.5414,25.9983,26.2368
22,20210918,23,24.9466,25.1715,24.8696,24.4666,25.3133,24.409,24.7616,24.9811,25.5045
23,20210918,24,24.4318,24.7345,24.1347,24.0916,24.3398,24.0056,24.3581,23.8742,24.7024
24,20210918,25,23.6179,23.9088,23.3811,23.4603,23.3563,23.2855,23.8014,23.0337,23.6126
25,20210918,26,23.1017,23.3667,22.8211,23.1454,22.6351,22.9883,23.4519,22.2862,22.889
26,20210918,27,22.5504,22.8067,22.2822,22.7202,22.4112,22.5627,23.0229,22.0582,22.6389
27,20210918,28,22.5152,22.7345,22.3117,22.7857,22.1938,22.6104,23.0874,21.9574,22.4619
28,20210918,29,22.9488,23.1554,22.9999,22.7419,23.0105,22.7544,22.8494,23.0298,23.0257
29,20210918,30,22.7463,22.854,22.5513,22.5161,22.7523,22.384,22.6328,22.4701,22.7621
30,20210918,31,22.43,22.5397,22.3187,22.0644,22.6425,22.0408,22.1678,22.4671,22.7261
31,20210918,32,22.1815,22.3922,21.9946,21.6533,22.4424,21.5587,21.8785,22.242,22.5465
32,20210918,33,21.7596,21.9861,21.5682,21.3339,22.1081,21.1814,21.5738,21.863,22.2367
33,20210918,34,21.9169,21.9835,21.7847,21.5668,22.0392,21.6558,21.5768,21.8439,22.0495
34,20210918,35,22.1627,22.1933,22.1503,21.8101,22.2881,21.886,21.8651,22.1334,22.3459
35,20210918,36,23.515,23.4809,23.4478,23.2186,23.5922,23.2504,23.2228,23.4505,23.5666
36,20210918,37,24.7218,24.1985,25.0441,24.9003,24.4039,25.0872,24.7046,24.6132,23.9025
37,20210918,38,25.9045,25.4629,25.9288,25.9194,25.7523,26.0036,25.7376,25.6849,25.3015
38,20210918,39,27.5858,27.3755,27.3467,27.4957,27.4267,27.456,27.3189,27.0157,27.3844
39,20210918,40,28.5164,28.8389,28.2346,28.2451,28.318,28.0407,28.6321,27.9778,28.6427
40,20210918,41,29.203,29.5101,28.908,28.8306,29.3432,28.6497,29.1792,28.9171,29.6818
41,20210918,42,28.6598,28.9792,28.3462,28.2211,28.9147,28.0624,28.5359,28.5168,29.2087
42,20210918,43,27.7779,28.0282,27.5811,27.2064,28.0658,27.1767,27.4379,27.7136,28.3236
43,20210918,44,26.6468,26.8411,26.5778,26.023,27.0529,26.0509,26.2553,26.8687,27.2232
44,20210918,45,25.3819,25.6516,25.3622,24.7916,25.8108,24.8276,25.0984,25.7271,26.032
45,20210918,46,23.8647,24.29,23.8191,23.3835,24.2465,23.2603,23.8668,24.231,24.5057
46,20210918,47,23.3886,23.7176,23.2393,22.961,23.6474,22.7854,23.2679,23.5511,23.9193
47,20210918,48,23.1668,23.4516,22.9315,22.7563,23.38,22.5822,23.0493,23.1095,23.7025
