,Lat,lon,estação,cidade,data,chuva 15m,chuva 1h,chuva 4h,chuva 24h,chuva 96h,chuva 30d,atual ou atrasado,fonte do dado
158,-22.88195500000003,-43.031365,Maria Paula,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,17.4,33.6,atual,Defesa Civil Niteroi
159,-22.884696999999992,-43.12599699999997,Morro da Penha,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,14.6,23.2,atual,Defesa Civil Niteroi
160,-22.90558200000001,-43.12609199999999,Morro do Palácio,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,47.0,47.6,atual,Defesa Civil Niteroi
161,-22.89655800000001,-43.102017,Pé Pequeno,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,30.2,31.6,atual,Defesa Civil Niteroi
162,-22.953173517216324,-43.08194159730999,Piratininga,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,12.6,15.0,atual,Defesa Civil Niteroi
163,-22.953173517216324,-43.08194159730999,Piratininga 2,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,11.4,11.6,atual,Defesa Civil Niteroi
164,-22.89142,-42.997197,Rio do Ouro,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,22.8,32.6,atual,Defesa Civil Niteroi
165,-22.91650500000001,-43.09123,São Francisco 1,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,20.4,21.4,atual,Defesa Civil Niteroi
166,-22.897155000000005,-43.05958,Sapê,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,24.0,24.4,atual,Defesa Civil Niteroi
167,-22.86391725882606,-43.08125495311178,Tenente Jardim,Niterói,23/03/2022 20:00,0.0,0.0,0.0,0.0,16.8,20.2,atual,Defesa Civil Niteroi
