,index,Data,Horario,precipitacao_observada,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW,DataHora
8363,490,2021-02-06,1100 UTC,0.0,2.36899,199.289,2.69504,199.264,1.98631,198.991,2.40869,199.525,2.15266,194.597,2.07393,196.69,2.69092,202.292,1.81601,198.074,2.41813,192.363,2.45523,1.85714,2.46585,2.19507,3.56267,2.53258,1.42191,3.4519900000000003,3.3183,24.1403,24.3957,23.9491,23.8723,24.1724,23.7984,24.1039,23.908,24.3732,2021-02-06 11:00:00+00:00
1591,491,2021-02-06,1000 UTC,0.2,2.40109,181.163,1.32653,220.073,3.79207,164.104,2.5339400000000003,183.784,1.39111,221.615,3.569,181.877,1.29569,193.312,2.63452,161.534,1.71541,251.017,0.00862169,0.000953197,0.0858355,0.00707817,0.00425768,0.0986896,4.00543e-05,0.0291848,0.00179958,24.7795,24.9535,24.2039,24.4399,24.7641,23.9621,24.764,24.4752,24.6576,2021-02-06 10:00:00+00:00
7052,492,2021-02-06,0900 UTC,0.0,0.940025,143.403,0.8366450000000001,147.35,0.940795,142.062,0.856298,139.341,0.856877,140.827,0.912798,135.939,0.633783,140.582,0.8327530000000001,146.563,0.890951,146.13299999999995,0.0681052,0.0460033,0.128234,0.045156,0.0831766,0.0945683,0.027072,0.175091,0.0599279,24.8759,24.9908,24.7777,24.5163,25.0644,24.5281,24.6656,24.8681,25.1724,2021-02-06 09:00:00+00:00
6441,493,2021-02-06,2200 UTC,0.0,3.01101,150.933,2.8933,149.225,3.1266,151.565,2.97073,146.315,3.06425,151.29399999999995,3.03647,148.328,2.93,144.437,3.08522,152.045,2.98681,151.491,0.0841246,0.0768976,0.0834723,0.0540981,0.0461922,0.0584116,0.0397844,0.0467472,0.0500469,25.0716,25.1093,25.0077,24.7156,25.207,24.701,24.8356,25.031,25.2732,2021-02-06 22:00:00+00:00
2224,494,2021-02-06,0700 UTC,0.0,2.50467,160.257,2.38655,164.83900000000003,2.54755,155.82,2.87306,158.711,2.12344,161.939,2.89022,154.471,2.69176,163.718,2.169,159.335,2.12093,167.24,1.88809,1.99857,1.62266,1.87689,1.65622,1.7104099999999998,1.79733,1.53998,1.9814,24.6314,24.807,24.5512,24.3355,24.7945,24.3629,24.5073,24.6326,24.9303,2021-02-06 07:00:00+00:00
1884,495,2021-02-06,0600 UTC,0.0,2.81366,183.51,2.68489,182.213,2.91713,184.707,2.5909,185.959,2.82303,183.71,2.63838,186.783,2.5203900000000004,185.647,2.9462900000000003,183.191,2.69224,184.081,1.82295,1.95352,1.50016,1.8331,1.57516,1.62192,1.7703,1.36776,1.92286,24.5369,24.6926,24.4037,24.26,24.6538,24.2816,24.3996,24.4247,24.8001,2021-02-06 06:00:00+00:00
3361,496,2021-02-06,0500 UTC,0.4,4.00652,191.091,4.26497,191.67,3.75537,190.834,3.97316,194.973,3.92321,188.019,3.59595,194.622,4.24052,195.993,3.79042,187.941,4.18947,188.577,4.76837e-06,0.00122833,0.0,8.10623e-06,0.0,0.0,0.00646162,0.0,0.000125885,25.0265,25.1583,24.9336,24.6387,25.2791,24.65,24.7977,25.0927,25.3777,2021-02-06 05:00:00+00:00
2562,497,2021-02-06,0400 UTC,0.0,4.40142,171.554,4.2389,172.53099999999995,4.47789,171.644,4.56088,169.364,4.38205,173.417,4.51523,168.94400000000005,4.43366,171.107,4.60794,173.765,4.19564,173.955,0.00761175,0.0428481,0.000122547,0.1666119999999999,0.00315237,0.0190392,0.224694,3.88622e-05,0.0438142,25.3925,25.5162,25.3001,25.0291,25.5723,25.0885,25.1844,25.4247,25.6628,2021-02-06 04:00:00+00:00
7683,498,2021-02-06,0300 UTC,1.6,4.91782,175.49,4.83749,176.707,4.9866800000000016,175.176,4.86455,177.487,4.8964,174.301,4.79937,176.65400000000002,4.78317,179.37900000000005,5.12641,175.042,4.79452,174.549,1.96033,2.00597,1.35295,2.90309,2.42433,0.956603,4.70357,0.646265,2.7374400000000003,25.4102,25.5255,25.3377,25.0656,25.6607,25.1039,25.213,25.4966,25.7349,2021-02-06 03:00:00+00:00
7667,499,2021-02-06,0200 UTC,1.8,4.32966,181.95,4.251869999999999,182.704,4.3197199999999984,182.841,4.21742,180.826,4.28929,182.573,4.02926,182.063,4.26302,181.504,4.39426,182.722,4.11139,183.17,5.01054,4.97089,3.31532,5.47524,5.58724,2.99695,7.19164,2.32877,6.709289999999998,25.1722,25.3169,25.0757,24.85,25.3913,24.8587,25.023000000000003,25.2059,25.4913,2021-02-06 02:00:00+00:00
834,500,2021-02-06,1200 UTC,0.0,1.1053,251.739,1.14707,257.183,1.12878,254.039,1.23703,245.245,1.0077,258.661,1.15772,246.167,1.30494,245.717,1.17812,250.596,1.05991,273.286,2.47583,1.86212,2.51618,2.21028,3.5862800000000004,2.57948,1.4249,3.4963900000000003,3.32661,24.5258,24.5846,24.5143,24.2469,24.6302,24.3242,24.3506,24.5176,24.5368,2021-02-06 12:00:00+00:00
3798,501,2021-02-06,2300 UTC,0.0,2.4826,153.654,2.12243,149.371,2.74733,153.71200000000005,2.41827,157.26,2.41704,145.115,2.7275,161.224,2.0566,148.577,2.65184,148.164,2.07445,141.651,0.0841246,0.0768976,0.0834723,0.0541201,0.0462351,0.0584116,0.0402985,0.0472889,0.0500469,24.7879,24.8369,24.7166,24.4063,25.0013,24.4719,24.4937,24.8212,25.045,2021-02-06 23:00:00+00:00
832,502,2021-02-06,0000 UTC,0.0,4.33007,174.884,4.09466,173.86900000000003,4.45673,174.91099999999997,4.09098,174.395,4.55947,169.71200000000005,4.25122,176.843,3.87908,173.65599999999995,4.709919999999999,170.248,4.48947,170.59,3.25894,3.46768,2.10513,2.87256,3.3535699999999995,2.19202,3.10316,1.84054,4.2965,25.1045,25.1812,25.1072,24.8023,25.3694,24.8817,24.923,25.2923,25.3488,2021-02-06 00:00:00+00:00
1045,503,2021-02-06,0100 UTC,0.8,5.459919999999999,178.49400000000003,5.44729,180.101,5.37237,178.142,5.43344,179.80700000000004,5.44979,177.19400000000005,5.21975,178.641,5.503369999999999,182.234,5.52285,176.537,5.40578,178.68,5.02189,5.18942,3.3168300000000004,5.38419,5.58528,2.97987,7.3024,2.3307,6.77928,25.2269,25.3803,25.118,24.8713,25.4662,24.8854,25.0607,25.2636,25.5797,2021-02-06 01:00:00+00:00
934,504,2021-02-07,2300 UTC,0.0,3.0579400000000003,130.393,2.99292,131.05100000000002,3.1019,129.161,3.13282,130.493,2.93458,127.549,3.19597,129.94299999999998,3.06242,130.635,2.86721,126.685,2.9751,129.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3915,24.4963,24.3245,23.9411,24.6521,23.9683,24.0781,24.5392,24.7422,2021-02-07 23:00:00+00:00
6122,505,2021-02-07,0000 UTC,0.0,0.605982,327.348,0.622147,339.622,0.599614,322.786,0.6269600000000001,321.703,0.645708,330.722,0.5981810000000001,313.592,0.609156,329.251,0.596123,331.441,0.647967,346.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5956,23.6165,23.56900000000001,23.5108,23.6801,23.4864,23.5297,23.6514,23.703000000000007,2021-02-07 00:00:00+00:00
831,506,2021-02-07,0100 UTC,0.0,1.72438,18.7095,1.78754,20.3813,1.6777099999999998,13.4023,1.88535,21.3439,1.83608,11.0276,1.77557,13.2968,1.87586,26.9825,1.74121,9.77954,2.01915,13.8821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8007,23.861,23.7721,23.3814,23.984,23.5081,23.448,23.893,23.9281,2021-02-07 01:00:00+00:00
2094,514,2021-02-07,2200 UTC,0.0,3.16811,136.55200000000002,3.14534,137.056,3.06745,137.07,3.5159800000000003,134.849,2.87298,140.084,3.30982,132.458,3.48187,135.986,2.90935,144.102,2.88078,138.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.401,24.5197,24.3384,23.9539,24.6517,23.9859,24.1137,24.4651,24.7629,2021-02-07 22:00:00+00:00
4326,515,2021-02-07,0900 UTC,0.0,0.419616,311.551,0.270533,318.487,0.596332,306.922,0.372682,314.518,0.4714060000000001,314.529,0.547181,306.797,0.219518,311.7870000000001,0.589052,313.061,0.389302,344.145,2.60467e-11,3.66099e-11,2.38576e-06,2.04272e-09,9.27178e-12,3.96616e-11,0.0,4.23416e-10,1.10384e-10,22.9037,22.9344,22.8708,22.6319,22.9567,22.724,22.6634,22.7892,22.8692,2021-02-07 09:00:00+00:00
7413,516,2021-02-07,1100 UTC,0.0,1.56975,354.515,1.45064,359.1040000000001,1.36731,344.551,1.48939,0.675079,1.5104,344.811,1.25076,346.071,1.20594,9.98392,1.22261,334.366,1.69115,356.434,0.0,9.988989999999996e-10,0.0,1.29472e-11,0.0,0.0,8.93413e-08,0.0,2.8466e-12,24.1155,23.7023,24.314,23.7112,24.2792,24.0551,23.1967,24.3347,23.9392,2021-02-07 11:00:00+00:00
2099,517,2021-02-07,1200 UTC,0.2,1.80968,298.774,2.17226,305.076,1.69352,283.079,1.44707,291.737,1.85097,295.873,1.41561,275.183,1.85464,302.122,1.79689,286.567,2.0725,311.011,0.0,9.988989999999996e-10,0.0,1.29472e-11,0.0,0.0,8.93413e-08,0.0,2.8466e-12,25.1844,24.988000000000003,25.1757,25.0383,25.0686,25.1003,24.9751,24.9544,24.7962,2021-02-07 12:00:00+00:00
7087,518,2021-02-07,1300 UTC,0.2,1.83983,323.058,2.3159400000000003,322.42,1.5950799999999998,324.1790000000001,1.6983700000000002,309.996,2.20206,328.773,1.5459,317.954,2.1368400000000003,314.337,1.7292,322.263,2.80148,334.751,0.0827408,0.0287297,0.150365,0.0338032,0.155694,0.094243,0.00705089,0.177022,0.0877992,24.882,24.8429,25.0028,24.5825,24.9623,24.7281,24.7008,25.1608,24.6809,2021-02-07 13:00:00+00:00
1929,519,2021-02-07,1400 UTC,0.0,1.73807,329.105,1.66333,342.329,1.84555,322.6140000000001,1.55686,340.107,2.0572,339.754,1.51024,315.646,1.6282,358.339,2.14969,335.307,2.09104,347.737,1.46996,1.35816,1.67877,1.6024200000000002,1.42732,1.87,1.4624700000000002,1.42674,1.31504,23.2173,23.1037,23.217,23.0418,22.989,23.1446,22.8773,22.996,22.7925,2021-02-07 14:00:00+00:00
5619,520,2021-02-07,1500 UTC,0.0,0.799822,269.903,0.5340229999999999,294.156,0.45174,198.898,0.8758100000000001,196.61,0.961517,298.579,0.6280939999999999,147.812,0.6865399999999999,168.269,0.671259,247.89,0.914574,319.363,2.28084,2.16106,2.53953,2.63453,2.14863,2.9464200000000003,2.47098,2.21749,2.0272,23.2761,23.2548,23.3152,23.0386,23.2822,23.0988,23.1421,23.2595,23.1518,2021-02-07 15:00:00+00:00
2449,521,2021-02-07,1600 UTC,0.0,1.99531,149.454,1.0814700000000002,165.593,1.83658,149.69299999999996,1.90217,161.195,1.43145,138.55,1.60952,154.90200000000004,1.72134,170.609,2.07483,147.846,0.379327,315.1140000000001,2.21445,2.1438,2.41862,2.60278,2.03147,2.86023,2.46436,2.09818,1.97087,24.4833,24.4619,24.5919,24.0224,24.8105,24.1077,24.17,24.9254,24.3403,2021-02-07 16:00:00+00:00
10187,522,2021-02-07,1700 UTC,0.4,2.29248,132.304,2.29926,135.016,2.18784,133.649,2.35191,130.80100000000002,2.17712,134.089,2.15092,124.576,2.4430400000000003,129.891,2.2467200000000003,134.107,2.07642,135.593,0.827232,0.814368,0.8902059999999999,1.03417,0.759848,1.08447,1.00894,0.848458,0.743632,26.1792,26.3683,26.1032,25.7729,26.4879,25.7282,26.0533,26.3681,26.5751,2021-02-07 17:00:00+00:00
9453,523,2021-02-07,1900 UTC,0.0,4.03009,159.165,3.96047,157.372,4.03564,160.715,3.97263,156.192,4.0334900000000005,162.38,4.0126300000000015,158.775,3.81415,152.196,4.083080000000002,164.81400000000005,4.0419,159.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4274,26.6593,26.2132,26.0939,26.5883,25.9632,26.3766,26.2744,26.837,2021-02-07 19:00:00+00:00
4834,524,2021-02-07,2000 UTC,0.0,4.17741,166.766,4.15882,167.206,4.1642800000000015,166.342,4.26504,165.22400000000005,4.15445,168.782,4.23882,165.06599999999997,4.13985,165.112,4.1959,168.521,4.18942,168.71099999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5237,25.7509,25.3146,25.2074,25.6629,25.0923,25.4843,25.3501,25.9064,2021-02-07 20:00:00+00:00
5930,525,2021-02-07,2100 UTC,0.0,3.79014,160.525,3.62976,159.877,3.80897,161.10299999999995,3.79573,154.613,3.8187,163.382,3.7586,156.11700000000005,3.62124,153.017,3.87746,163.64600000000004,3.72406,163.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8488,25.0312,24.6864,24.5203,24.9615,24.4792,24.7286,24.7032,25.1494,2021-02-07 21:00:00+00:00
3885,526,2021-02-07,1000 UTC,0.0,0.605982,327.348,0.622147,339.622,0.599614,322.786,0.6269600000000001,321.703,0.645708,330.722,0.5981810000000001,313.592,0.609156,329.251,0.596123,331.441,0.647967,346.348,2.59083e-11,1.03535e-09,2.37745e-06,1.99934e-09,9.27168e-12,3.72325e-11,8.93413e-08,3.0780900000000004e-10,1.13229e-10,23.3326,23.3705,23.2274,22.9907,23.3359,23.156,23.0386,23.2343,23.2954,2021-02-07 10:00:00+00:00
3873,527,2021-02-07,1800 UTC,3.6,4.39919,159.91,4.46358,160.334,4.21457,159.783,4.51596,166.79,4.20621,159.609,4.30661,166.796,4.49448,166.12400000000005,4.07782,160.469,4.284680000000002,158.61,0.0163497999999999,0.0114698,0.0294552,0.00205112,0.0385382,0.00804782,0.000431299,0.0577128,0.0314705,26.266,26.5647,25.9974,25.7654,26.6232,25.3734,26.2489,26.2949,26.9104,2021-02-07 18:00:00+00:00
3223,528,2021-02-08,1100 UTC,0.2,1.57707,359.974,1.54227,358.474,1.7513299999999998,356.731,1.58685,2.79321,1.84016,355.199,1.8001599999999998,356.49300000000005,1.5007700000000002,0.759949,1.79663,358.84,2.05391,356.315,0.112151,0.0993747,0.120364,0.226412,0.0164167,0.193325,0.227749,0.0334582,0.00688148,22.4171,22.5221,22.4606,21.9174,22.7278,22.1719,21.9383,22.6468,22.7212,2021-02-08 11:00:00+00:00
7115,529,2021-02-08,0000 UTC,0.0,0.8876219999999999,24.3307,1.03454,24.2276,0.661012,22.4204,0.766274,8.953489999999997,1.03734,20.8307,0.5514439999999999,350.94699999999995,0.951536,22.6996,0.787401,22.9192,1.27864,21.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3704,23.3842,23.3517,23.2736,23.4671,23.2547,23.2877,23.4488,23.4804,2021-02-08 00:00:00+00:00
10197,530,2021-02-08,0200 UTC,0.0,2.4805900000000003,23.772,2.44981,25.9836,2.41184,20.993,2.5396400000000003,26.1471,2.5479,17.9904,2.36642,23.123,2.51757,29.274,2.4575,15.863,2.64624,20.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8903,22.8488,22.9772,22.4369,23.0701,22.6415,22.4137,23.0991,22.9211,2021-02-08 02:00:00+00:00
2833,531,2021-02-08,0300 UTC,0.0,1.19184,27.9102,0.7890119999999999,42.2185,1.2890700000000002,17.025,1.0712,29.6521,1.2624799999999998,17.0681,1.23699,17.2032,0.684682,52.2726,1.28523,8.18854,0.987092,28.5991,0.0828408,0.0635638,0.0553391999999999,0.125071,0.0614163,0.0581526,0.0775669,0.0583615,0.0529524,22.0085,21.9486,22.2565,21.5348,22.3094,21.8835,21.5927,22.4366,22.0771,2021-02-08 03:00:00+00:00
10592,538,2021-02-08,1000 UTC,0.0,0.8876219999999999,24.3307,1.03454,24.2276,0.661012,22.4204,0.766274,8.953489999999997,1.03734,20.8307,0.5514439999999999,350.94699999999995,0.951536,22.6996,0.787401,22.9192,1.27864,21.174,0.0209892,0.00765706,0.0485498,0.0413305,0.0080719,0.0772613,0.0203342,0.0223969,0.00060349,22.7048,22.7555,22.6586,22.3259,22.9311,22.3768,22.3633,22.8601,22.8714,2021-02-08 10:00:00+00:00
5936,539,2021-02-08,0100 UTC,0.0,1.30293,34.3144,1.3702299999999998,38.3558,1.2461,28.1259,1.39664,35.6617,1.2431299999999998,33.4145,1.25522,30.9025,1.45462,37.371,1.24806,30.6265,1.37113,31.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1732,23.2437,23.1663,22.7444,23.4303,22.8786,22.8203,23.311,23.4289,2021-02-08 01:00:00+00:00
10983,540,2021-02-08,1200 UTC,0.0,1.55982,291.589,1.7784799999999998,297.5440000000001,1.40167,299.53,1.59969,285.998,1.38066,313.556,1.59501,281.922,1.69836,297.09,1.2373,329.309,1.51383,308.363,0.121939,0.102201,0.154182,0.25441,0.0660866,0.264627,0.234782,0.0901013999999999,0.0451755,23.0716,23.4055,22.8481,23.2661,22.9898,23.2598,23.3713,22.9093,23.1195,2021-02-08 12:00:00+00:00
4601,541,2021-02-08,1400 UTC,8.0,1.41059,309.266,2.04065,310.666,0.98048,318.61,1.43992,275.80400000000003,1.7778599999999998,338.9240000000001,1.03397,268.487,1.82956,285.85,1.09568,358.656,2.5560400000000003,332.371,0.0179819,0.0154056,0.0388957,0.0586724,0.0530811,0.0875169,0.0709374,0.0591755,0.0450973,24.3112,24.2126,24.3377,24.5261,24.381,24.6059,24.5243,24.3914,23.999,2021-02-08 14:00:00+00:00
3888,542,2021-02-08,1500 UTC,2.2,1.20428,231.271,1.53613,285.692,1.53007,196.598,1.57644,203.812,1.16694,259.647,1.65815,176.09799999999996,1.40964,242.273,1.56053,208.971,1.96647,309.014,0.251676,0.28671,0.20044,0.227098,0.231181,0.212935,0.299585,0.178316,0.329506,25.0925,25.0446,24.9026,24.7651,25.1403,24.5349,24.9608,24.9375,24.7458,2021-02-08 15:00:00+00:00
4609,543,2021-02-08,1600 UTC,0.0,2.19675,189.323,1.48384,194.80900000000003,3.26153,185.778,1.60738,162.519,3.47287,190.425,2.67356,172.312,1.49924,175.58599999999996,3.95803,188.367,2.7681400000000003,189.291,0.309842,0.440838,0.213507,0.781419,0.231373,0.541427,0.794978,0.178782,0.342463,25.272,25.1169,25.2558,24.8335,25.3738,25.0406,24.9091,25.2132,25.4209,2021-02-08 16:00:00+00:00
6227,544,2021-02-08,1700 UTC,0.0,3.97916,164.864,3.74432,161.534,3.89236,165.982,4.11414,164.77599999999995,4.12579,171.42,4.03233,164.648,4.0193400000000015,163.624,4.14725,172.209,3.89482,169.638,0.320193,0.541557,0.213332,0.784173,0.247995,0.541517,0.79191,0.178844,0.5377649999999999,25.4258,25.4141,25.361,24.8881,25.7619,24.9209,25.0146,25.5425,25.9781,2021-02-08 17:00:00+00:00
8433,545,2021-02-08,1800 UTC,0.0,3.91247,167.38099999999997,3.75122,167.34900000000005,4.038880000000002,166.959,3.94449,166.41,3.94325,166.22099999999998,4.08038,167.304,3.62177,164.954,4.13496,167.68400000000003,3.79485,165.136,0.0721612,0.266692,0.0132278,0.5792,0.0168162,0.335386,0.554854,0.000529826,0.214739,25.2825,25.396,25.2149,25.0451,25.4907,25.0522,25.2475,25.4004,25.6057,2021-02-08 18:00:00+00:00
5392,546,2021-02-08,1900 UTC,0.2,4.4291800000000014,154.894,4.2043,150.878,4.540019999999998,157.3,4.43831,148.694,4.47135,160.655,4.4968900000000005,151.77,4.24673,145.525,4.62791,162.46,4.36849,157.968,0.010352,0.103092,1.6123099999999998e-05,0.00277805,0.0166245,0.000111461,0.00689447,6.33597e-05,0.201377,25.8736,25.9077,25.7553,25.5132,26.034,25.5426,25.424,25.8236,26.1964,2021-02-08 19:00:00+00:00
3678,547,2021-02-08,2000 UTC,0.0,4.28413,147.287,4.14179,145.60299999999995,4.37112,149.099,4.44303,144.591,4.16737,151.55,4.424919999999998,145.29,4.2917,144.358,4.31428,154.287,4.07717,148.84,0.0,2.89083e-05,0.0,0.0,0.0,0.0,0.00101101,0.0,0.0,25.5125,25.62,25.41,25.1089,25.7262,25.1464,25.2604,25.5157,25.8759,2021-02-08 20:00:00+00:00
5667,548,2021-02-08,2100 UTC,0.0,3.95686,140.915,3.83244,141.45600000000005,3.96711,140.5,4.1597300000000015,141.029,3.7427,140.83700000000005,4.139069999999999,139.328,3.97951,142.183,3.726,143.613,3.77791,140.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8849,24.9669,24.8306,24.4724,25.146,24.5394,24.6058,24.9967,25.2339,2021-02-08 21:00:00+00:00
10225,549,2021-02-08,2200 UTC,0.0,3.3377800000000004,139.72,3.21408,140.23,3.4415,138.67600000000002,3.46975,141.175,3.27182,136.959,3.56635,139.499,3.32399,141.565,3.2507200000000003,138.298,3.29237,137.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3999,24.4862,24.3607,23.9981,24.6558,24.0732,24.1279,24.5354,24.7578,2021-02-08 22:00:00+00:00
8793,552,2021-02-09,2200 UTC,0.0,3.17836,161.631,3.08523,160.934,3.21275,162.1,3.19135,155.721,3.1666,164.27900000000002,3.18718,157.754,3.06386,154.06799999999996,3.2465,164.593,3.15026,164.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4093,24.6349,24.2772,24.1006,24.5204,24.1042,24.3559,24.3322,24.7378,2021-02-09 22:00:00+00:00
8792,553,2021-02-09,2300 UTC,0.0,2.75912,164.357,2.57862,163.55700000000004,2.86251,164.616,2.73508,159.767,2.7893,165.06400000000005,2.82009,161.476,2.53248,158.711,2.89386,165.685,2.68787,165.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1877,24.3365,24.0771,23.8335,24.3486,23.8599,24.0171,24.1683,24.4873,2021-02-09 23:00:00+00:00
11388,554,2021-02-09,0100 UTC,0.0,1.49092,114.783,1.46583,118.955,1.59622,109.629,1.62844,119.715,1.48627,107.813,1.59371,112.735,1.68717,121.623,1.60786,111.761,1.41989,114.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7251,23.8068,23.7527,23.234,24.0119,23.4182,23.3858,23.9534,24.0756,2021-02-09 01:00:00+00:00
8108,555,2021-02-09,2100 UTC,0.2,3.60663,165.607,3.49744,165.297,3.6443,165.517,3.5923199999999995,161.918,3.64162,166.616,3.63491,163.097,3.3848199999999995,160.173,3.6973,166.421,3.62279,166.72799999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7805,24.9666,24.6299,24.4791,24.8926,24.4491,24.7014,24.682,25.0636,2021-02-09 21:00:00+00:00
3685,556,2021-02-09,2000 UTC,0.0,4.24567,166.275,4.18866,166.50599999999997,4.24523,165.84900000000005,4.29446,163.554,4.262569999999998,167.407,4.29394,163.542,4.10567,162.94899999999996,4.31644,167.392,4.281569999999999,167.31900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3301,25.5421,25.1462,25.0366,25.4358,24.9761,25.2849,25.1808,25.6425,2021-02-09 20:00:00+00:00
10609,557,2021-02-09,1900 UTC,0.0,4.66255,167.317,4.6197,167.861,4.6513,166.86700000000005,4.75895,165.378,4.66156,168.94799999999995,4.72567,165.095,4.59992,165.356,4.74788,168.917,4.66838,168.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6992,25.9169,25.5042,25.4233,25.7986,25.336,25.6897,25.5362,26.0193,2021-02-09 19:00:00+00:00
9140,558,2021-02-09,1800 UTC,0.0,4.7218,169.86900000000003,4.6801,170.514,4.7152,169.50099999999995,4.89203,168.96200000000005,4.80169,171.399,4.81605,168.083,4.80162,170.045,4.89283,171.08900000000003,4.80063,171.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9801,26.2127,25.7675,25.6505,26.0858,25.548,25.9313,25.8022,26.3291,2021-02-09 18:00:00+00:00
3928,597,2021-02-10,0400 UTC,0.0,1.17811,48.4926,1.28302,54.4246,0.8765809999999999,51.1454,1.23147,55.7777,1.15037,43.1108,0.946666,68.6552,1.39885,59.6396,1.03989,41.0822,1.2858,42.9852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8207,22.8604,22.8611,22.4111,23.0676,22.5365,22.4402,23.0022,23.0049,2021-02-10 04:00:00+00:00
6552,598,2021-02-10,0300 UTC,0.0,1.62903,43.1133,1.72423,46.8199,1.32921,39.2806,1.6814,47.099,1.57484,40.8669,1.32836,43.8938,1.7755900000000002,46.4629,1.43784,37.3559,1.72868,40.6409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1124,23.1624,23.1713,22.6706,23.4133,22.857,22.7329,23.3501,23.3683,2021-02-10 03:00:00+00:00
4640,599,2021-02-10,1200 UTC,0.0,0.978053,294.66,1.20068,299.582,0.785479,290.55,0.79965,286.839,1.09669,307.03,0.584824,265.736,0.97918,300.43,0.978861,302.628,1.27616,313.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0253,24.9152,25.074,24.837,25.0069,24.9759,24.8157,24.9914,24.7202,2021-02-10 12:00:00+00:00
7156,600,2021-02-11,2300 UTC,0.4,5.29845,84.0441,5.16895,83.5855,4.62075,87.5327,5.74808,84.5872,4.63725,83.9041,5.0301300000000015,86.7252,5.43344,86.3985,3.9439,87.0389,4.66453,82.3718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9742,26.0164,25.9195,25.5052,26.2661,25.5972,25.584,26.0923,26.3055,2021-02-11 23:00:00+00:00
7472,601,2021-02-11,0000 UTC,0.0,0.466518,359.8830000000001,0.631255,27.7397,0.337052,346.273,0.370041,330.67800000000005,0.563837,6.56662,0.242118,296.807,0.512785,20.3712,0.440337,356.9290000000001,0.7741180000000001,23.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6646,24.6907,24.6338,24.6015,24.7262,24.5715,24.627,24.6949,24.7527,2021-02-11 00:00:00+00:00
4890,602,2021-02-11,0200 UTC,0.0,1.94834,70.2009,1.80183,70.2036,1.60953,68.295,2.34322,72.3484,1.77141,69.8804,1.9594,72.219,2.17575,72.0735,1.52218,65.9948,1.61346,71.8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7227,23.8341,23.7706,23.2328,24.0238,23.4434,23.3934,23.9224,24.1087,2021-02-11 02:00:00+00:00
7796,603,2021-02-11,2100 UTC,0.0,4.79343,111.666,4.66659,112.692,4.68811,107.261,4.96282,110.929,4.64507,112.32,4.8011300000000015,107.174,4.94756,113.396,4.576309999999999,107.213,4.371580000000002,113.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3089,26.5928,26.1646,25.7698,26.6537,25.6931,26.0657,26.4761,26.9664,2021-02-11 21:00:00+00:00
