,index,Data,Horario,precipitacao_observada,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW,DataHora
8800,620,2021-02-11,0500 UTC,0.0,0.437636,82.4817,0.5284300000000001,70.4854,0.631216,107.753,0.6741520000000001,74.5518,0.393468,82.5682,0.673733,93.4126,0.653972,75.8284,0.622314,101.325,0.489536,64.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2053,23.2649,22.964,22.7809,23.4682,22.7027,22.8932,23.1907,23.4948,2021-02-11 05:00:00+00:00
5964,621,2021-02-11,0400 UTC,0.0,1.17767,60.6027,1.28161,66.4089,1.04924,60.0184,1.3977,64.8925,1.15579,63.5146,1.20899,70.2113,1.41794,68.5143,1.09838,56.8274,1.26997,67.3461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3232,23.4125,23.3611,22.8697,23.6049,23.0442,23.0112,23.5014,23.6661,2021-02-11 04:00:00+00:00
8119,622,2021-02-11,0300 UTC,0.0,0.958167,52.3973,0.968,59.1447,0.937931,43.0345,1.09677,50.5912,0.937289,57.6578,0.964996,45.2847,1.00527,54.9081,1.00009,49.1343,0.990931,56.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4604,23.5676,23.4502,22.9981,23.7725,23.1453,23.1101,23.6212,23.841,2021-02-11 03:00:00+00:00
8451,623,2021-02-11,2200 UTC,0.2,3.6766,101.333,3.69622,97.5535,3.92305,101.954,4.31531,99.6038,3.2103,104.837,4.4113,100.74,4.21197,98.6693,3.56001,102.305,3.17077,100.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0356,26.2894,25.7792,25.5349,26.3216,25.3979,25.7877,25.9919,26.6284,2021-02-11 22:00:00+00:00
7787,624,2021-02-12,0100 UTC,0.0,1.20662,288.688,1.13111,281.346,1.18716,290.76,1.28505,292.389,1.11238,280.11,1.22149,293.063,1.20776,289.526,1.16752,283.3,1.00079,267.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0725,26.1323,26.0182,25.7258,26.2567,25.7577,25.8631,26.1178,26.2172,2021-02-12 01:00:00+00:00
4386,625,2021-02-12,0000 UTC,0.0,1.1856,70.26899999999999,1.41965,68.4002,1.06444,78.7762,1.75392,76.8445,1.0688,64.5694,1.57446,81.9796,1.9193,74.8116,0.912697,69.8273,1.27282,65.4847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9973,26.0589,25.9307,25.9372,26.0559,25.8709,25.9984,25.989,26.1177,2021-02-12 00:00:00+00:00
5143,626,2021-02-12,0200 UTC,0.0,0.7520140000000001,258.077,0.857239,254.243,0.652868,251.952,0.8566450000000001,264.488,0.712691,250.791,0.776672,258.865,0.915594,260.666,0.601466,233.987,0.8685780000000001,250.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9787,26.0981,25.838,25.6284,26.1666,25.6007,25.7769,25.8985,26.2247,2021-02-12 02:00:00+00:00
8163,647,2021-02-12,2200 UTC,0.0,4.07306,72.7595,3.87291,75.3652,3.7411,72.0533,4.56179,74.7244,3.47051,71.91,4.30408,73.0288,4.15969,78.7897,3.27724,70.3311,3.48631,73.5147,0.8524729999999999,1.15093,0.444626,0.421196,1.0146700000000002,0.261838,0.503482,0.480747,1.63544,27.8763,28.014,27.9458,27.362,28.1904,27.6,27.5431,28.1067,28.3085,2021-02-12 22:00:00+00:00
10283,648,2021-02-13,0100 UTC,0.0,2.70833,42.18600000000001,2.76549,46.5585,2.53569,38.9131,3.05111,45.9368,2.5075,41.6874,2.8011,44.1358,2.9977,48.5248,2.48939,38.3191,2.6003,45.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8203,25.8673,25.8132,25.4344,26.0521,25.53,25.5216,25.938,26.0689,2021-02-13 01:00:00+00:00
6882,649,2021-02-13,0000 UTC,0.0,0.247004,167.47099999999998,0.8693790000000001,93.7948,0.492959,154.994,1.4449,102.591,0.338131,137.826,1.26767,103.544,1.81986,95.7078,0.560569,135.105,0.706066,96.9452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8109,25.8242,25.793000000000006,25.7363,25.8853,25.7171,25.7509,25.8689,25.8971,2021-02-13 00:00:00+00:00
5182,650,2021-02-13,2300 UTC,1.0,2.40353,175.291,2.3606,174.42,2.46421,177.005,2.50317,157.688,2.73919,184.807,2.36353,165.384,2.64244,156.25,2.8439400000000004,180.68400000000003,2.71253,187.738,0.959366,1.15179,0.699642,1.11268,0.695272,0.929599,1.12832,0.479245,0.96705,27.708,27.9548,27.5055,27.639,27.2697,27.5412,27.8994,27.0851,27.4033,2021-02-13 23:00:00+00:00
6868,651,2021-02-13,0200 UTC,0.0,2.89441,35.1829,3.06876,39.1326,2.58347,32.103,3.19303,40.4002,2.8189,33.2815,2.82431,38.9581,3.22906,42.1533,2.70655,30.3119,2.9260900000000003,36.3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2328,25.2809,25.2404,24.8773,25.4592,25.013,24.9376,25.3376,25.4819,2021-02-13 02:00:00+00:00
7496,652,2021-02-13,2200 UTC,0.4,2.46297,184.2,2.26256,184.314,2.69367,181.733,2.1284,165.74400000000003,2.87242,191.98,2.41221,161.099,2.00816,171.266,3.0806,189.783,2.66122,191.215,0.942764,1.13266,0.685757,1.08595,0.683511,0.910097,1.09715,0.468184,0.954794,28.0228,28.3403,27.7467,28.1802,27.5332,28.1119,28.4028,27.1422,27.9048,2021-02-13 22:00:00+00:00
9890,653,2021-02-13,2100 UTC,0.2,2.59557,192.288,2.69471,194.126,2.65343,190.698,2.53141,191.7,2.93106,190.138,2.42194,190.741,2.77896,192.874,2.9942900000000003,188.372,2.89868,189.787,0.373478,0.57719,0.206022,0.434858,0.273324,0.290208,0.483276,0.156209,0.466015,28.2127,28.4823,27.9464,28.3087,27.9572,28.1094,28.6262,27.6388,28.23,2021-02-13 21:00:00+00:00
8144,654,2021-02-13,2000 UTC,0.4,2.84721,139.251,3.16952,140.10399999999998,2.5272,149.329,3.2800300000000004,134.291,2.94077,169.05700000000004,2.82114,128.822,3.45755,140.543,3.11003,178.426,2.91834,162.248,0.0,1.49012e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.45058e-09,30.6956,30.8399,30.5835,29.9767,30.6195,30.0947,30.2257,29.9142,30.9999,2021-02-13 20:00:00+00:00
6260,655,2021-02-13,1900 UTC,0.8,3.56724,122.128,2.9994,121.478,3.85778,117.656,3.68301,119.544,3.6595,123.499,3.89373,117.274,3.2901199999999995,120.055,3.82881,116.061,3.11673,125.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.064,31.4364,30.8086,30.6521,31.2623,30.4965,30.9999,31.0048,31.6068,2021-02-13 19:00:00+00:00
6269,656,2021-02-13,1800 UTC,0.0,3.13851,115.866,2.89459,116.49,3.2540400000000003,109.147,3.34351,119.929,2.9807200000000003,113.349,3.41969,113.34,3.13518,122.126,2.98473,104.353,2.41745,113.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1347,32.361,31.9527,31.599,32.3663,31.5052,31.9032,32.1918,32.5727,2021-02-13 18:00:00+00:00
4905,657,2021-02-13,1700 UTC,0.0,1.68213,305.689,1.67451,297.107,1.63407,308.481,1.10526,294.663,1.61057,323.39,0.566429,296.16,1.33928,288.651,1.7409599999999998,324.55,1.4815,314.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8849,32.869,32.9305,32.6619,32.8839,32.6998,32.7966,32.9033,32.5575,2021-02-13 17:00:00+00:00
8811,658,2021-02-13,1600 UTC,0.0,2.17805,298.71,2.01106,293.98,2.35842,306.413,2.25255,290.378,2.08062,307.704,2.3987700000000003,298.23,2.17818,286.369,2.2650200000000003,313.067,1.7963,301.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1189,32.0385,32.1688,31.946,32.1195,32.0426,32.0313,32.1253,31.8441,2021-02-13 16:00:00+00:00
8520,669,2021-02-13,0500 UTC,0.0,1.08824,19.248,1.03699,26.7834,1.17045,14.9341,1.17363,29.5884,1.18854,3.09818,1.17252,27.4697,1.23158,36.3212,1.26518,2.40686,1.3319299999999998,5.1672400000000005,0.00526073,0.00496849,0.00941103,0.0055673,0.00652599,0.00890981,0.00547156,0.00833868,0.00675207,24.7257,24.7638,24.7201,24.326,24.7982,24.4625,24.3866,24.743,24.664,2021-02-13 05:00:00+00:00
9933,670,2021-02-13,0400 UTC,0.0,1.53286,56.682,2.2888900000000003,58.9794,0.65875,59.2959,2.5186,64.6718,1.37937,45.5627,1.68741,67.7191,2.7124,66.6368,0.918949,42.2723,1.91443,52.664,0.0132781,0.014007,0.0151615,0.010625,0.0169277,0.0106716,0.0137377,0.0184036,0.0162623,24.9345,25.0052,24.9157,24.6085,25.1647,24.5763,24.6908,25.0993,25.1549,2021-02-13 04:00:00+00:00
6607,671,2021-02-13,0300 UTC,0.0,3.31958,59.2569,3.38237,61.6853,2.68748,60.0613,3.90714,63.7294,2.83393,56.3752,3.50011,63.6135,3.63347,66.6412,2.35782,56.1436,3.12995,59.4456,0.0132781,0.014007,0.0151615,0.010625,0.0169277,0.0106716,0.0137377,0.0184036,0.0162623,25.0749,25.0349,25.1145,24.727,25.248,24.8555,24.7157,25.1922,25.2207,2021-02-13 03:00:00+00:00
6019,672,2021-02-14,0200 UTC,3.2,2.5197700000000003,278.165,2.60384,272.427,2.34753,278.23400000000004,2.55498,278.284,2.56873,277.444,2.38885,279.786,2.64517,271.374,2.38538,276.4,2.6202400000000003,273.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2583,25.2674,25.2908,24.9659,25.3871,25.0989,25.0255,25.3283,25.3391,2021-02-14 02:00:00+00:00
6302,673,2021-02-14,0100 UTC,3.6,2.30194,267.085,2.55583,264.663,2.15774,265.421,2.30321,263.16,2.43993,268.125,2.18761,262.855,2.55004,262.258,2.23312,266.956,2.62745,264.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8623,25.8701,25.8442,25.5631,26.0145,25.6246,25.6169,25.8929,25.9521,2021-02-14 01:00:00+00:00
11069,674,2021-02-14,0300 UTC,0.4,1.8919,291.107,1.97936,281.629,1.77498,292.54,1.95082,291.75,1.8684,290.235,1.85226,293.019,2.02427,280.789,1.73678,292.515,1.95685,281.29,0.0676127,0.0588717,0.0764433,0.053888,0.0818315,0.0541007,0.0500744,0.0978743,0.0674883,24.4592,24.4515,24.5009,24.1764,24.5893,24.3305,24.2054,24.5404,24.5458,2021-02-14 03:00:00+00:00
7535,675,2021-02-14,0000 UTC,8.8,1.44106,329.397,1.06512,327.357,1.80756,328.715,1.36987,344.3230000000001,1.60506,329.186,1.7535599999999998,332.93300000000005,0.906429,348.15,1.8875,332.083,1.3032700000000002,327.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9606,26.0058,25.911,25.9254,25.9942,25.876,25.9704,25.9445,26.0394,2021-02-14 00:00:00+00:00
10686,676,2021-02-14,1800 UTC,0.0,4.5025,174.658,4.5183800000000005,176.90200000000004,4.57774,173.14,4.58432,171.635,4.65169,176.265,4.56055,170.231,4.49611,174.321,4.823919999999998,175.09099999999995,4.625859999999999,177.543,0.00421873,0.00211495,0.000674993,0.0012238,0.00561538,0.0002909,0.00025928,0.000421882,0.00447419,30.3674,30.7609,30.2124,30.5474,30.3069,30.4183,30.8324,29.9996,30.5092,2021-02-14 18:00:00+00:00
9938,677,2021-02-14,2300 UTC,0.0,2.03413,34.0638,1.96193,38.3196,2.01529,29.5328,2.26686,30.6409,1.8007,30.5862,2.22387,25.3265,2.07931,36.1445,1.7985799999999998,29.8797,1.87439,30.6939,0.358112,0.243681,1.64772,0.368244,0.4794350000000001,2.08576,0.0814368,1.08853,0.654644,28.1976,28.2366,28.122,27.8255,28.2865,27.9057,27.8078,28.1515,28.1781,2021-02-14 23:00:00+00:00
9917,678,2021-02-14,2200 UTC,0.0,2.52805,66.1288,1.83052,71.2217,2.73204,58.1769,2.62564,70.4771,2.52107,55.8385,2.74904,59.2446,1.95647,74.3819,2.88418,57.7188,1.70474,38.4703,0.312814,0.0524666999999999,1.64657,0.364971,0.306946,2.08575,0.00973457,1.07305,0.295627,27.8844,28.1909,27.5654,27.5234,28.0759,27.3399,27.839,27.7339,28.0139,2021-02-14 22:00:00+00:00
6623,691,2021-02-14,0700 UTC,0.0,3.34839,304.447,3.37874,296.127,3.61831,310.84,3.55932,304.801,3.32941,302.273,3.87308,311.2920000000001,3.39426,295.029,3.52768,308.699,3.4617400000000003,296.346,0.0772883,0.0808731,0.0707623,0.0825878,0.0766111,0.0731475,0.085951,0.0708762,0.0820885,23.8847,23.9289,23.8876,23.611,23.9932,23.7079,23.7024,23.9247,24.0032,2021-02-14 07:00:00+00:00
7231,692,2021-02-14,0600 UTC,0.0,3.6882,301.043,3.5827,298.351,3.816980000000001,304.2940000000001,3.65239,302.652,3.83096,298.45,3.81261,305.6140000000001,3.3915300000000004,300.074,3.92247,302.012,3.83184,295.703,0.0230483,0.0314728,0.0186778,0.0225452,0.0276291,0.0161347999999999,0.032994,0.0265373,0.031307,24.5667,24.6638,24.5302,24.2314,24.71,24.2903,24.3682,24.6042,24.7679,2021-02-14 06:00:00+00:00
7545,693,2021-02-14,0500 UTC,0.0,1.65972,303.0370000000001,1.7003700000000002,293.664,1.73567,309.829,1.69047,302.701,1.7286700000000002,300.368,1.78433,309.293,1.65728,291.911,1.76816,307.0,1.79683,292.522,0.0354646,0.0424047,0.0329864,0.0327394,0.0458913,0.0258832,0.0432238,0.0509575,0.0453559,24.4125,24.4674,24.4204,24.0714,24.5869,24.1844,24.1679,24.5122,24.6217,2021-02-14 05:00:00+00:00
7541,694,2021-02-14,0400 UTC,0.6,0.802949,293.809,0.804848,278.411,0.830211,304.527,0.776097,288.563,0.839922,293.278,0.795189,300.741,0.8387549999999999,273.948,0.8668680000000001,300.143,0.7763979999999999,273.955,0.0880932,0.0886482,0.0915263,0.0744658,0.105813,0.0677261,0.0817865,0.11914,0.0963236,24.4415,24.4483,24.4661,24.1034,24.5942,24.2205,24.16,24.5518,24.5403,2021-02-14 04:00:00+00:00
7542,695,2021-02-14,1200 UTC,0.0,2.6494,209.915,3.31144,232.429,2.60736,182.053,2.7356700000000003,217.682,2.88288,204.457,2.57107,195.925,3.08411,234.879,2.82362,175.96200000000005,3.73962,226.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7714,29.0804,28.4986,28.4919,28.846,28.3338,28.8401,28.467,29.1584,2021-02-14 12:00:00+00:00
7228,696,2021-02-15,0900 UTC,0.0,1.04436,77.3442,1.08956,105.704,1.68107,87.6579,1.6778,86.2597,0.549962,78.0461,2.0985,84.0116,1.80611,102.398,1.45357,100.448,0.183213,305.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1532,26.171,25.7315,25.825,26.195,25.7783,25.9054,25.5522,26.2374,2021-02-15 09:00:00+00:00
6620,697,2021-02-15,1100 UTC,0.0,0.767049,201.109,0.894523,212.693,0.577955,180.64,0.676926,174.408,0.8814719999999999,208.692,0.687592,149.519,0.690282,209.737,0.685027,206.794,1.01913,205.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7378,28.7588,28.7261,28.6579,28.7305,28.6328,28.7316,28.6724,28.7934,2021-02-15 11:00:00+00:00
8555,770,2021-02-18,0700 UTC,0.0,0.344822,152.983,0.309897,149.847,0.292088,135.97899999999998,0.158419,196.355,0.39328,151.376,0.170461,132.276,0.215614,190.094,0.256757,132.989,0.393785,149.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9455,27.0761,26.8074,26.8109,27.0121,26.7338,26.9311,26.8798,27.1095,2021-02-18 07:00:00+00:00
11096,771,2021-02-18,0500 UTC,0.0,1.42756,208.252,1.57249,207.424,1.3267,215.772,1.52285,215.829,1.36435,204.569,1.38212,224.838,1.76273,211.601,1.3492,210.43400000000003,1.43058,205.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.446,27.5212,27.426,27.1502,27.5995,27.1928,27.2682,27.4936,27.6012,2021-02-18 05:00:00+00:00
7888,772,2021-02-18,1100 UTC,0.0,1.64929,279.87,1.73194,273.921,1.57812,289.242,1.4650299999999998,278.11400000000003,1.85154,277.862,1.43295,290.518,1.5105,274.238,1.6921,285.9240000000001,1.91506,269.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8672,27.8365,27.9164,27.5703,27.9553,27.6939,27.6232,27.9368,27.8675,2021-02-18 11:00:00+00:00
10712,773,2021-02-18,0300 UTC,1.4,2.08989,348.844,1.80612,355.064,2.45253,340.5440000000001,2.11743,346.582,2.1041,349.399,2.48627,339.282,1.78765,350.8180000000001,2.43737,339.727,1.90591,359.524,0.000400136,0.0008100189999999,0.000145951,0.000541375,0.000374362,0.000214273,0.000910111,0.000134522,0.0008369,27.3487,27.3203,27.3807,27.028,27.4702,27.1532,27.0443,27.4596,27.3457,2021-02-18 03:00:00+00:00
9976,774,2021-02-18,0200 UTC,9.2,2.42498,306.463,2.54971,306.051,2.43013,306.008,2.54229,306.44,2.40703,300.02,2.57507,308.503,2.52365,302.497,2.47724,298.502,2.5175400000000003,304.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4721,27.3455,27.597,27.1082,27.7429,27.2619,27.1682,27.7916,27.4921,2021-02-18 02:00:00+00:00
8886,775,2021-02-18,0000 UTC,0.0,1.90658,293.813,1.80248,288.082,1.97125,298.502,1.8821,294.338,1.9857,292.3590000000001,1.93991,300.2270000000001,1.80842,285.03,2.05545,296.117,1.84661,288.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.36,27.4462,27.2681,27.2798,27.4395,27.1882,27.3658,27.3475,27.5257,2021-02-18 00:00:00+00:00
7887,776,2021-02-18,0900 UTC,0.0,0.5912810000000001,298.312,0.577091,276.516,0.7006060000000001,315.693,0.623479,290.2270000000001,0.627487,306.971,0.7092109999999999,305.508,0.6235109999999999,270.874,0.718491,323.55,0.630282,285.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5117,26.5722,26.4722,26.2067,26.6638,26.2495,26.3184,26.5601,26.6691,2021-02-18 09:00:00+00:00
9590,777,2021-02-18,0400 UTC,0.2,0.348596,47.4088,0.335518,80.2696,0.379421,17.1889,0.315172,30.8162,0.38165,67.8151,0.390165,3.3380400000000003,0.231322,84.4327,0.370664,41.3421,0.452971,86.8458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2443,27.2728,27.2297,26.9767,27.3341,27.0491,27.0431,27.2426,27.3421,2021-02-18 04:00:00+00:00
11105,778,2021-02-18,1000 UTC,0.0,1.90658,293.813,1.80248,288.082,1.97125,298.502,1.8821,294.338,1.9857,292.3590000000001,1.93991,300.2270000000001,1.80842,285.03,2.05545,296.117,1.84661,288.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8893,26.8416,26.9266,26.5467,27.063,26.6662,26.6007,27.0367,26.9267,2021-02-18 10:00:00+00:00
11509,779,2021-02-18,0100 UTC,12.2,1.66826,321.829,1.7071900000000002,317.695,1.57917,323.811,1.65883,317.474,1.6979400000000002,326.467,1.6297,319.981,1.6899099999999998,311.519,1.58122,327.128,1.61179,325.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9424,27.9315,27.9061,27.6067,28.0535,27.6516,27.7137,27.9901,27.8916,2021-02-18 01:00:00+00:00
9252,780,2021-02-18,2300 UTC,0.0,1.95496,78.4109,0.967441,62.5978,1.86698,83.5532,2.49571,70.9847,1.01224,36.4258,1.8498,76.9049,2.17386,76.4249,1.75767,75.7919,1.12242,322.507,0.00610286,0.00545973,0.00939505,0.0055531,0.00944981,0.00566982,0.00519016,0.017668,0.00607881,27.6964,27.7115,27.4718,27.2311,27.6073,27.201,27.4468,27.643,27.0401,2021-02-18 23:00:00+00:00
7235,781,2021-02-18,1300 UTC,0.0,0.769624,84.5233,0.8430690000000001,322.5540000000001,1.19796,99.4812,1.35044,80.6449,0.537538,329.67,1.14684,88.295,0.924268,67.9638,0.878411,93.3196,1.68068,308.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5563,30.4455,30.4395,30.1943,30.617,30.2581,30.3211,30.572,30.1443,2021-02-18 13:00:00+00:00
8881,782,2021-02-18,1400 UTC,0.2,0.637674,251.87,1.4805,270.475,0.587446,127.666,0.745476,114.704,1.98709,251.992,1.22587,122.655,0.294092,196.414,1.72714,216.419,2.09961,260.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.829,31.8296,31.8589,31.4839,31.8367,31.5258,31.6945,31.8587,31.6752,2021-02-18 14:00:00+00:00
11112,783,2021-02-18,1500 UTC,0.0,2.6915400000000003,169.528,2.12778,173.636,2.6964900000000003,166.91099999999997,2.47665,170.23,2.70863,178.688,2.5449900000000003,168.085,2.76759,170.28400000000005,2.64533,170.49900000000005,1.79194,180.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1733,32.6071,31.9065,31.6947,32.4291,31.6669,32.168,32.0622,32.8225,2021-02-18 15:00:00+00:00
9258,784,2021-02-18,1600 UTC,0.0,3.67403,119.725,2.80329,121.804,3.78215,117.002,3.87811,120.15,2.99051,112.809,4.0124,116.97,3.67365,121.118,3.6836,117.747,0.967665,65.0587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7121,32.1355,31.5647,31.1102,32.3773,31.0208,31.3539,31.8683,32.7474,2021-02-18 16:00:00+00:00
8230,785,2021-02-18,1700 UTC,0.0,4.28661,115.266,4.02721,115.662,4.44206,112.231,4.630669999999999,117.185,3.99219,114.914,4.64923,113.423,4.52041,119.435,4.1613,112.182,3.66458,115.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8094,31.934,31.7078,31.2037,32.1064,31.1543,31.3974,31.964,32.2771,2021-02-18 17:00:00+00:00
10760,853,2021-02-21,0800 UTC,0.0,0.78145,334.089,0.571205,331.645,0.963317,335.8230000000001,0.8746200000000001,328.961,0.669764,338.3540000000001,1.02357,330.977,0.6717890000000001,327.447,0.8302290000000001,336.858,0.534354,351.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6024,24.6388,24.585,24.3118,24.6789,24.3903,24.4218,24.6145,24.6117,2021-02-21 08:00:00+00:00
11144,854,2021-02-21,0700 UTC,0.0,0.325457,267.211,0.445215,253.207,0.400255,278.976,0.515979,256.61,0.164026,274.139,0.493762,274.875,0.631508,246.785,0.339209,270.161,0.331928,255.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6405,24.667,24.6778,24.3383,24.7891,24.4547,24.4098,24.7446,24.7224,2021-02-21 07:00:00+00:00
11535,855,2021-02-21,0600 UTC,0.0,0.371434,256.322,0.413369,249.223,0.393918,271.033,0.5093409999999999,255.667,0.236557,260.785,0.571905,275.141,0.6514850000000001,241.256,0.256548,257.126,0.204495,257.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5667,24.5532,24.5928,24.3181,24.6514,24.4277,24.3699,24.6282,24.5635,2021-02-21 06:00:00+00:00
11139,856,2021-02-21,0500 UTC,0.2,1.00311,321.826,0.916272,329.902,1.12607,314.583,1.03776,319.324,0.997005,338.171,1.16851,312.774,0.919889,328.036,1.08174,329.677,0.976706,351.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7032,24.7711,24.6664,24.502,24.7493,24.5986,24.5972,24.6858,24.6566,2021-02-21 05:00:00+00:00
11529,857,2021-02-21,0400 UTC,0.0,0.885051,14.1395,1.0091,10.2139,0.8088350000000001,13.8335,0.8739120000000001,17.1435,1.20392,359.841,0.749216,5.44827,0.972897,22.3627,0.984856,6.12265,1.58377,359.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1978,25.2264,25.172,24.8198,25.2488,24.9571,24.9524,25.246,25.0426,2021-02-21 04:00:00+00:00
9269,858,2021-02-21,0300 UTC,0.0,1.6539700000000002,40.8111,1.68967,42.1946,1.58295,39.6032,1.6746599999999998,43.0399,1.62094,29.6112,1.54147,40.7377,1.73217,44.9854,1.55984,30.305,1.76601,28.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4724,25.4927,25.4854,25.0163,25.6563,25.1464,25.0611,25.6003,25.5609,2021-02-21 03:00:00+00:00
9998,859,2021-02-21,0200 UTC,0.4,1.08246,47.2808,1.15007,45.3461,1.03519,44.2106,1.20355,46.9225,0.985373,25.5508,0.99498,47.7673,1.31438,43.6155,0.987095,36.5485,1.38812,19.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9854,26.0594,25.9712,25.5219,26.228,25.6497,25.5946,26.158,26.1047,2021-02-21 02:00:00+00:00
10748,860,2021-02-21,0100 UTC,0.6,1.26856,58.5958,1.18973,56.6171,1.15606,60.0792,1.51107,60.5802,1.10181,60.5249,1.2813,64.1157,1.3562,57.6613,1.13436,60.5717,1.07743,55.8316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2735,26.351,26.2828,25.8177,26.5458,25.9682,25.9535,26.4347,26.5926,2021-02-21 01:00:00+00:00
9636,861,2021-02-21,0000 UTC,3.2,0.589118,252.469,0.7898569999999999,253.247,0.4108060000000001,250.914,0.615007,249.7,0.674823,259.824,0.428488,253.418,0.805813,246.199,0.50797,255.489,0.901081,257.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1962,26.2326,26.1546,26.1104,26.2813,26.0701,26.1454,26.2385,26.3187,2021-02-21 00:00:00+00:00
9264,862,2021-02-21,2300 UTC,0.0,3.46641,125.194,3.33801,128.751,3.28147,117.399,3.67573,125.085,3.2170400000000003,123.044,3.52374,117.999,3.66657,128.25,2.9734,116.044,3.11934,128.535,0.0209242,0.0133861,0.00888436,0.0699699,0.000336644,0.0419907,0.0293536,0.000663771,0.0005453999999999,25.709,25.9229,25.6337,25.2603,26.0075,25.2034,25.4995,25.9076,26.1668,2021-02-21 23:00:00+00:00
10743,863,2021-02-21,1000 UTC,0.0,0.589118,252.469,0.7898569999999999,253.247,0.4108060000000001,250.914,0.615007,249.7,0.674823,259.824,0.428488,253.418,0.805813,246.199,0.50797,255.489,0.901081,257.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2242,25.2888,25.1706,24.8233,25.4402,24.8561,24.9418,25.3185,25.4344,2021-02-21 10:00:00+00:00
