,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20210823,1,0.734622,94.462,0.632092,86.4482,1.81424,98.1493,1.00371,98.5561,0.735354,74.2428,1.91487,91.5426,0.803804,121.656,1.85663,99.8738,0.804562,59.2562
1,20210823,2,3.22888,27.7336,3.16598,37.9261,2.8231,16.5598,3.94768,33.6555,2.80076,25.6382,3.00813,23.3637,3.70651,42.2359,2.83207,19.2142,2.84683,34.6331
2,20210823,3,1.56764,81.0513,1.82827,75.5406,1.73974,89.4563,2.51201,73.8411,1.21531,78.9766,2.2935,85.3863,2.61516,75.0635,1.49617,79.8516,1.50935,75.6257
3,20210823,4,2.02556,58.9127,2.08511,67.2044,2.03781,65.3204,2.7087,65.0818,1.28179,34.1835,2.6477,65.2995,2.74867,74.9387,1.3807,47.553,1.69352,52.4229
4,20210823,5,0.466092,124.115,0.571045,69.27,0.606588,168.169,1.45694,97.8331,0.653198,25.4281,0.950426,131.789,1.70673,82.5264,0.41028,25.6732,0.757703,20.2601
5,20210823,6,1.27328,70.1505,1.79189,82.6313,0.988439,45.7714,1.64019,76.7496,0.965027,50.9717,1.3934,54.7769,2.05427,91.8221,1.00207,41.5913,1.31975,67.1806
6,20210823,7,0.546204,112.812,0.87645,142.846,1.63285,89.132,1.13753,94.1965,0.671534,178.03,2.05313,84.1038,1.33136,122.756,1.09347,105.018,0.895031,169.081
7,20210823,8,1.20952,94.9654,0.196643,121.779,2.2116,98.9187,1.54988,93.1835,1.39495,116.963,2.31707,92.0186,0.712026,132.17,2.24369,110.799,0.448734,154.873
8,20210823,9,1.49613,101.253,0.74233,99.6205,2.19273,103.992,1.76115,102.323,1.39401,104.785,2.24959,99.0114,1.14349,111.116,2.21987,110.536,0.534751,83.5514
9,20210823,10,0.85882,100.842,0.289232,285.434,2.05989,105.833,1.18597,99.8182,1.27245,131.925,2.11789,96.0908,0.394817,137.617,2.17293,118.136,0.559016,199.205
10,20210823,11,0.734622,94.462,0.632092,86.4482,1.81424,98.1493,1.00371,98.5561,0.735354,74.2428,1.91487,91.5426,0.803804,121.656,1.85663,99.8738,0.804562,59.2562
11,20210823,12,1.24611,141.051,0.619684,154.35,1.59297,129.523,0.750485,125.259,1.59585,150.803,1.63674,109.518,0.623576,148.88,1.52874,145.497,1.37187,159.819
12,20210823,13,1.5264,174.017,1.70037,176.774,1.24483,175.288,1.35414,170.459,1.58806,176.354,1.10585,161.523,1.48344,179.477,1.30277,184.193,1.77266,172.251
13,20210823,14,0.804181,226.472,1.03291,215.029,0.689073,247.575,0.926974,226.169,0.817086,238.303,0.801129,239.054,1.08183,222.659,0.835749,274.882,0.896381,227.699
14,20210823,15,1.07556,293.76,0.982935,295.398,1.24021,310.877,1.08426,277.207,1.3104,319.884,1.21996,296.409,0.936886,274.5,1.4368,322.783,1.13753,322.594
15,20210823,16,1.9244,331.565,1.88876,337.215,2.02511,331.597,2.11909,339.902,1.94602,342.977,1.96838,330.464,2.24331,347.483,2.16779,346.508,1.78209,339.138
16,20210823,17,2.31589,314.28,2.28969,315.706,2.33988,318.144,1.80232,330.634,2.31821,323.581,1.90837,325.939,1.76001,336.797,2.35605,332.711,2.28094,314.062
17,20210823,18,1.90572,333.528,1.75715,333.581,2.08659,326.604,2.00581,352.151,1.76626,328.734,2.0686,344.836,1.92577,351.509,1.97974,336.704,1.71515,322.134
18,20210823,19,2.98169,118.692,1.77885,121.694,3.10966,114.859,3.36002,117.75,1.3305,100.076,3.41874,113.043,3.33408,124.011,2.5829,119.917,0.640087,346.484
19,20210823,20,3.83227,117.423,3.54657,121.171,3.83576,110.245,4.1061,118.893,3.70007,115.29,4.07947,112.493,3.91704,123.387,3.68761,107.596,3.4179,119.358
20,20210823,21,5.06639,109.613,4.96454,111.831,5.03509,105.35,5.04651,108.748,5.04708,110.644,4.86532,104.286,5.1009,113.037,5.09454,105.424,4.7673,112.58
21,20210823,22,4.98463,100.449,5.12697,100.962,4.78259,100.238,5.09146,99.9378,4.6917,101.306,4.67552,97.9534,5.31713,103.117,4.76421,101.477,4.77328,99.6958
22,20210823,23,5.82666,90.2441,5.90347,90.2533,5.2283,91.3247,5.91447,89.6091,5.43248,90.7206,5.13767,88.5402,6.03089,92.492,5.08533,93.2206,5.51963,88.2554
23,20210823,24,5.80375,71.6805,5.17054,76.0954,5.51062,70.6855,6.05326,72.4648,5.3401,70.7851,5.80472,69.6418,5.41805,79.6859,5.01945,71.6949,4.88992,72.7831
24,20210823,25,4.29696,68.7336,4.29084,74.8998,4.04287,66.7689,4.64857,69.6232,3.8494,67.9108,4.47572,65.7158,4.51503,78.9369,3.51774,68.0541,4.01738,71.8253
25,20210823,26,4.68546,66.861,4.57591,73.4777,4.34265,67.1236,4.96324,66.9581,4.00405,65.8549,4.68028,65.1086,4.74316,76.8493,3.37575,66.8534,4.13691,70.8358
26,20210823,27,4.88496,66.1412,4.66291,74.6907,4.39889,62.898,5.28329,67.0979,3.14112,64.7463,5.0616,64.3199,4.97465,77.5551,1.93049,59.1889,3.91804,71.2305
27,20210823,28,4.19177,62.1493,3.97682,70.9136,3.71655,61.3137,4.72532,62.1359,3.49671,61.9056,4.52592,59.9707,4.30918,73.4884,2.44343,58.1989,3.50574,68.642
28,20210823,29,3.57123,63.5508,3.58863,73.8221,3.29005,61.6857,3.92287,62.3648,2.79367,61.9822,3.86116,58.8123,3.84491,75.8439,2.09884,60.455,3.14354,69.8694
29,20210823,30,2.79805,66.6675,2.95471,76.5389,2.88851,64.0751,3.02464,65.3771,2.39261,62.8608,3.22442,61.3644,3.02623,78.6423,2.29882,62.3026,2.61459,72.5387
30,20210823,31,1.22119,64.6459,1.90685,86.1114,1.54135,72.3556,1.6239,65.7575,0.306109,36.6961,1.94179,67.1402,1.99943,87.5577,0.987548,85.0425,1.61305,86.8312
