,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20210804,1,3.09379,285.254,3.44475,289.062,2.50813,274.645,1.7859,290.539,3.28829,282.591,1.19998,265.526,2.64548,297.226,3.05716,279.223,3.6134,286.39
1,20210804,2,0.855597,239.251,0.731799,237.322,1.02125,236.778,0.819271,236.342,0.953184,237.467,0.920923,237.853,0.658784,235.887,1.1754,235.827,0.91811,232.215
2,20210804,3,2.03561,249.101,2.0939,242.271,2.15455,258.001,1.2575,248.116,2.19235,248.662,1.42845,258.522,1.37889,242.627,2.14675,258.091,2.22403,238.031
3,20210804,4,1.04127,301.384,1.18451,299.221,0.988751,297.189,0.861676,308.475,1.13249,302.129,0.779424,311.217,0.970809,304.827,1.1591,295.899,1.28037,296.33
4,20210804,5,1.13756,319.814,1.68633,320.131,1.07191,309.789,0.986191,321.894,1.4395,297.676,1.09425,317.694,0.995354,316.012,1.26077,291.869,2.38375,311.284
5,20210804,6,2.02181,278.481,2.33462,278.948,2.07938,282.472,1.36001,284.85,2.31253,281.146,1.7558,285.914,1.85621,282.97,1.81456,282.659,2.62423,282.065
6,20210804,7,0.976189,288.753,1.36589,293.099,0.872216,283.276,1.06917,283.848,1.37393,277.791,0.889657,289.003,1.27617,290.756,1.27184,271.567,1.79889,284.47
7,20210804,8,2.20351,291.378,2.43123,288.639,2.15653,296.365,1.5622,297.032,2.5184,291.331,1.78804,300.863,1.58859,290.239,1.68439,294.898,3.07443,290.035
8,20210804,9,2.28467,309.104,2.62848,302.319,2.02227,312.905,1.39837,320.021,2.31196,312.998,1.29674,341.996,2.12492,301.411,1.66681,319.017,2.75569,308.103
9,20210804,10,1.24372,353.25,1.27305,310.263,1.83657,8.8197,1.44244,327.562,0.979482,308.9,1.45896,348.908,1.50418,310.991,1.07003,336.91,1.99976,290.324
10,20210804,11,3.09379,285.254,3.44475,289.062,2.50813,274.645,1.7859,290.539,3.28829,282.591,1.19998,265.526,2.64548,297.226,3.05716,279.223,3.6134,286.39
11,20210804,12,1.89657,269.002,2.4119,279.696,1.57276,264.106,1.04518,245.579,2.55372,276.684,0.73762,251.752,1.65732,270.455,2.26742,273.703,2.94291,282.359
12,20210804,13,1.68321,263.666,1.74768,266.834,1.60534,272.914,1.83868,263.37,1.72006,263.067,1.6488,262.514,1.86998,266.447,1.58196,272.253,1.85763,266.258
13,20210804,14,1.26929,276.673,1.65047,291.139,1.10386,267.253,1.24144,274.344,1.32105,272.62,1.14166,258.685,1.70146,283.374,0.980152,274.362,1.5702,296.084
14,20210804,15,1.12764,224.264,1.24439,298.761,2.26267,201.001,2.02532,209.528,0.84553,226.493,2.50226,202.857,1.38418,254.97,2.21759,202.268,1.46114,325.647
15,20210804,16,3.99419,197.919,4.17632,194.013,3.83276,200.89,4.12302,204.279,3.84405,195.993,3.89885,208.097,4.1646,202.142,3.67599,195.736,3.73038,194.148
16,20210804,17,3.63591,195.705,3.48566,193.512,3.734,198.839,3.6083,200.763,3.71275,192.239,3.56103,203.802,3.57098,198.874,3.81263,194.209,3.57213,190.902
17,20210804,18,3.75686,194.858,3.76924,193.86,3.70319,195.017,3.60627,193.472,3.83403,192.646,3.48994,191.91,3.66208,195.283,3.84873,194.063,3.84529,190.468
18,20210804,19,3.93525,185.132,3.89691,186.61,3.89058,184.492,3.85447,183.403,4.03565,188.068,3.74197,183.21,3.83917,184.843,4.04246,186.748,4.04945,188.921
19,20210804,20,3.721,178.62,3.72283,179.529,3.656,178.161,3.64815,178.483,3.79031,176.411,3.52786,177.649,3.65151,180.228,3.77828,176.388,3.8176,176.833
20,20210804,21,3.50999,165.98,3.53617,166.251,3.4434,165.874,3.47858,166.06,3.52857,164.692,3.34456,166.185,3.52649,166.424,3.47402,165.822,3.59624,164.926
21,20210804,22,3.21295,157.164,3.08438,157.815,3.2037,157.323,3.23502,156.273,3.16017,158.44,3.16108,156.568,3.12007,156.216,3.26901,159.268,3.01388,159.302
22,20210804,23,2.46861,149.997,2.28829,149.109,2.52524,150.416,2.68047,144.047,2.47787,153.159,2.57534,143.592,2.57774,145.844,2.53269,152.631,2.33042,152.447
23,20210804,24,1.43221,142.812,1.52266,144.696,1.44228,142.678,1.60992,138.438,1.35962,146.347,1.49526,134.228,1.5904,144.607,1.39267,147.356,1.50371,144.873
24,20210804,25,0.825329,99.5966,0.706273,98.1214,0.931829,97.1501,1.33363,112.554,0.656071,79.5253,1.27982,106.333,1.32289,116.115,0.6751,93.2456,0.629771,67.0252
25,20210804,26,1.23533,79.4332,1.2588,78.763,1.15975,84.5696,1.36382,79.5606,1.00798,80.5125,1.27019,81.7632,1.30147,80.1677,0.930499,87.3532,1.05798,78.3092
26,20210804,27,1.38788,75.0962,1.4264,73.842,1.23163,84.0,1.67533,80.0568,1.1462,71.549,1.52558,84.1472,1.61115,81.563,0.981799,79.2548,1.14056,68.7029
27,20210804,28,1.15232,72.8726,1.3319,68.4388,1.29897,88.179,1.47086,86.4876,0.950492,64.088,1.58094,89.7236,1.56305,83.2336,0.969013,79.5551,1.1507,59.5775
28,20210804,29,1.22682,66.7891,1.48876,67.6008,1.17318,78.5074,1.48702,76.3257,0.909445,56.716,1.50312,81.8062,1.78067,76.4775,0.862801,69.6349,1.08426,58.4672
29,20210804,30,1.19232,75.5879,1.33385,75.4591,1.21881,85.2426,1.44125,80.0612,0.883009,74.1927,1.4717,82.6368,1.69492,81.4839,0.891563,93.807,0.93566,65.8264
30,20210804,31,0.882104,50.0654,0.743358,51.6813,0.631653,34.6084,1.13405,66.846,0.804509,19.5642,1.07602,63.5083,1.13618,74.0246,0.521733,352.991,0.981163,16.1095
31,20210804,32,1.04381,10.75,1.04681,18.8636,1.02084,350.648,1.22942,26.1331,1.08873,5.90091,0.874391,354.543,1.23068,27.9447,0.97411,358.462,1.33409,16.9907
32,20210804,33,1.06311,27.6342,1.16635,41.3561,0.90446,10.6457,1.42353,33.0691,0.997212,19.9558,1.06267,19.2195,1.46251,44.896,0.940137,10.4826,1.14277,31.8944
33,20210804,34,0.722108,29.8962,0.852928,43.1304,0.724146,13.2347,1.03255,33.9011,0.796148,22.0581,0.849253,14.9663,1.0279,47.4006,0.835031,16.5337,0.768108,33.7214
34,20210804,35,0.806678,7.97968,0.738935,25.411,0.862085,353.951,0.951014,12.9952,0.83344,13.0522,0.871953,357.326,0.866102,29.371,0.852683,5.11029,0.926887,25.9871
35,20210804,36,0.86905,351.906,0.758479,6.34314,0.955796,343.556,0.958476,349.319,0.886873,356.873,1.02538,338.015,0.777245,4.82361,0.920443,349.939,0.869899,8.99048
36,20210804,37,0.995749,320.2,0.879301,313.94,1.08442,324.451,0.956233,320.631,1.03679,333.132,1.05831,317.182,0.801903,326.076,1.03005,335.483,1.05942,319.643
37,20210804,38,1.01284,318.239,1.20645,309.718,0.903641,317.301,1.0003,310.54,1.07472,330.329,0.880766,308.338,1.07284,305.579,0.993733,317.508,1.22683,324.347
38,20210804,39,1.03582,306.8,1.38639,307.206,0.755305,316.365,0.603718,341.158,1.30617,310.598,0.547363,352.436,0.796926,347.777,0.959624,311.524,1.65779,315.016
39,20210804,40,1.95818,191.453,2.0786,189.644,1.96937,184.464,2.10419,189.027,1.90896,189.283,2.0848,182.946,2.05169,192.097,2.05347,187.404,2.20478,181.638
40,20210804,41,3.62903,155.101,3.37033,150.401,3.69079,156.622,3.50381,143.164,3.81553,168.513,3.66921,147.955,3.30762,136.698,3.86944,167.646,3.81144,167.091
41,20210804,42,4.07713,153.437,3.95244,150.994,4.12031,155.213,3.98138,145.543,4.10013,159.709,4.06883,148.312,3.86323,142.209,4.1152,161.754,4.1553,157.446
42,20210804,43,4.68135,143.475,4.49543,143.372,4.72606,143.726,4.81795,140.542,4.55099,145.655,4.74643,140.884,4.73347,139.98,4.58046,147.79,4.4974,144.989
43,20210804,44,4.81487,131.752,4.74964,131.213,4.79219,132.109,5.23761,127.994,4.49139,137.07,5.00048,127.964,5.31575,128.621,4.56244,136.11,4.34834,137.938
44,20210804,45,4.70134,122.112,4.69007,124.601,4.4881,119.701,5.10267,122.004,4.19295,122.593,4.86417,118.596,5.00722,124.673,4.07696,122.791,4.28937,125.092
45,20210804,46,4.4605,116.473,4.30373,116.566,4.41347,113.328,4.37987,115.487,4.45796,116.701,4.2677,112.622,4.32234,116.911,4.43206,113.512,4.24668,117.186
46,20210804,47,3.90081,108.209,4.04117,108.774,3.81226,107.149,4.09824,106.874,3.82817,108.756,3.84212,106.45,4.23037,108.669,3.9596,106.629,3.89492,109.235
47,20210804,48,2.23372,79.9312,2.67366,79.0303,1.80946,88.3006,3.20357,83.3752,1.94782,78.8391,2.29542,87.1996,3.16057,82.7597,1.79312,86.9671,2.66941,79.2345
