,DATA,HORA,Barreto,Pto N,Pto S,Pto E,Pto W,Pto SE,Pto NE,Pto SW,Pto NW
0,20210925,1,20.4397,20.4437,20.4328,20.3846,20.4942,20.3796,20.3868,20.4856,20.4998
1,20210925,2,20.3825,20.5106,20.4014,19.9231,20.6523,20.0765,20.0853,20.5591,20.7563
2,20210925,3,19.3645,19.521,19.3171,18.8321,19.7308,18.9608,19.0376,19.5409,19.8427
3,20210925,4,18.9628,18.9437,18.9536,18.566,19.1561,18.6621,18.5917,19.0639,19.1389
4,20210925,5,18.8654,18.8526,18.9092,18.43,19.0896,18.643,18.5153,19.0313,19.0347
5,20210925,6,18.7615,18.8308,18.6509,18.4953,18.907,18.5328,18.5208,18.7809,19.0036
6,20210925,7,18.763,18.6596,18.7421,18.4485,18.8658,18.6229,18.3735,18.6766,18.79
7,20210925,8,18.8076,18.758,18.8058,18.5212,18.8747,18.6406,18.5014,18.7633,18.8535
8,20210925,9,18.6689,18.5894,18.6835,18.4258,18.7278,18.6154,18.3337,18.6121,18.662
9,20210925,10,18.5336,18.4534,18.5365,18.33,18.5797,18.514,18.2037,18.4949,18.541
10,20210925,11,19.7488,19.6157,19.778,19.3934,19.8295,19.503,19.3471,19.7714,19.641
11,20210925,12,21.6297,21.5027,21.7635,21.4656,21.649,21.6605,21.3421,21.6904,21.524
12,20210925,13,23.3798,23.2774,23.481,23.1516,23.2569,23.3488,23.0753,23.3824,22.7353
13,20210925,14,24.9968,24.7107,25.0716,24.86,24.8943,24.9861,24.8091,24.9134,24.3552
14,20210925,15,27.0948,27.0672,26.9811,26.8433,26.9333,26.9004,26.873,26.4811,27.0237
15,20210925,16,28.7651,28.9621,28.6692,28.5948,28.5456,28.706,28.6925,28.3897,28.8137
16,20210925,17,30.2638,30.4479,30.2189,29.9915,30.4434,29.867,30.0308,30.288,30.4707
17,20210925,18,29.5342,29.8177,29.325,29.0287,29.8087,28.9129,29.3686,29.5287,30.0902
18,20210925,19,29.9601,30.7751,29.3195,29.9867,29.9083,29.0919,30.6229,29.5448,30.5556
19,20210925,20,29.4115,29.4732,29.4523,28.9561,29.6967,29.1203,29.0447,29.6306,29.752
20,20210925,21,27.2097,27.2147,27.2872,26.7271,27.5233,26.9318,26.7644,27.4826,27.5224
21,20210925,22,24.5809,24.6574,24.594,24.1185,24.8887,24.2542,24.2318,24.7851,24.9566
22,20210925,23,23.5685,23.6778,23.5484,23.1167,23.8643,23.2204,23.2677,23.7365,23.9417
23,20210925,24,23.0291,23.1049,22.9902,22.5457,23.3362,22.6564,22.6957,23.1862,23.367
24,20210925,25,22.6361,22.638,22.564,22.1723,22.908,22.2225,22.2467,22.7618,22.8942
25,20210925,26,22.2957,22.3099,22.2626,21.8293,22.5496,21.9375,21.9141,22.4196,22.554
26,20210925,27,22.1985,22.1527,22.1544,21.8053,22.3626,21.854,21.785,22.2244,22.3427
27,20210925,28,21.9328,21.9706,21.9194,21.5528,22.0818,21.6651,21.6238,21.9444,22.1382
28,20210925,29,21.681,21.7618,21.7034,21.4115,21.9697,21.422,21.5342,21.8011,21.9956
29,20210925,30,21.3916,21.5081,21.5452,21.2818,21.7114,21.33,21.4192,21.6202,21.7065
30,20210925,31,21.503,21.3698,21.4738,21.4516,21.7122,21.3048,21.1825,21.4821,21.6626
31,20210925,32,21.4446,21.2755,21.2176,21.1596,21.5809,20.8875,20.8686,21.2809,21.5958
32,20210925,33,21.2447,21.0492,21.0502,20.875,21.385,20.7447,20.7728,21.1483,21.2134
33,20210925,34,21.1389,21.1131,20.5685,20.9564,21.1616,20.5848,20.9198,20.786,21.0669
34,20210925,35,22.3734,22.5027,22.3299,22.0989,22.2147,22.0791,22.1617,22.254,22.4292
35,20210925,36,24.3781,24.3537,24.2527,24.062,24.3397,23.9952,24.0504,24.2537,24.3985
36,20210925,37,26.4134,26.5146,26.2955,26.1123,26.5363,26.1039,26.2414,26.3686,26.6094
37,20210925,38,28.5378,28.6793,28.4181,28.3307,28.6591,28.2939,28.4714,28.4584,28.6989
38,20210925,39,31.2793,31.4107,31.0465,31.0504,31.126,31.0185,31.1284,30.7775,31.3744
39,20210925,40,32.3702,32.4765,31.8254,32.0218,31.6892,32.0007,32.1825,31.1187,32.0425
40,20210925,41,32.04,32.2747,31.7766,31.6318,32.1584,31.5078,31.7993,31.801,32.3712
41,20210925,42,32.4578,32.7699,32.26,31.9362,32.7591,31.8074,32.3051,32.4722,33.0491
42,20210925,43,32.8503,33.2069,32.488,32.424,32.9171,32.2166,32.7547,32.4969,33.289
43,20210925,44,31.1069,32.0251,30.7486,30.7288,31.3604,30.202,31.7276,31.0964,32.1509
44,20210925,45,30.2007,30.0959,30.217,29.6795,30.5391,29.9318,29.6022,30.3391,30.4264
45,20210925,46,27.0352,27.1646,27.0796,26.4586,27.4427,26.6542,26.6545,27.356,27.5217
46,20210925,47,25.7284,25.7843,25.7599,25.1956,26.0934,25.3545,25.3052,26.0262,26.1072
47,20210925,48,25.4506,25.4659,25.4761,24.9485,25.764,25.0907,25.0333,25.7101,25.7519
