,Data,precipitacao_observada,Horario,Datetime,RiodoOuro_ws10,RiodoOuro_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_RiodoOuro,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_RiodoOuro,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,1.73976,347.16,1.12993,335.587,1.75145,359.128,1.63108,16.7408,1.26211,333.909,1.96402,28.2633,1.28024,359.206,1.73225,324.267,1.0515,332.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7401,18.6595,18.8184,18.7325,18.7444,18.8134,18.6494,18.8202,18.6662
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,1.40279,237.768,1.84564,235.348,1.43251,237.768,1.51373,238.294,1.7078,236.196,1.31018,240.384,1.38593,234.27,1.69559,232.95,1.78012,234.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1246,15.2424,16.4948,14.9357,16.4513,15.1453,17.2064,16.3833,16.405
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.20398,214.947,1.86906,222.156,1.54902,225.907,2.0204,219.11,2.56049,231.291,1.51992,242.325,1.22374,218.76,2.32995,226.578,2.49973,234.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.014,16.7101,17.3627,17.4092,14.8852,17.3715,17.7134,14.59,15.3569
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,1.69721,323.409,1.58764,328.926,1.41357,277.668,1.76196,323.868,1.34941,342.243,1.32551,304.707,1.40099,320.275,1.42336,275.707,1.17167,350.069,0.75451,0.494117,1.04615,1.10145,0.25122,1.14221,1.09073,0.622322,0.102623,16.9321,14.4578,16.5069,14.1186,16.0689,14.7231,16.7517,16.2305,16.4123
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,1.73907,346.771,1.6755,353.064,1.96498,343.951,1.49715,353.388,2.07762,349.223,1.63302,349.102,1.69501,350.848,1.95448,345.82,1.8968,355.954,0.775191,0.560033,1.14021,1.11376,0.262733,1.25765,1.10873,0.633145,0.135194,16.2748,14.0435,13.8206,15.4402,13.4095,14.2248,16.3284,14.6112,14.0775
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,1.20803,17.3431,0.76571,46.9806,1.61544,1.54761,1.31575,9.63638,0.959219,31.7771,1.91456,357.831,1.10386,43.0923,1.1481,14.6246,0.668255,45.2441,0.912256,0.851538,1.0848,1.06225,0.925784,1.1939,1.11812,0.973249,1.14871,15.9961,15.5527,13.6206,15.4695,15.7264,14.5995,15.9978,15.6029,15.8802
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,1.62162,12.3804,1.13064,17.7117,1.25282,1.0575,1.79343,19.7192,1.13126,2.82251,2.06046,9.48465,1.80294,29.4143,1.16976,355.413,1.04495,7.99234,0.7285,0.879917,0.647232,0.561505,2.07872,0.845363,0.480451,1.90899,1.98082,15.851,15.6234,15.3745,15.3913,15.399,15.5449,15.9167,15.2809,15.7
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,1.32145,8.25946,0.690982,36.0474,1.98387,356.928,1.86424,15.4272,1.73357,338.693,2.36746,4.50775,1.12991,54.4822,2.11888,340.335,1.41057,335.334,1.82454,2.47345,0.939598,0.721137,4.79593,0.768123,0.918672,3.19633,4.7878,15.9581,14.068,13.221,13.2797,13.2679,13.512,15.9079,13.3774,14.0269
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,1.17053,323.49,1.18778,303.459,1.06172,340.468,0.666875,19.4398,1.14915,308.251,1.24617,356.676,0.733676,306.111,1.6296,317.632,1.09861,305.451,2.08753,2.34016,2.05398,2.37352,4.26802,3.07879,1.54885,3.22624,3.81567,16.1938,16.148,15.6367,15.9248,15.7618,15.9031,16.4715,15.5952,16.144
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,1.09152,338.2,0.488972,7.95001,1.17142,338.715,1.06936,1.7438,1.01121,322.255,1.26191,2.21246,0.962522,4.97958,1.67366,313.322,0.261114,16.2289,2.76421,2.96125,2.23886,2.79451,4.01292,3.15602,2.56215,2.69203,3.40718,16.1558,16.0574,15.7306,15.9834,15.2343,15.9776,16.4229,12.6175,15.9753
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,1.73976,347.16,1.12993,335.587,1.75145,359.128,1.63108,16.7408,1.26211,333.909,1.96402,28.2633,1.28024,359.206,1.73225,324.267,1.0515,332.879,1.78421,1.55685,1.93296,2.91521,1.39858,3.83213,2.30186,1.43959,0.642086,16.0768,15.8914,13.5714,13.4924,15.2809,15.6925,16.2528,13.0546,15.5863
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,1.64003,301.642,1.66817,298.734,1.71522,310.459,1.9376,310.07,1.50356,290.309,1.96637,316.818,1.63783,301.74,1.66703,303.91,1.60102,288.385,1.23086,1.36588,0.480814,0.819959,1.25978,0.844151,1.43206,1.01687,0.598854,16.7551,17.0389,16.4717,16.5038,16.7253,16.4958,16.8072,16.381,17.1561
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,1.88605,262.226,1.7764,248.053,1.98312,249.398,2.5697,262.991,1.54399,257.581,2.22037,250.514,2.1549,252.243,1.86136,248.154,1.66788,241.768,0.13823,0.255428,0.0827298,0.297075,0.11621,0.732876,0.198028,0.0493045,0.0766454,17.8513,17.6113,18.134,17.9793,17.28,18.2573,17.814,17.8642,17.6322
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,2.94221,252.073,3.23635,259.154,3.08087,239.44,3.53098,250.208,2.87022,253.703,3.7123,239.273,3.17703,261.306,2.90177,242.493,2.97073,253.956,0.00150394,0.000378132,0.00222445,0.0044384,0.00182915,0.0185847,0.00209761,0.00358152,0.00218582,18.8819,18.7114,18.8242,19.0065,18.576,18.9896,19.017,18.5416,18.112
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,3.27673,230.188,3.4754,238.007,3.35615,224.899,3.7407,220.678,3.38916,233.42,3.57171,222.859,3.34999,229.791,3.12487,230.372,3.60982,229.898,0.000611782,0.00016737,0.00127983,0.00175047,0.010241,0.00378132,0.000183105,0.0127902,0.0022254,19.3399,19.3811,19.2349,19.4933,18.8294,19.4584,19.6147,18.7347,19.1056
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,3.53084,213.079,3.39989,210.684,3.56547,213.079,4.28025,213.077,3.34378,206.723,3.86705,212.174,3.76749,214.937,3.60515,206.797,3.3219,206.939,0.0390496,0.049695,0.00188398,0.00118256,0.249486,0.000499725,0.00184584,0.0623798,0.199283,19.3664,19.3657,19.3286,19.5791,18.7989,19.5628,19.7374,18.935,19.5676
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.60805,201.841,3.46876,199.473,3.58071,204.391,4.2153,202.608,3.60807,198.303,3.74339,202.328,3.72438,202.161,3.75345,197.935,3.4812,199.482,0.0390496,0.049695,0.00186396,0.0011754,0.249486,0.000475883,0.00184584,0.0623798,0.199283,20.0317,20.2338,19.8168,20.0358,19.856,20.0064,20.3131,19.6051,20.1812
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.54745,185.466,3.51219,185.374,3.50039,186.263,4.30573,183.623,3.68239,185.622,3.82423,184.673,3.87501,184.555,3.84486,186.654,3.60974,184.797,0.0390496,0.049695,0.00186396,0.000856876,0.240686,6.29425e-05,0.00184584,0.0526743,0.19725,20.0871,20.2549,19.8137,20.049,19.8246,19.9653,20.363,19.5737,20.175
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.6596,179.798,3.58277,178.301,3.57508,181.473,4.3632,180.883,3.80014,178.297,3.87911,183.32,3.91131,179.775,3.91329,179.029,3.70018,177.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9097,20.001,19.5812,19.8142,19.6236,19.7448,20.1147,19.3954,19.9502
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.60899,177.306,3.45637,176.263,3.51549,178.764,4.29651,179.612,3.75426,174.819,3.8119,181.087,3.81613,179.283,3.8811,175.811,3.58631,174.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5976,19.587,19.1863,19.4473,19.2084,19.3964,19.7975,18.9969,19.5193
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,3.3317,175.267,3.15256,174.873,2.8872,176.629,3.72089,175.173,3.05237,171.796,3.22628,176.466,3.47761,174.482,2.99127,171.926,3.14152,172.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0594,18.7916,18.4174,18.713,18.3341,18.7231,19.2733,18.1447,18.6769
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,3.31193,163.644,2.43301,160.862,2.61318,166.784,2.86655,157.275,2.82845,165.729,2.58187,158.92,3.31143,157.598,2.88261,166.712,2.60857,164.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5575,16.3372,15.6512,16.0195,15.665,16.3605,18.6743,15.1151,16.5487
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,3.12765,150.182,2.49789,149.784,2.53213,151.029,2.94857,149.434,2.7845,153.447,2.59527,148.591,3.37422,152.125,2.78765,154.314,2.55992,151.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3672,16.0301,15.3671,15.7832,15.2746,16.0583,18.4154,14.7638,16.0838
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,2.25148,153.277,1.8148,149.161,2.10958,155.058,2.3652,146.729,2.42337,157.996,2.08954,146.453,2.42196,148.373,2.3655,158.724,2.13726,154.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.063,15.6132,15.1328,15.4153,14.9109,15.6899,18.1045,14.4895,15.6443
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,1.06079,343.539,0.509816,357.373,1.41122,340.849,1.25313,353.856,0.810479,331.779,1.58275,353.06,0.550345,6.76379,1.41654,327.181,0.393353,352.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8871,18.8328,18.9395,18.8759,18.8928,18.9315,18.8183,18.9423,18.8414
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,0.723069,90.2969,0.857156,70.1015,0.56854,91.9116,1.07436,90.3104,0.737886,103.207,0.851766,88.9907,0.930622,72.15,0.575262,108.239,0.778294,79.5504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2759,15.4343,15.0269,15.1772,14.8112,15.4109,17.4092,14.4854,15.4056
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.790935,24.9702,0.673649,59.132,1.05293,2.80417,1.24329,32.5214,0.576837,25.5489,1.38422,14.4935,1.04701,60.0192,0.783867,352.89,0.599006,54.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3297,14.3981,13.8913,13.9704,13.9575,14.199,16.205,13.5078,14.5321
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,1.21095,12.3544,1.07553,39.487,1.47446,353.639,1.60045,16.9302,0.992507,15.3095,1.77831,2.72797,1.36187,40.812,1.29647,350.355,0.977591,44.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8109,13.5555,13.3278,13.4934,13.225,13.7407,15.7275,12.8647,13.6812
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,1.35724,14.001,1.0404,39.3329,1.68423,357.186,1.84881,19.3225,1.20768,16.1537,1.75983,6.99829,1.39969,41.3392,1.58234,353.486,1.07189,41.3505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2493,12.9823,12.7774,13.1553,12.5952,14.8567,15.2008,12.2679,13.0447
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,1.09958,345.608,0.486361,14.3355,1.39637,338.75,1.14779,357.492,0.787463,354.347,1.70074,352.881,0.818857,11.3614,1.30083,335.798,0.5362,32.8278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2991,14.7039,15.2635,14.9016,14.3395,13.0606,15.1999,15.0793,13.1127
2021-08-05 06:00:00,2021-08-05,2.0,06:00:00,2021-08-05 06:00:00,0.969726,321.464,0.419982,349.793,1.52741,317.092,1.0582,345.005,0.833771,305.792,1.17096,339.201,0.563179,4.66284,1.65756,303.611,0.396244,324.019,0.0,8.65304e-13,0.0,5.14022e-12,0.0,0.0,2.48806e-11,0.0,0.0,15.0372,14.8314,12.6732,12.7381,14.7919,14.3819,14.7206,12.13,15.1806
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,0.885037,352.255,0.580968,24.0847,1.33007,342.161,1.18578,4.92886,0.78682,344.419,1.33854,2.07315,0.805703,22.4252,1.52572,322.91,0.546338,32.6296,7.25744e-10,5.02141e-08,1.41055e-11,6.4951e-08,2.67584e-12,1.6197e-08,3.20591e-05,0.0,2.10065e-10,14.8298,14.398,12.2182,14.8874,14.4236,14.6383,14.8693,12.4034,13.3457
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,1.15227,355.006,0.754167,11.6458,1.44135,344.786,1.75458,1.08862,0.880282,2.65924,1.81935,355.173,1.34539,10.7224,1.42197,340.037,0.716586,25.2466,0.00258239,0.0174408,0.013601,0.00151323,0.00967173,0.00985385,0.00644343,0.00795675,0.0164891,14.5378,14.7052,14.0917,14.7177,14.1143,14.5344,15.0061,14.0558,14.424
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,1.51062,353.481,1.08345,8.73178,1.84116,345.735,1.86306,2.25836,1.33656,347.469,2.09995,354.156,1.27092,16.7647,1.79532,340.75,1.04486,359.353,0.00296157,0.0240083,0.0232255,0.00192056,0.0157511,0.0208918,0.0168487,0.0122867,0.0167612,14.9279,14.8047,14.8009,14.6809,14.8687,14.7653,14.8007,14.7054,14.9416
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,1.06079,343.539,0.509816,357.373,1.41122,340.849,1.25313,353.856,0.810479,331.779,1.58275,353.06,0.550345,6.76379,1.41654,327.181,0.393353,352.098,0.00296157,0.0241264,0.0232255,0.00192051,0.0157947,0.0208917,0.0182608,0.0123659,0.0167612,14.7979,14.6487,14.7188,14.6049,14.7245,14.649,14.7123,14.6991,14.7481
2021-08-05 11:00:00,2021-08-05,1.0,11:00:00,2021-08-05 11:00:00,1.61009,300.357,1.28576,290.238,1.73262,313.161,1.56111,316.746,1.53978,289.945,1.67996,327.306,1.04714,303.39,1.84944,308.575,1.37863,275.626,0.000379177,0.00668559,0.0096245,0.000407352,0.00612295,0.0110379,0.0118494,0.00440912,0.00027211,15.0085,14.9589,14.9013,14.9585,14.883,14.9954,14.9519,14.7767,14.8611
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,1.28179,319.507,0.933277,313.512,1.39155,326.636,1.34596,324.095,1.16364,306.258,1.5212,338.232,0.866716,307.922,1.48972,315.858,0.825325,302.242,5.58794e-09,0.000118095,0.0,1.60653e-08,4.36138e-05,0.0,0.00144416,7.91755e-05,0.0,16.6494,15.9192,17.5101,16.1553,16.5418,16.4492,15.6472,17.2991,15.9571
2021-08-05 13:00:00,2021-08-05,1.0,13:00:00,2021-08-05 13:00:00,0.922302,24.5729,1.05472,12.437,0.973001,31.9884,0.955651,353.826,0.995516,13.2897,0.789604,3.40161,0.772971,355.073,0.886219,31.1587,1.18263,356.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2494,19.2764,19.5218,19.3069,19.351,19.6084,19.0504,19.3934,19.2973
2021-08-05 14:00:00,2021-08-05,1.0,14:00:00,2021-08-05 14:00:00,0.628753,120.597,0.742967,87.6729,1.03273,123.069,0.180958,57.0817,1.17185,127.934,1.28173,123.337,0.459822,352.547,1.56484,164.864,0.943384,71.6909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7603,20.9296,20.7626,20.7753,20.8604,20.8512,20.7782,20.6187,21.0322
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,2.49058,154.464,2.54277,156.79,2.44507,157.409,2.94618,158.902,2.06987,158.997,2.75394,161.665,2.75775,159.547,2.50593,162.876,2.14973,162.364,2.18821e-05,0.0307738,2.44565e-06,2.11969e-06,0.0176128,4.65661e-08,0.00259372,2.9048e-06,0.0800813,20.4357,20.2917,20.188,20.3318,20.0964,20.3401,20.5,20.0699,20.2461
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,2.90513,162.488,2.91809,162.175,2.86714,163.289,3.66169,164.603,2.79701,166.23,3.30774,164.52,3.20452,165.332,2.93441,166.402,2.82703,165.154,2.19212e-05,0.0307738,2.44565e-06,2.69001e-06,0.0176128,6.89179e-08,0.002763,2.9048e-06,0.0800814,20.8827,21.2282,20.6588,20.9182,20.4331,20.7922,21.1853,20.1614,21.0032
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.79414,159.23,3.84774,158.741,3.63509,161.214,4.54205,158.434,3.72955,160.388,4.04859,159.332,4.00489,158.924,3.84405,162.419,3.7165,158.728,2.19212e-05,0.0307738,2.44565e-06,2.69001e-06,0.0176128,6.89179e-08,0.002763,2.9048e-06,0.0800814,20.8025,21.0457,20.5027,20.8147,20.6069,20.7064,21.1419,20.2639,21.0047
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.512,149.43,4.61984,150.087,4.17654,149.67,5.34868,149.701,4.41256,152.337,4.68755,149.24,4.7953,151.216,4.3595,153.907,4.45311,151.354,3.91155e-08,0.0,0.0,5.70319e-07,3.72529e-09,2.23517e-08,0.000169279,0.0,8.19564e-08,20.6821,20.7799,20.3486,20.5747,20.4271,20.4994,20.8896,20.1224,20.7687
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,5.13658,140.035,5.18868,142.307,4.68716,138.006,5.90046,141.292,4.96204,139.36,5.1912,139.03,5.27397,143.312,4.8015,139.136,5.05169,140.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1917,20.127,19.8363,19.9935,19.8995,19.9748,20.3426,19.6816,20.1461
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,5.1262,132.887,4.94589,134.01,4.53428,131.187,5.71877,132.717,4.70603,132.948,5.03779,131.453,5.18365,133.633,4.46869,131.193,4.80214,133.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5248,19.2907,18.973,19.122,19.0091,19.1416,19.68,18.7812,19.2654
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,4.7145,129.319,4.74345,130.366,3.64153,127.248,4.34685,129.686,4.65071,127.679,3.57323,127.383,4.83579,130.728,4.26824,125.696,4.87545,128.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8028,18.7258,17.9558,17.7651,18.4117,17.8703,18.9811,18.091,18.7398
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,3.97171,122.419,3.39384,123.94,3.06486,119.749,3.35081,122.154,3.50921,123.379,3.03126,120.492,3.89103,123.409,3.34873,119.745,3.60919,124.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5943,18.1533,17.6382,17.4074,17.8146,17.6755,18.8539,17.4691,18.1217
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,2.93389,113.159,2.34555,112.301,2.36079,112.471,2.6799,113.165,2.54382,113.788,2.41869,113.105,3.12042,110.773,2.5279,111.929,2.35959,113.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6215,17.0667,16.2011,16.5992,16.317,16.7685,18.8638,15.6352,17.1037
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,2.18429,54.528,1.89176,61.1627,2.27271,49.6137,2.83988,56.1942,1.49431,51.9117,2.61281,54.8592,2.39311,61.9233,1.8712,46.9271,1.26231,56.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6422,18.5691,18.7144,18.6154,18.6689,18.6907,18.5394,18.7385,18.5985
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,2.26447,51.3437,1.89289,61.0762,2.25094,44.5881,2.68325,49.3416,1.96568,60.0883,2.57761,47.8899,2.55797,55.6766,2.16896,51.0637,1.90346,67.3105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1602,15.1042,14.9782,15.1089,14.6906,15.6468,17.0128,14.455,15.1402
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,2.27188,57.0937,1.84832,69.0387,2.14611,46.6133,2.75636,55.2895,1.80375,66.7997,2.58342,50.7592,2.57355,64.373,1.95512,53.3083,1.7901,76.9651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1638,14.2087,14.124,14.583,13.7989,15.1734,16.1514,13.5993,14.1648
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,2.92475,63.7958,2.15971,69.0717,2.57104,60.7203,3.13068,65.0789,2.42888,68.7438,2.99842,64.0832,2.79692,67.7545,2.55115,61.4089,2.16702,76.1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7231,14.4053,15.1076,15.1197,14.2835,15.9255,16.5758,14.1863,14.3648
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.65926,64.7784,2.21389,68.5435,2.61723,62.3851,2.96538,66.6869,2.51,68.0005,2.78825,66.8029,2.2161,66.9223,2.64596,61.7911,2.28549,74.6632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8788,14.6017,15.0562,14.9547,14.4733,15.4845,16.7057,14.4376,14.5852
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,2.07245,63.7808,1.8062,67.966,2.37971,60.6073,2.83613,64.9935,2.19325,70.165,2.76396,67.0705,1.61955,64.6281,2.28881,62.7594,1.9415,75.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6058,14.3687,14.4637,14.6436,14.1144,15.1932,16.4395,13.9289,14.3826
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.34055,54.6713,2.00895,64.2344,2.44194,47.7468,2.99317,57.0692,1.43404,51.4543,2.84515,54.1816,2.22613,64.2523,1.9636,44.7738,1.15643,65.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2963,14.0462,14.1274,14.4144,13.4904,15.099,16.2258,13.3194,13.8821
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,3.11746,63.7894,2.46385,69.711,2.70062,60.8669,3.41143,64.557,2.52708,64.4921,3.28,64.1575,2.94088,69.4404,2.63683,59.4695,2.11645,70.2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4816,14.2367,14.8106,14.9582,13.9003,15.7719,16.33,13.8448,13.8057
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,3.2843,64.7498,2.60898,70.6398,2.77513,61.3663,3.39588,64.0497,2.71233,67.032,3.17734,62.5163,3.0707,68.816,2.79033,62.4101,2.35039,69.8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5656,14.4436,15.1963,14.9052,14.2724,15.6398,16.3918,14.3557,13.8711
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,2.34627,52.7752,2.21068,60.032,2.52082,48.4087,2.97728,54.272,2.17087,55.9075,2.87088,54.3033,2.24753,57.4957,2.33845,48.5884,2.10827,63.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0254,13.6157,13.9299,14.0528,13.3326,14.7896,15.8988,13.2863,13.4838
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,2.18429,54.528,1.89176,61.1627,2.27271,49.6137,2.83988,56.1942,1.49431,51.9117,2.61281,54.8592,2.39311,61.9233,1.8712,46.9271,1.26231,56.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9095,13.771,14.1395,14.2686,13.4482,14.8739,15.8452,13.4327,13.5572
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,1.83949,35.0482,1.68568,44.0612,2.07674,28.5125,2.47523,38.6618,1.54339,34.9319,2.48469,36.4658,1.92779,45.9895,1.83781,27.8669,1.44908,41.4431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8043,16.7399,17.1822,17.152,16.6332,17.7308,16.7744,16.7941,16.6226
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,1.96129,44.2905,1.86459,55.3269,2.14125,40.2914,2.30709,38.0253,2.02856,53.2518,2.2644,47.6821,1.84263,47.5745,2.19079,47.9568,1.88788,51.1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7265,18.8359,19.2061,19.1273,18.7829,19.6112,18.6853,18.9057,18.8071
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,4.54174,102.703,3.97937,100.44,4.27619,83.0652,4.88831,99.0558,4.41217,97.1742,4.54483,79.0889,3.96296,108.915,4.43917,92.1804,3.58953,79.4195,0.933099,0.143885,1.02988,1.35916,0.447697,1.25476,0.353223,0.681835,0.0147525,19.5073,20.2726,19.4107,19.4877,19.8625,19.6746,19.9564,19.3252,20.8181
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,4.05602,73.5079,4.57972,68.3335,4.24669,75.349,4.55232,72.7257,3.89382,73.7337,4.48462,73.6628,4.64219,67.4267,4.17156,77.2476,4.62522,68.963,1.40933,0.371797,1.6283,1.55318,1.27954,1.68909,0.438982,1.5908,0.289688,21.8969,22.0039,21.6121,21.7893,21.678,21.7842,22.0432,21.3564,21.9931
