,data,chuva 1h
22000,2022-04-24 07:00:00,0.0
22030,2022-04-24 08:00:00,0.0
22060,2022-04-24 09:00:00,0.0
22090,2022-04-24 10:00:00,0.0
22120,2022-04-24 11:00:00,0.0
22150,2022-04-24 12:00:00,0.0
22180,2022-04-24 13:00:00,0.0
22210,2022-04-24 14:00:00,0.0
22241,2022-04-24 15:00:00,0.0
22270,2022-04-24 16:00:00,0.0
22300,2022-04-24 17:00:00,0.0
22330,2022-04-24 18:00:00,0.0
22360,2022-04-24 19:00:00,0.0
22390,2022-04-24 20:00:00,0.0
22420,2022-04-24 21:00:00,0.0
22450,2022-04-24 22:00:00,0.0
22480,2022-04-24 23:00:00,0.0
22510,2022-04-25 00:00:00,0.0
22540,2022-04-25 01:00:00,0.0
22570,2022-04-25 02:00:00,0.0
22600,2022-04-25 03:00:00,0.0
22630,2022-04-25 04:00:00,0.0
22660,2022-04-25 05:00:00,0.0
22690,2022-04-25 06:00:00,0.0
22720,2022-04-25 07:00:00,0.0
22750,2022-04-25 08:00:00,0.0
22780,2022-04-25 09:00:00,0.0
22810,2022-04-25 10:00:00,0.0
22840,2022-04-25 11:00:00,0.0
22870,2022-04-25 12:00:00,0.0
22900,2022-04-25 13:00:00,0.0
22931,2022-04-25 14:00:00,0.0
22961,2022-04-25 15:00:00,0.0
22990,2022-04-25 16:00:00,0.0
23020,2022-04-25 17:00:00,0.0
23050,2022-04-25 18:00:00,0.0
23080,2022-04-25 19:00:00,0.0
23110,2022-04-25 20:00:00,0.0
23140,2022-04-25 21:00:00,0.0
23170,2022-04-25 22:00:00,0.0
23200,2022-04-25 23:00:00,0.0
23230,2022-04-26 00:00:00,0.0
23260,2022-04-26 01:00:00,0.0
23290,2022-04-26 02:00:00,0.0
23320,2022-04-26 03:00:00,0.0
23350,2022-04-26 04:00:00,0.0
23380,2022-04-26 05:00:00,0.0
23410,2022-04-26 06:00:00,0.0
23440,2022-04-26 07:00:00,0.0
23470,2022-04-26 08:00:00,0.0
23500,2022-04-26 09:00:00,0.0
23530,2022-04-26 10:00:00,0.0
23560,2022-04-26 11:00:00,0.0
23590,2022-04-26 12:00:00,0.0
23620,2022-04-26 13:00:00,0.0
23650,2022-04-26 14:00:00,0.0
23680,2022-04-26 15:00:00,0.0
23711,2022-04-26 16:00:00,0.0
23740,2022-04-26 17:00:00,0.0
23770,2022-04-26 18:00:00,0.0
23800,2022-04-26 19:00:00,0.0
23830,2022-04-26 20:00:00,0.0
23860,2022-04-26 21:00:00,0.0
23890,2022-04-26 22:00:00,0.0
23920,2022-04-26 23:00:00,0.0
23950,2022-04-27 00:00:00,0.0
23980,2022-04-27 01:00:00,0.0
24010,2022-04-27 02:00:00,0.0
24040,2022-04-27 03:00:00,0.0
24070,2022-04-27 04:00:00,0.0
24100,2022-04-27 05:00:00,0.0
24130,2022-04-27 06:00:00,0.0
24160,2022-04-27 07:00:00,0.0
24190,2022-04-27 08:00:00,0.0
24220,2022-04-27 09:00:00,0.0
24280,2022-04-27 11:00:00,0.0
24310,2022-04-27 12:00:00,0.0
24340,2022-04-27 13:00:00,0.0
24370,2022-04-27 14:00:00,0.0
24402,2022-04-27 15:00:00,0.0
24430,2022-04-27 16:00:00,0.0
24461,2022-04-27 17:00:00,0.0
24490,2022-04-27 18:00:00,0.0
24550,2022-04-27 20:00:00,0.0
24580,2022-04-27 21:00:00,0.0
24610,2022-04-27 22:00:00,0.0
24640,2022-04-27 23:00:00,0.0
24670,2022-04-28 00:00:00,0.0
24760,2022-04-28 03:00:00,0.0
25000,2022-04-28 11:00:00,0.0
25060,2022-04-28 13:00:00,0.0
25090,2022-04-28 14:00:00,0.0
25120,2022-04-28 15:00:00,0.0
25150,2022-04-28 16:00:00,0.0
25180,2022-04-28 17:00:00,0.0
25210,2022-04-28 18:00:00,0.0
25240,2022-04-28 19:00:00,0.0
25270,2022-04-28 20:00:00,0.0
25300,2022-04-28 21:00:00,0.0
25330,2022-04-28 22:00:00,0.0
25360,2022-04-28 23:00:00,0.0
25390,2022-04-29 00:00:00,0.0
25420,2022-04-29 01:00:00,0.0
25450,2022-04-29 02:00:00,0.0
25480,2022-04-29 03:00:00,0.0
25540,2022-04-29 05:00:00,0.0
25570,2022-04-29 06:00:00,0.0
25600,2022-04-29 07:00:00,0.0
25630,2022-04-29 08:00:00,0.0
25660,2022-04-29 09:00:00,0.0
25690,2022-04-29 10:00:00,0.0
25720,2022-04-29 11:00:00,0.0
25750,2022-04-29 12:00:00,0.0
25780,2022-04-29 13:00:00,0.0
25810,2022-04-29 14:00:00,0.0
25840,2022-04-29 15:00:00,0.0
25871,2022-04-29 16:00:00,0.0
25900,2022-04-29 17:00:00,0.0
25930,2022-04-29 18:00:00,0.0
25960,2022-04-29 19:00:00,0.0
25990,2022-04-29 20:00:00,0.0
26020,2022-04-29 21:00:00,0.0
26050,2022-04-29 22:00:00,0.0
