,Data,precipitacao_observada,Horario,Datetime,prec_prev_Maceio,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Maceio,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,18.8741,18.8181,18.9284,18.8788,18.8683,18.9356,18.8202,18.9201,18.8149
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,17.3213,17.9858,17.4267,17.3324,17.685,17.5608,17.9334,17.6276,18.162
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,17.2788,17.2295,17.6654,17.3224,17.5111,17.5694,17.6984,17.6922,17.5022
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,0.0716867,0.325858,0.0353059,0.183676,0.198895,0.230412,0.142176,0.0677835,0.373943,17.0959,17.4206,17.5341,16.9015,17.2139,17.1921,17.6047,15.6683,17.4971
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,0.0718584,0.325859,0.03958,0.186468,0.198896,0.295943,0.142205,0.06782,0.373943,14.0097,16.4661,14.2866,13.9958,14.5574,14.6544,16.6895,14.5306,16.6088
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,0.793781,0.0650332,3.1575,4.40111,0.0603789,7.30344,1.39418,0.273028,0.0461993,13.874,16.2968,16.0856,16.209,14.9546,16.2841,16.335,16.1737,16.3485
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,0.857125,0.134519,3.20497,5.23352,0.0779832,8.05987,2.11001,0.270347,0.0811252,13.4268,16.7379,13.3799,13.5586,16.5356,13.5963,16.4853,16.1402,16.8178
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,0.856994,0.134578,3.20071,5.23114,0.0977019,7.9945,2.1107,0.28061,0.0987676,13.4084,16.4175,13.2524,13.5718,13.9964,13.4016,16.2363,13.6446,16.3796
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,0.214004,0.217276,0.0895786,0.839871,1.50468,0.773869,0.733547,0.425275,2.11511,13.611,16.0072,13.1549,13.2135,14.8764,13.5216,15.9681,13.4465,16.342
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,0.419089,1.99069,0.0553863,0.0188274,2.74867,0.00756741,0.176754,0.442297,7.53071,13.0424,15.9669,13.201,12.9102,13.7613,13.2434,15.871,15.7944,16.0772
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,0.536964,2.44197,0.0737767,0.0356565,3.38016,0.0107164,0.214925,0.53961,9.61018,15.6933,16.4241,15.6706,13.2617,16.07,14.228,15.8808,15.7022,16.5833
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,0.529775,2.64984,0.0947974,0.0708995,2.21791,0.0240469,0.271751,0.266156,8.48255,16.4732,16.7695,16.2179,16.5085,16.6842,16.4033,16.6922,16.2185,16.8516
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,0.267335,0.810003,0.114968,0.0617309,1.06021,0.0195198,0.110199,0.667338,3.05384,16.5332,17.4504,16.2254,16.5518,16.9005,16.601,17.5181,16.082,17.4824
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,2.34697,1.58658,2.12479,1.11135,2.39844,0.711707,0.95176,3.26249,1.7547,18.1242,18.2035,18.1468,18.0661,18.4282,18.0221,17.9238,18.205,17.9484
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,2.23911,1.24239,2.13029,1.10207,2.1401,0.865466,0.905184,3.17655,0.860866,17.8332,18.462,17.6426,17.7903,18.252,17.5957,18.3142,17.7991,18.7179
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,2.22698,1.23411,2.09146,1.09549,2.00198,0.864438,0.89494,2.72616,0.801481,18.895,19.3636,18.5026,18.7615,19.3165,18.5527,19.3201,18.7737,19.3777
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,0.0294335,0.00619793,0.0632391,0.028636,0.0125403,0.168942,0.0144894,0.0233994,0.00351238,19.1875,19.6087,18.807,19.0228,19.6349,18.8589,19.5492,19.0655,19.7115
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,0.000108242,9.05991e-06,0.000562191,0.000303268,0.0,0.00063324,0.0,0.000121593,0.0,19.2355,19.6634,18.8963,19.0995,19.634,18.9716,19.6269,19.0915,19.8035
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1154,19.5363,18.8456,19.0056,19.4934,18.9568,19.5088,19.0212,19.6946
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0928,19.5875,18.8686,19.0119,19.4612,18.9973,19.6012,19.0405,19.7369
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3328,19.1601,18.1539,18.2644,18.7642,18.2724,19.1888,18.4327,19.2885
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6782,18.7966,15.407,15.5176,16.2731,15.3812,18.7799,16.1838,18.9414
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5057,18.6111,15.2303,15.3684,16.0918,15.2496,18.5462,15.9161,18.7772
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1176,18.4116,14.9317,15.0345,15.662,15.0032,18.3502,15.466,18.6067
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,18.9352,18.8987,18.9707,18.9487,18.9197,18.985,18.9112,18.9545,18.8839
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,14.9172,17.4227,14.9553,14.8825,15.3355,14.9817,17.4,15.2083,17.5791
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,14.4386,16.7899,14.6866,14.3781,14.8204,14.5539,16.7021,15.1424,17.0102
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0688,16.5948,15.2319,15.3873,16.6033,15.9135,16.2862,16.186,17.0752
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0807,15.9974,12.9089,12.8235,15.5794,15.0213,15.4672,13.5518,16.6992
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,0.000574117,0.0031297,0.00305301,0.00182288,0.000380872,0.000326672,0.00212268,0.00476637,0.000788439,13.1746,15.9249,12.8998,12.914,16.0203,12.8307,15.5771,15.8164,16.2527
2021-08-05 06:00:00,2021-08-05,0.0,06:00:00,2021-08-05 06:00:00,0.000574117,0.00312972,0.00305301,0.00182288,0.000380872,0.000326672,0.00212268,0.00476637,0.000788442,13.1297,15.7164,12.7055,12.9073,13.7078,12.6695,15.5929,13.2994,16.0686
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,0.000574117,0.00312972,0.00305301,0.00182288,0.000380872,0.000326672,0.00212268,0.00476637,0.000788442,12.9398,15.592,12.6348,12.7556,13.4596,12.6129,15.3664,13.1231,15.8315
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,0.0,2.468e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.14321e-09,12.2895,15.1195,12.1248,12.6949,12.9431,12.0121,14.7594,12.6326,15.5197
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,0.000859272,0.000214492,6.70105e-05,0.00491154,2.5754e-05,0.000250142,0.00621694,0.000139121,2.08543e-05,14.3461,14.5912,14.3989,14.3338,14.5978,14.4359,14.5743,14.4723,14.9274
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,0.000983221,0.00044424,8.86326e-05,0.00504127,0.000132716,0.000255159,0.00749336,0.000318303,6.84421e-05,14.566,14.7324,14.641,14.4366,14.8572,14.5607,14.5399,14.7182,15.0244
2021-08-05 11:00:00,2021-08-05,2.0,11:00:00,2021-08-05 11:00:00,0.000983221,0.00044424,8.86326e-05,0.00504127,0.000133086,0.000255178,0.00755629,0.000318421,6.8446e-05,15.1713,15.2573,15.1571,15.0208,15.4566,15.0527,15.0541,15.2885,15.6772
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,0.00012395,0.000229748,2.16221e-05,0.000129735,0.000107332,5.03589e-06,0.00133935,0.0001793,4.75916e-05,17.5007,17.3307,17.6986,17.3768,17.7375,17.8042,17.2378,17.558,17.4304
2021-08-05 13:00:00,2021-08-05,0.0,13:00:00,2021-08-05 13:00:00,0.0,0.0,0.0,0.0,3.69851e-07,1.90921e-08,6.29313e-05,1.17812e-07,3.89991e-09,18.9685,19.0008,18.8615,19.0134,19.0692,19.0915,19.109,18.7573,19.0297
2021-08-05 14:00:00,2021-08-05,0.0,14:00:00,2021-08-05 14:00:00,9.31323e-09,0.0,0.0,3.91058e-05,9.8953e-10,0.0,1.42492e-07,0.0,0.0,19.9071,20.4435,19.6697,19.6858,20.2574,19.6717,20.528,19.6115,20.3658
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,7.10681e-05,0.000144786,1.44355e-08,0.000479583,3.47102e-05,3.94823e-07,0.00785929,2.92109e-06,5.19154e-07,19.4201,20.1403,19.2295,19.4409,19.8374,19.5501,20.1109,19.3645,20.2548
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,7.10681e-05,0.000144786,1.44355e-08,0.000479583,3.47102e-05,3.94823e-07,0.00785929,2.92109e-06,5.19154e-07,20.1263,20.6134,19.6759,20.157,20.5491,19.8905,20.338,19.8675,20.8246
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,7.10587e-05,0.000144786,1.44355e-08,0.000440477,3.47092e-05,3.94823e-07,0.00785914,2.92109e-06,5.19154e-07,19.9914,20.5393,19.5685,20.0871,20.3499,19.8759,20.66,19.7339,20.663
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9707,20.5028,19.6018,19.9987,20.2151,19.872,20.5526,19.6656,20.547
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8302,20.325,19.5901,19.6642,20.1555,19.6746,20.2207,19.6646,20.5114
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0967,19.83,18.9285,18.9796,19.4812,19.003,19.7907,19.1219,19.9993
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,0.00637722,0.0114141,0.000409627,0.00336251,0.00439013,1.30135e-06,0.00950193,0.000657469,0.00620899,17.9802,19.3328,18.3441,18.6281,18.5444,18.6439,19.3561,18.3323,19.4788
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,0.00637722,0.0114141,0.000409627,0.00336251,0.00439013,1.30135e-06,0.00950193,0.000657469,0.00620899,17.9271,18.9364,17.7441,17.7985,18.389,17.6308,18.8778,18.198,19.1064
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,0.00637722,0.0114141,0.000409627,0.00336251,0.00439013,1.30135e-06,0.00950193,0.000657469,0.00620899,17.7797,18.909,17.411,17.5786,18.3331,17.0584,18.7796,18.0928,19.0758
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,19.0531,19.0004,19.1052,19.0105,19.0966,19.0648,18.9557,19.1467,19.0459
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,15.1442,17.7737,15.3378,15.0545,15.7694,15.557,17.5856,16.0618,18.0411
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,14.4129,16.5741,14.8206,14.2843,15.2302,15.1001,16.3414,15.9,16.9546
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4606,16.2519,15.3617,14.6162,15.212,15.7912,16.1639,16.0488,16.5959
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3615,16.3853,14.9876,14.5447,14.9666,15.4812,16.2487,15.7694,16.6965
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2923,16.3088,15.1599,14.5003,14.7445,15.759,16.2173,15.9062,16.5883
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8571,16.1088,14.4049,13.7533,14.4294,14.8038,15.9425,15.471,16.4015
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7046,16.098,15.4014,14.5844,15.5945,15.6568,15.9782,15.9764,16.3232
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3302,15.9714,15.1253,14.2386,15.4719,15.462,15.8134,15.7783,16.2732
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4453,15.8212,15.2444,14.2749,15.5211,15.5555,15.6527,15.7796,16.1446
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5195,15.7214,15.0469,14.1867,15.4276,15.2615,15.5406,15.5471,16.0574
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5567,16.5897,16.6899,16.4564,16.9177,16.8747,16.4821,16.8639,16.8483
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2523,18.2867,18.4459,18.1528,18.6777,18.7231,18.1651,18.6173,18.5439
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,1.02569e-06,2.66735e-06,0.000564466,0.000126556,2.2867e-08,0.000353695,0.000349739,0.000527847,3.50293e-08,20.4038,20.3314,20.2876,20.2844,20.7512,20.2991,20.271,20.5023,20.549
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,3.84931,1.98349,2.92426,3.72578,3.39479,2.22206,2.24034,3.61424,1.7107,21.249,21.8003,21.0311,21.1966,21.5829,21.1723,21.7353,21.0839,21.938
2021-08-06 15:00:00,2021-08-06,0.0,15:00:00,2021-08-06 15:00:00,3.84931,1.98349,2.92426,3.72578,3.39479,2.22206,2.24034,3.61424,1.7107,22.207,22.6746,21.9382,22.0709,22.6046,21.9955,22.5821,22.1905,22.8964
2021-08-06 16:00:00,2021-08-06,0.0,16:00:00,2021-08-06 16:00:00,3.84931,1.98349,2.9237,3.72582,3.39479,2.22181,2.24,3.61372,1.7107,21.6251,21.9702,21.4345,21.3837,21.9206,21.5217,21.7607,21.4652,22.4419
2021-08-06 17:00:00,2021-08-06,0.0,17:00:00,2021-08-06 17:00:00,5.91278e-05,0.0,0.000379324,0.000690699,0.0,0.0013175,2.0504e-05,2.86102e-05,0.0,21.8947,22.3932,21.591,21.6949,22.2803,21.6205,22.2828,21.8148,22.6376
2021-08-06 18:00:00,2021-08-06,0.0,18:00:00,2021-08-06 18:00:00,5.91278e-05,0.0,0.000379324,0.000690699,0.0,0.0013175,2.0504e-05,2.86102e-05,0.0,21.3525,21.9257,21.1111,21.1718,21.7078,21.1576,21.8429,21.3239,22.155
2021-08-06 19:00:00,2021-08-06,0.0,19:00:00,2021-08-06 19:00:00,5.91278e-05,0.0,0.000379324,0.000515699,0.0,0.00121522,8.58307e-06,2.86102e-05,0.0,20.3965,21.0566,20.2054,20.2269,20.7449,20.2498,20.9639,20.4218,21.294
2021-08-06 20:00:00,2021-08-06,0.0,20:00:00,2021-08-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1572,20.0493,19.0237,19.0309,19.5436,19.0791,19.9721,19.2753,20.2724
2021-08-06 21:00:00,2021-08-06,0.0,21:00:00,2021-08-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6525,19.274,17.4715,17.5262,18.3587,17.4742,19.1673,18.1335,19.5027
2021-08-06 22:00:00,2021-08-06,0.0,22:00:00,2021-08-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.264,18.905,16.8936,17.1286,18.0358,16.9375,18.7552,17.6423,19.1604
2021-08-06 23:00:00,2021-08-06,0.0,23:00:00,2021-08-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8018,18.1837,16.5955,16.6958,17.5383,16.6469,18.0698,17.2238,18.4319
2021-08-07 00:00:00,2021-08-07,0.0,00:00:00,2021-08-07 00:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,19.5027,19.4627,19.5417,19.4762,19.5285,19.5186,19.4328,19.5642,19.4919
2021-08-07 01:00:00,2021-08-07,0.0,01:00:00,2021-08-07 01:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,17.2619,18.0839,17.1184,17.2164,17.7861,17.1921,17.9839,17.5891,18.2903
2021-08-07 02:00:00,2021-08-07,0.0,02:00:00,2021-08-07 02:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,15.4898,16.8018,15.4381,15.4305,16.2035,15.7663,16.5816,15.8857,17.107
2021-08-07 03:00:00,2021-08-07,0.0,03:00:00,2021-08-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4395,16.2863,15.7832,15.7063,15.9253,16.129,16.2624,16.0744,16.4999
2021-08-07 04:00:00,2021-08-07,0.0,04:00:00,2021-08-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5392,16.418,14.8867,14.7816,15.2997,15.3409,16.2438,15.3959,16.707
2021-08-07 05:00:00,2021-08-07,0.0,05:00:00,2021-08-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4375,16.1949,13.986,13.5604,13.8978,14.7921,16.0572,14.2909,16.4654
2021-08-07 06:00:00,2021-08-07,0.0,06:00:00,2021-08-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.756,15.7823,12.7134,12.7319,13.2875,13.5772,15.6025,13.0627,16.0604
2021-08-07 07:00:00,2021-08-07,0.0,07:00:00,2021-08-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3248,16.0004,14.763,14.5844,15.0004,15.3179,15.7996,15.1504,16.322
2021-08-07 08:00:00,2021-08-07,0.0,08:00:00,2021-08-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1089,15.5292,14.473,13.2375,14.5497,15.0471,15.2588,15.0876,15.9705
2021-08-07 09:00:00,2021-08-07,0.0,09:00:00,2021-08-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0339,15.788,14.7383,14.0652,14.9262,15.2583,15.5151,15.1599,16.2321
2021-08-07 10:00:00,2021-08-07,0.0,10:00:00,2021-08-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.087,15.4953,14.9492,13.9957,15.2188,15.1868,15.3859,15.5174,15.8813
2021-08-07 11:00:00,2021-08-07,0.0,11:00:00,2021-08-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5792,16.6512,16.6607,16.4587,17.0212,16.8477,16.525,16.943,16.9453
2021-08-07 12:00:00,2021-08-07,0.0,12:00:00,2021-08-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.742,18.7981,18.6652,18.7079,19.0502,18.9002,18.8234,18.7556,18.9883
2021-08-07 13:00:00,2021-08-07,0.0,13:00:00,2021-08-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6024,20.7456,20.4404,20.4636,20.955,20.557,20.7041,20.5802,20.9539
2021-08-07 14:00:00,2021-08-07,0.0,14:00:00,2021-08-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5045,22.6515,22.2778,22.367,22.7367,22.3412,22.724,22.4153,22.6668
2021-08-07 15:00:00,2021-08-07,0.0,15:00:00,2021-08-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2404,23.495,22.9876,23.0942,23.5533,23.0426,23.4889,23.1083,23.6591
2021-08-07 16:00:00,2021-08-07,0.0,16:00:00,2021-08-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.617,23.5906,23.3531,23.4248,23.4426,23.4664,23.9182,23.5465,23.667
2021-08-07 17:00:00,2021-08-07,0.0,17:00:00,2021-08-07 17:00:00,1.69839e-13,1.6312e-13,1.20943e-10,2.02762e-09,2.22191e-13,4.59009e-11,9.98522e-14,6.9115e-11,0.0,23.6318,23.9499,23.3529,23.4418,23.5908,23.4323,23.922,23.5054,24.0154
2021-08-07 18:00:00,2021-08-07,0.0,18:00:00,2021-08-07 18:00:00,1.69839e-13,1.6312e-13,1.20943e-10,2.02762e-09,2.22191e-13,4.59009e-11,9.98522e-14,6.9115e-11,0.0,23.0291,23.4847,22.7647,22.7982,23.4055,22.83,23.2406,22.9676,23.6939
2021-08-07 19:00:00,2021-08-07,0.0,19:00:00,2021-08-07 19:00:00,1.69839e-13,1.6312e-13,1.20943e-10,2.02762e-09,2.22191e-13,4.59009e-11,9.98522e-14,6.9115e-11,0.0,22.2703,22.8318,22.0723,22.0732,22.6156,22.1544,22.7432,22.2514,23.0278
2021-08-07 20:00:00,2021-08-07,0.0,20:00:00,2021-08-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5848,21.5835,20.3411,20.3729,21.0277,20.4246,21.4858,20.6665,21.784
2021-08-07 21:00:00,2021-08-07,0.0,21:00:00,2021-08-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4084,19.7134,18.2654,18.214,19.0413,18.3389,19.5327,18.7071,19.9628
2021-08-07 22:00:00,2021-08-07,0.0,22:00:00,2021-08-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3283,18.7332,17.5007,17.2857,18.0701,17.6224,18.5447,17.8848,19.0245
2021-08-07 23:00:00,2021-08-07,0.0,23:00:00,2021-08-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8535,18.3172,17.0857,16.8016,17.6659,17.2178,18.144,17.4911,18.5752
2021-08-08 00:00:00,2021-08-08,0.0,00:00:00,2021-08-08 00:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,18.6884,18.6523,18.7242,18.6427,18.736,18.6809,18.6042,18.7695,18.7022
2021-08-08 01:00:00,2021-08-08,0.0,01:00:00,2021-08-08 01:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,15.7907,17.4906,15.8724,15.4191,16.7728,15.878,17.2112,16.4905,17.8185
2021-08-08 02:00:00,2021-08-08,0.0,02:00:00,2021-08-08 02:00:00,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,14.3028,16.0047,15.1093,14.1209,14.9069,15.0122,15.6229,15.2924,16.4632
2021-08-08 03:00:00,2021-08-08,0.0,03:00:00,2021-08-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6746,16.4352,14.9838,14.3474,15.9245,15.3842,16.2952,15.8916,16.9661
2021-08-08 04:00:00,2021-08-08,0.0,04:00:00,2021-08-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5897,16.4976,13.2212,13.1288,14.1179,13.0727,16.3148,13.5372,16.7551
2021-08-08 05:00:00,2021-08-08,0.0,05:00:00,2021-08-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.812,16.5005,14.4512,13.8459,15.9797,13.964,16.3152,15.556,16.9118
