,Data,precipitacao_observada,Horario,Datetime,TBeltrao_ws10,TBeltrao_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_TBeltrao,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_TBeltrao,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-13 16:00:00,2021-08-13,0.0,16:00:00,2021-08-13 16:00:00,6.88985,108.001,6.37604,108.027,7.26891,107.47,6.84577,108.415,6.85138,107.975,8.03518,108.255,6.34294,108.22,6.85992,107.24,6.34888,107.918,0.0,0.00033617,0.0,0.0,0.0,0.0,5.45979e-05,0.0,0.000173092,21.6187,21.7113,21.5335,21.7124,21.9926,21.6198,21.6061,21.7166,22.0352
2021-08-13 17:00:00,2021-08-13,0.0,17:00:00,2021-08-13 17:00:00,7.38683,108.845,6.94333,108.739,7.81176,109.246,7.38644,108.857,7.25223,109.184,8.57801,109.615,7.00556,109.219,7.45236,109.056,6.80129,108.658,0.0,0.00033617,0.0,0.0,0.0,0.0,5.45979e-05,0.0,0.000173092,21.6497,21.7274,21.4622,21.4411,22.2995,21.1605,21.5957,22.1756,22.1472
2021-08-13 18:00:00,2021-08-13,0.0,18:00:00,2021-08-13 18:00:00,7.97666,109.534,7.58176,109.407,8.23633,109.197,7.89932,109.657,7.92869,109.641,9.08137,109.898,7.52824,109.807,7.98613,108.558,7.52376,109.391,0.0,0.00033617,0.0,0.0,0.0,0.0,5.45979e-05,0.0,0.000173092,21.0503,21.2738,20.4885,20.9674,21.3682,20.4729,21.1217,20.9768,21.4611
2021-08-13 19:00:00,2021-08-13,0.0,19:00:00,2021-08-13 19:00:00,8.16285,108.263,8.01112,108.189,8.10553,109.007,8.01172,108.485,8.16652,108.357,8.80857,109.67,7.81625,108.502,7.94307,108.24,8.04759,108.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3399,20.4808,19.7928,20.2116,20.6579,19.5138,20.3311,20.2716,20.7695
2021-08-13 20:00:00,2021-08-13,0.0,20:00:00,2021-08-13 20:00:00,7.90871,106.584,7.73967,106.02,7.87821,107.879,7.85904,107.044,7.8294,106.345,8.58243,108.94,7.6585,106.366,7.56864,106.722,7.76481,105.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0363,20.0325,19.6207,19.8653,20.3087,19.2817,19.9189,20.022,20.3114
2021-08-13 21:00:00,2021-08-13,0.0,21:00:00,2021-08-13 21:00:00,6.80507,104.1,6.84041,102.192,6.6368,107.447,6.94633,103.543,6.59445,105.441,7.35072,107.148,6.83129,102.034,6.39424,107.273,6.72076,103.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67436e-05,19.4672,19.5202,18.9896,19.3018,19.7829,18.592,19.3498,19.4843,19.8591
2021-08-13 22:00:00,2021-08-13,0.0,22:00:00,2021-08-13 22:00:00,6.67153,104.85,6.67752,103.699,6.29818,107.826,6.80458,105.478,6.76953,104.818,6.8555,109.634,6.68826,104.327,6.75845,105.801,6.71206,103.555,9.53674e-06,0.00603628,0.000214577,0.000361204,2.69413e-05,0.000955105,0.00286078,3.00407e-05,0.00540805,19.2017,19.246,18.7858,19.127,19.5761,18.7226,19.1219,19.47,19.5075
2021-08-13 23:00:00,2021-08-13,0.0,23:00:00,2021-08-13 23:00:00,7.72636,104.845,7.34274,104.136,8.06679,105.632,7.57122,105.518,7.61249,105.084,8.72847,106.004,7.1573,105.48,7.58991,105.648,7.33786,103.638,0.00285459,0.0192714,0.00639415,0.00598264,0.00427222,0.0183966,0.00773907,0.00186872,0.0240722,19.093,19.1119,18.8957,18.8316,19.439,18.473,18.9113,19.3658,19.3917
2021-08-14 00:00:00,2021-08-14,0.0,00:00:00,2021-08-14 00:00:00,5.30124,106.407,4.98978,103.818,5.6029,106.897,5.26292,107.325,5.12863,106.244,5.98077,107.773,4.89696,105.643,5.49972,106.023,4.89383,102.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9286,18.931,18.9254,18.9397,18.9164,18.9373,18.9412,18.9125,18.9195
2021-08-14 01:00:00,2021-08-14,0.0,01:00:00,2021-08-14 01:00:00,6.36301,106.489,6.05736,105.369,6.79054,107.22,6.44745,105.785,5.99446,108.257,7.2923,108.316,6.37197,104.841,6.13066,107.612,5.53138,106.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3112,18.2963,18.1456,18.1459,18.5992,17.8111,18.1446,18.556,18.5123
2021-08-14 02:00:00,2021-08-14,0.0,02:00:00,2021-08-14 02:00:00,5.50786,110.066,5.34001,111.311,4.9058,107.326,5.78204,109.782,5.02019,112.109,5.77714,107.018,5.62611,111.753,4.29734,109.085,4.97653,111.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0834,18.1668,17.7196,17.9349,18.347,17.4248,17.9979,18.1903,18.3864
2021-08-14 03:00:00,2021-08-14,0.0,03:00:00,2021-08-14 03:00:00,6.37081,111.881,6.22431,110.671,6.40134,113.137,6.37801,112.598,6.09289,112.157,7.09374,114.56,6.10853,111.061,5.96416,112.066,6.08657,111.222,0.722069,0.868512,0.98138,0.925637,0.608715,1.07274,1.02692,0.930563,0.788664,18.0839,18.135,17.7755,17.922,18.3594,17.4628,17.9589,18.2359,18.3701
2021-08-14 04:00:00,2021-08-14,0.0,04:00:00,2021-08-14 04:00:00,6.16264,110.997,5.94132,107.989,6.43682,113.235,6.46176,109.693,5.55691,112.593,7.26033,112.993,6.23325,106.529,5.87448,113.209,5.27622,109.859,0.804572,0.988126,1.05868,1.05425,0.652275,1.20205,1.20144,0.965434,0.851547,18.1773,18.2119,17.859,18.0229,18.4572,17.5439,18.046,18.3372,18.4526
2021-08-14 05:00:00,2021-08-14,0.0,05:00:00,2021-08-14 05:00:00,6.20378,112.732,5.92448,110.82,6.29416,113.56,6.46888,111.707,5.52841,114.239,7.0061,112.44,6.34013,110.793,5.70571,114.11,5.09501,112.09,0.182517,0.239938,0.328697,0.220711,0.182521,0.297604,0.304016,0.357192,0.215732,18.1807,18.2362,17.8905,18.0168,18.4687,17.5668,18.0537,18.3624,18.482
2021-08-14 06:00:00,2021-08-14,0.0,06:00:00,2021-08-14 06:00:00,6.15239,105.793,5.81489,103.685,6.69544,107.677,6.31396,106.702,5.62999,105.996,7.49997,107.704,5.91979,105.347,6.10031,107.635,5.38711,103.087,0.198292,0.286523,0.190001,0.322667,0.107878,0.346427,0.415179,0.0903311,0.164143,18.1788,18.1921,17.8972,18.0041,18.4728,17.574,18.0115,18.3662,18.4409
2021-08-14 07:00:00,2021-08-14,0.0,07:00:00,2021-08-14 07:00:00,5.17527,111.416,4.8245,109.549,5.43105,108.417,5.1682,110.464,4.96551,111.975,5.75816,108.687,4.89275,109.296,5.26118,108.919,4.63964,109.95,0.153061,0.218848,0.15924,0.260487,0.088035,0.300529,0.330783,0.080579,0.128427,18.3454,18.3333,18.0904,18.1731,18.632,17.7754,18.1582,18.5283,18.5874
2021-08-14 08:00:00,2021-08-14,0.0,08:00:00,2021-08-14 08:00:00,5.81479,109.52,5.68419,108.215,5.54146,109.876,5.91038,107.937,5.52952,110.94,5.98884,108.759,5.84685,107.916,5.3055,110.491,5.42787,108.568,0.774608,0.839328,0.625909,0.915875,0.595986,0.909228,0.851897,0.441222,0.708184,17.9302,17.962,17.6385,17.7602,18.2206,17.3159,17.7837,18.1116,18.2019
2021-08-14 09:00:00,2021-08-14,0.0,09:00:00,2021-08-14 09:00:00,5.37165,103.279,5.24167,101.174,5.40645,104.557,5.46145,103.316,5.16468,103.702,5.95725,104.474,5.248,101.94,5.23744,104.572,5.10637,100.208,0.941594,1.29834,0.693618,0.966122,0.792994,0.899649,1.19061,0.530823,1.1329,17.9542,17.9719,17.6203,17.7897,18.242,17.3162,17.8002,18.0672,18.215
2021-08-14 10:00:00,2021-08-14,0.0,10:00:00,2021-08-14 10:00:00,5.30124,106.407,4.98978,103.818,5.6029,106.897,5.26292,107.325,5.12863,106.244,5.98077,107.773,4.89696,105.643,5.49972,106.023,4.89383,102.747,0.919419,1.28313,0.660452,0.921174,0.781133,0.837342,1.1322,0.512831,1.14887,18.0045,18.0494,17.6666,17.8378,18.2915,17.3497,17.871,18.125,18.2928
2021-08-14 11:00:00,2021-08-14,0.0,11:00:00,2021-08-14 11:00:00,5.48571,98.2266,5.22639,95.1852,6.16501,102.75,5.50766,99.0775,5.31327,97.7385,6.50311,103.359,5.161,95.5417,5.95508,101.357,5.03252,95.2043,0.281115,0.649278,0.164525,0.258517,0.253432,0.210364,0.607367,0.125744,0.55296,18.2721,18.2392,18.3274,18.0585,18.7504,17.728,18.041,18.8708,18.5661
2021-08-14 12:00:00,2021-08-14,0.0,12:00:00,2021-08-14 12:00:00,4.55435,107.768,3.9387,100.821,5.41057,113.482,4.57357,109.401,4.53543,105.628,5.78064,115.284,3.82765,102.496,5.34691,110.03,4.11098,99.9184,0.0153371,0.0459039,0.0139556,0.0216696,0.0121686,0.0227478,0.0363979,0.00725973,0.0563388,18.8387,18.8288,18.7221,18.6039,19.1842,18.2966,18.589,19.2376,19.1579
2021-08-14 13:00:00,2021-08-14,0.0,13:00:00,2021-08-14 13:00:00,4.64035,110.926,4.14588,108.021,5.04463,113.42,4.55413,112.524,4.49324,108.581,5.36701,114.729,4.10623,110.313,4.8732,109.945,4.0645,106.165,0.000101924,0.0,0.000578403,0.00014925,7.03335e-06,0.00163293,1.85966e-05,0.000128865,0.00263286,19.6751,19.7402,19.1319,19.0,20.095,18.6553,19.195,20.127,20.1126
2021-08-14 14:00:00,2021-08-14,0.0,14:00:00,2021-08-14 14:00:00,4.6926,113.486,4.18458,112.894,4.91964,112.373,4.57754,114.331,4.59716,111.848,5.20124,112.929,4.19024,114.343,4.85821,110.647,4.07465,111.356,0.00882208,0.0127275,0.00154757,0.00318336,0.00709927,0.0,0.00997472,0.00290954,0.00599027,19.7664,19.8427,19.5256,19.3889,20.1351,19.0189,19.5065,20.1581,20.1339
2021-08-14 15:00:00,2021-08-14,1.0,15:00:00,2021-08-14 15:00:00,5.59541,112.391,5.34053,113.055,5.69711,112.121,5.20501,113.788,5.40973,111.09,5.70666,113.393,5.15037,114.75,5.49881,110.558,5.06233,112.083,0.0145648,0.0316408,0.00154757,0.00591731,0.0102961,0.0,0.0322111,0.00294149,0.0121186,20.4553,20.6299,20.3448,19.8255,20.7947,19.2964,20.291,21.0039,20.7094
2021-08-14 16:00:00,2021-08-14,0.0,16:00:00,2021-08-14 16:00:00,5.48876,113.819,5.09528,111.723,5.78764,116.764,5.57864,114.403,5.11046,114.405,6.44351,116.726,5.20122,112.223,5.20672,117.336,4.80659,112.558,0.0145648,0.0316408,0.00154757,0.00591731,0.0102961,0.0,0.0322111,0.00294149,0.0121186,20.7122,20.7646,20.6145,20.6075,20.9487,20.3675,20.7205,20.8851,20.9216
2021-08-14 17:00:00,2021-08-14,0.0,17:00:00,2021-08-14 17:00:00,5.70735,125.381,5.34756,122.527,5.95273,125.687,5.42767,126.47,5.73923,123.733,6.27601,127.945,5.16382,122.654,5.94451,123.411,5.39527,122.422,0.00575554,0.0189133,0.000605226,0.00274086,0.00319684,0.00176954,0.0222363,9.81092e-05,0.00612879,20.8199,20.9824,20.5714,20.6099,21.206,20.1635,20.8686,21.0992,21.2462
2021-08-14 18:00:00,2021-08-14,0.0,18:00:00,2021-08-14 18:00:00,6.14218,124.281,5.7662,123.609,6.32596,124.442,5.82959,125.433,6.14373,122.782,6.64313,126.046,5.52394,123.272,6.27539,122.67,5.84022,123.609,8.30889e-05,0.0,0.00218153,9.53674e-05,1.91927e-05,0.00530434,0.0,0.000452399,0.0,20.5555,20.7632,20.3159,20.2332,20.9211,19.8269,20.6393,20.8768,21.0022
2021-08-14 19:00:00,2021-08-14,0.0,19:00:00,2021-08-14 19:00:00,6.35184,123.219,6.18368,123.594,6.24115,123.207,5.9806,125.315,6.44969,121.584,6.53857,125.347,5.79317,124.806,6.34695,121.526,6.34479,122.548,0.000574231,9.77516e-06,0.00510752,0.00137997,0.000154018,0.0123429,3.48091e-05,0.00133526,0.0,19.795,19.9825,19.3211,19.6433,20.1705,18.9903,19.9229,20.0153,20.2455
2021-08-14 20:00:00,2021-08-14,0.0,20:00:00,2021-08-14 20:00:00,5.98351,123.132,5.88074,120.681,5.87797,124.426,5.69469,123.363,6.25157,121.885,6.05852,126.276,5.74453,119.466,6.1406,122.071,6.0369,121.45,0.00515592,0.00137162,0.0155054,0.0115566,0.00136423,0.0462089,0.00298095,0.00312781,0.000409126,19.5394,19.6907,19.1364,19.3842,19.835,18.7726,19.5944,19.6718,19.8743
2021-08-14 21:00:00,2021-08-14,0.0,21:00:00,2021-08-14 21:00:00,5.79297,114.778,5.86915,113.046,5.68656,117.983,5.65619,114.787,5.93709,114.163,6.24319,118.257,5.68804,111.768,5.60853,116.096,6.06128,113.699,0.00569975,0.00765491,0.0141252,0.0123134,0.00152171,0.0431035,0.0184286,0.00279105,0.00178218,19.5001,19.562,19.1638,19.325,19.7859,18.8056,19.4124,19.6503,19.7873
2021-08-14 22:00:00,2021-08-14,0.0,22:00:00,2021-08-14 22:00:00,6.40541,106.831,6.33323,104.746,6.41565,110.219,6.16288,106.847,6.1666,107.149,6.72816,109.403,6.10325,104.892,6.06282,110.38,6.14669,105.183,0.0116305,0.0414422,0.0114466,0.0176725,0.00413752,0.0375209,0.0715456,0.00192189,0.0132256,19.4757,19.4868,19.2113,19.2868,19.7744,18.8321,19.3283,19.6872,19.7397
2021-08-14 23:00:00,2021-08-14,0.0,23:00:00,2021-08-14 23:00:00,5.5162,105.527,5.26813,103.007,6.01257,109.552,5.57089,106.065,5.23435,104.945,6.52996,110.324,5.31856,101.699,5.66152,108.166,5.02585,103.851,0.0088414,0.043438,0.00313616,0.0118911,0.00319993,0.0102012,0.0739858,0.000429153,0.0130978,19.3922,19.4174,19.1377,19.2042,19.6934,18.7604,19.2453,19.6152,19.67
2021-08-15 00:00:00,2021-08-15,0.0,00:00:00,2021-08-15 00:00:00,2.50419,98.408,1.89947,79.9927,3.22813,107.499,2.72436,103.406,2.00464,90.1557,3.26887,107.688,1.95639,83.3947,2.96777,105.049,1.69978,71.1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6734,19.6576,19.6882,19.6911,19.6542,19.7066,19.6745,19.6683,19.6391
2021-08-15 01:00:00,2021-08-15,0.0,01:00:00,2021-08-15 01:00:00,2.47336,100.319,2.24821,98.1598,2.5554,103.767,2.56279,101.59,2.24107,99.24,2.7432,103.649,2.35611,98.9883,2.51829,102.864,1.93681,96.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4263,18.3754,17.3149,18.2811,18.6517,16.4747,18.2158,17.868,18.5567
2021-08-15 02:00:00,2021-08-15,0.0,02:00:00,2021-08-15 02:00:00,2.40212,95.2914,2.05563,94.1554,2.62175,103.273,2.4577,96.1252,2.19775,93.0525,2.97959,102.605,2.13296,94.7091,2.35438,99.3884,1.94375,92.6644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7195,18.5744,18.4979,18.5689,18.9834,18.1997,18.4146,18.8637,18.7856
2021-08-15 03:00:00,2021-08-15,0.0,03:00:00,2021-08-15 03:00:00,2.56471,95.0345,2.4454,102.847,2.65405,92.5465,2.14727,97.294,2.64766,90.5658,2.33254,92.4649,2.27245,103.519,2.76382,87.3575,2.44453,98.9898,0.223167,0.126164,0.244667,0.231057,0.130513,0.27209,0.0784737,0.153282,0.112202,18.6548,18.6162,18.4444,18.4508,18.9418,18.0723,18.4187,18.871,18.8654
2021-08-15 04:00:00,2021-08-15,0.0,04:00:00,2021-08-15 04:00:00,2.42293,73.2664,2.46033,77.0725,2.44274,81.1761,2.54575,75.5545,2.04417,69.3392,3.00387,82.4382,2.45122,77.0053,1.88659,75.0522,2.16531,72.7632,0.306306,0.171581,0.404244,0.291118,0.224705,0.429906,0.0968867,0.282867,0.184005,18.6583,18.5681,18.385,18.472,18.9662,18.0886,18.3734,18.755,18.8136
2021-08-15 05:00:00,2021-08-15,0.0,05:00:00,2021-08-15 05:00:00,2.3975,84.2037,2.28897,91.0572,2.30245,82.7361,2.37397,84.0063,2.03586,83.6266,2.64535,82.1576,2.34683,89.7914,1.79259,80.0926,1.87476,87.94,0.324608,0.166197,0.49074,0.28927,0.26497,0.454593,0.0921876,0.392503,0.18493,18.7168,18.6355,18.3294,18.5267,19.0392,17.993,18.4417,18.6909,18.8933
2021-08-15 06:00:00,2021-08-15,0.0,06:00:00,2021-08-15 06:00:00,1.65278,65.2756,1.33182,67.1223,1.38568,71.2565,1.58359,67.988,1.54542,60.7189,1.50474,70.2353,1.24775,67.3917,1.24501,66.0768,1.23766,61.7432,0.123538,0.045669,0.247227,0.0809673,0.14305,0.184697,0.0189926,0.241568,0.074422,18.6703,18.5638,18.043,18.4653,18.9968,17.7355,18.3542,18.4979,18.8005
2021-08-15 07:00:00,2021-08-15,0.0,07:00:00,2021-08-15 07:00:00,1.55546,70.0932,1.52192,72.4339,1.20372,68.7736,1.67523,68.8564,1.26101,64.581,1.2936,64.3235,1.87524,69.6984,1.17247,63.4888,1.077,65.6616,0.0403985,0.000252351,0.0876498,0.0209064,0.0488586,0.0268812,0.000579648,0.111982,0.00261867,18.3055,18.2939,17.6998,18.0403,18.6725,17.3711,18.0388,18.2408,18.6363
2021-08-15 08:00:00,2021-08-15,0.0,08:00:00,2021-08-15 08:00:00,1.03717,93.1641,1.21139,110.635,1.26075,84.053,1.20877,88.0165,0.587676,96.2954,1.40505,81.516,1.35947,97.6786,1.00768,80.707,0.787669,121.471,0.0,7.46548e-06,0.000763476,0.0,0.0,2.38419e-05,0.0,0.00231132,0.000474676,18.2514,18.2299,17.5824,18.1187,18.4224,17.4036,18.0396,17.9657,18.4225
2021-08-15 09:00:00,2021-08-15,0.0,09:00:00,2021-08-15 09:00:00,1.9756,129.104,1.58095,132.356,2.23921,125.092,1.81449,131.099,1.51134,125.449,2.32104,125.461,1.44174,132.955,1.92479,124.747,1.30248,130.341,0.000417173,0.000393078,0.0,4.65214e-05,0.000109881,0.0,7.22185e-05,0.0,8.66652e-05,18.5477,18.3979,15.888,18.0454,18.7345,15.4079,17.9669,16.7511,18.7095
2021-08-15 10:00:00,2021-08-15,0.0,10:00:00,2021-08-15 10:00:00,2.50419,98.408,1.89947,79.9927,3.22813,107.499,2.72436,103.406,2.00464,90.1557,3.26887,107.688,1.95639,83.3947,2.96777,105.049,1.69978,71.1939,0.000417173,0.000393078,0.0,4.65214e-05,0.000109881,0.0,7.22185e-05,0.0,8.66652e-05,18.3699,18.141,17.7607,18.2573,18.5256,17.1848,17.9305,18.0918,18.3633
2021-08-15 11:00:00,2021-08-15,0.0,11:00:00,2021-08-15 11:00:00,1.87118,80.0226,1.8484,88.8564,2.31167,89.2754,2.00356,81.2747,1.64823,77.1921,2.72179,92.088,1.87071,86.9293,1.87095,83.5641,1.68091,86.4419,0.000417173,0.000393078,0.0,4.65214e-05,0.000109881,0.0,7.22185e-05,0.0,8.66652e-05,19.2363,19.0939,19.4881,19.1159,19.4792,19.1596,18.9347,19.9199,19.3432
2021-08-15 12:00:00,2021-08-15,0.0,12:00:00,2021-08-15 12:00:00,1.78309,83.1351,1.57887,82.8754,1.7508,79.7002,1.88549,83.6954,1.63839,79.5073,2.06395,83.3911,1.77898,87.0911,1.44476,73.4067,1.26453,74.5739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5533,20.546,20.6064,20.3878,20.8134,20.2851,20.4167,21.0847,20.7217
2021-08-15 13:00:00,2021-08-15,0.0,13:00:00,2021-08-15 13:00:00,1.76947,55.3282,1.62513,65.2227,1.10793,53.5149,1.90437,48.706,0.879039,33.5042,1.66183,52.7742,1.7037,68.8119,0.787639,283.078,1.44506,53.5913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.571,21.5049,21.255,21.3465,21.8359,20.8936,21.2025,21.4436,21.4628
2021-08-15 14:00:00,2021-08-15,0.0,14:00:00,2021-08-15 14:00:00,1.9168,109.63,1.62322,123.241,2.83053,122.593,1.91268,117.499,1.05723,136.983,3.24416,127.093,1.76884,121.61,2.53676,136.056,1.03954,116.533,0.0,0.0,1.96695e-06,0.0,0.0,0.000911444,0.0,7.53999e-06,0.0,22.5441,22.571,22.2093,22.3676,22.7876,21.7772,22.3851,22.6152,22.7281
2021-08-15 15:00:00,2021-08-15,0.0,15:00:00,2021-08-15 15:00:00,3.40908,123.787,2.8818,112.699,3.90764,125.692,3.20139,119.893,3.52453,126.285,4.13496,125.689,2.79165,112.296,3.72847,123.329,2.86064,119.719,0.0362746,0.00921571,0.00276768,0.0419595,0.0106697,0.00439492,0.0194047,0.00064081,0.00254779,22.5205,22.6384,22.0529,22.3706,22.8976,21.6856,22.4285,23.0484,22.8329
2021-08-15 16:00:00,2021-08-15,0.0,16:00:00,2021-08-15 16:00:00,4.77603,126.203,4.22611,124.028,4.98073,125.521,4.81261,125.69,4.58839,126.38,5.5973,125.821,4.1939,123.062,4.60477,125.739,4.27556,126.305,0.0362746,0.00921571,0.00276768,0.0419595,0.0106697,0.00439492,0.0194047,0.00064081,0.00254779,23.0692,23.328,22.7227,22.8911,23.3621,22.3442,23.1433,23.2346,23.5197
2021-08-15 17:00:00,2021-08-15,0.0,17:00:00,2021-08-15 17:00:00,5.28585,123.839,4.77333,122.763,5.5072,123.191,5.20672,123.438,5.17084,123.344,6.05404,123.681,4.69786,121.419,5.19789,122.572,4.83287,124.236,0.0362746,0.00921571,0.00276572,0.0419595,0.0106697,0.00348347,0.0194047,0.00063327,0.00254779,22.8943,23.1748,22.5037,22.7265,23.1922,22.1577,22.9849,23.0268,23.3709
2021-08-15 18:00:00,2021-08-15,0.0,18:00:00,2021-08-15 18:00:00,5.62488,119.321,5.03136,117.611,6.00019,119.784,5.63089,119.196,5.435,118.748,6.62384,119.948,5.07254,116.92,5.62175,119.192,4.95408,118.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6634,22.9091,22.2251,22.4562,22.9807,21.8837,22.661,22.7634,23.1576
2021-08-15 19:00:00,2021-08-15,0.0,19:00:00,2021-08-15 19:00:00,5.7038,109.874,5.3599,109.231,6.0963,110.294,5.67567,109.81,5.54301,109.91,6.65635,110.765,5.39825,109.525,5.75733,109.187,5.14966,109.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9781,22.14,21.4695,21.7513,22.3036,21.1305,21.8745,22.0442,22.4273
2021-08-15 20:00:00,2021-08-15,0.0,20:00:00,2021-08-15 20:00:00,5.65967,109.028,5.47102,108.264,5.73148,110.793,5.64224,109.412,5.49756,108.76,6.23705,110.864,5.42726,108.471,5.48836,109.659,5.289,108.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9661,21.1538,20.2737,20.7461,21.2958,19.9174,20.8841,20.8775,21.4592
2021-08-15 21:00:00,2021-08-15,0.0,21:00:00,2021-08-15 21:00:00,5.77276,105.575,5.74177,104.254,5.63349,107.74,5.62558,106.18,5.7704,104.989,5.63496,108.238,5.63215,104.689,5.85559,106.176,5.5908,103.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9948,20.2897,18.9854,19.8161,20.2917,18.4502,20.0331,19.6744,20.5711
2021-08-15 22:00:00,2021-08-15,0.0,22:00:00,2021-08-15 22:00:00,5.28829,95.0808,5.5021,96.6084,5.1212,97.2764,4.8257,96.002,5.61363,94.3837,5.0142,97.3563,4.98117,96.961,5.41065,96.4591,5.7057,95.4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9294,20.0622,18.9262,19.6929,20.2598,18.3081,19.7813,19.5939,20.3729
2021-08-15 23:00:00,2021-08-15,0.0,23:00:00,2021-08-15 23:00:00,4.87174,83.5715,5.06631,86.3077,4.46658,87.0283,4.41117,82.6923,5.08161,83.5316,4.15797,85.0222,4.56055,86.3071,4.69267,87.4935,5.25287,84.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.783,19.7046,18.8119,19.5363,20.1138,18.0089,19.4523,19.4774,19.9919
2021-08-16 00:00:00,2021-08-16,0.0,00:00:00,2021-08-16 00:00:00,3.90226,70.9938,3.62473,76.2012,4.27084,67.9031,3.42256,70.624,2.79624,59.2255,4.18701,65.6733,3.25862,73.2108,3.15262,63.0137,2.46733,67.2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5909,19.5905,19.5911,19.5594,19.6217,19.5605,19.5583,19.6213,19.622
2021-08-16 01:00:00,2021-08-16,0.0,01:00:00,2021-08-16 01:00:00,3.052,72.6071,3.21277,77.6579,2.42971,76.7104,3.21129,73.1597,2.48948,70.2448,2.97063,74.4731,3.31966,78.2127,1.83267,76.884,2.78889,73.1452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9066,18.8284,17.2608,18.6493,19.2874,16.925,18.5688,17.9944,19.1358
2021-08-16 02:00:00,2021-08-16,0.0,02:00:00,2021-08-16 02:00:00,3.00042,69.8962,2.9486,75.7308,2.31791,68.6192,3.167,69.6113,2.46726,65.3113,2.77463,64.154,3.18288,76.9055,1.77243,68.3331,2.4153,67.7219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1905,18.1131,16.7261,17.8779,18.5977,16.3076,17.8378,17.3971,18.4503
2021-08-16 03:00:00,2021-08-16,0.0,03:00:00,2021-08-16 03:00:00,4.1919,73.2336,4.07865,79.2173,4.26394,71.552,3.77065,71.9494,3.87223,69.8652,4.14408,68.4888,3.8578,77.01,3.77439,69.4395,3.61058,74.9684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8063,17.738,17.3202,17.556,18.1664,16.7203,17.4751,17.7439,18.0266
2021-08-16 04:00:00,2021-08-16,0.0,04:00:00,2021-08-16 04:00:00,4.78173,72.2283,4.4073,76.4504,4.54195,70.7961,4.28278,71.2288,4.74561,69.6741,4.38463,68.1157,4.2906,74.7609,4.4012,68.4324,4.07839,72.9326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9358,17.7945,17.5042,17.678,18.2831,16.8737,17.5836,17.9493,18.0528
2021-08-16 05:00:00,2021-08-16,0.0,05:00:00,2021-08-16 05:00:00,5.37513,66.8569,5.17191,69.5728,5.20575,64.814,4.94372,65.5301,5.27333,64.2152,4.96962,60.9341,5.0377,68.1201,5.22097,63.4718,4.82058,66.3005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9569,17.9544,17.4697,17.6605,18.3514,16.788,17.6812,17.9901,18.2577
2021-08-16 06:00:00,2021-08-16,0.0,06:00:00,2021-08-16 06:00:00,4.91714,63.374,4.80668,67.2283,4.82711,60.5151,4.68977,62.1652,4.877,61.3806,4.91962,57.2495,4.78779,65.0638,4.76236,59.5902,4.53533,64.9454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8449,17.8488,17.2842,17.5557,18.2381,16.6485,17.5778,17.8021,18.1517
