,Data,precipitacao_observada,Horario,Datetime,TBeltrao_ws10,TBeltrao_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_TBeltrao,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_TBeltrao,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-04 00:00:00,2021-08-04,0.0,00:00:00,2021-08-04 00:00:00,1.12429,338.522,0.738711,330.025,0.795987,287.268,1.47551,331.076,1.74476,298.303,1.05767,308.76,1.32399,321.006,1.99942,293.824,1.20176,274.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8149,18.7597,18.8683,18.8181,18.8106,18.8741,18.7602,18.8614,18.7581
2021-08-04 01:00:00,2021-08-04,0.0,01:00:00,2021-08-04 01:00:00,1.85456,229.324,1.51901,232.487,1.78454,226.499,1.79856,230.257,2.14678,229.545,2.01151,225.301,1.35494,235.578,2.07209,228.045,1.90527,231.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.162,18.1281,17.685,17.9858,18.5125,17.3213,17.939,18.342,18.4157
2021-08-04 02:00:00,2021-08-04,0.0,02:00:00,2021-08-04 02:00:00,2.11716,250.123,1.57252,250.307,2.23466,253.465,1.51859,255.047,2.41572,248.86,1.68434,248.074,1.36111,256.228,2.37069,251.905,2.28905,254.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5022,17.4512,17.5111,17.2295,17.8491,17.2788,17.1996,16.278,18.1749
2021-08-04 03:00:00,2021-08-04,0.0,03:00:00,2021-08-04 03:00:00,0.716564,250.246,0.64478,292.724,1.95619,223.197,1.23344,240.907,0.660937,257.273,2.49654,220.827,1.20159,290.788,1.8175,228.182,0.964423,283.647,0.373943,0.329693,0.198895,0.325858,0.279254,0.0716867,0.742576,0.29841,0.215405,17.4971,17.146,17.2139,17.4206,17.8123,17.0959,17.2395,17.7516,17.6772
2021-08-04 04:00:00,2021-08-04,0.0,04:00:00,2021-08-04 04:00:00,1.15888,329.81,1.47165,306.787,1.79042,273.734,1.2618,327.483,1.11742,327.592,1.9552,278.319,1.91554,313.805,1.92601,272.091,1.26727,310.905,0.373943,0.329694,0.198896,0.325859,0.279255,0.0718584,0.742576,0.29841,0.215406,16.6088,16.5862,14.5574,16.4661,17.0372,14.0097,16.5939,15.7076,17.091
2021-08-04 05:00:00,2021-08-04,0.0,05:00:00,2021-08-04 05:00:00,1.18418,306.289,1.27403,288.261,1.38325,331.513,0.591084,357.998,1.18349,300.993,0.984644,40.9379,1.06783,294.002,1.58413,304.064,1.21374,290.478,0.0461993,0.0348404,0.0603789,0.0650332,0.160122,0.793781,0.00696999,0.158526,0.144815,16.3485,16.2947,14.9546,16.2968,16.8391,13.874,16.4049,16.7025,16.7229
2021-08-04 06:00:00,2021-08-04,0.0,06:00:00,2021-08-04 06:00:00,1.8895,304.416,1.32361,299.424,1.66308,298.786,2.23534,297.559,1.87647,301.199,2.26314,294.669,2.28593,296.534,1.83824,299.718,1.43274,292.267,0.0811252,0.0834241,0.0779832,0.134519,0.17056,0.857125,0.0591397,0.0744082,0.293624,16.8178,16.2417,16.5356,16.7379,17.1106,13.4268,16.6712,16.9501,17.0084
2021-08-04 07:00:00,2021-08-04,0.0,07:00:00,2021-08-04 07:00:00,2.03395,312.277,1.91658,305.282,2.17522,318.59,2.06518,311.993,2.01678,312.065,2.0312,321.353,2.16036,306.051,2.11026,316.061,1.91528,304.157,0.0987676,0.122913,0.0977019,0.134578,0.409201,0.856994,0.0609326,0.498565,0.52857,16.3796,16.2216,13.9964,16.4175,16.7366,13.4084,16.3675,15.4567,16.6807
2021-08-04 08:00:00,2021-08-04,0.0,08:00:00,2021-08-04 08:00:00,1.94851,331.153,1.74247,336.239,1.36107,335.79,1.65287,329.78,1.64871,335.372,1.46842,325.31,2.28967,340.208,1.1136,335.547,1.59186,323.28,2.11511,4.93511,1.50468,0.217276,6.67724,0.214004,0.727312,3.68471,8.82732,16.342,16.2422,14.8764,16.0072,16.6689,13.611,16.2995,16.6207,16.5774
2021-08-04 09:00:00,2021-08-04,0.0,09:00:00,2021-08-04 09:00:00,0.975317,357.549,1.25132,3.56427,1.13113,303.335,1.63292,315.471,0.499436,344.946,1.86318,305.61,1.96265,321.5,1.18083,267.62,1.37997,3.05249,7.53071,12.8323,2.74867,1.99069,7.81142,0.419089,5.95061,4.19625,10.0783,16.0772,16.0145,13.7613,15.9669,16.8524,13.0424,16.0612,16.6358,16.8241
2021-08-04 10:00:00,2021-08-04,0.0,10:00:00,2021-08-04 10:00:00,1.12429,338.522,0.738711,330.025,0.795987,287.268,1.47551,331.076,1.74476,298.303,1.05767,308.76,1.32399,321.006,1.99942,293.824,1.20176,274.306,9.61018,16.7312,3.38016,2.44197,8.98289,0.536964,8.36534,4.89837,10.9093,16.5833,16.5234,16.07,16.4241,16.9104,15.6933,16.4013,16.788,16.8035
2021-08-04 11:00:00,2021-08-04,0.0,11:00:00,2021-08-04 11:00:00,1.36429,305.759,1.1587,309.002,1.8253,291.139,1.49684,301.832,1.88422,289.42,1.92758,293.455,1.67122,309.8,2.35804,285.621,1.51488,284.674,8.48255,13.3841,2.21791,2.64984,2.88964,0.529775,8.87481,1.87751,2.67139,16.8516,16.7336,16.6842,16.7695,17.1691,16.4732,16.6059,17.0482,17.107
2021-08-04 12:00:00,2021-08-04,0.0,12:00:00,2021-08-04 12:00:00,2.1613,253.358,1.98596,243.337,2.1766,259.946,2.46129,254.347,1.63638,246.178,2.4843,260.927,2.45896,246.963,1.60622,255.712,1.48329,241.939,3.05384,5.42611,1.06021,0.810003,1.87545,0.267335,3.59971,2.13497,1.17654,17.4824,17.7671,16.9005,17.4504,17.6636,16.5332,17.7122,17.2952,17.9257
2021-08-04 13:00:00,2021-08-04,0.0,13:00:00,2021-08-04 13:00:00,1.23973,261.284,1.08559,258.089,1.49505,269.896,1.80305,265.824,0.831604,242.75,2.13039,262.692,1.50305,263.973,0.866442,280.409,0.94897,240.12,1.7547,1.69159,2.39844,1.58658,1.06966,2.34697,1.53348,2.06758,0.371838,17.9484,18.0059,18.4282,18.2035,18.3227,18.1242,17.885,18.5968,18.3671
2021-08-04 14:00:00,2021-08-04,0.0,14:00:00,2021-08-04 14:00:00,2.92906,207.453,2.95724,203.909,2.79903,215.681,3.02337,214.564,2.96556,198.59,3.24013,219.849,3.05567,208.009,2.79926,204.966,2.81901,199.317,0.860866,0.224201,2.1401,1.24239,0.893114,2.23911,0.35512,1.89281,0.310975,18.7179,19.0473,18.252,18.462,19.4195,17.8332,19.0186,18.8602,19.4451
2021-08-04 15:00:00,2021-08-04,0.0,15:00:00,2021-08-04 15:00:00,3.66271,215.277,3.6918,213.908,3.66453,213.692,3.70066,206.39,3.83585,213.219,4.24004,205.485,3.53752,208.65,3.78569,216.182,3.75219,209.792,0.801481,0.203974,2.00198,1.23411,0.604388,2.22698,0.350798,1.05938,0.261191,19.3777,19.486,19.3165,19.3636,19.5688,18.895,19.4897,19.5422,19.62
2021-08-04 16:00:00,2021-08-04,0.0,16:00:00,2021-08-04 16:00:00,3.29893,201.339,3.39736,204.238,3.35388,197.938,3.52215,192.881,3.70826,208.229,3.99985,193.577,3.33769,194.918,3.54627,206.687,3.81596,206.873,0.00351238,0.000154495,0.0125403,0.00619793,6.29425e-05,0.0294335,0.000497818,0.000484943,0.0,19.7115,19.791,19.6349,19.6087,19.855,19.1875,19.7441,19.8708,19.8443
2021-08-04 17:00:00,2021-08-04,0.0,17:00:00,2021-08-04 17:00:00,3.42871,190.168,3.4557,190.008,3.45292,189.949,3.69493,185.945,3.63549,197.167,4.16444,186.613,3.52714,185.339,3.50419,197.022,3.71347,196.942,0.0,0.0,0.0,9.05991e-06,0.0,0.000108242,0.0,0.0,0.0,19.8035,19.9364,19.634,19.6634,19.9872,19.2355,19.8337,19.9259,20.0155
2021-08-04 18:00:00,2021-08-04,0.0,18:00:00,2021-08-04 18:00:00,3.47084,188.451,3.56733,186.111,3.43759,189.336,3.6478,187.494,3.63075,189.071,4.10434,188.13,3.54585,185.342,3.42447,190.225,3.77389,187.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6946,19.8248,19.4934,19.5363,19.9656,19.1154,19.6711,19.8695,20.0116
2021-08-04 19:00:00,2021-08-04,0.0,19:00:00,2021-08-04 19:00:00,3.48598,178.668,3.45904,178.187,3.57507,177.908,3.85468,178.658,3.54315,180.054,4.3693,177.878,3.63384,178.448,3.45182,179.51,3.5939,180.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7369,19.8311,19.4612,19.5875,20.0013,19.0928,19.6786,19.8438,20.0113
2021-08-04 20:00:00,2021-08-04,0.0,20:00:00,2021-08-04 20:00:00,2.96492,167.684,3.12644,167.915,2.6996,166.761,3.3344,168.842,2.98566,168.931,3.28427,168.003,3.29128,168.793,2.76973,168.927,3.18803,168.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2885,19.3595,18.7642,19.1601,19.5661,18.3328,19.2394,19.2757,19.5549
2021-08-04 21:00:00,2021-08-04,0.0,21:00:00,2021-08-04 21:00:00,3.31937,156.176,3.16727,156.887,2.72354,155.171,3.5509,158.783,3.08426,162.581,3.07387,157.733,3.26068,158.116,2.36243,161.529,3.04259,161.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9414,19.0184,16.2731,18.7966,19.1776,15.6782,18.8938,17.9015,19.1996
2021-08-04 22:00:00,2021-08-04,0.0,22:00:00,2021-08-04 22:00:00,3.09731,150.669,2.70125,149.512,2.75746,149.592,3.19124,150.716,2.8624,150.796,3.03118,152.382,2.70625,146.485,2.33304,148.039,2.62303,152.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7772,18.8456,16.0918,18.6111,19.0561,15.5057,18.7071,17.4483,19.053
2021-08-04 23:00:00,2021-08-04,0.0,23:00:00,2021-08-04 23:00:00,1.97189,145.413,1.57256,145.606,2.32408,144.549,2.13315,146.414,1.70796,143.621,2.54459,147.197,1.52312,142.03,2.00495,142.459,1.37311,146.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6067,18.6652,15.662,18.4116,18.8809,15.1176,18.4765,16.9351,18.8566
2021-08-05 00:00:00,2021-08-05,0.0,00:00:00,2021-08-05 00:00:00,0.501082,6.05792,0.352636,17.2963,0.55816,11.3167,0.518073,6.8439,0.594296,14.9828,0.813765,0.568451,0.28567,15.2328,0.75087,26.9732,0.448474,27.1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8839,18.8466,18.9197,18.8987,18.8669,18.9352,18.8607,18.9022,18.8302
2021-08-05 01:00:00,2021-08-05,0.0,01:00:00,2021-08-05 01:00:00,1.02977,128.708,0.894326,115.041,1.24421,130.246,0.986172,133.028,0.844746,117.729,1.1182,132.51,0.886176,110.313,1.1109,123.275,0.704853,111.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5791,17.5854,15.3355,17.4227,17.8167,14.9172,17.4415,16.4053,17.8069
2021-08-05 02:00:00,2021-08-05,0.0,02:00:00,2021-08-05 02:00:00,0.909357,79.1362,0.678482,80.0629,1.04998,83.2336,0.930736,86.2814,0.812989,65.6043,1.01209,80.6644,0.781795,86.1162,1.13204,77.4184,0.603443,48.6991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0102,17.0152,14.8204,16.7899,17.3314,14.4386,16.7636,15.7815,17.2689
2021-08-05 03:00:00,2021-08-05,0.0,03:00:00,2021-08-05 03:00:00,1.43941,44.8981,1.21208,48.8687,1.31768,52.5486,1.39099,49.4434,1.44214,35.6981,1.32077,48.8747,1.24483,47.4162,1.37556,46.4433,1.27003,41.1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0752,17.112,16.6033,16.5948,17.5338,16.0688,16.6999,16.9496,17.4548
2021-08-05 04:00:00,2021-08-05,0.0,04:00:00,2021-08-05 04:00:00,1.38598,43.5508,1.21494,48.9859,1.42611,45.3982,1.38366,45.326,1.21895,38.9429,1.62858,42.1283,1.36444,43.8658,1.18119,47.9476,1.21167,37.4966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6992,16.8637,15.5794,15.9974,17.3279,13.0807,16.2385,16.7857,17.3087
2021-08-05 05:00:00,2021-08-05,0.0,05:00:00,2021-08-05 05:00:00,0.790917,23.1667,0.854348,9.92303,0.857857,30.0293,0.945247,32.6954,0.888186,10.8787,1.23794,19.9512,0.933606,18.5734,0.902818,28.5089,1.06545,6.97092,0.000788439,0.000685027,0.000380872,0.0031297,2.68887e-05,0.000574117,0.00105137,1.75146e-05,0.000122001,16.2527,16.3826,16.0203,15.9249,16.5795,13.1746,16.1902,16.488,16.632
2021-08-05 06:00:00,2021-08-05,2.0,06:00:00,2021-08-05 06:00:00,0.704824,18.1799,0.542927,10.5629,0.881423,24.6501,0.578403,24.2064,0.804087,21.5602,0.87963,7.97748,0.526535,353.259,0.963131,27.3906,0.540626,26.4636,0.000788442,0.000685176,0.000380872,0.00312972,2.68887e-05,0.000574117,0.00105155,1.75146e-05,0.000122001,16.0686,16.162,13.7078,15.7164,16.2855,13.1297,15.9624,14.7104,16.3954
2021-08-05 07:00:00,2021-08-05,0.0,07:00:00,2021-08-05 07:00:00,0.973331,4.23145,0.970302,357.831,0.922799,19.8019,0.892295,359.115,1.0642,12.9331,1.00962,5.5871,1.03074,341.441,1.05801,24.0822,0.978586,10.0478,0.000788442,0.000685176,0.000380872,0.00312972,2.68887e-05,0.000574117,0.00105155,1.75146e-05,0.000122001,15.8315,15.9087,13.4596,15.592,16.0139,12.9398,15.7512,14.3769,16.1156
2021-08-05 08:00:00,2021-08-05,0.0,08:00:00,2021-08-05 08:00:00,1.23256,28.508,1.22771,16.7103,1.66733,34.0452,1.21875,43.2669,1.37497,19.836,1.64408,31.469,1.08528,26.5013,1.7631,28.4584,1.46677,15.0687,3.14321e-09,1.48953e-07,0.0,2.468e-08,3.63798e-12,0.0,2.08849e-07,0.0,1.52795e-10,15.5197,15.6006,12.9431,15.1195,15.7628,12.2895,15.339,13.9006,15.7812
2021-08-05 09:00:00,2021-08-05,0.0,09:00:00,2021-08-05 09:00:00,1.19708,37.1584,1.0699,26.6292,1.37367,46.4887,1.08243,47.1568,1.41028,20.4029,1.45963,36.2845,0.850578,49.6673,1.312,39.3981,1.40884,16.9795,2.08543e-05,0.000156071,2.5754e-05,0.000214492,9.09422e-08,0.000859272,0.00638287,5.14847e-08,0.000347359,14.9274,15.0056,14.5978,14.5912,15.3546,14.3461,14.4708,14.3304,15.3079
2021-08-05 10:00:00,2021-08-05,0.0,10:00:00,2021-08-05 10:00:00,0.501082,6.05792,0.352636,17.2963,0.55816,11.3167,0.518073,6.8439,0.594296,14.9828,0.813765,0.568451,0.28567,15.2328,0.75087,26.9732,0.448474,27.1663,6.84421e-05,0.00179352,0.000132716,0.00044424,0.025278,0.000983221,0.0118698,0.0126882,0.00891865,15.0244,14.976,14.8572,14.7324,15.2863,14.566,14.596,15.166,15.2291
2021-08-05 11:00:00,2021-08-05,1.0,11:00:00,2021-08-05 11:00:00,0.861621,322.516,0.752815,329.932,0.783366,330.522,0.93827,305.915,0.957134,326.689,1.27135,311.943,0.971136,303.258,0.885306,336.095,0.847858,339.509,6.8446e-05,0.00188917,0.000133086,0.00044424,0.0252781,0.000983221,0.011873,0.0126884,0.00891867,15.6772,15.5134,15.4566,15.2573,16.1837,15.1713,15.2053,16.0101,15.9181
2021-08-05 12:00:00,2021-08-05,1.0,12:00:00,2021-08-05 12:00:00,1.15631,326.81,1.22917,326.949,1.23137,314.803,1.04717,320.703,1.11747,330.656,1.36407,320.645,1.14322,314.945,1.11289,314.904,1.35497,330.918,4.75916e-05,0.0017331,0.000107332,0.000229748,0.025278,0.00012395,0.00549012,0.0126884,0.00857131,17.4304,17.2464,17.7375,17.3307,17.6204,17.5007,17.2209,17.8014,17.4104
2021-08-05 13:00:00,2021-08-05,1.0,13:00:00,2021-08-05 13:00:00,0.985098,309.878,0.961327,325.154,1.38838,294.82,0.841743,313.086,1.05841,292.51,1.25716,316.175,0.832919,307.548,1.70542,277.069,1.06722,331.326,3.89991e-09,9.56566e-05,3.69851e-07,0.0,1.43424e-07,0.0,3.15905e-06,2.49594e-07,1.95578e-08,19.0297,18.9127,19.0692,19.0008,19.1232,18.9685,18.9319,18.9738,19.0069
2021-08-05 14:00:00,2021-08-05,1.0,14:00:00,2021-08-05 14:00:00,1.1367,242.38,1.22172,259.271,0.865647,260.504,0.886077,221.621,1.4412,243.822,0.839495,182.895,0.664367,260.79,1.69402,276.365,1.4063,249.634,0.0,0.0,9.8953e-10,0.0,0.0,9.31323e-09,0.0,0.0,0.0,20.3658,20.4849,20.2574,20.4435,20.3239,19.9071,20.5998,20.1516,20.4084
2021-08-05 15:00:00,2021-08-05,0.0,15:00:00,2021-08-05 15:00:00,2.55275,170.086,2.1095,185.391,2.79215,170.397,2.95071,175.472,2.04636,177.553,3.40653,174.117,2.67382,178.321,2.52883,172.165,1.83412,206.417,5.19154e-07,4.6799e-08,3.47102e-05,0.000144786,0.0,7.10681e-05,1.13714e-06,0.0,0.0,20.2548,20.3544,19.8374,20.1403,20.6519,19.4201,20.5841,20.7154,20.4688
2021-08-05 16:00:00,2021-08-05,0.0,16:00:00,2021-08-05 16:00:00,3.22608,163.917,3.11405,161.276,3.36107,166.925,3.51651,169.692,3.15599,169.696,4.05735,171.609,3.22425,166.398,3.25976,169.466,3.01932,168.535,5.19154e-07,5.86733e-08,3.47102e-05,0.000144786,0.0,7.10681e-05,1.19861e-06,0.0,0.0,20.8246,20.925,20.5491,20.6134,21.1772,20.1263,20.8424,21.0144,21.077
2021-08-05 17:00:00,2021-08-05,0.0,17:00:00,2021-08-05 17:00:00,3.9637,160.863,3.90147,161.244,4.08309,161.015,4.34646,164.877,3.64783,163.48,4.86201,165.613,4.0642,164.283,3.75627,162.562,3.61107,163.069,5.19154e-07,5.86733e-08,3.47092e-05,0.000144786,0.0,7.10587e-05,1.19861e-06,0.0,0.0,20.663,20.8787,20.3499,20.5393,21.0063,19.9914,20.8206,20.8038,21.1318
2021-08-05 18:00:00,2021-08-05,0.0,18:00:00,2021-08-05 18:00:00,4.55326,155.622,4.52284,155.518,4.66263,156.168,4.74706,155.908,4.21941,157.613,5.34441,157.413,4.44327,154.139,4.32166,157.176,4.28525,157.66,0.0,1.18744e-08,0.0,0.0,0.0,0.0,6.14673e-08,0.0,0.0,20.547,20.7519,20.2151,20.5028,20.7837,19.9707,20.7539,20.5956,20.8988
2021-08-05 19:00:00,2021-08-05,0.0,19:00:00,2021-08-05 19:00:00,4.56538,143.834,4.41742,143.359,4.82331,145.364,4.72383,143.094,4.1071,149.113,5.5391,144.528,4.33642,141.799,4.3368,149.601,4.13563,148.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5114,20.6201,20.1555,20.325,20.7528,19.8302,20.458,20.5082,20.8336
2021-08-05 20:00:00,2021-08-05,0.0,20:00:00,2021-08-05 20:00:00,4.49264,130.39,4.20198,128.879,4.6486,132.276,4.57948,132.325,4.26526,128.821,5.13548,134.246,4.07921,128.404,4.39524,130.848,4.24686,128.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9993,20.1289,19.4812,19.83,20.3177,19.0967,20.004,20.0257,20.3261
2021-08-05 21:00:00,2021-08-05,0.0,21:00:00,2021-08-05 21:00:00,4.68784,122.023,4.51633,116.94,4.15566,124.814,4.80731,121.531,4.29212,121.579,4.24822,124.95,4.71149,116.044,4.06655,123.899,4.03731,118.383,0.00620899,0.00373595,0.00439013,0.0114141,0.00170185,0.00637722,0.0085384,0.00132762,0.000781703,19.4788,19.7297,18.5444,19.3328,19.7614,17.9802,19.481,19.2775,19.9573
2021-08-05 22:00:00,2021-08-05,0.0,22:00:00,2021-08-05 22:00:00,4.79931,114.974,4.70083,112.808,4.55702,114.516,4.75899,115.433,4.78942,114.082,4.87585,114.671,4.73474,113.161,4.38266,113.796,4.55408,112.92,0.00620899,0.00373595,0.00439013,0.0114141,0.00170185,0.00637722,0.0085384,0.00132762,0.000781703,19.1064,19.2969,18.389,18.9364,19.416,17.9271,19.0963,19.0426,19.5362
2021-08-05 23:00:00,2021-08-05,0.0,23:00:00,2021-08-05 23:00:00,3.79011,105.578,3.5499,104.657,3.95717,105.879,3.83446,105.167,3.60202,105.928,3.98664,105.88,3.59752,105.172,3.90109,104.855,3.45242,103.729,0.00620899,0.00373595,0.00439013,0.0114141,0.00170185,0.00637722,0.0085384,0.00132762,0.000781703,19.0758,19.1674,18.3331,18.909,19.3334,17.7797,18.9457,18.8586,19.4264
2021-08-06 00:00:00,2021-08-06,0.0,00:00:00,2021-08-06 00:00:00,3.16064,70.0154,3.07557,75.6019,3.10794,69.6144,2.95576,69.929,2.58295,63.2607,2.93412,66.5832,3.04241,74.4319,2.42373,65.4784,2.06311,68.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0459,18.9944,19.0966,19.0004,19.0917,19.0531,18.9469,19.1405,19.0422
2021-08-06 01:00:00,2021-08-06,0.0,01:00:00,2021-08-06 01:00:00,2.23269,67.1065,2.18148,72.4848,2.41654,67.5688,2.18196,66.3374,2.0952,63.8071,2.5364,63.8358,2.2301,69.9531,2.19173,65.3415,1.95705,68.4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0411,18.0311,15.7694,17.7737,18.3923,15.1442,17.7723,16.8292,18.3057
2021-08-06 02:00:00,2021-08-06,0.0,02:00:00,2021-08-06 02:00:00,2.3282,73.6674,2.17072,85.7319,2.39184,72.3373,2.12053,74.4286,2.15926,69.1776,2.54773,67.3204,2.05635,86.0193,2.2157,70.6906,2.02569,78.1851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9546,16.9474,15.2302,16.5741,17.3935,14.4129,16.5634,16.2795,17.3235
2021-08-06 03:00:00,2021-08-06,0.0,03:00:00,2021-08-06 03:00:00,2.47302,73.9475,2.57402,82.8812,2.43936,74.3959,2.20513,71.7734,2.44705,72.3508,2.69506,70.8974,2.3258,78.9263,2.47952,74.2206,2.40014,80.3353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5959,16.4816,15.212,16.2519,17.0097,14.4606,16.0473,16.1881,16.8097
2021-08-06 04:00:00,2021-08-06,0.0,04:00:00,2021-08-06 04:00:00,2.58578,70.1038,2.67581,76.2187,2.46139,69.5414,2.35556,67.4331,2.58928,70.828,2.70887,65.3962,2.33715,71.5079,2.30022,69.9001,2.60862,77.4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6965,16.6555,14.9666,16.3853,17.1085,14.3615,16.278,15.8443,16.9757
2021-08-06 05:00:00,2021-08-06,0.0,05:00:00,2021-08-06 05:00:00,2.16534,68.9737,2.28172,73.1652,2.48736,70.7735,1.97753,69.2518,2.06063,65.6704,2.7244,67.8625,2.04052,71.0216,2.24852,66.856,2.05869,71.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5883,16.6161,14.7445,16.3088,16.9451,14.2923,16.2813,15.4205,16.8625
2021-08-06 06:00:00,2021-08-06,0.0,06:00:00,2021-08-06 06:00:00,2.35824,69.2134,2.70133,71.779,2.44478,70.7382,2.1925,70.0145,1.87474,63.1005,2.56122,67.1725,2.70419,70.2865,2.14336,65.6054,1.9771,67.5373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4015,16.5158,14.4294,16.1088,16.7034,13.8571,16.2038,15.0359,16.717
2021-08-06 07:00:00,2021-08-06,0.0,07:00:00,2021-08-06 07:00:00,2.84191,75.5083,2.84129,78.3235,3.00632,76.3713,2.82743,77.7456,2.2633,68.652,3.09352,73.8909,2.83895,78.7208,2.39696,72.597,2.23425,73.5805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3232,16.2932,15.5945,16.098,16.5777,14.7046,16.0038,15.1304,16.5193
2021-08-06 08:00:00,2021-08-06,0.0,08:00:00,2021-08-06 08:00:00,3.07733,74.2679,3.13979,77.8012,2.97876,74.6512,2.83463,74.3293,2.60236,70.4479,2.9789,71.6545,3.00438,75.7659,2.53749,72.8341,2.32157,73.8554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2732,16.2649,15.4719,15.9714,16.5593,14.3302,15.9312,15.3602,16.4269
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,3.26714,71.6322,3.28411,74.9888,3.30819,72.0968,3.00103,71.884,2.74015,66.1542,3.12765,68.8238,3.15075,73.3696,2.6115,69.1667,2.45923,69.0683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1446,16.1758,15.5211,15.8212,16.4277,14.4453,15.8155,15.2655,16.3462
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,3.16064,70.0154,3.07557,75.6019,3.10794,69.6144,2.95576,69.929,2.58295,63.2607,2.93412,66.5832,3.04241,74.4319,2.42373,65.4784,2.06311,68.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0574,16.0513,15.4276,15.7214,16.366,14.5195,15.6877,15.3037,16.2224
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,2.587,60.8732,2.34227,63.2603,2.82157,61.054,2.66654,63.8958,2.16047,51.249,3.18449,59.4633,2.6639,68.2867,2.2677,51.3087,1.69443,51.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8483,16.8778,16.9177,16.5897,17.1694,16.5567,16.5905,17.3024,17.0379
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.69919,62.594,2.93557,65.6658,2.60934,63.183,2.5484,62.6937,2.65988,59.805,2.72373,60.5536,2.87522,65.184,2.48945,56.3661,2.7598,61.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5439,18.5862,18.6777,18.2867,18.9124,18.2523,18.3233,19.1454,18.9987
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,2.43714,57.0017,2.62705,63.8708,2.58439,53.5498,2.44919,49.6971,2.39053,59.7451,2.6659,51.2903,2.54843,60.7966,2.48964,54.9148,2.61555,63.4456,3.50293e-08,3.29145e-10,2.2867e-08,2.66735e-06,2.7176e-08,1.02569e-06,6.19515e-09,2.02298e-08,0.0,20.549,20.4418,20.7512,20.3314,20.8411,20.4038,20.2351,21.1959,20.7186
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,3.38347,74.0638,3.85965,72.7811,3.23666,74.1749,3.43924,74.4645,1.54078,65.86,3.67414,77.084,4.12292,72.5674,1.03142,73.2098,2.76068,63.6398,1.7107,0.377996,3.39479,1.98349,1.43196,3.84931,0.557766,2.80734,0.212559,21.938,22.0658,21.5829,21.8003,21.5761,21.249,22.0049,20.9017,21.8635
