,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20210918,1,1.66826,109.735,1.2759,115.024,2.04393,104.473,2.31129,100.741,1.51062,119.587,2.51903,99.9633,1.93464,100.283,1.85236,108.199,1.28481,135.931
1,20210918,2,2.10025,98.1153,2.18034,94.3219,2.02062,104.572,2.95977,95.4271,1.70324,101.667,2.75175,100.472,2.86681,92.5183,1.70464,106.657,1.81564,100.443
2,20210918,3,1.71317,109.763,1.70905,107.479,2.1479,105.306,2.42605,103.241,1.6371,115.237,2.69487,104.113,2.45121,101.387,1.97708,106.794,1.53088,114.101
3,20210918,4,1.78228,69.0043,2.02402,63.1707,0.996166,76.9088,2.45209,72.2548,1.6426,66.9139,1.60192,79.2858,2.52483,66.9288,0.992159,69.3236,1.75615,63.0338
4,20210918,5,1.00829,76.0209,1.35708,76.3007,0.928112,265.511,2.21438,85.5843,0.513041,96.2645,0.381005,179.204,2.33053,78.8284,0.197798,197.568,0.813984,79.8514
5,20210918,6,1.69739,87.2631,1.78136,80.0115,0.773497,87.1306,2.8546,81.1945,1.14566,84.8309,1.8501,83.6353,2.87349,80.0287,0.710827,61.7391,1.18645,87.0712
6,20210918,7,1.31484,83.9792,1.37472,80.546,0.735493,96.0812,2.49308,81.9447,0.736856,90.52,1.57103,85.6149,2.44538,80.7103,0.701486,95.8369,0.698599,93.4046
7,20210918,8,1.35169,67.2614,1.55673,57.9142,0.779996,84.4229,2.05363,68.1875,1.27678,64.4431,1.21632,85.3208,2.12022,59.2944,0.984957,69.7305,1.31917,58.425
8,20210918,9,1.97051,49.4505,2.00726,49.8304,1.77983,48.04,3.02429,59.171,1.52203,38.6591,2.68811,59.7426,2.80306,57.9891,1.62434,38.3407,1.71369,41.4384
9,20210918,10,0.691104,136.065,0.561524,132.211,0.763397,149.445,1.7696,92.8512,0.956878,174.451,1.27773,108.447,1.71279,88.1963,1.08486,170.086,0.893339,184.58
10,20210918,11,1.66826,109.735,1.2759,115.024,2.04393,104.473,2.31129,100.741,1.51062,119.587,2.51903,99.9633,1.93464,100.283,1.85236,108.199,1.28481,135.931
11,20210918,12,1.35467,146.327,0.767158,166.846,1.13065,149.991,1.42763,141.38,1.31703,143.099,1.17335,145.435,1.05773,133.422,1.20388,154.166,0.56631,168.711
12,20210918,13,0.852593,177.873,0.554261,233.128,0.79506,171.852,0.730952,183.826,0.862235,165.081,0.813557,184.041,0.621468,207.868,0.908053,177.815,0.427878,264.289
13,20210918,14,0.637674,176.811,0.687901,273.5,0.889136,179.681,0.598157,152.945,0.714464,187.557,0.658491,157.963,0.411884,255.032,1.3466,197.412,0.819407,297.704
