,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20210828,1,0.163979,256.575,0.167153,225.775,0.17329,265.644,0.308329,260.195,0.0476339,290.046,0.295766,254.049,0.350087,249.579,0.10841,290.324,0.0279638,162.15
1,20210828,2,2.2198,195.222,2.23976,194.038,2.15184,196.569,2.20539,197.167,2.24959,194.432,2.11178,198.488,2.22695,196.545,2.21397,195.461,2.27891,192.986
2,20210828,3,1.19498,194.158,1.33223,196.514,1.04907,196.275,1.24393,201.086,1.2221,189.164,1.00801,204.939,1.4189,203.345,1.22912,192.201,1.34029,190.25
3,20210828,4,0.458962,10.3976,1.105,19.0362,0.250343,83.8312,0.525981,17.6233,1.05298,6.20459,0.24355,74.2818,1.18712,23.0326,0.325704,48.5958,1.74994,15.7595
4,20210828,5,1.05342,20.5534,1.10947,19.4206,1.02292,20.1223,1.17058,31.6141,1.07579,9.70923,0.986513,33.6902,1.25875,26.209,1.08202,10.467,1.20199,11.9285
5,20210828,6,0.806263,49.7849,0.893862,56.7803,0.63941,50.2473,0.908642,66.7809,0.705755,20.7946,0.779963,69.0251,0.996977,69.9203,0.654682,10.3545,0.81329,31.1021
6,20210828,7,0.82939,65.9796,1.09844,62.9906,0.648299,81.7071,1.06062,70.4348,0.872966,61.5117,0.894295,75.855,1.19355,70.8537,0.746079,67.9794,1.08309,61.0788
7,20210828,8,0.316066,316.489,0.210302,348.825,0.209547,339.058,0.186511,324.852,0.564001,349.376,0.222947,21.9777,0.0309308,77.2304,0.597571,351.142,0.479542,1.51721
8,20210828,9,0.239408,327.41,0.258375,297.907,0.301381,358.549,0.205932,258.723,0.448633,343.666,0.117345,327.602,0.301652,255.939,0.523448,359.269,0.324914,326.741
9,20210828,10,0.167445,350.808,0.133287,33.0224,0.281042,342.187,0.248925,334.652,0.206728,26.4874,0.264671,312.222,0.240442,31.6164,0.235691,5.79007,0.294078,40.2384
10,20210828,11,0.163979,256.575,0.167153,225.775,0.17329,265.644,0.308329,260.195,0.0476339,290.046,0.295766,254.049,0.350087,249.579,0.10841,290.324,0.0279638,162.15
11,20210828,12,0.609825,275.462,0.594906,282.281,0.612934,273.472,0.727676,264.39,0.562893,286.262,0.683472,264.825,0.756253,267.655,0.587935,277.243,0.509843,302.201
12,20210828,13,1.09194,260.802,1.30466,282.794,1.03839,251.481,1.16298,246.832,1.17064,272.143,1.06654,246.117,1.28838,261.855,1.09479,260.214,1.36059,296.349
13,20210828,14,1.41618,246.187,1.49749,270.934,1.48489,240.768,1.35719,236.167,1.61427,240.754,1.15509,247.131,1.60789,257.746,1.82323,232.8,1.42933,272.686
14,20210828,15,2.64774,186.466,2.8294,187.661,2.61017,189.259,2.55307,185.583,2.75841,185.343,2.45161,192.065,2.76535,184.412,2.73803,185.93,2.96161,184.614
15,20210828,16,3.44706,180.37,3.32761,181.084,3.54221,177.732,3.30473,173.772,3.80814,186.483,3.50014,172.474,3.13012,173.584,3.90533,183.775,3.69586,187.052
16,20210828,17,4.56691,177.525,4.50055,177.837,4.56673,176.703,4.47793,172.993,4.83898,182.376,4.53425,173.12,4.38167,172.837,4.84302,181.045,4.87928,182.544
17,20210828,18,4.54325,173.121,4.55521,174.083,4.52889,172.713,4.65004,170.974,4.78465,175.837,4.55691,170.306,4.62537,172.563,4.866,175.615,4.78707,175.596
18,20210828,19,4.8521,165.593,4.86799,166.587,4.78661,165.51,4.95401,163.95,4.87656,168.323,4.82874,163.313,4.94677,165.444,4.92109,168.423,4.90907,168.117
19,20210828,20,4.40935,159.504,4.32085,161.189,4.34257,159.092,4.56914,157.445,4.29939,162.71,4.38609,156.276,4.46528,159.837,4.38039,163.714,4.24551,162.175
20,20210828,21,4.07669,146.498,3.87254,145.703,3.98094,148.078,4.20955,144.065,4.01433,150.147,3.9651,143.002,4.00991,145.297,4.11099,153.144,3.86093,147.604
21,20210828,22,3.39953,147.801,3.19731,149.17,3.63265,148.28,3.5098,144.927,3.58332,144.221,3.34139,143.015,3.42894,148.652,3.86,142.901,3.35145,145.325
22,20210828,23,2.20886,134.78,2.25121,137.612,2.16629,132.717,2.10822,137.88,2.26598,133.615,2.16768,132.257,2.08192,141.716,2.08555,133.081,2.30856,135.476
23,20210828,24,1.56271,124.884,1.52236,127.805,1.44177,115.889,1.6391,123.66,1.46781,123.021,1.69709,115.194,1.56865,126.058,1.28453,122.255,1.41532,127.724
24,20210828,25,0.874022,148.505,0.880882,148.866,0.731557,145.247,1.14223,139.2,0.695136,156.483,1.03703,132.036,1.13847,142.262,0.579867,158.58,0.850712,161.08
25,20210828,26,0.869643,124.287,0.706376,105.371,1.03966,109.651,0.931965,119.936,0.711677,130.157,1.15102,119.978,0.693089,108.436,0.67652,122.924,0.608426,127.058
26,20210828,27,1.09094,124.261,0.948243,134.453,1.03841,109.356,1.05748,132.823,0.937233,131.687,1.01898,121.153,0.891844,143.03,0.90285,131.243,0.908159,135.714
27,20210828,28,0.967561,55.7307,1.05565,66.4697,0.804248,63.4323,1.25207,64.5622,0.588024,56.7061,1.11755,67.9733,1.23408,69.8454,0.591066,55.0957,0.783383,58.4931
28,20210828,29,1.25511,54.191,1.17021,57.5241,1.25833,51.2637,1.57129,60.0432,1.07871,51.1909,1.43125,57.3994,1.45663,63.2008,1.18317,43.9999,1.08651,46.9112
29,20210828,30,1.01671,93.4475,1.15222,85.7426,1.21722,102.99,1.29508,91.2163,0.671664,95.1076,1.37779,99.8578,1.35521,91.668,0.903376,91.4515,0.656747,103.66
30,20210828,31,1.02951,121.061,0.892656,119.191,1.28586,116.3,1.27171,109.912,0.954924,125.441,1.53341,109.282,1.2195,113.0,1.07117,120.34,0.779101,109.023
31,20210828,32,1.34198,122.138,0.98301,131.628,1.48899,115.057,1.29937,118.206,1.38218,128.74,1.54574,110.513,1.00487,134.646,1.30445,121.367,1.12364,136.919
32,20210828,33,1.59364,131.145,1.104,143.069,1.76674,127.3,1.73196,132.979,1.32826,128.827,1.79426,122.498,1.23471,145.268,1.60308,134.796,1.05898,132.19
33,20210828,34,1.17905,122.632,0.674199,115.713,1.58035,114.083,1.60256,118.116,1.05203,121.362,2.04595,109.718,1.24542,114.033,1.2254,111.026,0.668018,121.353
