,Data,precipitacao_obsevada,Horario,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
21819,2021-10-03,0.0,11:00:00,2.237,196.075,2.09351,196.487,2.39565,196.463,2.04337,198.78,2.48375,192.119,2.08218,198.913,1.95049,200.13,2.60918,191.01,2.35089,191.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6145,23.7926,23.4252,23.5059,23.5182,23.4927,23.6939,23.1909,23.7578
21820,2021-10-03,0.0,12:00:00,2.8685,195.484,2.79642,195.047,2.93372,196.434,2.67595,196.379,3.02606,192.424,2.56001,196.441,2.719,197.162,3.11768,191.137,2.95293,192.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8056,25.1097,24.5294,24.8457,24.617,24.7517,25.1429,24.2068,24.9994
21821,2021-10-03,0.0,13:00:00,3.49936,193.105,3.469,192.422,3.50076,193.105,3.13531,189.093,3.6786,190.363,3.01671,185.948,3.236,192.604,3.77579,189.828,3.59017,188.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.852,26.1617,25.5675,25.9848,25.6296,25.8249,26.2899,25.1698,26.0507
21822,2021-10-03,0.0,14:00:00,3.37641,192.335,3.40049,191.853,3.31915,191.163,2.92096,185.27,3.58133,190.447,2.85828,181.186,3.01658,189.478,3.65654,190.127,3.51999,188.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0213,27.3515,26.7332,27.1586,26.7249,26.97,27.4845,26.2683,27.2021
21823,2021-10-03,0.0,15:00:00,3.00002,154.685,2.85291,156.874,3.08202,152.189,3.09991,151.118,3.2443,174.579,3.21949,150.475,2.81806,149.548,3.29728,171.576,3.2295,174.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0268,29.492,28.5769,28.6893,28.8467,28.2749,29.267,28.3554,29.3043
21824,2021-10-03,0.0,16:00:00,3.40682,145.429,3.03609,134.826,3.67931,149.619,3.32587,122.795,3.77814,151.196,3.29383,131.967,3.36244,117.296,3.71491,148.64,3.64456,151.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2864,30.8208,29.6978,30.1673,30.0649,29.8864,30.4581,29.5153,30.6002
21825,2021-10-03,0.0,17:00:00,4.23684,128.642,4.00439,127.874,4.28722,127.939,4.61501,125.087,4.22893,128.742,4.51401,123.999,4.51963,126.351,4.27467,126.361,3.96523,130.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9632,31.3397,30.5742,30.3903,31.1973,30.2364,30.6855,30.7352,31.5754
21826,2021-10-03,0.0,18:00:00,4.79019,128.885,4.59276,131.805,4.70423,126.859,5.51448,125.575,4.48275,130.76,5.35777,122.814,5.31896,128.494,4.46653,130.771,4.43128,133.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7632,31.0746,30.5614,30.1586,31.1139,30.0729,30.4731,30.7577,31.4288
21827,2021-10-03,0.0,19:00:00,3.17217,149.333,3.08475,153.095,3.13796,147.342,3.72264,137.424,3.22923,150.81,3.63235,134.2,3.38523,140.729,3.36279,152.368,3.29241,152.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0848,31.3888,30.8535,30.5717,31.3404,30.5123,30.8921,30.9206,31.6265
21828,2021-10-03,0.0,20:00:00,4.75467,198.631,4.64151,199.946,4.98621,197.958,3.92815,193.688,5.49421,198.561,3.98857,195.853,3.84199,194.036,5.76849,195.845,5.36842,200.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.256,28.1625,26.4827,28.6325,25.8551,27.7928,29.6005,25.2003,26.5745
21829,2021-10-03,5.4,21:00:00,6.81168,192.941,6.76881,190.524,7.14897,197.074,6.55372,193.469,7.02211,192.469,6.6338,198.442,6.89242,191.378,7.42341,195.472,6.81869,189.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5219,23.9128,23.2062,23.1768,23.7672,22.9783,23.5553,23.3398,24.1421
21830,2021-10-03,1.2,22:00:00,6.63757,191.55,6.40543,190.303,6.89962,195.133,6.44023,193.403,6.84067,190.971,6.46002,197.79,6.59907,192.162,7.20984,192.917,6.47623,189.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7685,23.0397,22.5601,22.4218,22.9589,22.3341,22.6929,22.643,23.2189
21831,2021-10-03,0.0,23:00:00,6.19207,207.771,5.88958,209.332,6.69006,208.788,6.36047,210.596,6.01913,206.055,6.60967,212.854,6.31183,210.809,6.65198,205.426,5.61238,208.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8199,23.0791,22.6216,22.3419,23.1345,22.2797,22.5985,22.8187,23.3793
21832,2021-10-04,0.0,00:00:00,0.515287,134.7,0.564213,154.123,0.527526,101.733,0.387187,124.147,0.556177,122.73,0.417603,96.2264,0.457567,150.103,0.600266,87.7672,0.617706,140.11,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,22.5307,22.5665,22.4923,22.5282,22.5325,22.4897,22.5643,22.4943,22.5681
21833,2021-10-04,0.4,01:00:00,2.10947,237.469,2.0974,248.43,2.21914,235.928,2.42512,241.01,1.84427,235.925,2.44726,242.794,2.38528,245.272,2.02405,228.516,1.93469,252.564,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,22.964,23.0157,22.8615,22.6424,23.1049,22.6477,22.7794,22.9144,23.0319
21834,2021-10-04,2.2,02:00:00,0.655297,276.462,0.985117,306.553,0.709689,261.448,0.937762,247.252,1.10183,328.878,0.986354,249.0,0.9289,252.575,0.673245,306.743,1.59256,329.158,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,22.5537,22.6281,22.4437,22.1902,22.7019,22.1705,22.3784,22.5627,22.6751
21835,2021-10-04,1.6,03:00:00,1.69516,314.705,1.53575,315.98,1.87218,313.497,1.83901,308.961,1.61771,318.421,2.00142,312.155,1.63311,303.036,1.82867,312.733,1.56205,327.997,0.422873,0.436377,0.40552,0.51862,0.386927,0.491768,0.492022,0.364586,0.428657,22.6477,22.7156,22.635,22.3274,22.7955,22.3781,22.4569,22.7224,22.7623
21836,2021-10-04,0.6,04:00:00,1.35906,343.218,1.29081,341.032,1.44299,343.777,1.39987,333.908,1.37211,352.433,1.52854,334.472,1.25658,330.182,1.36869,353.133,1.38103,352.033,0.422873,0.436367,0.40552,0.51862,0.386927,0.491768,0.49201,0.364586,0.428653,22.3773,22.4333,22.3312,22.0885,22.4939,22.1476,22.1905,22.3683,22.4909
21837,2021-10-04,0.0,05:00:00,0.485476,204.564,0.501619,221.109,0.465545,198.719,0.667506,204.296,0.367558,207.897,0.563863,204.717,0.679261,219.502,0.41501,202.102,0.412055,226.089,0.00588349,0.001921,0.00834107,0.00256789,0.00227597,0.00303671,0.0021967,0.00304654,0.00148937,22.4157,22.4905,22.373,22.0966,22.5836,22.1436,22.2116,22.4655,22.6154
21838,2021-10-04,0.2,06:00:00,2.3313,359.899,2.2407,2.54852,2.40861,356.225,2.43525,4.00171,2.39757,359.271,2.44781,359.102,2.26425,7.22137,2.45213,357.167,2.44746,1.99341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2653,22.3039,22.2366,21.9556,22.3137,22.0317,22.0365,22.2308,22.2756
21839,2021-10-04,0.6,07:00:00,1.19396,23.2772,1.17441,30.9948,1.18268,14.5768,1.35831,22.2255,1.1743,20.7423,1.21699,13.1692,1.33847,33.5157,1.22324,15.6247,1.22553,25.7343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1893,22.2553,22.1641,21.8591,22.3381,21.9564,21.9126,22.2169,22.3346
21840,2021-10-04,0.6,08:00:00,0.273333,56.6168,0.455781,67.5178,0.186256,76.6033,0.337968,75.0197,0.319434,63.3749,0.394972,135.867,0.598558,60.6576,0.383833,52.5778,0.430765,70.4455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1342,22.2002,22.0902,21.8162,22.2961,21.7909,21.9022,22.183,22.3157
21841,2021-10-04,0.0,09:00:00,0.710433,340.684,0.529924,352.672,0.770075,338.737,0.741694,6.04239,0.697852,334.718,0.686736,356.309,0.628118,15.9915,0.834623,341.929,0.545884,338.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0837,22.1397,22.0262,21.853,22.2102,21.8881,21.8907,22.1061,22.2015
21842,2021-10-04,0.0,10:00:00,0.515287,134.7,0.564213,154.123,0.527526,101.733,0.387187,124.147,0.556177,122.73,0.417603,96.2264,0.457567,150.103,0.600266,87.7672,0.617706,140.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1712,23.2067,23.1324,23.4085,23.146,23.3337,23.4082,23.1081,23.1784
21843,2021-10-04,0.0,11:00:00,0.928545,293.386,0.791878,283.754,1.09611,305.402,1.05742,297.469,0.871073,291.576,1.28051,301.598,0.825452,291.163,1.01811,306.583,0.796603,286.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.014,25.9536,26.0924,26.1158,25.8551,26.1964,26.1066,25.9009,25.7444
21844,2021-10-04,0.0,12:00:00,0.833752,277.106,0.876203,268.911,0.865212,296.572,0.917959,271.846,0.753604,294.722,0.981737,285.987,0.926942,258.365,0.818301,303.747,0.759059,293.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9035,27.8777,27.9177,28.0218,27.7851,28.0451,28.1012,27.7298,27.5843
21845,2021-10-04,0.0,13:00:00,0.910559,313.699,0.947763,310.858,0.955322,322.343,1.0148,338.943,0.980051,314.479,1.06968,329.989,0.877579,346.387,1.0111,326.264,1.12285,310.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3098,31.1478,31.339,31.6831,31.0151,31.7316,31.663,31.0585,30.4278
21846,2021-10-04,0.0,14:00:00,1.70985,300.987,1.71767,301.874,1.86088,298.392,1.91514,307.068,1.64619,291.059,2.02363,299.821,1.80394,304.023,1.80639,298.54,1.64605,291.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.319,33.0162,33.376,33.3092,33.1667,33.4468,33.1586,33.1364,32.8588
21847,2021-10-04,0.0,15:00:00,2.94704,338.6,2.59679,337.008,3.24404,338.188,3.05467,332.672,2.57254,346.315,3.27639,330.844,2.70122,333.238,3.01025,344.971,2.18513,344.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4922,35.4926,35.4831,35.316,35.4112,35.3827,35.3973,35.4254,35.0252
21848,2021-10-04,0.0,16:00:00,2.6623,333.791,2.40197,334.966,2.93061,335.837,2.81507,334.402,2.45914,342.686,2.96277,329.015,2.66708,341.786,2.82578,346.134,2.07107,335.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5021,36.5882,36.4357,36.3089,36.4943,36.3189,36.4366,36.4193,36.3387
21849,2021-10-04,0.0,17:00:00,2.45945,331.545,2.23739,334.006,2.66925,331.33,2.66131,343.644,2.38737,333.568,2.67578,337.001,2.59324,350.639,2.73787,339.255,1.95434,322.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2567,37.3265,37.1974,37.0209,37.2239,37.0726,37.1238,37.1503,37.0998
21850,2021-10-04,0.0,18:00:00,2.03807,326.269,1.76212,323.985,2.37674,334.358,1.99597,325.574,1.96702,345.534,2.28176,322.203,1.72691,332.634,2.37223,349.954,1.62633,341.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5222,37.6089,37.4695,37.3145,37.586,37.3622,37.4227,37.5099,37.5221
21851,2021-10-04,0.0,19:00:00,1.87007,256.416,1.45939,265.319,1.94845,220.812,1.1619,267.748,3.13625,227.98,1.22545,189.401,1.31448,280.904,3.18327,211.775,2.66584,229.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5366,37.5671,37.4085,37.3983,36.791,37.2495,37.4831,36.7896,36.8288
21852,2021-10-04,0.0,20:00:00,6.76934,178.602,6.70484,182.118,6.64641,177.807,6.68052,177.005,6.65036,187.075,6.25826,178.857,7.13024,178.135,6.78494,181.928,6.43125,193.596,4.57995,3.43908,6.54128,3.79034,5.7771,5.20234,3.01205,7.85136,4.28821,27.3977,27.7105,27.1029,27.1335,27.5404,26.9695,27.4505,27.1461,27.8774
21853,2021-10-04,0.0,21:00:00,6.45103,205.415,6.37539,203.914,6.61573,207.399,6.7793,206.203,6.28588,203.275,6.8812,208.645,6.8462,205.587,6.39901,205.35,6.17827,200.302,4.70603,3.52258,6.71634,3.93416,5.89257,5.41651,3.10436,8.00397,4.3637,26.5959,26.9277,26.316,26.1031,26.8565,25.92,26.4335,26.4445,27.1592
21854,2021-10-04,0.0,22:00:00,4.24106,210.525,4.35081,204.181,4.15258,219.1,4.34386,217.474,4.29952,206.695,4.46273,223.348,4.57353,211.113,4.41803,215.041,3.85776,200.277,4.70603,3.52258,6.71634,3.93416,5.89257,5.41651,3.10436,8.00397,4.3637,25.4349,25.7585,25.1801,24.9873,25.7914,24.8642,25.2784,25.3576,26.1336
21855,2021-10-04,0.0,23:00:00,2.00428,186.921,2.29358,233.564,3.12291,176.057,2.93024,185.487,1.81942,221.226,3.87213,190.624,2.29174,216.13,2.34948,167.592,3.0401,253.428,0.126079,0.083508,0.175065,0.143828,0.115471,0.214177,0.092314,0.152606,0.0754943,25.4878,25.2162,25.5291,25.2646,25.4555,25.2119,25.1358,25.5902,25.1201
21856,2021-10-05,0.0,00:00:00,0.719457,301.428,1.0907,304.516,0.26032,289.55,0.802266,279.576,0.720684,321.204,0.662041,255.108,1.12613,289.798,0.293264,358.227,1.08199,312.755,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,22.2066,22.2455,22.1654,22.1858,22.2272,22.146,22.2233,22.1847,22.2675
21857,2021-10-05,0.0,01:00:00,0.732904,195.706,0.604652,205.744,0.80238,192.474,0.811741,202.704,0.652775,194.55,0.866166,202.7,0.718604,208.15,0.762803,190.57,0.561879,211.026,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,22.5059,22.598,22.3843,22.1685,22.6474,22.1689,22.3192,22.4583,22.6809
21858,2021-10-05,0.0,02:00:00,2.56886,191.301,2.5768,191.168,2.57702,193.66,2.6121,195.518,2.59402,189.778,2.51982,198.39,2.693,195.39,2.70317,191.81,2.56521,188.752,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,22.1474,22.3203,22.0173,21.8192,22.2975,21.8026,22.0201,22.0716,22.4366
21859,2021-10-05,0.0,03:00:00,3.7328,187.774,3.74084,187.08,3.78811,190.879,3.7278,189.747,3.79601,188.366,3.58764,192.937,3.91416,189.371,3.96304,190.612,3.72913,186.933,5.27632e-08,1.16907e-08,1.1653e-05,1.61118e-07,8.90664e-08,4.72912e-07,1.98988e-08,0.000153489,2.52592e-08,21.8373,21.9714,21.7336,21.5236,22.0034,21.5452,21.6776,21.7963,22.1146
21860,2021-10-05,0.0,04:00:00,3.51475,192.621,3.51797,191.258,3.56654,196.084,3.44263,195.7,3.61979,191.347,3.29343,198.94,3.6742,195.431,3.75906,194.042,3.52319,189.022,0.106543,0.0835511,0.135256,0.117206,0.0896028,0.131866,0.0957743,0.136335,0.0634315,21.6942,21.8203,21.601,21.3646,21.8869,21.3945,21.5079,21.6925,21.9968
21861,2021-10-05,0.0,05:00:00,3.38215,196.524,3.22773,198.596,3.62798,196.552,3.51325,197.072,3.22888,197.675,3.58784,198.994,3.50105,198.818,3.57646,195.906,3.04202,199.193,0.154254,0.139444,0.180844,0.160582,0.143879,0.1702,0.145603,0.190417,0.123559,21.7785,21.9199,21.6656,21.3906,22.0048,21.3971,21.5557,21.8044,22.1148
21862,2021-10-05,0.0,06:00:00,2.19989,194.275,2.11656,195.634,2.36668,197.871,2.35027,200.52,2.05028,191.267,2.37458,205.721,2.48283,200.152,2.27802,191.942,1.84776,194.077,0.207341,0.236944,0.208941,0.200616,0.256921,0.174469,0.236416,0.281425,0.265368,21.892,22.0076,21.8042,21.4892,22.1036,21.4996,21.6484,21.95,22.1687
21863,2021-10-05,0.0,07:00:00,1.13597,251.428,0.958249,264.757,1.48132,229.909,1.80445,226.755,0.690422,282.284,2.18088,216.06,1.54281,242.469,0.897235,258.36,0.53988,287.933,0.269126,0.346655,0.211286,0.207277,0.390025,0.144341,0.267594,0.329594,0.444395,21.9794,21.9668,22.0162,21.7272,22.0491,21.7923,21.7769,22.0085,22.0095
21864,2021-10-05,0.0,08:00:00,0.829376,355.098,0.772296,351.35,0.762324,355.729,0.802398,337.24,0.793737,11.2354,0.603396,322.23,0.812169,333.193,0.815313,14.7011,0.808243,12.2912,0.301762,0.380201,0.214774,0.227892,0.433232,0.140078,0.286839,0.348729,0.487577,21.828,21.8492,21.8459,21.5474,21.9594,21.6545,21.5889,21.8798,21.9467
21865,2021-10-05,0.0,09:00:00,0.556354,27.266,0.863828,343.82,0.205246,103.466,0.208873,11.1511,0.681057,27.07,0.37708,202.511,0.728274,334.73,0.482676,81.1003,0.995656,353.698,0.263936,0.293633,0.211309,0.193805,0.345562,0.146499,0.199433,0.293911,0.366508,21.9031,21.9581,21.8421,21.591,22.0535,21.6048,21.68,21.9418,22.0666
21866,2021-10-05,0.0,10:00:00,0.719457,301.428,1.0907,304.516,0.26032,289.55,0.802266,279.576,0.720684,321.204,0.662041,255.108,1.12613,289.798,0.293264,358.227,1.08199,312.755,0.145221,0.145099,0.167896,0.107511,0.194454,0.125201,0.096271,0.214994,0.195128,21.8271,21.8548,21.7833,21.5197,21.9814,21.5543,21.6172,21.8665,21.943
21867,2021-10-05,0.0,11:00:00,0.34107,248.281,0.500362,244.388,0.208408,279.238,0.491856,239.95,0.276621,255.423,0.471985,246.521,0.684838,242.368,0.167121,308.676,0.413715,246.967,0.0655237,0.055678,0.123024,0.0444248,0.0971441,0.0941008,0.0272624,0.145147,0.0918374,22.0861,22.208,22.0303,21.7471,22.2658,21.8097,21.8919,22.1126,22.3235
21868,2021-10-05,0.0,12:00:00,0.731199,257.555,1.06058,299.253,1.03296,229.546,1.06185,240.999,0.546515,278.362,1.25274,233.444,1.02067,273.929,0.856337,228.871,1.1247,310.627,0.0502623,0.0447449,0.0983793,0.0384781,0.0717725,0.0834103,0.0238557,0.108802,0.0710977,22.9984,22.9449,22.9437,22.6704,23.1728,22.694,22.7345,23.0917,23.0178
21869,2021-10-05,0.4,13:00:00,2.37812,198.099,1.17009,253.11,3.34443,201.75,2.79287,203.374,2.07876,199.084,3.38234,207.201,1.5312,239.512,3.22817,196.624,1.14601,264.402,0.000648856,1.72257e-05,0.00420415,0.000973105,0.000270545,0.00298148,6.7234e-05,0.00397581,4.05312e-05,23.5135,23.755,22.9345,23.1913,23.7483,22.7237,23.5197,23.0459,23.8682
21870,2021-10-05,0.0,14:00:00,3.79416,154.422,3.83772,156.291,3.68944,153.433,3.80092,154.398,3.75994,154.717,3.68962,153.28,3.81566,156.781,3.65905,155.109,3.89368,155.81,0.219159,0.435798,0.033275,0.0659631,0.456035,0.0206293,0.257506,0.133269,0.554711,22.8504,22.9976,22.7177,22.5815,22.983,22.5536,22.7647,22.7737,23.1215
21871,2021-10-05,0.0,15:00:00,4.45811,150.625,4.44521,152.348,4.39413,149.371,4.68989,147.943,4.22379,152.699,4.49388,146.964,4.76915,149.557,4.2053,152.081,4.27967,154.032,0.221733,0.448857,0.0333297,0.0660312,0.466521,0.0209225,0.257638,0.13336,0.574995,23.001,23.1796,22.8282,22.6689,23.1454,22.6141,22.8861,22.8945,23.3063
21872,2021-10-05,0.0,16:00:00,4.70936,150.645,4.54445,152.678,4.73338,149.056,5.0998,147.573,4.44241,152.19,4.98196,145.523,4.96084,150.262,4.45914,151.307,4.41794,153.56,0.221733,0.448857,0.0333297,0.0659713,0.466424,0.0209139,0.257638,0.132753,0.574973,23.1153,23.247,23.0107,22.7689,23.2855,22.8279,22.8993,23.088,23.426
21873,2021-10-05,0.0,17:00:00,5.41301,154.998,5.1535,157.129,5.36874,153.912,5.73943,151.882,5.08006,157.098,5.51247,150.886,5.54105,154.18,5.1858,156.651,4.91513,158.367,0.00257397,0.013059,5.47171e-05,7.6592e-05,0.0104856,0.000295162,0.000142515,9.11951e-05,0.0202833,23.0658,23.3183,22.77,22.6257,23.1313,22.6036,22.7683,22.8285,23.3281
21874,2021-10-05,0.0,18:00:00,5.07691,155.043,4.86966,156.402,4.99986,154.619,5.40764,150.825,4.83373,157.846,5.14517,149.951,5.26278,152.786,4.89707,157.654,4.69572,158.591,0.0,0.0,0.0,8.52346e-06,0.0,1.96695e-06,1.04904e-05,0.0,0.0,23.1277,23.4099,22.8917,22.9608,23.1165,22.8328,23.3599,22.8278,23.3203
21875,2021-10-05,0.0,19:00:00,5.03676,150.104,4.93639,151.807,4.96656,149.35,5.38393,147.666,4.71505,152.457,5.20931,146.003,5.30683,149.586,4.78295,152.953,4.65645,153.115,0.0,0.0,0.0,0.0,0.0,0.0,8.28505e-06,0.0,0.0,22.7015,22.8481,22.5483,22.4109,22.8291,22.3268,22.5565,22.609,22.9574
21876,2021-10-05,0.0,20:00:00,4.99032,146.817,4.68443,148.529,4.99874,145.583,5.38921,144.636,4.64011,147.762,5.20298,142.855,5.14262,146.803,4.74613,147.363,4.43141,148.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3181,22.4441,22.2039,21.9629,22.4938,21.9575,22.1039,22.2931,22.5999
21877,2021-10-05,0.2,21:00:00,4.19936,144.145,3.92191,144.414,4.2795,142.784,4.42998,141.991,3.8498,144.788,4.52447,140.27,4.04475,141.614,3.91751,145.565,3.77539,144.462,0.00564343,0.00187385,0.0114824,0.00145736,0.033707,0.002197,0.000995219,0.0464625,0.0286577,22.0933,22.2227,21.9859,21.7314,22.2697,21.7419,21.8772,22.066,22.38
21878,2021-10-05,0.0,22:00:00,4.53194,132.418,4.33123,132.179,4.52147,132.183,5.04583,130.507,4.22112,134.226,4.73868,129.239,4.86721,130.973,4.50607,135.258,3.90476,133.263,0.0488486,0.0252582,0.0514958,0.0995373,0.0580859,0.095593,0.0505689,0.0838435,0.0387936,21.878,22.0189,21.7412,21.5208,22.0346,21.5186,21.6484,21.8244,22.1638
21879,2021-10-05,0.2,23:00:00,4.28329,129.377,3.64098,128.313,4.79059,129.413,4.52656,127.261,4.14883,130.345,4.70631,128.086,4.33529,126.81,4.62553,130.693,3.39475,129.626,0.0967967,0.0528628,0.110096,0.168364,0.102016,0.184923,0.11477,0.129345,0.0534005,21.652,21.7524,21.599,21.2594,21.8712,21.3134,21.3788,21.7307,21.9408
21880,2021-10-06,0.0,00:00:00,2.80927,100.868,2.69498,98.6753,2.91486,100.534,3.26904,100.299,2.5881,100.364,3.24552,100.024,3.12844,98.4206,2.76216,99.3156,2.48742,99.1994,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.554,20.5547,20.5511,20.5598,20.5477,20.5577,20.5597,20.5441,20.549
21881,2021-10-06,0.4,01:00:00,3.84457,137.158,3.86777,138.272,3.94763,136.952,3.83066,134.919,3.84842,139.066,3.9011,135.318,3.97076,136.062,3.9261,138.275,3.81634,140.997,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.6416,20.7211,20.5896,20.2556,20.8428,20.3315,20.3736,20.6895,20.9124
21882,2021-10-06,0.4,02:00:00,3.899,121.937,3.9623,123.031,3.58079,122.232,4.11614,121.996,3.53509,124.185,3.91504,119.949,4.0081,124.122,3.32782,125.272,3.7421,123.783,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.6736,20.7548,20.6011,20.2933,20.8767,20.3513,20.4001,20.6924,20.9692
21883,2021-10-06,0.0,03:00:00,4.23643,124.548,4.40268,124.3,4.0115,125.42,4.53746,122.642,3.78711,127.164,4.1995,123.349,4.61029,124.103,3.72926,127.191,3.9711,126.472,0.111733,0.0570039,0.230145,0.365651,0.0204891,0.506821,0.226463,0.189538,0.00237653,20.7151,20.8218,20.6236,20.3455,20.9083,20.3647,20.468,20.7282,21.0182
21884,2021-10-06,0.2,04:00:00,4.46394,124.181,4.43556,125.042,4.25897,122.808,4.78557,122.397,4.03542,125.571,4.35844,120.565,4.92262,124.273,4.09695,124.425,3.8984,126.301,0.12342,0.0614554,0.254053,0.39541,0.0227914,0.562751,0.238801,0.196221,0.00309104,20.6481,20.7462,20.6177,20.2564,20.8905,20.3185,20.3901,20.7755,20.9615
21885,2021-10-06,0.2,05:00:00,3.76214,114.45,3.45991,113.135,3.89913,113.06,4.43395,113.54,3.17431,114.479,4.41492,111.953,4.13728,113.222,3.3125,112.648,2.9302,114.069,0.063161,0.0349872,0.124657,0.21237,0.00922751,0.288342,0.126233,0.106083,0.00152938,20.7346,20.8312,20.6685,20.3374,20.9575,20.3745,20.4582,20.8181,21.0404
21886,2021-10-06,0.0,06:00:00,3.46273,115.541,3.3033,114.294,3.54459,114.721,3.92145,114.66,3.20292,116.024,3.8926,113.436,3.65679,114.028,3.29849,115.081,3.12399,115.388,0.0177129,0.00691501,0.0333923,0.0470341,0.00341434,0.084529,0.0192277,0.00845557,0.00110187,20.7175,20.8076,20.6619,20.3292,20.9404,20.3683,20.4496,20.8173,21.0148
21887,2021-10-06,0.2,07:00:00,3.11536,112.288,3.03307,109.425,3.13354,111.263,3.59437,110.25,2.83568,112.344,3.44801,110.052,3.44621,107.973,2.94654,109.856,2.79569,110.863,0.00602529,0.00246359,0.00948414,0.0172752,0.00111213,0.0285989,0.00688975,0.00177233,0.000387362,20.7282,20.8347,20.652,20.3469,20.9391,20.3731,20.4826,20.7971,21.0326
21888,2021-10-06,0.2,08:00:00,3.22117,113.781,3.00125,112.491,3.35079,113.434,3.47778,111.491,3.03709,115.069,3.53304,112.126,3.27763,110.59,3.18817,113.626,2.80506,115.178,0.0,0.0,0.0,0.0,7.26432e-08,0.0,0.0,4.64916e-06,1.0943e-08,20.767,20.8605,20.6973,20.3888,20.9784,20.4168,20.5167,20.8398,21.0532
21889,2021-10-06,0.0,09:00:00,3.33847,109.852,3.00675,108.207,3.50456,109.638,3.75162,108.262,3.12934,109.979,3.83751,108.226,3.42949,106.78,3.31929,108.67,2.7992,109.661,0.0,0.000313438,0.0,0.0,0.0,0.0,0.0020826,0.0,7.90739e-06,20.7969,20.9022,20.7124,20.4206,20.9984,20.4432,20.5518,20.84,21.0949
