,Data,precipitacao_obsevada,Horario,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
21890,2021-10-06,0.0,10:00:00,2.80927,100.868,2.69498,98.6753,2.91486,100.534,3.26904,100.299,2.5881,100.364,3.24552,100.024,3.12844,98.4206,2.76216,99.3156,2.48742,99.1994,0.0,0.000313438,0.0,0.0,9.68575e-08,0.0,0.0020826,0.0,8.19541e-06,20.9195,20.9977,20.8262,20.5505,21.114,20.5792,20.6619,20.9297,21.1864
21891,2021-10-06,0.0,11:00:00,2.83399,97.2711,2.66204,94.4643,2.96911,98.9247,3.22114,96.7698,2.69254,97.11,3.26087,98.9826,2.96492,93.6227,2.83714,97.7435,2.564,95.7588,1.2368e-06,0.000313438,5.66244e-07,0.0,0.000568597,0.0,0.0020826,0.000193834,8.23173e-06,21.2103,21.2836,21.1297,20.8509,21.4054,20.8868,20.9587,21.2258,21.4615
21892,2021-10-06,0.0,12:00:00,2.58805,104.427,2.34767,102.442,2.79585,105.144,2.97656,102.637,2.38881,105.965,3.11623,104.174,2.71445,100.652,2.61981,105.697,2.15562,104.458,1.2368e-06,0.0,5.66244e-07,0.0,0.000568597,0.0,0.0,0.000193834,3.24333e-07,21.6717,21.7508,21.5914,21.3498,21.8259,21.3878,21.4646,21.651,21.8943
21893,2021-10-06,0.0,13:00:00,2.5914,100.814,2.41399,103.213,2.7093,94.8161,2.72674,101.577,2.49719,99.2099,2.85175,97.3195,2.64858,104.059,2.60992,91.3698,2.14966,103.124,1.2368e-06,0.0,5.66244e-07,0.0,0.0005685,0.0,0.0,0.000193834,3.63216e-08,23.5416,23.6312,23.498,23.1873,23.6467,23.2674,23.3604,23.5307,23.6431
21894,2021-10-06,0.0,14:00:00,3.59693,115.795,3.49336,120.222,3.60707,110.955,3.86996,116.241,3.31314,114.522,3.89918,112.881,3.77556,120.503,3.30723,108.043,3.21588,120.861,0.0,0.0,0.0,1.10269e-06,0.0,0.0001055,0.0,0.0,0.0,24.0119,24.3401,23.9109,23.6377,24.1537,23.6338,23.9862,24.0075,24.3796
21895,2021-10-06,0.0,15:00:00,4.18614,114.158,4.1164,116.786,4.17094,109.785,4.50693,114.575,3.98119,113.715,4.51186,110.9,4.43138,117.425,3.95364,109.207,3.90828,116.451,0.0,0.0,0.0,1.10269e-06,0.0,0.0001055,0.0,0.0,0.0,23.896,23.9953,23.8864,23.5608,24.0907,23.6797,23.6709,23.9735,24.1908
21896,2021-10-06,0.0,16:00:00,4.49876,104.383,4.35159,105.789,4.62064,102.338,4.93152,105.326,4.20702,102.828,5.02994,103.849,4.77545,106.946,4.3113,100.62,4.09102,104.403,0.0,0.0,0.0,1.10269e-06,0.0,0.0001055,0.0,0.0,0.0,25.0939,25.2024,25.0766,24.8196,25.2809,24.928,24.9559,25.1253,25.3874
21897,2021-10-06,0.0,17:00:00,5.04232,101.349,4.89599,98.1315,5.2718,103.317,5.4011,101.059,4.7916,101.338,5.60726,103.46,5.20176,97.6574,4.96929,102.485,4.71352,98.9883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6176,25.7928,25.4466,25.2615,25.7961,25.2025,25.4667,25.4745,25.9568
21898,2021-10-06,0.0,18:00:00,5.15719,107.724,4.82027,106.022,5.28148,107.231,5.5573,107.378,4.93194,107.642,5.61611,107.894,5.05576,104.19,5.07084,105.771,4.74059,107.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7479,26.1324,25.4718,25.3738,25.9449,25.2088,25.8395,25.5803,26.2986
21899,2021-10-06,0.0,19:00:00,4.65014,93.2084,5.47408,79.5868,5.61828,108.251,5.17562,90.2649,4.45906,96.0084,5.66431,107.552,5.69622,78.5089,5.58761,107.634,5.33814,81.5336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2114,26.4221,25.4385,25.9015,26.3563,25.2302,26.0507,25.5252,26.5442
21900,2021-10-06,0.0,20:00:00,5.71112,81.5901,5.77461,80.841,5.96006,80.9854,6.2639,82.1647,5.33394,81.4083,6.30987,81.6496,6.14359,81.3444,5.74464,80.0587,5.5239,81.1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2619,25.3411,25.2325,24.847,25.5105,24.9517,24.9523,25.3575,25.5663
21901,2021-10-06,0.0,21:00:00,5.89948,83.2766,5.84448,81.7114,6.4233,84.645,6.45335,84.4504,5.32254,82.481,6.92395,84.9662,6.21561,83.2399,5.84893,83.2988,5.37403,81.4805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7301,23.8269,23.7128,23.2928,23.998,23.4082,23.4179,23.8644,24.0807
21902,2021-10-06,0.0,22:00:00,5.94733,79.8786,5.94541,78.736,5.97041,83.0807,6.52824,81.5905,5.16586,78.7502,6.6375,82.8875,6.24973,81.6704,5.1745,81.8683,5.43401,77.2755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4065,22.5242,22.3853,21.9555,22.6994,22.0601,22.1071,22.5612,22.7906
21903,2021-10-06,0.0,23:00:00,5.69897,80.7908,5.54613,78.7202,5.31686,84.3135,6.51388,82.0787,4.36478,80.0701,6.16148,83.4145,6.0494,82.201,4.12729,82.7579,4.5686,77.0859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9169,21.9888,21.9143,21.4695,22.1998,21.5907,21.5755,22.0829,22.2418
21904,2021-10-07,0.0,00:00:00,1.7196,182.512,1.85901,184.135,1.67471,189.206,1.67483,185.534,1.80089,186.882,1.45893,192.605,1.99654,188.679,1.87869,190.039,1.82957,185.715,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,21.1281,21.1391,21.115,21.099,21.1564,21.0869,21.1093,21.1425,21.1682
21905,2021-10-07,0.0,01:00:00,2.11397,76.6698,2.32981,74.9044,1.7101,79.8572,3.45255,80.7499,1.49392,72.5743,2.89785,84.1304,3.37834,79.7773,1.24025,72.4182,1.70226,74.2971,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,21.3088,21.3454,21.2967,20.8966,21.535,21.0057,20.9685,21.4288,21.5513
21906,2021-10-07,0.0,02:00:00,0.832015,72.3984,1.22104,69.8242,0.462694,75.8389,1.50428,76.8821,0.848144,71.8262,1.03579,80.3204,1.96094,73.3885,0.500878,66.1311,0.838556,68.1194,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.9008,20.9873,20.9081,20.4374,21.1629,20.5955,20.601,21.0843,21.1978
21907,2021-10-07,0.0,03:00:00,1.20402,49.8264,1.55298,55.5873,0.462465,355.985,2.0007,69.6744,1.06466,41.6782,0.832428,68.1683,2.11431,65.1718,0.829349,29.1872,1.21325,51.6409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6522,20.7208,20.6539,20.2908,20.8538,20.3589,20.3924,20.7551,20.8672
21908,2021-10-07,0.0,04:00:00,0.485607,81.9663,1.18173,75.273,0.115036,276.126,2.15299,84.1779,0.268645,30.6665,1.13804,85.2479,2.33496,80.681,0.153741,43.7915,0.870181,61.3267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4354,20.6034,20.5243,20.1303,20.7314,20.1445,20.3199,20.6621,20.7591
21909,2021-10-07,0.0,05:00:00,0.648596,117.696,0.544886,98.5756,0.524225,123.031,1.25785,86.2642,0.355995,196.827,1.21018,87.2566,1.38375,89.8435,0.471388,203.259,0.0330857,84.1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8851,20.8151,20.6885,20.8302,20.7344,20.766,20.8625,20.5851,20.7142
21910,2021-10-07,0.0,06:00:00,1.85206,140.306,1.15682,163.41,2.02498,139.51,1.9784,133.99,1.71664,154.792,2.17538,132.852,1.30246,141.327,1.76667,148.327,1.6213,178.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8936,20.8936,20.7132,20.8127,20.693,20.6323,20.8635,20.618,20.6604
21911,2021-10-07,0.0,07:00:00,1.79425,161.225,1.58064,170.222,1.95142,161.635,2.31964,152.685,1.58513,172.219,2.19509,152.564,2.22611,160.497,2.09194,170.43,1.27867,178.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9976,21.0644,20.951,20.868,21.0711,20.78,21.1063,21.0085,21.0476
21912,2021-10-07,0.0,08:00:00,2.49149,178.604,2.32323,181.34,2.85011,183.885,2.47444,176.763,2.63513,182.521,2.35315,181.305,2.68358,182.629,3.23512,186.057,2.19474,180.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8577,20.9104,20.8316,20.6213,21.0286,20.6428,20.7841,20.9351,21.0159
21913,2021-10-07,0.0,09:00:00,1.85876,194.294,2.00994,195.867,2.01456,198.324,1.83216,193.047,2.11771,197.364,1.60662,197.823,2.27588,195.988,2.46635,199.679,2.0672,195.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7355,20.8207,20.6986,20.4352,20.945,20.444,20.5968,20.8403,20.9778
21914,2021-10-07,0.0,10:00:00,1.7196,182.512,1.85901,184.135,1.67471,189.206,1.67483,185.534,1.80089,186.882,1.45893,192.605,1.99654,188.679,1.87869,190.039,1.82957,185.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6992,21.7836,21.6632,21.3584,21.9591,21.3754,21.5633,21.8213,22.0184
21915,2021-10-07,0.2,11:00:00,1.25278,243.481,1.23248,246.187,1.16449,242.2,1.36755,245.45,1.15105,236.409,1.2619,247.66,1.42897,245.521,1.1121,234.981,1.14353,247.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2811,23.3492,23.2923,23.026,23.3423,23.1285,23.1062,23.2651,23.4482
21916,2021-10-07,0.0,12:00:00,1.71708,284.215,1.64878,290.785,1.57758,288.928,1.87538,281.12,1.60747,285.313,1.73841,285.323,1.79483,283.793,1.48063,289.453,1.52421,298.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.983,24.7008,25.1284,24.8018,24.9841,25.0105,24.6495,25.0572,24.5291
21917,2021-10-07,0.0,13:00:00,2.06477,281.895,1.87437,282.591,2.22395,279.443,2.24945,278.613,1.96343,284.789,2.40438,278.828,2.10538,274.939,2.08415,279.245,1.70789,293.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9055,26.5994,27.0917,26.6827,26.9544,26.9492,26.5592,27.0418,26.3615
21918,2021-10-07,0.0,14:00:00,6.68076,188.899,6.60511,187.147,6.73913,191.707,6.88837,194.827,6.2913,183.416,6.94155,197.827,6.80156,192.957,6.37627,186.354,6.31442,182.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5452,27.0246,26.1405,26.2388,26.8243,25.937,26.7436,26.3694,27.2563
21919,2021-10-07,0.0,15:00:00,7.88111,207.591,8.06273,207.237,7.74788,207.957,8.22528,208.34,7.86479,208.553,8.05605,209.851,8.3664,207.792,7.67889,209.06,8.18142,207.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.913,26.2997,25.5773,25.3983,26.2371,25.1702,25.7842,25.844,26.635
21920,2021-10-07,0.0,16:00:00,7.71638,209.283,7.80282,208.72,7.53351,210.742,8.14344,211.679,7.34963,208.192,7.88522,214.203,8.25926,210.49,7.21623,208.89,7.56765,207.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7723,25.1745,24.4366,24.3177,25.0809,24.1304,24.6982,24.6432,25.4817
21921,2021-10-07,0.0,17:00:00,7.40067,207.277,7.53381,205.418,7.23457,209.784,7.40223,208.447,7.35586,206.657,7.07051,211.468,7.6933,206.737,7.30102,208.428,7.47604,205.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2052,24.5428,23.9386,23.8391,24.4781,23.7232,24.1414,24.0818,24.8445
21922,2021-10-07,0.0,18:00:00,5.75904,208.015,5.95191,205.226,5.52515,211.501,5.85741,210.36,5.75377,207.836,5.42849,213.435,6.20102,208.3,5.65106,211.205,5.89714,205.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.783,24.0837,23.542,23.3897,24.1011,23.3124,23.656,23.7348,24.409
21923,2021-10-07,0.0,19:00:00,4.95081,205.2,5.15363,203.71,4.71116,207.865,5.1721,209.691,4.79655,203.06,4.78225,212.049,5.51101,208.214,4.70889,205.698,4.92639,201.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3586,23.6632,23.0683,22.7713,23.6932,22.7003,23.1348,23.3768,23.9456
21924,2021-10-07,0.2,20:00:00,4.93276,208.267,5.02645,207.974,4.58189,210.234,5.27829,210.697,4.53668,206.718,4.90248,213.76,5.37904,209.69,4.17467,207.408,4.74899,207.165,2.54952e-09,1.56938e-11,2.51856e-08,1.07188e-09,1.03943e-05,1.18656e-08,4.30198e-12,7.9708e-05,7.38904e-09,22.9648,23.2556,22.6162,22.4707,23.1922,22.2837,22.7885,22.84,23.5341
21925,2021-10-07,0.0,21:00:00,3.26402,221.756,3.4766,219.716,2.93112,225.429,3.49922,226.073,3.04923,218.253,3.04238,229.803,3.83654,224.204,3.08239,221.501,3.02235,216.014,0.00500795,0.0131505,0.0161699,0.00188851,0.0179666,0.00881093,0.0238572,0.0306149,0.00679044,22.7596,22.9701,22.5569,22.3045,23.0375,22.2255,22.5484,22.7658,23.2046
21926,2021-10-07,1.0,22:00:00,6.25838,173.98,5.70795,175.759,6.27859,173.531,6.47729,172.621,6.11126,174.846,6.50494,172.724,5.61455,176.753,6.21366,174.758,5.85246,174.357,1.8243,2.05426,1.78357,1.85141,1.98728,1.66379,2.37217,1.99794,1.97093,22.1478,22.3066,22.011,21.776,22.3131,21.769,21.9808,22.1301,22.4541
21927,2021-10-07,0.0,23:00:00,5.87121,177.514,5.91777,178.446,5.76931,176.123,5.98498,176.358,5.9416,176.88,5.89302,174.889,5.99367,177.754,5.85379,175.632,6.06993,177.722,2.44828,2.58335,2.33124,2.30006,2.81836,2.17865,2.72159,2.6093,2.72698,21.5133,21.6369,21.4174,21.139,21.7145,21.155,21.3152,21.5559,21.7993
21928,2021-10-08,0.2,00:00:00,1.73216,97.1358,1.80511,88.2041,1.78395,101.338,1.73941,83.6029,1.77224,108.465,1.77662,93.2333,1.80038,76.3199,1.70237,106.076,1.81405,100.588,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.4148,20.4088,20.4185,20.4091,20.42,20.4152,20.4007,20.4213,20.4163
21929,2021-10-08,0.0,01:00:00,4.84287,184.478,4.81233,185.012,4.77391,184.469,4.75123,185.19,4.86299,183.651,4.59017,184.857,4.74624,186.269,4.94598,183.994,4.80772,183.829,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.6712,20.7357,20.6296,20.3167,20.8582,20.3789,20.4285,20.7297,20.8926
21930,2021-10-08,0.0,02:00:00,5.26307,167.782,5.15611,169.101,5.25796,166.639,5.44167,167.33,5.14228,168.181,5.34375,166.151,5.31463,168.83,5.23229,167.301,5.09599,169.336,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.6672,20.7663,20.6008,20.3243,20.8501,20.3698,20.458,20.6909,20.9272
21931,2021-10-08,0.0,03:00:00,4.69232,165.078,4.62369,166.172,4.63285,164.064,4.86268,165.069,4.57828,165.351,4.74917,163.553,4.76279,166.715,4.59191,165.163,4.53878,165.827,0.00471543,0.00774812,0.000202173,0.000185474,0.0214139,0.00213421,0.000256883,0.00596964,0.0199754,20.579,20.6715,20.5185,20.2248,20.7684,20.2791,20.3575,20.6161,20.841
21932,2021-10-08,0.0,04:00:00,3.64885,159.11,3.41341,159.557,3.84177,159.316,3.85541,158.805,3.52018,159.857,3.97953,158.06,3.57846,160.029,3.8197,161.146,3.30349,159.416,7.24136e-05,0.000573837,5.83095e-08,1.89232e-06,0.00131469,2.20258e-05,1.92221e-05,1.30786e-05,0.00262031,20.5743,20.6691,20.5097,20.2197,20.7672,20.2672,20.3549,20.6096,20.8402
21933,2021-10-08,0.0,05:00:00,3.43981,149.432,3.23677,149.457,3.54424,149.123,3.52607,147.698,3.2909,149.585,3.58505,147.311,3.29582,147.362,3.40877,150.231,3.16778,149.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5333,20.6258,20.4685,20.1741,20.7207,20.2255,20.3052,20.5664,20.7959
21934,2021-10-08,0.0,06:00:00,2.92979,150.227,2.73841,149.214,3.07077,150.319,2.93488,148.492,2.86416,149.395,3.09246,149.163,2.67527,146.593,2.96742,150.47,2.78114,148.874,0.0,0.0,0.0,9.16771e-10,0.0,0.0,8.47213e-08,0.0,0.0,20.4672,20.5622,20.4007,20.112,20.6547,20.1587,20.2408,20.4987,20.7314
21935,2021-10-08,0.0,07:00:00,2.96104,144.328,2.82273,143.496,3.07937,145.12,3.14438,142.805,2.88042,146.328,3.12563,142.174,3.03183,143.605,3.02257,146.81,2.73264,144.961,0.0,0.0,0.0,9.16771e-10,0.0,0.0,8.47213e-08,0.0,0.0,20.4756,20.5592,20.4202,20.0968,20.6747,20.16,20.2234,20.5223,20.7451
21936,2021-10-08,0.0,08:00:00,2.18337,141.845,2.13114,140.953,2.22232,143.801,2.30777,141.295,2.06807,143.346,2.28805,140.533,2.18572,141.708,2.17221,146.687,2.01556,140.283,0.0,0.0,0.0,9.16771e-10,0.0,0.0,8.47213e-08,0.0,0.0,20.4738,20.5538,20.4283,20.0913,20.6836,20.1562,20.2163,20.5425,20.7413
21937,2021-10-08,0.0,09:00:00,1.76529,121.037,1.61761,119.049,1.84861,119.409,1.66443,118.555,1.80195,118.494,1.74511,118.899,1.57886,112.625,1.80462,120.248,1.74983,118.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4981,20.5706,20.4547,20.093,20.7189,20.1542,20.1756,20.5919,20.7761
21938,2021-10-08,0.0,10:00:00,1.73216,97.1358,1.80511,88.2041,1.78395,101.338,1.73941,83.6029,1.77224,108.465,1.77662,93.2333,1.80038,76.3199,1.70237,106.076,1.81405,100.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4772,20.54,20.3833,20.049,20.7181,20.0656,20.1358,20.5572,20.7826
21939,2021-10-08,0.0,11:00:00,1.52405,51.9736,1.60604,49.8019,1.4104,62.1914,1.56018,55.8582,1.58245,50.2787,1.45386,63.6427,1.63582,50.1586,1.48729,58.1219,1.65521,51.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5739,20.5386,20.647,20.2418,20.7564,20.3923,20.2467,20.7419,20.6978
21940,2021-10-08,0.2,12:00:00,1.2797,42.9828,1.54577,41.194,1.16454,75.5353,1.32077,62.2368,1.43725,33.2799,1.25511,84.1372,1.63576,44.1626,1.08005,47.7082,1.31817,34.4358,0.0,0.0,9.60426e-09,0.0,0.0,7.68341e-09,0.0,1.02445e-08,0.0,21.8502,21.832,21.8235,21.5323,21.984,21.5738,21.5421,21.9395,21.9696
21941,2021-10-08,1.4,13:00:00,1.7362,173.908,1.74839,228.068,2.44323,148.416,2.38558,153.768,1.58894,213.713,2.21435,151.606,1.86027,193.683,1.83206,163.316,1.76976,236.472,3.70513e-05,0.0126529,1.97367e-05,0.000102314,0.00491777,0.00163893,0.00785483,0.00285343,0.0245523,21.4799,21.5293,21.4113,21.1672,21.5138,21.1228,21.3529,21.4963,21.5649
21942,2021-10-08,0.2,14:00:00,2.19191,162.873,2.1583,169.375,2.22716,152.905,2.6196,152.665,2.06373,154.947,2.66864,148.121,2.32373,155.193,1.92206,153.064,2.08538,160.379,3.71151e-05,0.0133557,1.97888e-05,0.000102327,0.00491777,0.0016394,0.0151958,0.00285343,0.0245529,22.3258,22.4044,22.3283,22.2269,22.3661,22.2588,22.2984,22.2924,22.4536
21943,2021-10-08,0.0,15:00:00,3.55497,153.129,3.4729,156.906,3.74359,151.095,3.61865,154.142,3.37696,153.642,3.75394,152.382,3.46307,156.022,3.58512,156.471,3.33981,152.868,3.71151e-05,0.0133557,1.97792e-05,0.000102327,0.00491777,0.0016394,0.0151958,0.00285341,0.0245529,22.8646,22.9801,22.8226,22.6268,23.0729,22.6536,22.7769,22.8945,23.1759
21944,2021-10-08,0.0,16:00:00,4.2258,151.21,3.98781,150.356,4.39671,150.995,4.12844,146.676,4.17837,154.145,4.32023,148.827,3.92711,143.931,4.28299,155.708,4.15108,153.841,6.37956e-08,0.000702767,5.20522e-08,1.28639e-08,0.0,4.7381e-07,0.00734093,0.0,5.73695e-07,23.1942,23.3497,23.0912,22.9449,23.2926,22.9495,23.0204,23.0923,23.4721
21945,2021-10-08,0.0,17:00:00,4.7619,146.104,4.54929,145.893,4.92305,145.271,4.80865,143.784,4.71157,146.084,4.86598,143.894,4.6662,142.983,4.78724,146.517,4.65069,146.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2103,23.404,23.0485,22.8635,23.3983,22.8186,23.059,23.1775,23.5676
21946,2021-10-08,0.0,18:00:00,5.19171,143.561,4.98611,142.986,5.31147,143.259,5.33897,140.655,5.14816,143.957,5.31396,141.078,5.24095,140.557,5.22458,143.145,5.00161,144.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7583,22.7961,22.5746,22.3802,22.942,22.3494,22.5277,22.6869,22.9504
21947,2021-10-08,0.0,19:00:00,5.2486,133.298,5.15358,132.944,5.27225,133.522,5.44301,131.957,5.13395,135.158,5.3587,131.659,5.40746,131.872,5.23956,135.245,5.01533,134.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7457,21.7988,21.6288,21.3547,21.9171,21.4325,21.4276,21.6634,22.009
21948,2021-10-08,0.0,20:00:00,4.76602,125.131,4.67635,123.216,4.84944,126.437,4.96944,122.813,4.65502,126.552,4.82386,124.006,5.03586,122.159,4.83757,127.307,4.45628,124.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1818,21.2048,21.144,20.7586,21.4159,20.8663,20.8057,21.2496,21.4552
21949,2021-10-08,0.0,21:00:00,4.6514,115.757,4.52821,118.045,4.46753,112.515,4.83809,116.625,4.48231,114.03,4.69213,112.941,4.70043,118.479,4.21762,112.626,4.44474,116.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8456,20.9153,20.8163,20.4561,21.076,20.5283,20.5629,20.9753,21.1304
21950,2021-10-08,0.0,22:00:00,4.19211,114.549,4.09694,114.263,4.2634,113.778,4.46467,114.568,4.05477,113.18,4.46993,114.355,4.36501,114.456,4.06567,112.259,3.99014,113.902,0.0,0.0,6.53818e-08,0.0,0.0,8.28877e-08,0.0,1.75741e-06,0.0,20.5712,20.6661,20.4993,20.1847,20.7882,20.2121,20.3164,20.6407,20.869
21951,2021-10-08,0.0,23:00:00,4.11738,109.915,3.79509,109.741,4.22188,108.185,4.24158,109.78,4.06845,109.191,4.27891,108.436,3.83469,109.093,4.18679,106.867,3.83844,109.788,0.0,0.0,7.47823e-08,0.0,0.0,1.00583e-07,0.0,1.75741e-06,0.0,20.3197,20.4431,20.2042,19.9528,20.517,19.9495,20.115,20.321,20.6313
21952,2021-10-09,0.0,00:00:00,2.05247,79.835,2.29558,83.7267,1.7689,74.9521,2.40841,81.6783,1.93794,77.6055,2.11518,78.9412,2.59288,83.7675,1.62361,69.1593,2.12529,84.0586,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,20.2126,20.2197,20.2022,20.2051,20.219,20.1953,20.2115,20.208,20.2266
21953,2021-10-09,0.0,01:00:00,3.00427,109.205,3.0055,107.204,3.13814,109.268,3.27729,107.578,2.86394,110.105,3.32466,108.719,3.29094,106.034,3.03708,108.207,2.81705,109.012,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,19.9874,20.1067,19.8372,19.6114,20.1927,19.5519,19.7409,19.9819,20.3104
21954,2021-10-09,0.0,02:00:00,2.74244,89.9745,2.77473,87.6361,2.78077,92.6508,3.01723,89.6854,2.61884,90.3047,2.98563,92.5264,2.98829,87.783,2.71713,91.8762,2.64842,88.3532,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,-999000000.0,19.966,20.0486,19.8416,19.5819,20.1683,19.5858,19.6937,19.9524,20.2439
21955,2021-10-09,0.0,03:00:00,2.68036,107.958,2.70274,104.107,2.76145,111.936,2.85556,108.107,2.61121,106.534,2.88438,111.902,2.82599,105.107,2.70188,110.641,2.64716,103.348,0.0,6.91605e-14,0.0,6.43992e-13,0.0,0.0,4.59223e-13,0.0,0.0,19.9603,20.0089,19.8818,19.5802,20.1768,19.6005,19.6577,20.0148,20.2052
21956,2021-10-09,0.0,04:00:00,2.90005,104.841,2.64602,102.548,3.01996,106.185,3.20838,104.338,2.72545,104.629,3.23972,105.667,2.92301,102.543,2.88987,104.934,2.49429,102.691,0.0,6.91605e-14,0.0,6.43992e-13,0.0,0.0,4.59223e-13,0.0,0.0,19.9876,20.0764,19.8519,19.6085,20.1937,19.5833,19.7266,19.9787,20.2677
21957,2021-10-09,0.0,05:00:00,3.05955,87.4628,3.02112,85.8899,2.961,88.1166,3.39947,87.3138,2.8952,87.1279,3.25044,88.1871,3.32793,85.558,2.81616,87.0022,2.82146,86.5627,0.0,2.66751e-14,0.0,5.33862e-13,0.0,0.0,2.75928e-14,0.0,0.0,20.0739,20.1409,20.0226,19.6942,20.2802,19.7673,19.7941,20.1268,20.332
21958,2021-10-09,0.0,06:00:00,2.54003,97.9371,2.44262,98.3437,2.52429,99.6674,2.81771,97.0007,2.41427,97.7779,2.75732,99.1192,2.72274,96.9099,2.43441,98.289,2.2787,99.8781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0445,20.0731,19.996,19.6658,20.252,19.7355,19.722,20.1108,20.2661
21959,2021-10-09,0.0,07:00:00,2.29197,93.9933,1.92715,89.7055,2.54172,96.0602,2.78688,95.0566,1.99817,92.4263,2.90115,96.8839,2.25004,90.0533,2.30856,93.6212,1.74978,89.4878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1863,20.2369,20.0727,19.8159,20.3805,19.8165,19.8937,20.188,20.4219
