,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20211020,1,1.84927,57.0511,2.03128,67.6241,1.89292,75.4086,2.0329,69.9229,1.83964,65.2629,1.86612,69.3701,2.16829,72.1432,2.41609,100.682,1.9565,57.4939
1,20211020,2,2.47357,119.882,2.40518,117.883,2.74956,119.547,3.08985,117.929,2.36312,120.601,3.06777,118.031,3.04803,117.088,2.78723,119.38,2.33724,118.92
2,20211020,3,3.10704,141.343,2.68,142.553,3.29261,136.174,3.26222,135.249,3.10013,140.375,3.24575,135.49,3.12885,133.14,3.37789,133.108,2.46632,147.665
3,20211020,4,4.34806,138.084,4.03622,137.643,4.49553,140.793,4.37588,136.466,4.32058,139.068,4.42249,139.03,4.11593,136.228,4.44155,141.939,4.06878,137.891
4,20211020,5,5.14685,137.119,4.93912,137.599,5.31,136.338,5.4161,136.699,4.92836,138.028,5.54879,135.355,5.15581,137.295,5.01456,137.653,4.81436,137.967
5,20211020,6,4.7863,130.674,4.49765,132.025,4.9738,128.525,5.18209,129.967,4.49319,130.593,5.13092,127.567,5.01258,131.341,4.74313,129.082,4.20393,131.845
6,20211020,7,4.48059,133.892,4.16061,131.029,4.70591,135.657,4.92419,132.361,4.03517,133.881,4.85078,135.126,4.82,129.569,4.40495,135.087,3.66937,130.742
7,20211020,8,4.62438,135.981,4.16032,135.03,4.76911,135.488,4.91084,134.179,4.15947,139.247,4.83033,133.159,4.65969,133.16,4.44877,138.421,3.66143,138.53
8,20211020,9,4.24204,130.729,3.47776,127.675,4.70072,132.192,4.40779,128.798,4.11787,132.966,4.73652,129.924,3.76059,125.814,4.58453,133.965,3.42063,129.842
9,20211020,10,3.54418,150.592,3.30821,151.945,3.8169,149.907,3.88351,146.203,3.28117,154.402,4.06117,145.831,3.64332,146.748,3.53541,153.484,3.17417,156.008
10,20211020,11,1.84927,57.0511,2.03128,67.6241,1.89292,75.4086,2.0329,69.9229,1.83964,65.2629,1.86612,69.3701,2.16829,72.1432,2.41609,100.682,1.9565,57.4939
11,20211020,12,1.90484,60.2741,2.1522,57.4076,2.40049,89.0005,2.0457,65.5891,1.98523,56.0572,2.69306,88.1912,2.01271,61.3421,1.93466,80.263,2.28457,49.7271
12,20211020,13,3.05187,62.0986,3.23086,61.4803,2.86802,66.1527,3.31706,64.7736,2.85019,61.4568,3.14856,69.4952,3.30922,62.1556,2.78066,64.2376,3.11612,61.2865
13,20211020,14,3.41255,64.847,3.37213,65.0858,3.20217,67.9242,3.76552,69.4442,3.29754,62.8045,3.56864,73.2325,3.68265,68.2418,3.1075,63.7323,3.28463,63.2404
14,20211020,15,2.29234,78.5801,2.10478,77.7192,2.23579,85.4138,2.3645,78.6946,2.36026,79.1497,2.36157,86.3052,2.19087,75.7189,2.2341,83.8105,2.13687,78.8211
15,20211020,16,1.27729,69.5852,1.47586,64.519,1.14886,98.1989,1.65562,73.5541,0.837356,64.9118,1.68335,92.8199,1.60261,70.2718,0.561355,85.9822,1.16744,58.097
16,20211020,17,1.12416,24.4816,0.924514,38.9163,1.24072,10.7906,1.12176,35.6543,1.12957,14.8453,0.937073,24.6514,0.99907,47.1126,1.32659,7.65207,0.999537,18.3178
17,20211020,18,1.37943,177.312,1.41901,208.62,0.966728,150.092,1.34178,169.973,1.2275,187.771,1.0632,156.027,1.448,201.246,0.821301,149.829,1.05595,221.896
18,20211020,19,2.82595,112.309,2.64348,112.166,2.94508,108.708,3.27914,110.624,2.56241,110.867,3.276,108.379,3.155,111.243,2.63781,105.616,2.42615,113.542
19,20211020,20,1.58858,78.1874,1.64771,80.9691,1.58019,89.1212,1.66886,81.3392,1.64682,77.2181,1.67699,91.8426,1.65007,80.9711,1.61725,84.619,1.72961,78.7166
20,20211020,21,2.52434,81.5841,2.63897,78.5151,2.46453,89.9253,2.8682,83.8924,2.3339,80.2461,2.69478,89.7864,2.8118,81.6996,2.37154,87.8265,2.55803,77.027
21,20211020,22,2.7221,58.4356,2.51195,59.2112,2.64316,58.1024,3.10924,63.7744,2.49707,54.9233,3.00783,62.6882,2.74604,63.9292,2.5231,52.6923,2.35369,56.2031
22,20211020,23,1.76493,74.7065,1.50012,77.8329,1.87431,71.4345,2.24733,76.2234,1.54398,77.0176,2.27994,74.4163,1.86084,79.2714,1.75043,70.1203,1.3126,78.8235
23,20211020,24,2.032,65.666,1.87582,57.5212,1.80307,76.6881,2.48981,71.1107,1.67024,63.666,2.25869,79.7039,2.1753,61.8331,1.56376,72.5369,1.62778,58.179
24,20211020,25,1.30728,64.4793,1.3144,61.1517,1.22207,53.5613,1.77962,64.4646,1.09273,71.4701,1.58591,61.2082,1.63262,59.1635,1.21517,53.1652,1.10457,67.3129
25,20211020,26,1.37048,60.0511,1.35204,68.6658,1.38993,51.4541,1.65311,62.8157,1.27582,60.7502,1.56734,58.2531,1.55343,68.2898,1.32077,50.8952,1.26757,68.8799
26,20211020,27,1.54654,46.9765,1.72587,52.5151,1.45793,37.8443,1.62931,39.6467,1.42801,53.6834,1.53923,33.8499,1.67633,41.7245,1.37717,46.0052,1.62644,56.1091
