,DATA,HORA,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10
0,20211007,1,1.7196,182.512,1.85901,184.135,1.67471,189.206,1.67483,185.534,1.80089,186.882,1.45893,192.605,1.99654,188.679,1.87869,190.039,1.82957,185.715
1,20211007,2,2.11397,76.6698,2.32981,74.9044,1.7101,79.8572,3.45255,80.7499,1.49392,72.5743,2.89785,84.1304,3.37834,79.7773,1.24025,72.4182,1.70226,74.2971
2,20211007,3,0.832015,72.3984,1.22104,69.8242,0.462694,75.8389,1.50428,76.8821,0.848144,71.8262,1.03579,80.3204,1.96094,73.3885,0.500878,66.1311,0.838556,68.1194
3,20211007,4,1.20402,49.8264,1.55298,55.5873,0.462465,355.985,2.0007,69.6744,1.06466,41.6782,0.832428,68.1683,2.11431,65.1718,0.829349,29.1872,1.21325,51.6409
4,20211007,5,0.485607,81.9663,1.18173,75.273,0.115036,276.126,2.15299,84.1779,0.268645,30.6665,1.13804,85.2479,2.33496,80.681,0.153741,43.7915,0.870181,61.3267
5,20211007,6,0.648596,117.696,0.544886,98.5756,0.524225,123.031,1.25785,86.2642,0.355995,196.827,1.21018,87.2566,1.38375,89.8435,0.471388,203.259,0.0330857,84.1963
6,20211007,7,1.85206,140.306,1.15682,163.41,2.02498,139.51,1.9784,133.99,1.71664,154.792,2.17538,132.852,1.30246,141.327,1.76667,148.327,1.6213,178.287
7,20211007,8,1.79425,161.225,1.58064,170.222,1.95142,161.635,2.31964,152.685,1.58513,172.219,2.19509,152.564,2.22611,160.497,2.09194,170.43,1.27867,178.795
8,20211007,9,2.49149,178.604,2.32323,181.34,2.85011,183.885,2.47444,176.763,2.63513,182.521,2.35315,181.305,2.68358,182.629,3.23512,186.057,2.19474,180.285
9,20211007,10,1.85876,194.294,2.00994,195.867,2.01456,198.324,1.83216,193.047,2.11771,197.364,1.60662,197.823,2.27588,195.988,2.46635,199.679,2.0672,195.487
10,20211007,11,1.7196,182.512,1.85901,184.135,1.67471,189.206,1.67483,185.534,1.80089,186.882,1.45893,192.605,1.99654,188.679,1.87869,190.039,1.82957,185.715
