,DATA,HORA,Barreto,Pto N,Pto S,Pto E,Pto W,Pto SE,Pto NE,Pto SW,Pto NW
0,20210916,1,23.5976,23.6796,23.5115,23.5499,23.6453,23.4661,23.6297,23.5569,23.7295
1,20210916,2,23.3177,23.4756,23.1839,23.0372,23.4678,23.0144,23.2119,23.2393,23.6142
2,20210916,3,23.1614,23.3112,23.0301,22.8439,23.2688,22.8338,23.0213,23.0387,23.4089
3,20210916,4,22.8894,23.0378,22.7634,22.5921,23.0347,22.5863,22.7733,22.7955,23.1726
4,20210916,5,22.7369,22.8915,22.6121,22.4516,22.869,22.4302,22.6465,22.67,22.9863
5,20210916,6,22.6953,22.8112,22.6053,22.3012,22.8669,22.3319,22.4585,22.6815,22.9585
6,20210916,7,22.4219,22.5388,22.3136,22.0658,22.5948,22.0771,22.2314,22.383,22.7105
7,20210916,8,22.2426,22.3616,22.1383,21.907,22.4169,21.9223,22.0622,22.2157,22.5192
8,20210916,9,22.1438,22.2657,22.0531,21.7748,22.3302,21.8092,21.9413,22.1315,22.4363
9,20210916,10,22.0447,22.176,21.9397,21.7018,22.2113,21.7122,21.8688,22.0146,22.3241
10,20210916,11,22.0446,22.1504,21.9594,21.6646,22.2365,21.701,21.8066,22.0496,22.325
11,20210916,12,22.28,22.3897,22.1919,21.9016,22.4701,21.946,22.0567,22.2773,22.5728
12,20210916,13,22.5793,22.6975,22.4851,22.2066,22.7679,22.2344,22.3685,22.5704,22.8705
13,20210916,14,22.7685,23.0837,22.6632,22.4051,22.9597,22.3807,22.7715,22.8,23.1562
14,20210916,15,23.8952,24.1551,23.5918,23.4518,23.9812,23.3143,23.7322,23.5173,24.28
15,20210916,16,24.2704,24.6328,23.9467,23.9243,24.4875,23.7258,24.2742,24.1207,24.7636
16,20210916,17,24.529,24.8181,24.2449,24.1312,24.7152,23.9834,24.4313,24.2998,25.0164
17,20210916,18,24.1722,24.4286,23.9224,23.7703,24.3806,23.6445,24.0635,24.0348,24.6275
18,20210916,19,23.8448,24.0233,23.6697,23.3618,24.0806,23.327,23.5872,23.6745,24.2986
19,20210916,20,23.3011,23.4012,23.0355,22.7124,23.444,22.7176,22.9534,23.1024,23.6647
20,20210916,21,22.7204,22.9522,22.5568,22.2879,22.904,22.281,22.5289,22.6273,23.0772
21,20210916,22,22.4424,22.5846,22.3094,22.0066,22.6503,22.0251,22.1968,22.4088,22.7887
22,20210916,23,22.1737,22.3021,22.0584,21.7479,22.3839,21.7748,21.9283,22.1686,22.4987
23,20210916,24,21.9067,22.0425,21.7855,21.5006,22.1061,21.5178,21.6785,21.8822,22.2307
24,20210916,25,21.7076,21.8405,21.6011,21.3225,21.8977,21.341,21.488,21.6971,22.0138
25,20210916,26,21.5074,21.6409,21.4073,21.1135,21.7211,21.1299,21.2714,21.5244,21.8355
26,20210916,27,21.2518,21.3711,21.1682,20.8371,21.4849,20.8698,20.9859,21.2954,21.5854
27,20210916,28,21.0866,21.2249,20.9911,20.6922,21.3006,20.7116,20.8458,21.1079,21.4127
28,20210916,29,21.107,21.2285,21.0282,20.7002,21.3224,20.7438,20.8363,21.1589,21.4227
29,20210916,30,20.976,21.0674,20.909,20.5347,21.2262,20.5942,20.6614,21.0556,21.3013
30,20210916,31,20.5195,20.6317,20.4507,20.0749,20.7889,20.119,20.2239,20.6316,20.8762
31,20210916,32,20.5983,20.7398,20.5063,20.2026,20.8277,20.2105,20.3709,20.6702,20.9515
32,20210916,33,20.6616,20.7769,20.5469,20.2702,20.8806,20.278,20.4062,20.6842,20.9878
33,20210916,34,20.7521,20.8282,20.6472,20.3518,20.9718,20.3813,20.4571,20.7794,21.0229
34,20210916,35,20.8171,20.8752,20.743,20.4318,21.0391,20.4857,20.5163,20.8619,21.079
35,20210916,36,21.6245,21.6511,21.5154,21.1971,21.8201,21.1873,21.2582,21.4486,21.8807
36,20210916,37,22.7006,22.7572,22.6559,22.2581,22.9691,22.3297,22.3686,22.8043,22.9878
37,20210916,38,23.909,24.1309,23.6798,23.5304,24.1469,23.3835,23.7759,23.8248,24.3369
38,20210916,39,25.1553,25.2863,24.9013,24.745,25.3137,24.5917,24.8968,24.9592,25.4393
39,20210916,40,26.057,26.4235,25.7723,25.626,26.1891,25.4986,26.0402,25.8262,26.619
40,20210916,41,26.3798,26.6747,26.1057,25.9767,26.349,25.8173,26.3405,26.0744,26.6736
41,20210916,42,26.2137,26.4266,26.0525,25.7101,26.4736,25.6525,25.9498,26.187,26.5365
42,20210916,43,26.1944,26.4318,26.0189,25.7036,26.2964,25.6306,25.9641,26.1147,26.4776
43,20210916,44,26.1417,26.4173,25.9221,25.6619,26.3874,25.5406,25.9435,26.124,26.6579
44,20210916,45,25.0285,25.3416,24.7931,24.5566,25.2732,24.399,24.8976,25.0203,25.5854
45,20210916,46,24.4258,24.7889,24.1158,23.9425,24.6815,23.7334,24.3513,24.309,25.0377
46,20210916,47,23.7967,23.875,23.7612,23.3622,24.0284,23.4503,23.4843,23.9109,24.09
47,20210916,48,22.8979,23.0003,22.8406,22.4588,23.1432,22.528,22.6074,22.9948,23.2177
